hgnc_symbol,ensembl_gene_id,entrezgene_id,mgi_symbol,ensembl_gene_id_mouse,entrezgene_id_mouse
TSNAX,ENSG00000116918,7257,Tsnax,ENSMUSG00000056820,53424
TSPAN15,ENSG00000099282,23555,Tspan15,ENSMUSG00000037031,70423
TSPAN6,ENSG00000000003,7105,Tspan6,ENSMUSG00000067377,56496
TTYH2,ENSG00000141540,94015,Ttyh2,ENSMUSG00000034714,117160
UGGT2,ENSG00000102595,55757,Uggt2,ENSMUSG00000042104,66435
UNC119,ENSG00000109103,9094,Unc119,ENSMUSG00000002058,22248
UNC5D,ENSG00000156687,137970,Unc5d,ENSMUSG00000063626,210801
UQCRQ,ENSG00000164405,27089,Uqcrq,ENSMUSG00000044894,22272
UROD,ENSG00000126088,7389,Urod,ENSMUSG00000028684,22275
UROS,ENSG00000188690,7390,Uros,ENSMUSG00000030979,22276
USP31,ENSG00000103404,57478,Usp31,ENSMUSG00000063317,76179
USP54,ENSG00000166348,159195,Usp54,ENSMUSG00000034235,78787
UTRN,ENSG00000152818,7402,Utrn,ENSMUSG00000019820,22288
VAMP1,ENSG00000139190,6843,Vamp1,ENSMUSG00000030337,22317
VAMP3,ENSG00000049245,9341,Vamp3,ENSMUSG00000028955,22319
VAMP8,ENSG00000118640,8673,Vamp8,ENSMUSG00000050732,22320
VAPB,ENSG00000124164,9217,Vapb,ENSMUSG00000054455,56491
VAV2,ENSG00000160293,7410,Vav2,ENSMUSG00000009621,22325
VEZF1,ENSG00000136451,7716,Vezf1,ENSMUSG00000018377,22344
VGF,ENSG00000128564,7425,Vgf,ENSMUSG00000037428,381677
VPS33B,ENSG00000184056,26276,Vps33b,ENSMUSG00000030534,233405
VSNL1,ENSG00000163032,7447,Vsnl1,ENSMUSG00000054459,26950
WAC,ENSG00000095787,51322,Wac,ENSMUSG00000024283,225131
WLS,ENSG00000116729,79971,Wls,ENSMUSG00000028173,68151
WSCD2,ENSG00000075035,9671,Wscd2,ENSMUSG00000063430,320916
WWC1,ENSG00000113645,23286,Wwc1,ENSMUSG00000018849,211652
WWTR1,ENSG00000018408,25937,Wwtr1,ENSMUSG00000027803,97064
YAP1,ENSG00000137693,10413,Yap1,ENSMUSG00000053110,22601
YBX1,ENSG00000065978,4904,Ybx1,ENSMUSG00000028639,22608
YBX3,ENSG00000060138,8531,Ybx3,ENSMUSG00000030189,56449
YES1,ENSG00000176105,7525,Yes1,ENSMUSG00000014932,22612
ZBTB33,ENSG00000177485,10009,Zbtb33,ENSMUSG00000048047,56805
ZBTB8OS,ENSG00000176261,339487,Zbtb8os,ENSMUSG00000057572,67106
ZDHHC9,ENSG00000188706,51114,Zdhhc9,ENSMUSG00000036985,208884
ZEB2,ENSG00000169554,9839,Zeb2,ENSMUSG00000026872,24136
ZFP36,ENSG00000128016,7538,Zfp36,ENSMUSG00000044786,22695
ZFP36L1,ENSG00000185650,677,Zfp36l1,ENSMUSG00000021127,12192
ZFP536,ENSG00000198597,9745,Zfp536,ENSMUSG00000043456,243937
ZFP592,ENSG00000166716,9640,Zfp592,ENSMUSG00000005621,233410
ZFP768,ENSG00000169957,79724,Zfp768,ENSMUSG00000047371,233890
ZKSCAN6,ENSG00000154957,7566,Zkscan6,ENSMUSG00000018347,52712
ZMIZ2,ENSG00000122515,83637,Zmiz2,ENSMUSG00000041164,52915
ZNHIT3,ENSG00000273611,9326,Znhit3,ENSMUSG00000020526,448850
GUCY1B3,ENSG00000061918,2983,Gucy1b3,ENSMUSG00000028005,54195
CHIL1,ENSG00000133048,1116,Chil1,ENSMUSG00000064246,12654
FCGR3A,ENSG00000203747,2214,Fcgr4,ENSMUSG00000059089,246256
C1RA,ENSG00000159403,715,C1ra,ENSMUSG00000055172,50909
CD8B1,ENSG00000172116,926,Cd8b1,ENSMUSG00000053044,12526
ABCB1A,ENSG00000085563,5243,Abcb1a,ENSMUSG00000040584,18671
CD209E,ENSG00000090659,30835,Cd209e,ENSMUSG00000040197,170780
C1S1,ENSG00000182326,716,C1s1,ENSMUSG00000038521,50908
ACAA1A,ENSG00000060971,30,Acaa1a,ENSMUSG00000036138,113868
CCL12,ENSG00000108691,6347,Ccl12,ENSMUSG00000035352,20293
CALM4,ENSG00000178372,51806,Calm4,ENSMUSG00000033765,80796
CXCL15,NA,NA,Cxcl15,ENSMUSG00000029375,20309
C9ORF72,ENSG00000147894,203228,C9orf72,ENSMUSG00000028300,73205
CAR2,ENSG00000104267,760,Car2,ENSMUSG00000027562,12349
ATP5B,ENSG00000110955,506,Atp5b,ENSMUSG00000025393,11947
ANK,ENSG00000154122,56172,Ank,ENSMUSG00000022265,11732
CCL15,ENSG00000275718,6359,Ccl6,ENSMUSG00000018927,20305
ATP5G3,ENSG00000154518,518,Atp5g3,ENSMUSG00000018770,228033
FCGR1,ENSG00000150337,2209,Fcgr1,ENSMUSG00000015947,14129
FCRLS,ENSG00000132704,79368,Fcrls,ENSMUSG00000015852,80891
ATP6V0E,ENSG00000113732,8992,Atp6v0e,ENSMUSG00000015575,11974
CD244A,ENSG00000122223,51744,Cd244a,ENSMUSG00000004709,18106
FASL,ENSG00000117560,356,Fasl,ENSMUSG00000000817,14103
ADORA3,ENSG00000282608,140,Adora3,ENSMUSG00000000562,11542
TRAC,ENSG00000277734,28755,Trac,ENSMUSG00000076928,100101484
CCL3,ENSG00000277632,6348,Ccl3,ENSMUSG00000000982,20302
NEFL,ENSG00000277586,4747,Nefl,ENSMUSG00000022055,18039
TAF9,ENSG00000273841,6880,Taf9,ENSMUSG00000052293,108143
GRIN2B,ENSG00000273079,2904,Grin2b,ENSMUSG00000030209,14812
CCL5,ENSG00000271503,6352,Ccl5,ENSMUSG00000035042,20304
SPIB,ENSG00000269404,6689,Spib,ENSMUSG00000008193,272382
MMP12,ENSG00000262406,4321,Mmp12,ENSMUSG00000049723,17381
SALL3,ENSG00000256463,27164,Sall3,ENSMUSG00000024565,20689
EID1,ENSG00000255302,23741,Eid1,ENSMUSG00000091337,58521
INS,ENSG00000254647,3630,Ins2,ENSMUSG00000000215,16334
PRKDC,ENSG00000253729,5591,Prkdc,ENSMUSG00000022672,19090
C4A,ENSG00000244731,720,C4a,ENSMUSG00000015451,625018
ETV5,ENSG00000244405,2119,Etv5,ENSMUSG00000013089,104156
OR5V1,ENSG00000243729,81696,Olfr110,ENSMUSG00000090894,258325
PLA2G4B,ENSG00000243708,100137049,Pla2g4b,ENSMUSG00000098488,211429
CNTF,ENSG00000242689,1270,Cntf,ENSMUSG00000079415,12803
PLEKHO2,ENSG00000241839,80301,Plekho2,ENSMUSG00000050721,102595
ARPC1A,ENSG00000241685,10552,Arpc1a,ENSMUSG00000029621,56443
PSMB9,ENSG00000240065,5698,Psmb9,ENSMUSG00000096727,16912
IGTP,ENSG00000237693,345611,Igtp,ENSMUSG00000078853,16145
IRGM,ENSG00000237693,345611,Iigp1,ENSMUSG00000054072,60440
TRIM26,ENSG00000234127,7726,Trim26,ENSMUSG00000024457,22670
TNF,ENSG00000232810,7124,Tnf,ENSMUSG00000024401,21926
C4B,ENSG00000224389,721,C4a.b,ENSMUSG00000073418,12268
CERS1,ENSG00000223802,10715,Cers1,ENSMUSG00000087408,93898
ANG,ENSG00000214274,283,Ang,ENSMUSG00000072115,11727
EMP2,ENSG00000213853,2013,Emp2,ENSMUSG00000022505,13731
KLRK1,ENSG00000213809,22914,Klrk1,ENSMUSG00000030149,27007
ATP6V1G2,ENSG00000213760,534,Atp6v1g2,ENSMUSG00000024403,66237
VDAC1,ENSG00000213585,7416,Vdac1,ENSMUSG00000020402,22333
LTC4S,ENSG00000213316,4056,Ltc4s,ENSMUSG00000020377,17001
HACD2,ENSG00000206527,201562,Hacd2,ENSMUSG00000035376,70757
HLA-A,ENSG00000206503,3105,H2.D1,ENSMUSG00000073411,14964
OLIG2,ENSG00000205927,10215,Olig2,ENSMUSG00000039830,50913
CPT1B,ENSG00000205560,1375,Cpt1b,ENSMUSG00000078937,12895
TMSB4X,ENSG00000205542,7114,Tmsb4x,ENSMUSG00000049775,19241
CFI,ENSG00000205403,3426,Cfi,ENSMUSG00000058952,12630
ADGRG1,ENSG00000205336,9289,Adgrg1,ENSMUSG00000031785,14766
TMEM88B,ENSG00000205116,643965,Tmem88b,ENSMUSG00000073680,320587
ATXN2,ENSG00000204842,6311,Atxn2,ENSMUSG00000042605,20239
AKT1S1,ENSG00000204673,84335,Akt1s1,ENSMUSG00000011096,67605
HLA-E,ENSG00000204592,3133,H2.T23,ENSMUSG00000067212,15040
AIF1,ENSG00000204472,199,Aif1,ENSMUSG00000024397,11629
LSM2,ENSG00000204392,57819,Lsm2,ENSMUSG00000007050,27756
HSPA1A,ENSG00000204389,3303,Hspa1a.b,ENSMUSG00000091971,193740
AGER,ENSG00000204305,177,Ager,ENSMUSG00000015452,11596
NOTCH4,ENSG00000204301,4855,Notch4,ENSMUSG00000015468,18132
HLA-DRA,ENSG00000204287,3122,H2.Ea.ps,ENSMUSG00000036322,100504404
PSMB8,ENSG00000204264,5696,Psmb8,ENSMUSG00000024338,16913
RING1,ENSG00000204227,6015,Ring1,ENSMUSG00000024325,19763
GGTA1,ENSG00000204136,2681,Ggta1,ENSMUSG00000035778,14594
MAFB,ENSG00000204103,9935,Mafb,ENSMUSG00000074622,16658
RORB,ENSG00000198963,6096,Rorb,ENSMUSG00000036192,225998
DMD,ENSG00000198947,1756,Dmd,ENSMUSG00000045103,13405
MAGEE1,ENSG00000198934,57692,Magee1,ENSMUSG00000031227,107528
GPRASP1,ENSG00000198932,9737,Gprasp1,ENSMUSG00000043384,67298
NOS1AP,ENSG00000198929,9722,Nos1ap,ENSMUSG00000038473,70729
L1CAM,ENSG00000198910,3897,L1cam,ENSMUSG00000031391,16728
CD3E,ENSG00000198851,916,Cd3e,ENSMUSG00000032093,12501
RYR3,ENSG00000198838,6263,Ryr3,ENSMUSG00000057378,20192
OPA1,ENSG00000198836,4976,Opa1,ENSMUSG00000038084,74143
INPP5F,ENSG00000198825,22876,Inpp5f,ENSMUSG00000042105,101490
MTOR,ENSG00000198793,2475,Mtor,ENSMUSG00000028991,56717
GRIN3A,ENSG00000198785,116443,Grin3a,ENSMUSG00000039579,242443
PLXNB3,ENSG00000198753,5365,Plxnb3,ENSMUSG00000031385,140571
SLC9A6,ENSG00000198689,10479,Slc9a6,ENSMUSG00000060681,236794
CALM1,ENSG00000198668,801,Calm1,ENSMUSG00000001175,12313
RYR2,ENSG00000198626,6262,Ryr2,ENSMUSG00000021313,20191
ARC,ENSG00000198576,23237,Arc,ENSMUSG00000022602,11838
NTRK1,ENSG00000198400,4914,Ntrk1,ENSMUSG00000028072,18211
GFPT1,ENSG00000198380,2673,Gfpt1,ENSMUSG00000029992,14583
CACNA1E,ENSG00000198216,777,Cacna1e,ENSMUSG00000004110,12290
LPAR1,ENSG00000198121,1902,Lpar1,ENSMUSG00000038668,14745
SIRPA,ENSG00000198053,140885,Sirpa,ENSMUSG00000037902,19261
KEL,ENSG00000197993,3792,Kel,ENSMUSG00000029866,23925
DNM3,ENSG00000197959,26052,Dnm3,ENSMUSG00000040265,103967
ADH5,ENSG00000197894,128,Adh5,ENSMUSG00000028138,11532
NKIRAS1,ENSG00000197885,28512,Nkiras1,ENSMUSG00000021772,69721
S100A10,ENSG00000197747,6281,S100a10,ENSMUSG00000041959,20194
PHF2,ENSG00000197724,5253,Phf2,ENSMUSG00000038025,18676
NMB,ENSG00000197696,4828,Nmb,ENSMUSG00000025723,68039
SPTAN1,ENSG00000197694,6709,Sptan1,ENSMUSG00000057738,20740
HTT,ENSG00000197386,3064,Htt,ENSMUSG00000029104,15194
TPSB2,ENSG00000197253,64499,Tpsb2,ENSMUSG00000033825,17229
ENTPD4,ENSG00000197217,9583,Entpd4,ENSMUSG00000095463,67464
SRC,ENSG00000197122,6714,Src,ENSMUSG00000027646,20779
NF1,ENSG00000196712,4763,Nf1,ENSMUSG00000020716,18015
TRPV1,ENSG00000196689,7442,Trpv1,ENSMUSG00000005952,193034
TLR7,ENSG00000196664,51284,Tlr7,ENSMUSG00000044583,170743
HDAC2,ENSG00000196591,3066,Hdac2,ENSMUSG00000019777,15182
LAMA2,ENSG00000196569,3908,Lama2,ENSMUSG00000019899,16773
ANAPC7,ENSG00000196510,51434,Anapc7,ENSMUSG00000029466,56317
PTPN1,ENSG00000196396,5770,Ptpn1,ENSMUSG00000027540,19246
GRM7,ENSG00000196277,2917,Grm7,ENSMUSG00000056755,108073
RYR1,ENSG00000196218,6261,Ryr1,ENSMUSG00000030592,20190
CTSE,ENSG00000196188,1510,Ctse,ENSMUSG00000004552,13034
SERPINA3,ENSG00000196136,12,Serpina3n,ENSMUSG00000021091,20716
NCR1,ENSG00000189430,9437,Ncr1,ENSMUSG00000062524,17086
HMGB1,ENSG00000189403,3146,Hmgb1,ENSMUSG00000066551,15289
LRRK2,ENSG00000188906,120892,Lrrk2,ENSMUSG00000036273,66725
PLA2G2E,ENSG00000188784,30814,Pla2g2e,ENSMUSG00000028751,26970
CLN3,ENSG00000188603,1201,Cln3,ENSMUSG00000030720,12752
PLA2G2A,ENSG00000188257,5320,Pla2g2a,ENSMUSG00000058908,18780
PLA2G4E,ENSG00000188089,123745,Pla2g4e,ENSMUSG00000050211,329502
NWD1,ENSG00000188039,284434,Nwd1,ENSMUSG00000048148,319555
UBQLN2,ENSG00000188021,29978,Ubqln2,ENSMUSG00000050148,54609
SLC18A3,ENSG00000187714,6572,Slc18a3,ENSMUSG00000100241,20508
AGMO,ENSG00000187546,392636,Agmo,ENSMUSG00000050103,319660
SIRT7,ENSG00000187531,51547,Sirt7,ENSMUSG00000025138,209011
COL4A1,ENSG00000187498,1282,Col4a1,ENSMUSG00000031502,12826
CCK,ENSG00000187094,885,Cck,ENSMUSG00000032532,12424
LILRB4,ENSG00000186818,11006,Lilrb4a,ENSMUSG00000112148,14728
KATNA1,ENSG00000186625,11104,Katna1,ENSMUSG00000019794,23924
GNG2,ENSG00000186469,54331,Gng2,ENSMUSG00000043004,14702
NAP1L2,ENSG00000186462,4674,Nap1l2,ENSMUSG00000082229,17954
CYP4X1,ENSG00000186377,260293,Cyp4x1,ENSMUSG00000047155,81906
BACE1,ENSG00000186318,23621,Bace1,ENSMUSG00000032086,23821
GABRA5,ENSG00000186297,2558,Gabra5,ENSMUSG00000055078,110886
LAMP1,ENSG00000185896,3916,Lamp1,ENSMUSG00000031447,16783
ATP6V0C,ENSG00000185883,527,Atp6v0c,ENSMUSG00000024121,11984
IFIT1,ENSG00000185745,3434,Ifit1,ENSMUSG00000034459,15957
NTF3,ENSG00000185652,4908,Ntf3,ENSMUSG00000049107,18205
SP1,ENSG00000185591,6667,Sp1,ENSMUSG00000001280,20683
PRKN,ENSG00000185345,5071,Park2,ENSMUSG00000023826,50873
SLC24A3,ENSG00000185052,57419,Slc24a3,ENSMUSG00000063873,94249
NELFA,ENSG00000185049,7469,Nelfa,ENSMUSG00000029111,24116
CHRM5,ENSG00000184984,1133,Chrm5,ENSMUSG00000074939,213788
DRD1,ENSG00000184845,1812,Drd1,ENSMUSG00000021478,13488
NELL2,ENSG00000184613,4753,Nell2,ENSMUSG00000022454,54003
KCND2,ENSG00000184408,3751,Kcnd2,ENSMUSG00000060882,16508
PLA2G6,ENSG00000184381,8398,Pla2g6,ENSMUSG00000042632,53357
EFNA5,ENSG00000184349,1946,Efna5,ENSMUSG00000048915,13640
OLIG1,ENSG00000184221,116448,Olig1,ENSMUSG00000046160,50914
KCNQ3,ENSG00000184156,3786,Kcnq3,ENSMUSG00000056258,110862
SH2D1A,ENSG00000183918,4068,Sh2d1a,ENSMUSG00000005696,20400
TBK1,ENSG00000183735,29110,Tbk1,ENSMUSG00000020115,56480
GRIN2A,ENSG00000183454,2903,Grin2a,ENSMUSG00000059003,14811
GABRR3,ENSG00000183185,200959,Gabrr3,ENSMUSG00000074991,328699
TMEM119,ENSG00000183160,338773,Tmem119,ENSMUSG00000054675,231633
GAS6,ENSG00000183087,2621,Gas6,ENSMUSG00000031451,14456
ABAT,ENSG00000183044,18,Abat,ENSMUSG00000057880,268860
SLC8A1,ENSG00000183023,6546,Slc8a1,ENSMUSG00000054640,20541
AP2A2,ENSG00000183020,161,Ap2a2,ENSMUSG00000002957,11772
MTA1,ENSG00000182979,9112,Mta1,ENSMUSG00000021144,116870
SRPRA,ENSG00000182934,6734,Srpr,ENSMUSG00000032042,67398
PLCB1,ENSG00000182621,23236,Plcb1,ENSMUSG00000051177,18795
CSF1R,ENSG00000182578,1436,Csf1r,ENSMUSG00000024621,12978
CACNB4,ENSG00000182389,785,Cacnb4,ENSMUSG00000017412,12298
CLN8,ENSG00000182372,2055,Cln8,ENSMUSG00000026317,26889
AMIGO1,ENSG00000181754,57463,Amigo1,ENSMUSG00000050947,229715
P2RY13,ENSG00000181631,53829,P2ry13,ENSMUSG00000036362,74191
SOX2,ENSG00000181449,6657,Sox2,ENSMUSG00000074637,20674
EHMT1,ENSG00000181090,79813,Ehmt1,ENSMUSG00000036893,77683
CHRM2,ENSG00000181072,1129,Chrm2,ENSMUSG00000045613,243764
NQO1,ENSG00000181019,1728,Nqo1,ENSMUSG00000003849,18104
PRF1,ENSG00000180644,5551,Prf1,ENSMUSG00000037202,18646
F2,ENSG00000180210,2147,F2,ENSMUSG00000027249,14061
TH,ENSG00000180176,7054,Th,ENSMUSG00000000214,21823
NRXN1,ENSG00000179915,9378,Nrxn1,ENSMUSG00000024109,18189
GRM8,ENSG00000179603,2918,Grm8,ENSMUSG00000024211,14823
GATA2,ENSG00000179348,2624,Gata2,ENSMUSG00000015053,14461
PTPN11,ENSG00000179295,5781,Ptpn11,ENSMUSG00000043733,19247
HTR1A,ENSG00000178394,3350,Htr1a,ENSMUSG00000021721,15550
UBE2N,ENSG00000177889,7334,Ube2n,ENSMUSG00000074781,93765
GRB2,ENSG00000177885,2885,Grb2,ENSMUSG00000059923,14784
AP3S1,ENSG00000177879,1176,Ap3s1,ENSMUSG00000024480,11777
KCNJ10,ENSG00000177807,3766,Kcnj10,ENSMUSG00000044708,16513
POLR2L,ENSG00000177700,5441,Polr2l,ENSMUSG00000038489,66491
GBA,ENSG00000177628,2629,Gba,ENSMUSG00000028048,14466
JUN,ENSG00000177606,3725,Jun,ENSMUSG00000052684,16476
CD163,ENSG00000177575,9332,Cd163,ENSMUSG00000008845,93671
GPR4,ENSG00000177464,2828,Gpr4,ENSMUSG00000044317,319197
CD19,ENSG00000177455,930,Cd19,ENSMUSG00000030724,12478
ULK1,ENSG00000177169,8408,Ulk1,ENSMUSG00000029512,22241
MTHFR,ENSG00000177000,4524,Mthfr,ENSMUSG00000029009,17769
GRIN1,ENSG00000176884,2902,Grin1,ENSMUSG00000026959,14810
BASP1,ENSG00000176788,10409,Basp1,ENSMUSG00000045763,70350
CDK5R1,ENSG00000176749,8851,Cdk5r1,ENSMUSG00000048895,12569
BDNF,ENSG00000176697,627,Bdnf,ENSMUSG00000048482,12064
B3GNT5,ENSG00000176597,84002,B3gnt5,ENSMUSG00000022686,108105
BNIP3,ENSG00000176171,664,Bnip3,ENSMUSG00000078566,12176
SPHK1,ENSG00000176170,8877,Sphk1,ENSMUSG00000061878,20698
CLCF1,ENSG00000175505,23529,Clcf1,ENSMUSG00000040663,56708
LRRC25,ENSG00000175489,126364,Lrrc25,ENSMUSG00000049988,211228
SART1,ENSG00000175467,9092,Sart1,ENSMUSG00000039148,20227
LPL,ENSG00000175445,4023,Lpl,ENSMUSG00000015568,16956
CHRNA7,ENSG00000175344,1139,Chrna7,ENSMUSG00000030525,11441
PCCA,ENSG00000175198,5095,Pcca,ENSMUSG00000041650,110821
DDIT3,ENSG00000175197,1649,Ddit3,ENSMUSG00000025408,13198
DES,ENSG00000175084,1674,Des,ENSMUSG00000026208,13346
ATR,ENSG00000175054,545,Atr,ENSMUSG00000032409,245000
P2RY14,ENSG00000174944,9934,P2ry14,ENSMUSG00000036381,140795
PTDSS2,ENSG00000174915,81490,Ptdss2,ENSMUSG00000025495,27388
HRAS,ENSG00000174775,3265,Hras,ENSMUSG00000025499,15461
NPAS4,ENSG00000174576,266743,Npas4,ENSMUSG00000045903,225872
CNTNAP2,ENSG00000174469,26047,Cntnap2,ENSMUSG00000039419,66797
ATP2A2,ENSG00000174437,488,Atp2a2,ENSMUSG00000029467,11938
DDX23,ENSG00000174243,9416,Ddx23,ENSMUSG00000003360,74351
CTSF,ENSG00000174080,8722,Ctsf,ENSMUSG00000083282,56464
CD34,ENSG00000174059,947,Cd34,ENSMUSG00000016494,12490
CCS,ENSG00000173992,9973,Ccs,ENSMUSG00000034108,12460
SPTBN2,ENSG00000173898,6712,Sptbn2,ENSMUSG00000067889,20743
HAP1,ENSG00000173805,9001,Hap1,ENSMUSG00000006930,15114
TOMM20,ENSG00000173726,9804,Tomm20,ENSMUSG00000093904,67952
CSPG4,ENSG00000173546,1464,Cspg4,ENSMUSG00000032911,121021
PTPRM,ENSG00000173482,5797,Ptprm,ENSMUSG00000033278,19274
MMRN2,ENSG00000173269,79812,Mmrn2,ENSMUSG00000041445,105450
CYSLTR1,ENSG00000173198,10800,Cysltr1,ENSMUSG00000052821,58861
ADCY5,ENSG00000173175,111,Adcy5,ENSMUSG00000022840,224129
RELA,ENSG00000173039,5970,Rela,ENSMUSG00000024927,19697
LCLAT1,ENSG00000172954,253558,Lclat1,ENSMUSG00000054469,225010
MYD88,ENSG00000172936,4615,Myd88,ENSMUSG00000032508,17874
EGFL7,ENSG00000172889,51162,Egfl7,ENSMUSG00000026921,353156
RASGRP1,ENSG00000172575,10125,Rasgrp1,ENSMUSG00000027347,19419
CTSW,ENSG00000172543,1521,Ctsw,ENSMUSG00000024910,13041
ZNF24,ENSG00000172466,7572,Zfp24,ENSMUSG00000051469,59057
CERS6,ENSG00000172292,253782,Cers6,ENSMUSG00000027035,241447
NEGR1,ENSG00000172260,257194,Negr1,ENSMUSG00000040037,320840
CLEC7A,ENSG00000172243,64581,Clec7a,ENSMUSG00000079293,56644
TPSAB1,ENSG00000172236,7177,Tpsab1,ENSMUSG00000024173,100503895
PRL,ENSG00000172179,5617,Prl,ENSMUSG00000021342,19109
CALB2,ENSG00000172137,794,Calb2,ENSMUSG00000003657,12308
CYCS,ENSG00000172115,54205,Cycs,ENSMUSG00000063694,13063
SMN1,ENSG00000172062,6606,Smn1,ENSMUSG00000021645,20595
MAL,ENSG00000172005,4118,Mal,ENSMUSG00000027375,17153
TLN2,ENSG00000171914,83660,Tln2,ENSMUSG00000052698,70549
AQP4,ENSG00000171885,361,Aqp4,ENSMUSG00000024411,11829
PRNP,ENSG00000171867,5621,Prnp,ENSMUSG00000079037,19122
PTEN,ENSG00000171862,5728,Pten,ENSMUSG00000013663,19211
C3AR1,ENSG00000171860,719,C3ar1,ENSMUSG00000040552,12267
NINJ2,ENSG00000171840,4815,Ninj2,ENSMUSG00000041377,29862
PAH,ENSG00000171759,5053,Pah,ENSMUSG00000020051,18478
GPR34,ENSG00000171659,2857,Gpr34,ENSMUSG00000040229,23890
P2RY6,ENSG00000171631,5031,P2ry6,ENSMUSG00000048779,233571
PTGER4,ENSG00000171522,5734,Ptger4,ENSMUSG00000039942,19219
RXFP1,ENSG00000171509,59350,Rxfp1,ENSMUSG00000034009,381489
PGAM1,ENSG00000171314,5223,Pgam1,ENSMUSG00000011752,18648
GAA,ENSG00000171298,2548,Gaa,ENSMUSG00000025579,14387
PRKCE,ENSG00000171132,5581,Prkce,ENSMUSG00000045038,18754
ATP6V0E2,ENSG00000171130,155066,Atp6v0e2,ENSMUSG00000039347,76252
INSR,ENSG00000171105,3643,Insr,ENSMUSG00000005534,16337
FPR1,ENSG00000171051,2357,Fpr1,ENSMUSG00000045551,14293
CEACAM3,ENSG00000170956,1084,Ceacam3,ENSMUSG00000053228,384557
TANC2,ENSG00000170921,26115,Tanc2,ENSMUSG00000053580,77097
STAT2,ENSG00000170581,6773,Stat2,ENSMUSG00000040033,20847
NPAS2,ENSG00000170485,4862,Npas2,ENSMUSG00000026077,18143
CD14,ENSG00000170458,929,Cd14,ENSMUSG00000051439,12475
MGMT,ENSG00000170430,4255,Mgmt,ENSMUSG00000054612,17314
ADORA2B,ENSG00000170425,136,Adora2b,ENSMUSG00000018500,11541
FOS,ENSG00000170345,2353,Fos,ENSMUSG00000021250,14281
GUSB,ENSG00000169919,2990,Gusb,ENSMUSG00000025534,110006
ITGAM,ENSG00000169896,3684,Itgam,ENSMUSG00000030786,16409
P2RY1,ENSG00000169860,5028,P2ry1,ENSMUSG00000027765,18441
PTK2,ENSG00000169398,5747,Ptk2,ENSMUSG00000022607,14083
P2RY12,ENSG00000169313,64805,P2ry12,ENSMUSG00000036353,70839
KCNAB1,ENSG00000169282,7881,Kcnab1,ENSMUSG00000027827,16497
ADRB2,ENSG00000169252,154,Adrb2,ENSMUSG00000045730,11555
CXCL11,ENSG00000169248,6373,Cxcl11,ENSMUSG00000060183,56066
SH3TC2,ENSG00000169247,79628,Sh3tc2,ENSMUSG00000045629,225608
CXCL10,ENSG00000169245,3627,Cxcl10,ENSMUSG00000034855,15945
EFNA1,ENSG00000169242,1942,Efna1,ENSMUSG00000027954,13636
MECP2,ENSG00000169057,4204,Mecp2,ENSMUSG00000031393,17257
MAP2K1,ENSG00000169032,5604,Map2k1,ENSMUSG00000004936,26395
SIGLEC7,ENSG00000168995,27036,Siglech,ENSMUSG00000051504,233274
GRM5,ENSG00000168959,2915,Grm5,ENSMUSG00000049583,108071
PLA2G4F,ENSG00000168907,255189,Pla2g4f,ENSMUSG00000046971,271844
AHCYL1,ENSG00000168710,10768,Ahcyl1,ENSMUSG00000027893,229709
AXIN2,ENSG00000168646,8313,Axin2,ENSMUSG00000000142,12006
GDNF,ENSG00000168621,2668,Gdnf,ENSMUSG00000022144,14573
CDC40,ENSG00000168438,51362,Cdc40,ENSMUSG00000038446,71713
TAP1,ENSG00000168394,6890,Tap1,ENSMUSG00000037321,21354
CX3CR1,ENSG00000168329,1524,Cx3cr1,ENSMUSG00000052336,13051
PDHB,ENSG00000168291,5162,Pdhb,ENSMUSG00000021748,68263
PNOC,ENSG00000168081,5368,Pnoc,ENSMUSG00000045731,18155
CTNNB1,ENSG00000168036,1499,Ctnnb1,ENSMUSG00000006932,12387
FTH1,ENSG00000167996,2495,Fth1,ENSMUSG00000024661,14319
KIR3DL1,ENSG00000167633,3811,Kir3dl1.2,ENSMUSG00000031424,245616
LAIR1,ENSG00000167613,3903,Lair1,ENSMUSG00000055541,52855
LPO,ENSG00000167419,4025,Lpo,ENSMUSG00000009356,76113
TRIM68,ENSG00000167333,55128,Trim68,ENSMUSG00000073968,101700
CD3D,ENSG00000167286,915,Cd3d,ENSMUSG00000032094,12500
ISLR2,ENSG00000167178,57611,Islr2,ENSMUSG00000051243,320563
SMAD3,ENSG00000166949,4088,Smad3,ENSMUSG00000032402,17127
LDHC,ENSG00000166796,3948,Ldhc,ENSMUSG00000030851,16833
TAF10,ENSG00000166337,6881,Taf10,ENSMUSG00000043866,24075
TMEM100,ENSG00000166292,55273,Tmem100,ENSMUSG00000069763,67888
SGPL1,ENSG00000166224,8879,Sgpl1,ENSMUSG00000020097,20397
BTRC,ENSG00000166167,8945,Btrc,ENSMUSG00000025217,12234
CKB,ENSG00000166165,1152,Ckb,ENSMUSG00000001270,12709
JAM3,ENSG00000166086,83700,Jam3,ENSMUSG00000031990,83964
CACNB2,ENSG00000165995,783,Cacnb2,ENSMUSG00000057914,12296
CASP7,ENSG00000165806,840,Casp7,ENSMUSG00000025076,12369
RET,ENSG00000165731,5979,Ret,ENSMUSG00000030110,19713
TSC1,ENSG00000165699,7248,Tsc1,ENSMUSG00000026812,64930
