rank,Run,isolate,Library_Name,Sample_Name,tissue
358,SRR8518369,FUSCCTNBC376,Lib_FUSCCTNBC376,FUSCCTNBC376_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
359,SRR8518253,FUSCCTNBC380,Lib_FUSCCTNBC380,FUSCCTNBC380_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
360,SRR8518368,FUSCCTNBC383,Lib_FUSCCTNBC383,FUSCCTNBC383_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
361,SRR8518453,FUSCCTNBC384,Lib_FUSCCTNBC384,FUSCCTNBC384_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
362,SRR8613766,FUSCCTNBC385,Lib_FUSCCTNBC385,FUSCCTNBC385_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
363,SRR8613765,FUSCCTNBC387,Lib_FUSCCTNBC387,FUSCCTNBC387_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
364,SRR8613764,FUSCCTNBC388,Lib_FUSCCTNBC388,FUSCCTNBC388_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
365,SRR8613763,FUSCCTNBC389,Lib_FUSCCTNBC389,FUSCCTNBC389_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
366,SRR8613762,FUSCCTNBC391,Lib_FUSCCTNBC391,FUSCCTNBC391_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
367,SRR8613761,FUSCCTNBC392,Lib_FUSCCTNBC392,FUSCCTNBC392_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
368,SRR8613760,FUSCCTNBC393,Lib_FUSCCTNBC393,FUSCCTNBC393_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
369,SRR8613774,FUSCCTNBC394,Lib_FUSCCTNBC394,FUSCCTNBC394_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
370,SRR8613775,FUSCCTNBC397,Lib_FUSCCTNBC397,FUSCCTNBC397_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
371,SRR8613772,FUSCCTNBC398,Lib_FUSCCTNBC398,FUSCCTNBC398_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
372,SRR8613773,FUSCCTNBC399,Lib_FUSCCTNBC399,FUSCCTNBC399_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
373,SRR8613778,FUSCCTNBC400,Lib_FUSCCTNBC400,FUSCCTNBC400_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
374,SRR8613779,FUSCCTNBC403,Lib_FUSCCTNBC403,FUSCCTNBC403_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
375,SRR8613776,FUSCCTNBC404,Lib_FUSCCTNBC404,FUSCCTNBC404_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
376,SRR8613777,FUSCCTNBC405,Lib_FUSCCTNBC405,FUSCCTNBC405_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
377,SRR8613770,FUSCCTNBC406,Lib_FUSCCTNBC406,FUSCCTNBC406_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
378,SRR8613771,FUSCCTNBC412,Lib_FUSCCTNBC412,FUSCCTNBC412_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
379,SRR8613753,FUSCCTNBC413,Lib_FUSCCTNBC413,FUSCCTNBC413_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
380,SRR8613752,FUSCCTNBC414,Lib_FUSCCTNBC414,FUSCCTNBC414_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
381,SRR8613755,FUSCCTNBC415,Lib_FUSCCTNBC415,FUSCCTNBC415_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
382,SRR8613754,FUSCCTNBC416,Lib_FUSCCTNBC416,FUSCCTNBC416_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
383,SRR8613757,FUSCCTNBC418,Lib_FUSCCTNBC418,FUSCCTNBC418_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
384,SRR8613756,FUSCCTNBC420,Lib_FUSCCTNBC420,FUSCCTNBC420_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
385,SRR8613759,FUSCCTNBC422,Lib_FUSCCTNBC422,FUSCCTNBC422_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
386,SRR8613758,FUSCCTNBC423,Lib_FUSCCTNBC423,FUSCCTNBC423_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
387,SRR8613751,FUSCCTNBC424,Lib_FUSCCTNBC424,FUSCCTNBC424_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
388,SRR8613750,FUSCCTNBC425,Lib_FUSCCTNBC425,FUSCCTNBC425_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
389,SRR8613736,FUSCCTNBC426,Lib_FUSCCTNBC426,FUSCCTNBC426_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
390,SRR8613737,FUSCCTNBC427,Lib_FUSCCTNBC427,FUSCCTNBC427_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
391,SRR8613738,FUSCCTNBC428,Lib_FUSCCTNBC428,FUSCCTNBC428_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
392,SRR8613739,FUSCCTNBC429,Lib_FUSCCTNBC429,FUSCCTNBC429_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
393,SRR8613732,FUSCCTNBC430,Lib_FUSCCTNBC430,FUSCCTNBC430_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
394,SRR8613733,FUSCCTNBC431,Lib_FUSCCTNBC431,FUSCCTNBC431_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
395,SRR8613734,FUSCCTNBC432,Lib_FUSCCTNBC432,FUSCCTNBC432_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
396,SRR8613735,FUSCCTNBC434,Lib_FUSCCTNBC434,FUSCCTNBC434_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
397,SRR8518354,FUSCCTNBC435,Lib_FUSCCTNBC435,FUSCCTNBC435_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
398,SRR8613730,FUSCCTNBC437,Lib_FUSCCTNBC437,FUSCCTNBC437_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
399,SRR8613731,FUSCCTNBC438,Lib_FUSCCTNBC438,FUSCCTNBC438_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
400,SRR8518404,FUSCCTNBC441,Lib_FUSCCTNBC441,FUSCCTNBC441_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
401,SRR8518403,FUSCCTNBC442,Lib_FUSCCTNBC442,FUSCCTNBC442_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
402,SRR8518367,FUSCCTNBC443,Lib_FUSCCTNBC443,FUSCCTNBC443_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
403,SRR8518411,FUSCCTNBC445,Lib_FUSCCTNBC445,FUSCCTNBC445_ForRNAseq.TumorTissue,Primary_breast_tumor_tissue
404,SRR8613713,FUSCCTNBC448,Lib_FUSCCTNBC448,FUSCCTNBC448_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
405,SRR8613712,FUSCCTNBC449,Lib_FUSCCTNBC449,FUSCCTNBC449_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
406,SRR8613711,FUSCCTNBC450,Lib_FUSCCTNBC450,FUSCCTNBC450_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
407,SRR8613710,FUSCCTNBC451,Lib_FUSCCTNBC451,FUSCCTNBC451_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
408,SRR8613717,FUSCCTNBC452,Lib_FUSCCTNBC452,FUSCCTNBC452_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
409,SRR8613716,FUSCCTNBC453,Lib_FUSCCTNBC453,FUSCCTNBC453_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
410,SRR8613715,FUSCCTNBC455,Lib_FUSCCTNBC455,FUSCCTNBC455_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
411,SRR8613714,FUSCCTNBC456,Lib_FUSCCTNBC456,FUSCCTNBC456_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
412,SRR8613719,FUSCCTNBC457,Lib_FUSCCTNBC457,FUSCCTNBC457_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
413,SRR8613718,FUSCCTNBC458,Lib_FUSCCTNBC458,FUSCCTNBC458_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
414,SRR8613728,FUSCCTNBC460,Lib_FUSCCTNBC460,FUSCCTNBC460_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
415,SRR8613729,FUSCCTNBC461,Lib_FUSCCTNBC461,FUSCCTNBC461_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
416,SRR8613726,FUSCCTNBC462,Lib_FUSCCTNBC462,FUSCCTNBC462_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
417,SRR8613727,FUSCCTNBC463,Lib_FUSCCTNBC463,FUSCCTNBC463_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
418,SRR8613724,FUSCCTNBC465,Lib_FUSCCTNBC465,FUSCCTNBC465_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
419,SRR8613725,FUSCCTNBC466,Lib_FUSCCTNBC466,FUSCCTNBC466_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
420,SRR8613722,FUSCCTNBC467,Lib_FUSCCTNBC467,FUSCCTNBC467_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
421,SRR8613723,FUSCCTNBC468,Lib_FUSCCTNBC468,FUSCCTNBC468_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
422,SRR8613720,FUSCCTNBC469,Lib_FUSCCTNBC469,FUSCCTNBC469_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
423,SRR8613721,FUSCCTNBC470,Lib_FUSCCTNBC470,FUSCCTNBC470_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
424,SRR8613707,FUSCCTNBC471,Lib_FUSCCTNBC471,FUSCCTNBC471_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
425,SRR8613706,FUSCCTNBC472,Lib_FUSCCTNBC472,FUSCCTNBC472_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
426,SRR8613709,FUSCCTNBC473,Lib_FUSCCTNBC473,FUSCCTNBC473_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
427,SRR8613708,FUSCCTNBC474,Lib_FUSCCTNBC474,FUSCCTNBC474_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
428,SRR8613703,FUSCCTNBC475,Lib_FUSCCTNBC475,FUSCCTNBC475_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
429,SRR8613702,FUSCCTNBC476,Lib_FUSCCTNBC476,FUSCCTNBC476_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
430,SRR8613705,FUSCCTNBC477,Lib_FUSCCTNBC477,FUSCCTNBC477_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
431,SRR8613704,FUSCCTNBC478,Lib_FUSCCTNBC478,FUSCCTNBC478_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
432,SRR8613701,FUSCCTNBC479,Lib_FUSCCTNBC479,FUSCCTNBC479_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
433,SRR8613700,FUSCCTNBC480,Lib_FUSCCTNBC480,FUSCCTNBC480_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
434,SRR8613794,FUSCCTNBC481,Lib_FUSCCTNBC481,FUSCCTNBC481_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
435,SRR8613795,FUSCCTNBC482,Lib_FUSCCTNBC482,FUSCCTNBC482_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
436,SRR8613796,FUSCCTNBC483,Lib_FUSCCTNBC483,FUSCCTNBC483_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
437,SRR8613797,FUSCCTNBC484,Lib_FUSCCTNBC484,FUSCCTNBC484_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
438,SRR8613790,FUSCCTNBC485,Lib_FUSCCTNBC485,FUSCCTNBC485_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
439,SRR8613791,FUSCCTNBC486,Lib_FUSCCTNBC486,FUSCCTNBC486_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
440,SRR8613792,FUSCCTNBC487,Lib_FUSCCTNBC487,FUSCCTNBC487_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
441,SRR8613793,FUSCCTNBC488,Lib_FUSCCTNBC488,FUSCCTNBC488_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
442,SRR8613798,FUSCCTNBC489,Lib_FUSCCTNBC489,FUSCCTNBC489_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
443,SRR8613799,FUSCCTNBC490,Lib_FUSCCTNBC490,FUSCCTNBC490_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
444,SRR8613813,FUSCCTNBC491,Lib_FUSCCTNBC491,FUSCCTNBC491_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
445,SRR8613812,FUSCCTNBC492,Lib_FUSCCTNBC492,FUSCCTNBC492_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
446,SRR8613811,FUSCCTNBC493,Lib_FUSCCTNBC493,FUSCCTNBC493_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
447,SRR8613810,FUSCCTNBC494,Lib_FUSCCTNBC494,FUSCCTNBC494_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
448,SRR8613814,FUSCCTNBC495,Lib_FUSCCTNBC495,FUSCCTNBC495_ForRNAseq.TumorTissue.2018,Primary_breast_tumor_tissue
