ensembl_gene_id,gene_biotype,,,,,,,,,,
ENSG00000106462,protein_coding,,,,,,,,,,
ENSG00000106460,protein_coding,,,,,,,,,,
ENSG00000106459,protein_coding,,,,,,,,,,
ENSG00000106443,protein_coding,,,,,,,,,,
ENSG00000106436,protein_coding,,,,,,,,,,
ENSG00000106415,protein_coding,,,,,,,,,,
ENSG00000106410,protein_coding,,,,,,,,,,
ENSG00000106404,protein_coding,,,,,,,,,,
ENSG00000106400,protein_coding,,,,,,,,,,
ENSG00000106399,protein_coding,,,,,,,,,,
ENSG00000106397,protein_coding,,,,,,,,,,
ENSG00000106392,protein_coding,,,,,,,,,,
ENSG00000106384,protein_coding,,,,,,,,,,
ENSG00000106367,protein_coding,,,,,,,,,,
ENSG00000106366,protein_coding,,,,,,,,,,
ENSG00000106355,protein_coding,,,,,,,,,,
ENSG00000106351,protein_coding,,,,,,,,,,
ENSG00000106348,protein_coding,,,,,,,,,,
ENSG00000106346,protein_coding,,,,,,,,,,
ENSG00000106344,protein_coding,,,,,,,,,,
ENSG00000106341,protein_coding,,,,,,,,,,
ENSG00000106336,protein_coding,,,,,,,,,,
ENSG00000106333,protein_coding,,,,,,,,,,
ENSG00000106331,protein_coding,,,,,,,,,,
ENSG00000106330,protein_coding,,,,,,,,,,
ENSG00000106328,protein_coding,,,,,,,,,,
ENSG00000106327,protein_coding,,,,,,,,,,
ENSG00000106305,protein_coding,,,,,,,,,,
ENSG00000106304,protein_coding,,,,,,,,,,
ENSG00000106302,protein_coding,,,,,,,,,,
ENSG00000106299,protein_coding,,,,,,,,,,
ENSG00000106290,protein_coding,,,,,,,,,,
ENSG00000106278,protein_coding,,,,,,,,,,
ENSG00000106268,protein_coding,,,,,,,,,,
ENSG00000106266,protein_coding,,,,,,,,,,
ENSG00000106263,protein_coding,,,,,,,,,,
ENSG00000106261,protein_coding,,,,,,,,,,
ENSG00000106258,protein_coding,,,,,,,,,,
ENSG00000106245,protein_coding,,,,,,,,,,
ENSG00000106244,protein_coding,,,,,,,,,,
ENSG00000106236,protein_coding,,,,,,,,,,
ENSG00000106211,protein_coding,,,,,,,,,,
ENSG00000106178,protein_coding,,,,,,,,,,
ENSG00000106153,protein_coding,,,,,,,,,,
ENSG00000106144,protein_coding,,,,,,,,,,
ENSG00000106128,protein_coding,,,,,,,,,,
ENSG00000106123,protein_coding,,,,,,,,,,
ENSG00000106113,protein_coding,,,,,,,,,,
ENSG00000106105,protein_coding,,,,,,,,,,
ENSG00000106100,protein_coding,,,,,,,,,,
ENSG00000106089,protein_coding,,,,,,,,,,
ENSG00000106086,protein_coding,,,,,,,,,,
ENSG00000106080,protein_coding,,,,,,,,,,
ENSG00000106078,protein_coding,,,,,,,,,,
ENSG00000106077,protein_coding,,,,,,,,,,
ENSG00000106070,protein_coding,,,,,,,,,,
ENSG00000106069,protein_coding,,,,,,,,,,
ENSG00000106066,protein_coding,,,,,,,,,,
ENSG00000106052,protein_coding,,,,,,,,,,
ENSG00000106049,protein_coding,,,,,,,,,,
ENSG00000106038,protein_coding,,,,,,,,,,
ENSG00000106034,protein_coding,,,,,,,,,,
ENSG00000106031,protein_coding,,,,,,,,,,
ENSG00000106028,protein_coding,,,,,,,,,,
ENSG00000106025,protein_coding,,,,,,,,,,
ENSG00000106018,protein_coding,,,,,,,,,,
ENSG00000106013,protein_coding,,,,,,,,,,
ENSG00000106012,protein_coding,,,,,,,,,,
ENSG00000106009,protein_coding,,,,,,,,,,
ENSG00000106006,protein_coding,,,,,,,,,,
ENSG00000106004,protein_coding,,,,,,,,,,
ENSG00000106003,protein_coding,,,,,,,,,,
ENSG00000105997,protein_coding,,,,,,,,,,
ENSG00000105996,protein_coding,,,,,,,,,,
ENSG00000105993,protein_coding,,,,,,,,,,
ENSG00000105991,protein_coding,,,,,,,,,,
ENSG00000105989,protein_coding,,,,,,,,,,
ENSG00000105983,protein_coding,,,,,,,,,,
ENSG00000105982,protein_coding,,,,,,,,,,
ENSG00000105976,protein_coding,,,,,,,,,,
ENSG00000105974,protein_coding,,,,,,,,,,
ENSG00000105971,protein_coding,,,,,,,,,,
ENSG00000105968,protein_coding,,,,,,,,,,
ENSG00000105967,protein_coding,,,,,,,,,,
ENSG00000105963,protein_coding,,,,,,,,,,
ENSG00000105954,protein_coding,,,,,,,,,,
ENSG00000105953,protein_coding,,,,,,,,,,
ENSG00000105948,protein_coding,,,,,,,,,,
ENSG00000105939,protein_coding,,,,,,,,,,
ENSG00000105929,protein_coding,,,,,,,,,,
ENSG00000105928,protein_coding,,,,,,,,,,
ENSG00000105926,protein_coding,,,,,,,,,,
ENSG00000105894,protein_coding,,,,,,,,,,
ENSG00000105889,protein_coding,,,,,,,,,,
ENSG00000105887,protein_coding,,,,,,,,,,
ENSG00000105880,protein_coding,,,,,,,,,,
ENSG00000105879,protein_coding,,,,,,,,,,
ENSG00000105877,protein_coding,,,,,,,,,,
ENSG00000105875,protein_coding,,,,,,,,,,
ENSG00000105866,protein_coding,,,,,,,,,,
ENSG00000105865,protein_coding,,,,,,,,,,
ENSG00000105856,protein_coding,,,,,,,,,,
ENSG00000105855,protein_coding,,,,,,,,,,
ENSG00000105854,protein_coding,,,,,,,,,,
ENSG00000105852,protein_coding,,,,,,,,,,
ENSG00000105851,protein_coding,,,,,,,,,,
ENSG00000105849,protein_coding,,,,,,,,,,
ENSG00000105835,protein_coding,,,,,,,,,,
ENSG00000105829,protein_coding,,,,,,,,,,
ENSG00000105825,protein_coding,,,,,,,,,,
ENSG00000105821,protein_coding,,,,,,,,,,
ENSG00000105819,protein_coding,,,,,,,,,,
ENSG00000105810,protein_coding,,,,,,,,,,
ENSG00000105793,protein_coding,,,,,,,,,,
ENSG00000105792,protein_coding,,,,,,,,,,
ENSG00000105784,protein_coding,,,,,,,,,,
ENSG00000105778,protein_coding,,,,,,,,,,
ENSG00000105771,protein_coding,,,,,,,,,,
ENSG00000105767,protein_coding,,,,,,,,,,
ENSG00000105755,protein_coding,,,,,,,,,,
ENSG00000105750,protein_coding,,,,,,,,,,
ENSG00000105738,protein_coding,,,,,,,,,,
ENSG00000105737,protein_coding,,,,,,,,,,
ENSG00000105732,protein_coding,,,,,,,,,,
ENSG00000105726,protein_coding,,,,,,,,,,
ENSG00000105723,protein_coding,,,,,,,,,,
ENSG00000105722,protein_coding,,,,,,,,,,
ENSG00000105717,protein_coding,,,,,,,,,,
ENSG00000105711,protein_coding,,,,,,,,,,
ENSG00000105708,protein_coding,,,,,,,,,,
ENSG00000105707,protein_coding,,,,,,,,,,
ENSG00000105705,protein_coding,,,,,,,,,,
ENSG00000105701,protein_coding,,,,,,,,,,
ENSG00000105700,protein_coding,,,,,,,,,,
ENSG00000105699,protein_coding,,,,,,,,,,
ENSG00000105698,protein_coding,,,,,,,,,,
ENSG00000105697,protein_coding,,,,,,,,,,
ENSG00000105696,protein_coding,,,,,,,,,,
ENSG00000105695,protein_coding,,,,,,,,,,
ENSG00000105679,protein_coding,,,,,,,,,,
ENSG00000105677,protein_coding,,,,,,,,,,
ENSG00000105676,protein_coding,,,,,,,,,,
ENSG00000105675,protein_coding,,,,,,,,,,
ENSG00000105672,protein_coding,,,,,,,,,,
ENSG00000105671,protein_coding,,,,,,,,,,
ENSG00000105669,protein_coding,,,,,,,,,,
ENSG00000105668,protein_coding,,,,,,,,,,
ENSG00000105664,protein_coding,,,,,,,,,,
ENSG00000105662,protein_coding,,,,,,,,,,
ENSG00000105656,protein_coding,,,,,,,,,,
ENSG00000105655,protein_coding,,,,,,,,,,
ENSG00000105649,protein_coding,,,,,,,,,,
ENSG00000105647,protein_coding,,,,,,,,,,
ENSG00000105643,protein_coding,,,,,,,,,,
ENSG00000105642,protein_coding,,,,,,,,,,
ENSG00000105641,protein_coding,,,,,,,,,,
ENSG00000105640,protein_coding,,,,,,,,,,
ENSG00000105639,protein_coding,,,,,,,,,,
ENSG00000105619,protein_coding,,,,,,,,,,
ENSG00000105618,protein_coding,,,,,,,,,,
ENSG00000105617,protein_coding,,,,,,,,,,
ENSG00000105613,protein_coding,,,,,,,,,,
ENSG00000105612,protein_coding,,,,,,,,,,
ENSG00000105610,protein_coding,,,,,,,,,,
ENSG00000105609,protein_coding,,,,,,,,,,
ENSG00000105607,protein_coding,,,,,,,,,,
ENSG00000105605,protein_coding,,,,,,,,,,
ENSG00000105583,protein_coding,,,,,,,,,,
ENSG00000105576,protein_coding,,,,,,,,,,
ENSG00000105568,protein_coding,,,,,,,,,,
ENSG00000105559,protein_coding,,,,,,,,,,
ENSG00000105556,protein_coding,,,,,,,,,,
ENSG00000105552,protein_coding,,,,,,,,,,
ENSG00000105550,protein_coding,,,,,,,,,,
ENSG00000105549,protein_coding,,,,,,,,,,
ENSG00000105538,protein_coding,,,,,,,,,,
ENSG00000105523,protein_coding,,,,,,,,,,
ENSG00000105520,protein_coding,,,,,,,,,,
ENSG00000105519,protein_coding,,,,,,,,,,
ENSG00000105518,protein_coding,,,,,,,,,,
ENSG00000105516,protein_coding,,,,,,,,,,
ENSG00000105514,protein_coding,,,,,,,,,,
ENSG00000105509,protein_coding,,,,,,,,,,
ENSG00000105507,protein_coding,,,,,,,,,,
ENSG00000105501,protein_coding,,,,,,,,,,
ENSG00000105499,protein_coding,,,,,,,,,,
ENSG00000105497,protein_coding,,,,,,,,,,
ENSG00000105492,protein_coding,,,,,,,,,,
ENSG00000105486,protein_coding,,,,,,,,,,
ENSG00000105483,protein_coding,,,,,,,,,,
ENSG00000105479,protein_coding,,,,,,,,,,
ENSG00000105472,protein_coding,,,,,,,,,,
ENSG00000105467,protein_coding,,,,,,,,,,
ENSG00000105464,protein_coding,,,,,,,,,,
ENSG00000105447,protein_coding,,,,,,,,,,
ENSG00000105443,protein_coding,,,,,,,,,,
ENSG00000105438,protein_coding,,,,,,,,,,
ENSG00000105429,protein_coding,,,,,,,,,,
ENSG00000105428,protein_coding,,,,,,,,,,
ENSG00000105427,protein_coding,,,,,,,,,,
ENSG00000105426,protein_coding,,,,,,,,,,
ENSG00000105419,protein_coding,,,,,,,,,,
ENSG00000105409,protein_coding,,,,,,,,,,
ENSG00000105404,protein_coding,,,,,,,,,,
ENSG00000105402,protein_coding,,,,,,,,,,
ENSG00000105401,protein_coding,,,,,,,,,,
ENSG00000105398,protein_coding,,,,,,,,,,
ENSG00000105397,protein_coding,,,,,,,,,,
ENSG00000105393,protein_coding,,,,,,,,,,
ENSG00000105392,protein_coding,,,,,,,,,,
ENSG00000105388,protein_coding,,,,,,,,,,
ENSG00000105383,protein_coding,,,,,,,,,,
ENSG00000105379,protein_coding,,,,,,,,,,
ENSG00000105376,protein_coding,,,,,,,,,,
ENSG00000105374,protein_coding,,,,,,,,,,
ENSG00000105373,protein_coding,,,,,,,,,,
ENSG00000105372,protein_coding,,,,,,,,,,
ENSG00000105371,protein_coding,,,,,,,,,,
ENSG00000105370,protein_coding,,,,,,,,,,
ENSG00000105369,protein_coding,,,,,,,,,,
ENSG00000105366,protein_coding,,,,,,,,,,
ENSG00000105364,protein_coding,,,,,,,,,,
ENSG00000105357,protein_coding,,,,,,,,,,
ENSG00000105355,protein_coding,,,,,,,,,,
ENSG00000105352,protein_coding,,,,,,,,,,
ENSG00000105341,protein_coding,,,,,,,,,,
ENSG00000105339,protein_coding,,,,,,,,,,
ENSG00000105329,protein_coding,,,,,,,,,,
ENSG00000105327,protein_coding,,,,,,,,,,
ENSG00000105325,protein_coding,,,,,,,,,,
ENSG00000105323,protein_coding,,,,,,,,,,
ENSG00000105321,protein_coding,,,,,,,,,,
ENSG00000105298,protein_coding,,,,,,,,,,
ENSG00000105290,protein_coding,,,,,,,,,,
ENSG00000105289,protein_coding,,,,,,,,,,
ENSG00000105287,protein_coding,,,,,,,,,,
ENSG00000105281,protein_coding,,,,,,,,,,
ENSG00000105278,protein_coding,,,,,,,,,,
ENSG00000105270,protein_coding,,,,,,,,,,
ENSG00000105261,protein_coding,,,,,,,,,,
ENSG00000105258,protein_coding,,,,,,,,,,
ENSG00000105255,protein_coding,,,,,,,,,,
ENSG00000105254,protein_coding,,,,,,,,,,
ENSG00000105251,protein_coding,,,,,,,,,,
ENSG00000105248,protein_coding,,,,,,,,,,
ENSG00000105246,protein_coding,,,,,,,,,,
ENSG00000105245,protein_coding,,,,,,,,,,
ENSG00000105229,protein_coding,,,,,,,,,,
ENSG00000105227,protein_coding,,,,,,,,,,
ENSG00000105223,protein_coding,,,,,,,,,,
ENSG00000105221,protein_coding,,,,,,,,,,
ENSG00000105220,protein_coding,,,,,,,,,,
ENSG00000105219,protein_coding,,,,,,,,,,
ENSG00000105205,protein_coding,,,,,,,,,,
ENSG00000105204,protein_coding,,,,,,,,,,
ENSG00000105202,protein_coding,,,,,,,,,,
ENSG00000105198,protein_coding,,,,,,,,,,
ENSG00000105197,protein_coding,,,,,,,,,,
ENSG00000105193,protein_coding,,,,,,,,,,
ENSG00000105186,protein_coding,,,,,,,,,,
ENSG00000105185,protein_coding,,,,,,,,,,
ENSG00000105176,protein_coding,,,,,,,,,,
ENSG00000105173,protein_coding,,,,,,,,,,
ENSG00000105171,protein_coding,,,,,,,,,,
ENSG00000105146,protein_coding,,,,,,,,,,
ENSG00000105143,protein_coding,,,,,,,,,,
ENSG00000105141,protein_coding,,,,,,,,,,
ENSG00000105137,protein_coding,,,,,,,,,,
ENSG00000105136,protein_coding,,,,,,,,,,
ENSG00000105135,protein_coding,,,,,,,,,,
ENSG00000105131,protein_coding,,,,,,,,,,
ENSG00000105127,protein_coding,,,,,,,,,,
ENSG00000105122,protein_coding,,,,,,,,,,
ENSG00000105088,protein_coding,,,,,,,,,,
ENSG00000105085,protein_coding,,,,,,,,,,
ENSG00000105072,protein_coding,,,,,,,,,,
ENSG00000105063,protein_coding,,,,,,,,,,
ENSG00000105058,protein_coding,,,,,,,,,,
ENSG00000105053,protein_coding,,,,,,,,,,
ENSG00000105048,protein_coding,,,,,,,,,,
ENSG00000105011,protein_coding,,,,,,,,,,
ENSG00000104998,protein_coding,,,,,,,,,,
ENSG00000104983,protein_coding,,,,,,,,,,
ENSG00000104980,protein_coding,,,,,,,,,,
ENSG00000104979,protein_coding,,,,,,,,,,
ENSG00000104976,protein_coding,,,,,,,,,,
ENSG00000104974,protein_coding,,,,,,,,,,
ENSG00000104973,protein_coding,,,,,,,,,,
ENSG00000104972,protein_coding,,,,,,,,,,
ENSG00000104970,transcribed_unprocessed_pseudogene,,,,,,,,,,
ENSG00000104969,protein_coding,,,,,,,,,,
ENSG00000104967,protein_coding,,,,,,,,,,
ENSG00000104964,protein_coding,,,,,,,,,,
ENSG00000104960,protein_coding,,,,,,,,,,
ENSG00000104957,protein_coding,,,,,,,,,,
ENSG00000104953,protein_coding,,,,,,,,,,
ENSG00000104951,protein_coding,,,,,,,,,,
ENSG00000104946,protein_coding,,,,,,,,,,
ENSG00000104941,protein_coding,,,,,,,,,,
ENSG00000104938,protein_coding,,,,,,,,,,
ENSG00000104936,protein_coding,,,,,,,,,,
ENSG00000104921,protein_coding,,,,,,,,,,
ENSG00000104918,protein_coding,,,,,,,,,,
ENSG00000104915,protein_coding,,,,,,,,,,
ENSG00000104907,protein_coding,,,,,,,,,,
ENSG00000104904,protein_coding,,,,,,,,,,
ENSG00000104903,protein_coding,,,,,,,,,,
ENSG00000104901,protein_coding,,,,,,,,,,
ENSG00000104899,protein_coding,,,,,,,,,,
ENSG00000104897,protein_coding,,,,,,,,,,
ENSG00000104894,protein_coding,,,,,,,,,,
ENSG00000104892,protein_coding,,,,,,,,,,
ENSG00000104889,protein_coding,,,,,,,,,,
ENSG00000104888,protein_coding,,,,,,,,,,
ENSG00000104886,protein_coding,,,,,,,,,,
ENSG00000104885,protein_coding,,,,,,,,,,
ENSG00000104884,protein_coding,,,,,,,,,,
ENSG00000104883,protein_coding,,,,,,,,,,
ENSG00000104881,protein_coding,,,,,,,,,,
ENSG00000104880,protein_coding,,,,,,,,,,
ENSG00000104879,protein_coding,,,,,,,,,,
ENSG00000104872,protein_coding,,,,,,,,,,
ENSG00000104870,protein_coding,,,,,,,,,,
ENSG00000104866,protein_coding,,,,,,,,,,
ENSG00000104863,protein_coding,,,,,,,,,,
ENSG00000104859,protein_coding,,,,,,,,,,
ENSG00000104856,protein_coding,,,,,,,,,,
ENSG00000104853,protein_coding,,,,,,,,,,
ENSG00000104852,protein_coding,,,,,,,,,,
ENSG00000104848,protein_coding,,,,,,,,,,
ENSG00000104835,protein_coding,,,,,,,,,,
ENSG00000104833,protein_coding,,,,,,,,,,
ENSG00000104826,protein_coding,,,,,,,,,,
ENSG00000104825,protein_coding,,,,,,,,,,
ENSG00000104823,protein_coding,,,,,,,,,,
ENSG00000104814,protein_coding,,,,,,,,,,
ENSG00000104812,protein_coding,,,,,,,,,,
ENSG00000104808,protein_coding,,,,,,,,,,
ENSG00000104805,protein_coding,,,,,,,,,,
ENSG00000104804,protein_coding,,,,,,,,,,
ENSG00000104783,protein_coding,,,,,,,,,,
ENSG00000104774,protein_coding,,,,,,,,,,
ENSG00000104765,protein_coding,,,,,,,,,,
ENSG00000104763,protein_coding,,,,,,,,,,
ENSG00000104756,protein_coding,,,,,,,,,,
ENSG00000104755,protein_coding,,,,,,,,,,
ENSG00000104738,protein_coding,,,,,,,,,,
ENSG00000104731,protein_coding,,,,,,,,,,
ENSG00000104728,protein_coding,,,,,,,,,,
ENSG00000104723,protein_coding,,,,,,,,,,
ENSG00000104722,protein_coding,,,,,,,,,,
ENSG00000104714,protein_coding,,,,,,,,,,
ENSG00000104695,protein_coding,,,,,,,,,,
ENSG00000104691,protein_coding,,,,,,,,,,
ENSG00000104689,protein_coding,,,,,,,,,,
ENSG00000104687,protein_coding,,,,,,,,,,
ENSG00000104679,protein_coding,,,,,,,,,,
ENSG00000104671,protein_coding,,,,,,,,,,
ENSG00000104660,protein_coding,,,,,,,,,,
ENSG00000104643,protein_coding,,,,,,,,,,
ENSG00000104626,protein_coding,,,,,,,,,,
ENSG00000104613,protein_coding,,,,,,,,,,
ENSG00000104611,protein_coding,,,,,,,,,,
ENSG00000104549,protein_coding,,,,,,,,,,
ENSG00000104537,protein_coding,,,,,,,,,,
ENSG00000104529,protein_coding,,,,,,,,,,
ENSG00000104524,protein_coding,,,,,,,,,,
ENSG00000104522,protein_coding,,,,,,,,,,
ENSG00000104518,protein_coding,,,,,,,,,,
ENSG00000104517,protein_coding,,,,,,,,,,
ENSG00000104499,protein_coding,,,,,,,,,,
ENSG00000104497,protein_coding,,,,,,,,,,
ENSG00000104490,protein_coding,,,,,,,,,,
ENSG00000104472,protein_coding,,,,,,,,,,
ENSG00000104450,protein_coding,,,,,,,,,,
ENSG00000104447,protein_coding,,,,,,,,,,
ENSG00000104442,protein_coding,,,,,,,,,,
ENSG00000104435,protein_coding,,,,,,,,,,
ENSG00000104432,protein_coding,,,,,,,,,,
ENSG00000104427,protein_coding,,,,,,,,,,
ENSG00000104419,protein_coding,,,,,,,,,,
ENSG00000104415,protein_coding,,,,,,,,,,
ENSG00000104413,protein_coding,,,,,,,,,,
ENSG00000104412,protein_coding,,,,,,,,,,
ENSG00000104408,protein_coding,,,,,,,,,,
ENSG00000104388,protein_coding,,,,,,,,,,
ENSG00000104381,protein_coding,,,,,,,,,,
ENSG00000104375,protein_coding,,,,,,,,,,
ENSG00000104371,protein_coding,,,,,,,,,,
ENSG00000104369,protein_coding,,,,,,,,,,
ENSG00000104368,protein_coding,,,,,,,,,,
ENSG00000104365,protein_coding,,,,,,,,,,
ENSG00000104361,protein_coding,,,,,,,,,,
ENSG00000104356,protein_coding,,,,,,,,,,
ENSG00000104343,protein_coding,,,,,,,,,,
ENSG00000104341,protein_coding,,,,,,,,,,
ENSG00000104332,protein_coding,,,,,,,,,,
ENSG00000104331,protein_coding,,,,,,,,,,
ENSG00000104327,protein_coding,,,,,,,,,,
ENSG00000104325,protein_coding,,,,,,,,,,
ENSG00000104324,protein_coding,,,,,,,,,,
ENSG00000104321,protein_coding,,,,,,,,,,
ENSG00000104320,protein_coding,,,,,,,,,,
ENSG00000104313,protein_coding,,,,,,,,,,
ENSG00000104312,protein_coding,,,,,,,,,,
ENSG00000104299,protein_coding,,,,,,,,,,
ENSG00000104290,protein_coding,,,,,,,,,,
ENSG00000104267,protein_coding,,,,,,,,,,
ENSG00000104237,protein_coding,,,,,,,,,,
ENSG00000104231,protein_coding,,,,,,,,,,
ENSG00000104228,protein_coding,,,,,,,,,,
ENSG00000104221,protein_coding,,,,,,,,,,
ENSG00000104219,protein_coding,,,,,,,,,,
ENSG00000104218,protein_coding,,,,,,,,,,
ENSG00000104213,protein_coding,,,,,,,,,,
ENSG00000104177,protein_coding,,,,,,,,,,
ENSG00000104164,protein_coding,,,,,,,,,,
ENSG00000104154,protein_coding,,,,,,,,,,
ENSG00000104147,protein_coding,,,,,,,,,,
ENSG00000104142,protein_coding,,,,,,,,,,
ENSG00000104140,protein_coding,,,,,,,,,,
ENSG00000104133,protein_coding,,,,,,,,,,
ENSG00000104131,protein_coding,,,,,,,,,,
ENSG00000104129,protein_coding,,,,,,,,,,
ENSG00000104112,protein_coding,,,,,,,,,,
ENSG00000104093,protein_coding,,,,,,,,,,
ENSG00000104081,protein_coding,,,,,,,,,,
ENSG00000104067,protein_coding,,,,,,,,,,
ENSG00000104059,protein_coding,,,,,,,,,,
ENSG00000104055,protein_coding,,,,,,,,,,
ENSG00000104047,protein_coding,,,,,,,,,,
ENSG00000104044,protein_coding,,,,,,,,,,
ENSG00000104043,protein_coding,,,,,,,,,,
ENSG00000103995,protein_coding,,,,,,,,,,
ENSG00000103994,protein_coding,,,,,,,,,,
ENSG00000103978,protein_coding,,,,,,,,,,
ENSG00000103966,protein_coding,,,,,,,,,,
ENSG00000103942,protein_coding,,,,,,,,,,
ENSG00000103932,protein_coding,,,,,,,,,,
ENSG00000103888,protein_coding,,,,,,,,,,
ENSG00000103876,protein_coding,,,,,,,,,,
ENSG00000103855,protein_coding,,,,,,,,,,
ENSG00000103852,protein_coding,,,,,,,,,,
ENSG00000103811,protein_coding,,,,,,,,,,
ENSG00000103769,protein_coding,,,,,,,,,,
ENSG00000103742,protein_coding,,,,,,,,,,
ENSG00000103740,protein_coding,,,,,,,,,,
ENSG00000103723,protein_coding,,,,,,,,,,
ENSG00000103710,protein_coding,,,,,,,,,,
ENSG00000103707,protein_coding,,,,,,,,,,
ENSG00000103671,protein_coding,,,,,,,,,,
ENSG00000103657,protein_coding,,,,,,,,,,
ENSG00000103653,protein_coding,,,,,,,,,,
ENSG00000103647,protein_coding,,,,,,,,,,
ENSG00000103642,protein_coding,,,,,,,,,,
ENSG00000103599,protein_coding,,,,,,,,,,
ENSG00000103591,protein_coding,,,,,,,,,,
ENSG00000103569,protein_coding,,,,,,,,,,
ENSG00000103550,protein_coding,,,,,,,,,,
ENSG00000103549,protein_coding,,,,,,,,,,
ENSG00000103546,protein_coding,,,,,,,,,,
ENSG00000103544,protein_coding,,,,,,,,,,
ENSG00000103540,protein_coding,,,,,,,,,,
ENSG00000103534,protein_coding,,,,,,,,,,
ENSG00000103528,protein_coding,,,,,,,,,,
ENSG00000103522,protein_coding,,,,,,,,,,
ENSG00000103510,protein_coding,,,,,,,,,,
ENSG00000103507,protein_coding,,,,,,,,,,
ENSG00000103502,protein_coding,,,,,,,,,,
ENSG00000103496,protein_coding,,,,,,,,,,
ENSG00000103495,protein_coding,,,,,,,,,,
ENSG00000103494,protein_coding,,,,,,,,,,
ENSG00000103490,protein_coding,,,,,,,,,,
ENSG00000103489,protein_coding,,,,,,,,,,
ENSG00000103485,protein_coding,,,,,,,,,,
ENSG00000103479,protein_coding,,,,,,,,,,
ENSG00000103472,processed_transcript,,,,,,,,,,
ENSG00000103460,protein_coding,,,,,,,,,,
ENSG00000103449,protein_coding,,,,,,,,,,
ENSG00000103429,protein_coding,,,,,,,,,,
ENSG00000103423,protein_coding,,,,,,,,,,
ENSG00000103415,protein_coding,,,,,,,,,,
ENSG00000103404,protein_coding,,,,,,,,,,
ENSG00000103381,protein_coding,,,,,,,,,,
ENSG00000103375,protein_coding,,,,,,,,,,
ENSG00000103365,protein_coding,,,,,,,,,,
ENSG00000103363,protein_coding,,,,,,,,,,
ENSG00000103356,protein_coding,,,,,,,,,,
ENSG00000103355,protein_coding,,,,,,,,,,
ENSG00000103353,protein_coding,,,,,,,,,,
ENSG00000103351,protein_coding,,,,,,,,,,
ENSG00000103343,protein_coding,,,,,,,,,,
ENSG00000103342,protein_coding,,,,,,,,,,
ENSG00000103335,protein_coding,,,,,,,,,,
ENSG00000103326,protein_coding,,,,,,,,,,
ENSG00000103316,protein_coding,,,,,,,,,,
ENSG00000103313,protein_coding,,,,,,,,,,
ENSG00000103310,protein_coding,,,,,,,,,,
ENSG00000103275,protein_coding,,,,,,,,,,
ENSG00000103274,protein_coding,,,,,,,,,,
ENSG00000103269,protein_coding,,,,,,,,,,
ENSG00000103266,protein_coding,,,,,,,,,,
ENSG00000103264,protein_coding,,,,,,,,,,
ENSG00000103260,protein_coding,,,,,,,,,,
ENSG00000103257,protein_coding,,,,,,,,,,
ENSG00000103254,protein_coding,,,,,,,,,,
ENSG00000103253,protein_coding,,,,,,,,,,
ENSG00000103249,protein_coding,,,,,,,,,,
ENSG00000103248,protein_coding,,,,,,,,,,
ENSG00000103245,protein_coding,,,,,,,,,,
ENSG00000103241,protein_coding,,,,,,,,,,
ENSG00000103227,protein_coding,,,,,,,,,,
ENSG00000103226,protein_coding,,,,,,,,,,
ENSG00000103222,protein_coding,,,,,,,,,,
ENSG00000103202,protein_coding,,,,,,,,,,
ENSG00000103199,protein_coding,,,,,,,,,,
ENSG00000103197,protein_coding,,,,,,,,,,
ENSG00000103196,protein_coding,,,,,,,,,,
ENSG00000103194,protein_coding,,,,,,,,,,
ENSG00000103187,protein_coding,,,,,,,,,,
ENSG00000103184,protein_coding,,,,,,,,,,
ENSG00000103175,protein_coding,,,,,,,,,,
ENSG00000103174,protein_coding,,,,,,,,,,
ENSG00000103168,protein_coding,,,,,,,,,,
ENSG00000103160,protein_coding,,,,,,,,,,
ENSG00000103154,protein_coding,,,,,,,,,,
ENSG00000103152,protein_coding,,,,,,,,,,
ENSG00000103150,protein_coding,,,,,,,,,,
ENSG00000103148,protein_coding,,,,,,,,,,
ENSG00000103145,protein_coding,,,,,,,,,,
ENSG00000103126,protein_coding,,,,,,,,,,
ENSG00000103121,protein_coding,,,,,,,,,,
ENSG00000103111,protein_coding,,,,,,,,,,
ENSG00000103091,protein_coding,,,,,,,,,,
ENSG00000103089,protein_coding,,,,,,,,,,
ENSG00000103067,protein_coding,,,,,,,,,,
ENSG00000103066,protein_coding,,,,,,,,,,
ENSG00000103064,protein_coding,,,,,,,,,,
ENSG00000103061,protein_coding,,,,,,,,,,
ENSG00000103056,protein_coding,,,,,,,,,,
ENSG00000103051,protein_coding,,,,,,,,,,
ENSG00000103047,protein_coding,,,,,,,,,,
ENSG00000103044,protein_coding,,,,,,,,,,
ENSG00000103043,protein_coding,,,,,,,,,,
ENSG00000103042,protein_coding,,,,,,,,,,
ENSG00000103037,protein_coding,,,,,,,,,,
ENSG00000103035,protein_coding,,,,,,,,,,
ENSG00000103034,protein_coding,,,,,,,,,,
ENSG00000103024,protein_coding,,,,,,,,,,
ENSG00000103023,protein_coding,,,,,,,,,,
ENSG00000103021,protein_coding,,,,,,,,,,
ENSG00000103018,protein_coding,,,,,,,,,,
ENSG00000103005,protein_coding,,,,,,,,,,
ENSG00000102996,protein_coding,,,,,,,,,,
ENSG00000102984,protein_coding,,,,,,,,,,
ENSG00000102981,protein_coding,,,,,,,,,,
ENSG00000102978,protein_coding,,,,,,,,,,
ENSG00000102977,protein_coding,,,,,,,,,,
