probe_id	ensembl_gene_id
206769_at	ENSG00000154620
1555716_a_at	ENSG00000154639
203917_at	ENSG00000154639
239155_at	ENSG00000154639
226374_at	ENSG00000154639
205548_s_at	ENSG00000154640
213134_x_at	ENSG00000154640
220941_s_at	ENSG00000154642
226109_at	ENSG00000154642
219867_at	ENSG00000154645
217269_s_at	ENSG00000154646
207638_at	ENSG00000154646
205669_at	ENSG00000154654
232390_at	ENSG00000154654
1554699_at	ENSG00000154655
228557_at	ENSG00000154655
1554378_a_at	ENSG00000154678
207303_at	ENSG00000154678
243564_at	ENSG00000154678
239218_at	ENSG00000154678
216869_at	ENSG00000154678
236344_at	ENSG00000154678
218310_at	ENSG00000154710
218558_s_at	ENSG00000154719
219213_at	ENSG00000154721
229127_at	ENSG00000154721
202325_s_at	ENSG00000154723
210188_at	ENSG00000154727
227428_at	ENSG00000154727
222486_s_at	ENSG00000154734
222162_s_at	ENSG00000154734
1558636_s_at	ENSG00000154736
219935_at	ENSG00000154736
235368_at	ENSG00000154736
229357_at	ENSG00000154736
219581_at	ENSG00000154743
244391_at	ENSG00000154743
1553423_a_at	ENSG00000154760
1558217_at	ENSG00000154760
210248_at	ENSG00000154764
209375_at	ENSG00000154767
1558094_s_at	ENSG00000154781
223787_s_at	ENSG00000154781
225559_at	ENSG00000154781
226984_at	ENSG00000154783
226985_at	ENSG00000154783
243062_at	ENSG00000154803
235250_at	ENSG00000154803
215645_at	ENSG00000154803
1552664_at	ENSG00000154803
225195_at	ENSG00000154813
225200_at	ENSG00000154813
227686_at	ENSG00000154814
216218_s_at	ENSG00000154822
216217_at	ENSG00000154822
213309_at	ENSG00000154822
218058_at	ENSG00000154832
48580_at	ENSG00000154832
217640_x_at	ENSG00000154839
201594_s_at	ENSG00000154845
240211_at	ENSG00000154856
225016_at	ENSG00000154856
1562488_at	ENSG00000154864
1563584_at	ENSG00000154864
219602_s_at	ENSG00000154864
222908_at	ENSG00000154864
206764_x_at	ENSG00000154889
209858_x_at	ENSG00000154889
213727_x_at	ENSG00000154889
237439_at	ENSG00000154914
210127_at	ENSG00000154917
225259_at	ENSG00000154917
221792_at	ENSG00000154917
234465_at	ENSG00000154920
234464_s_at	ENSG00000154920
211898_s_at	ENSG00000154928
210753_s_at	ENSG00000154928
230425_at	ENSG00000154928
224882_at	ENSG00000154930
211717_at	ENSG00000154945
227064_at	ENSG00000154945
226787_at	ENSG00000154957
220889_s_at	ENSG00000154975
223550_s_at	ENSG00000154975
222269_at	ENSG00000155008
235433_at	ENSG00000155008
213289_at	ENSG00000155008
213282_at	ENSG00000155008
224199_at	ENSG00000155011
219908_at	ENSG00000155011
1554853_at	ENSG00000155016
226393_at	ENSG00000155016
226402_at	ENSG00000155016
220896_at	ENSG00000155034
215068_s_at	ENSG00000155034
227500_at	ENSG00000155034
1553359_at	ENSG00000155034
1553361_x_at	ENSG00000155034
1553418_a_at	ENSG00000155052
1553013_at	ENSG00000155052
1562378_s_at	ENSG00000155066
239528_at	ENSG00000155066
1552797_s_at	ENSG00000155066
1564002_a_at	ENSG00000155085
1552299_at	ENSG00000155085
239828_at	ENSG00000155085
214485_at	ENSG00000155087
202393_s_at	ENSG00000155090
203030_s_at	ENSG00000155093
211534_x_at	ENSG00000155093
203029_s_at	ENSG00000155093
201772_at	ENSG00000155096
212461_at	ENSG00000155096
202874_s_at	ENSG00000155097
202872_at	ENSG00000155097
202873_at	ENSG00000155097
226463_at	ENSG00000155097
226338_at	ENSG00000155099
222825_at	ENSG00000155100
235226_at	ENSG00000155111
211706_s_at	ENSG00000155111
212897_at	ENSG00000155111
212899_at	ENSG00000155111
242477_at	ENSG00000155158
236826_at	ENSG00000155158
232000_at	ENSG00000155158
218096_at	ENSG00000155189
232007_at	ENSG00000155189
202167_s_at	ENSG00000155229
209346_s_at	ENSG00000155252
209345_s_at	ENSG00000155252
215134_at	ENSG00000155252
223095_at	ENSG00000155254
225218_at	ENSG00000155256
228068_at	ENSG00000155265
1553063_at	ENSG00000155269
1554192_s_at	ENSG00000155275
235097_at	ENSG00000155275
221432_s_at	ENSG00000155287
223192_at	ENSG00000155287
202558_s_at	ENSG00000155304
202557_at	ENSG00000155304
1555638_a_at	ENSG00000155307
220330_s_at	ENSG00000155307
1555559_s_at	ENSG00000155313
220419_s_at	ENSG00000155313
223167_s_at	ENSG00000155313
218706_s_at	ENSG00000155324
1559399_s_at	ENSG00000155329
223803_s_at	ENSG00000155329
221193_s_at	ENSG00000155329
226608_at	ENSG00000155330
242555_at	ENSG00000155330
233917_s_at	ENSG00000155363
223849_s_at	ENSG00000155363
200885_at	ENSG00000155366
229484_at	ENSG00000155367
209389_x_at	ENSG00000155368
211070_x_at	ENSG00000155368
202428_x_at	ENSG00000155368
1557918_s_at	ENSG00000155380
202236_s_at	ENSG00000155380
209900_s_at	ENSG00000155380
202234_s_at	ENSG00000155380
202235_at	ENSG00000155380
1554478_a_at	ENSG00000155393
219289_at	ENSG00000155393
224714_at	ENSG00000155438
224713_at	ENSG00000155438
208717_at	ENSG00000155463
204588_s_at	ENSG00000155465
206609_at	ENSG00000155495
239663_x_at	ENSG00000155506
212193_s_at	ENSG00000155506
210966_x_at	ENSG00000155506
212137_at	ENSG00000155506
202162_s_at	ENSG00000155508
202164_s_at	ENSG00000155508
202163_s_at	ENSG00000155508
211520_s_at	ENSG00000155511
209793_at	ENSG00000155511
244710_at	ENSG00000155530
240840_s_at	ENSG00000155542
238465_at	ENSG00000155542
1553336_a_at	ENSG00000155545
1554450_s_at	ENSG00000155545
1554449_at	ENSG00000155545
231975_s_at	ENSG00000155545
228961_at	ENSG00000155545
222382_x_at	ENSG00000155561
212247_at	ENSG00000155561
232019_at	ENSG00000155592
238912_x_at	ENSG00000155621
238579_at	ENSG00000155621
235866_at	ENSG00000155621
229469_at	ENSG00000155622
1554508_at	ENSG00000155629
226459_at	ENSG00000155629
228578_at	ENSG00000155636
244839_at	ENSG00000155657
1557994_at	ENSG00000155657
241791_at	ENSG00000155657
208195_at	ENSG00000155657
204787_at	ENSG00000155659
211048_s_at	ENSG00000155660
208658_at	ENSG00000155660
241045_at	ENSG00000155666
220070_at	ENSG00000155666
241572_at	ENSG00000155714
1553136_at	ENSG00000155729
226493_at	ENSG00000155729
1554178_a_at	ENSG00000155744
231874_at	ENSG00000155744
1558959_at	ENSG00000155744
229460_at	ENSG00000155744
239458_at	ENSG00000155749
242661_x_at	ENSG00000155749
1553261_x_at	ENSG00000155754
1554831_x_at	ENSG00000155754
1558428_at	ENSG00000155754
1553260_s_at	ENSG00000155754
1563673_a_at	ENSG00000155754
1556757_a_at	ENSG00000155754
1553956_at	ENSG00000155755
228255_at	ENSG00000155755
203705_s_at	ENSG00000155760
203706_s_at	ENSG00000155760
233516_s_at	ENSG00000155761
218858_at	ENSG00000155792
1559244_at	ENSG00000155816
1555471_a_at	ENSG00000155816
223618_at	ENSG00000155816
222683_at	ENSG00000155827
207780_at	ENSG00000155833
1555282_a_at	ENSG00000155846
1563943_at	ENSG00000155846
1553639_a_at	ENSG00000155846
232181_at	ENSG00000155846
204513_s_at	ENSG00000155849
205097_at	ENSG00000155850
224963_at	ENSG00000155850
224959_at	ENSG00000155850
241599_at	ENSG00000155858
242112_at	ENSG00000155858
226819_at	ENSG00000155858
226826_at	ENSG00000155858
204350_s_at	ENSG00000155868
204349_at	ENSG00000155868
231272_at	ENSG00000155868
231570_at	ENSG00000155875
201628_s_at	ENSG00000155876
220867_s_at	ENSG00000155886
229110_at	ENSG00000155886
1553620_at	ENSG00000155890
239475_at	ENSG00000155893
226925_at	ENSG00000155893
206811_at	ENSG00000155897
206636_at	ENSG00000155903
230669_at	ENSG00000155903
226392_at	ENSG00000155903
1555201_a_at	ENSG00000155906
220329_s_at	ENSG00000155906
203760_s_at	ENSG00000155926
203761_at	ENSG00000155926
1563222_at	ENSG00000155957
222845_x_at	ENSG00000155957
223892_s_at	ENSG00000155957
219206_x_at	ENSG00000155957
201472_at	ENSG00000155959
238695_s_at	ENSG00000155961
230075_at	ENSG00000155961
213415_at	ENSG00000155962
216364_s_at	ENSG00000155966
210957_s_at	ENSG00000155966
206105_at	ENSG00000155966
238458_at	ENSG00000155970
214018_at	ENSG00000155974
235957_at	ENSG00000155974
225378_at	ENSG00000155975
228024_at	ENSG00000155975
205318_at	ENSG00000155980
223933_at	ENSG00000155980
206797_at	ENSG00000156006
210274_at	ENSG00000156009
203354_s_at	ENSG00000156011
203355_s_at	ENSG00000156011
218613_at	ENSG00000156011
241781_at	ENSG00000156017
228324_at	ENSG00000156017
225320_at	ENSG00000156026
235430_at	ENSG00000156030
225980_at	ENSG00000156030
229169_at	ENSG00000156042
229170_s_at	ENSG00000156042
220108_at	ENSG00000156049
243580_at	ENSG00000156049
235378_at	ENSG00000156050
242608_x_at	ENSG00000156050
211426_x_at	ENSG00000156052
202615_at	ENSG00000156052
224863_at	ENSG00000156052
224862_at	ENSG00000156052
224861_at	ENSG00000156052
204712_at	ENSG00000156076
206505_at	ENSG00000156096
224531_at	ENSG00000156097
208167_s_at	ENSG00000156103
208166_at	ENSG00000156103
207013_s_at	ENSG00000156103
207012_at	ENSG00000156103
223614_at	ENSG00000156103
204119_s_at	ENSG00000156110
204120_s_at	ENSG00000156110
221583_s_at	ENSG00000156113
221584_s_at	ENSG00000156113
214921_at	ENSG00000156113
228414_at	ENSG00000156113
205965_at	ENSG00000156127
203302_at	ENSG00000156136
214913_at	ENSG00000156140
207690_at	ENSG00000156150
1556613_s_at	ENSG00000156162
213391_at	ENSG00000156162
226721_at	ENSG00000156162
1556571_at	ENSG00000156170
235509_at	ENSG00000156170
230016_at	ENSG00000156170
225230_at	ENSG00000156171
225228_at	ENSG00000156171
244569_at	ENSG00000156172
208411_x_at	ENSG00000156194
1552950_at	ENSG00000156206
1559748_at	ENSG00000156218
213974_at	ENSG00000156218
210147_at	ENSG00000156219
231187_at	ENSG00000156222
207560_at	ENSG00000156222
228953_at	ENSG00000156232
205242_at	ENSG00000156234
220311_at	ENSG00000156239
218377_s_at	ENSG00000156253
222616_s_at	ENSG00000156256
218386_x_at	ENSG00000156256
228822_s_at	ENSG00000156256
200873_s_at	ENSG00000156261
221211_s_at	ENSG00000156265
210603_at	ENSG00000156269
210818_s_at	ENSG00000156273
204194_at	ENSG00000156273
1552401_a_at	ENSG00000156273
221328_at	ENSG00000156282
214598_at	ENSG00000156284
202242_at	ENSG00000156298
206409_at	ENSG00000156299
213135_at	ENSG00000156299
222311_s_at	ENSG00000156304
222310_at	ENSG00000156304
233753_at	ENSG00000156304
226082_s_at	ENSG00000156304
207624_s_at	ENSG00000156313
205271_s_at	ENSG00000156345
230972_at	ENSG00000156381
227959_at	ENSG00000156381
238794_at	ENSG00000156384
236027_at	ENSG00000156384
215522_at	ENSG00000156395
227560_at	ENSG00000156398
237334_at	ENSG00000156398
210532_s_at	ENSG00000156411
202279_at	ENSG00000156411
211885_x_at	ENSG00000156413
211882_x_at	ENSG00000156413
210398_x_at	ENSG00000156413
210399_x_at	ENSG00000156413
211465_x_at	ENSG00000156413
228285_at	ENSG00000156414
211485_s_at	ENSG00000156427
206987_x_at	ENSG00000156427
211029_x_at	ENSG00000156427
231382_at	ENSG00000156427
203918_at	ENSG00000156453
215277_at	ENSG00000156453
228892_at	ENSG00000156463
235768_at	ENSG00000156463
243582_at	ENSG00000156463
205849_s_at	ENSG00000156467
209066_x_at	ENSG00000156467
209065_at	ENSG00000156467
244293_at	ENSG00000156467
219363_s_at	ENSG00000156469
201433_s_at	ENSG00000156471
213849_s_at	ENSG00000156475
205643_s_at	ENSG00000156475
200062_s_at	ENSG00000156482
1554680_s_at	ENSG00000156486
1554212_s_at	ENSG00000156486
232401_at	ENSG00000156486
239047_at	ENSG00000156500
1562641_at	ENSG00000156500
1552322_at	ENSG00000156500
1552323_s_at	ENSG00000156500
212894_at	ENSG00000156502
225362_at	ENSG00000156504
225361_x_at	ENSG00000156504
227708_at	ENSG00000156508
236852_at	ENSG00000156509
220585_at	ENSG00000156510
237324_s_at	ENSG00000156510
237323_at	ENSG00000156510
227614_at	ENSG00000156510
200697_at	ENSG00000156515
225877_at	ENSG00000156521
238802_at	ENSG00000156521
224442_at	ENSG00000156531
225501_at	ENSG00000156531
229900_at	ENSG00000156535
239719_at	ENSG00000156535
226545_at	ENSG00000156535
232697_at	ENSG00000156564
230916_at	ENSG00000156574
237896_at	ENSG00000156574
220811_at	ENSG00000156575
201649_at	ENSG00000156587
224868_at	ENSG00000156599
224858_at	ENSG00000156599
226293_at	ENSG00000156603
226300_at	ENSG00000156603
222493_s_at	ENSG00000156639
218020_s_at	ENSG00000156639
202228_s_at	ENSG00000156642
1562236_at	ENSG00000156650
211874_s_at	ENSG00000156650
212452_x_at	ENSG00000156650
214496_x_at	ENSG00000156650
212462_at	ENSG00000156650
242062_at	ENSG00000156671
225950_at	ENSG00000156671
231830_x_at	ENSG00000156675
219681_s_at	ENSG00000156675
225177_at	ENSG00000156675
231325_at	ENSG00000156687
1554712_a_at	ENSG00000156689
221098_x_at	ENSG00000156697
221514_at	ENSG00000156697
205512_s_at	ENSG00000156709
210058_at	ENSG00000156711
210059_s_at	ENSG00000156711
222909_s_at	ENSG00000156735
219624_at	ENSG00000156735
228189_at	ENSG00000156735
210356_x_at	ENSG00000156738
217418_x_at	ENSG00000156738
228592_at	ENSG00000156738
228599_at	ENSG00000156738
1556429_a_at	ENSG00000156787
214061_at	ENSG00000156787
219060_at	ENSG00000156795
235266_at	ENSG00000156802
218782_s_at	ENSG00000156802
222740_at	ENSG00000156802
228401_at	ENSG00000156802
241763_s_at	ENSG00000156804
225803_at	ENSG00000156804
225801_at	ENSG00000156804
225345_s_at	ENSG00000156804
225328_at	ENSG00000156804
226536_at	ENSG00000156831
227445_at	ENSG00000156853
227294_at	ENSG00000156853
1559397_s_at	ENSG00000156858
218714_at	ENSG00000156858
45687_at	ENSG00000156858
242217_s_at	ENSG00000156860
218255_s_at	ENSG00000156860
1570207_at	ENSG00000156869
243252_at	ENSG00000156869
203709_at	ENSG00000156873
1556368_at	ENSG00000156873
1556369_a_at	ENSG00000156873
231895_at	ENSG00000156876
206353_at	ENSG00000156885
1560686_at	ENSG00000156886
1553006_at	ENSG00000156920
207197_at	ENSG00000156925
226386_at	ENSG00000156928
226385_s_at	ENSG00000156928
244641_at	ENSG00000156928
236937_at	ENSG00000156931
1559500_at	ENSG00000156931
209553_at	ENSG00000156931
205219_s_at	ENSG00000156958
216411_s_at	ENSG00000156958
230918_at	ENSG00000156958
228422_at	ENSG00000156959
1552965_a_at	ENSG00000156966
1555962_at	ENSG00000156966
1555963_x_at	ENSG00000156966
1559167_x_at	ENSG00000156968
1558686_at	ENSG00000156968
203755_at	ENSG00000156970
231065_at	ENSG00000156973
216883_x_at	ENSG00000156973
204091_at	ENSG00000156973
1555996_s_at	ENSG00000156976
200912_s_at	ENSG00000156976
204481_at	ENSG00000156983
1566603_s_at	ENSG00000156990
1555916_at	ENSG00000156990
1561329_s_at	ENSG00000156990
225743_at	ENSG00000156990
213921_at	ENSG00000157005
1565580_s_at	ENSG00000157014
203648_at	ENSG00000157014
223862_at	ENSG00000157017
207707_s_at	ENSG00000157020
206902_s_at	ENSG00000157036
205521_at	ENSG00000157036
206903_at	ENSG00000157036
213061_s_at	ENSG00000157045
213062_at	ENSG00000157045
220996_s_at	ENSG00000157060
1562818_at	ENSG00000157064
1552712_a_at	ENSG00000157064
1556029_s_at	ENSG00000157064
209755_at	ENSG00000157064
208446_s_at	ENSG00000157077
204893_s_at	ENSG00000157077
211586_s_at	ENSG00000157087
234714_x_at	ENSG00000157087
216120_s_at	ENSG00000157087
204685_s_at	ENSG00000157087
239357_at	ENSG00000157087
231306_at	ENSG00000157093
205152_at	ENSG00000157103
210057_at	ENSG00000157106
224842_at	ENSG00000157106
1555153_s_at	ENSG00000157107
228220_at	ENSG00000157107
209488_s_at	ENSG00000157110
1557223_at	ENSG00000157110
209487_at	ENSG00000157110
207836_s_at	ENSG00000157110
207837_at	ENSG00000157110
1553559_at	ENSG00000157111
240770_at	ENSG00000157111
1555044_a_at	ENSG00000157119
206305_s_at	ENSG00000157131
206243_at	ENSG00000157150
210315_at	ENSG00000157152
229039_at	ENSG00000157152
1553037_a_at	ENSG00000157152
210247_at	ENSG00000157152
240197_at	ENSG00000157152
208241_at	ENSG00000157168
206343_s_at	ENSG00000157168
208230_s_at	ENSG00000157168
208231_at	ENSG00000157168
206237_s_at	ENSG00000157168
218721_s_at	ENSG00000157181
222720_x_at	ENSG00000157181
204263_s_at	ENSG00000157184
204264_at	ENSG00000157184
230123_at	ENSG00000157191
220731_s_at	ENSG00000157191
208433_s_at	ENSG00000157193
205282_at	ENSG00000157193
228955_at	ENSG00000157193
212825_at	ENSG00000157212
225871_at	ENSG00000157214
223635_s_at	ENSG00000157216
217991_x_at	ENSG00000157216
222482_at	ENSG00000157216
221362_at	ENSG00000157219
223249_at	ENSG00000157224
217279_x_at	ENSG00000157227
202827_s_at	ENSG00000157227
202828_s_at	ENSG00000157227
160020_at	ENSG00000157227
204452_s_at	ENSG00000157240
204451_at	ENSG00000157240
236035_at	ENSG00000157240
208503_s_at	ENSG00000157259
214718_at	ENSG00000157259
213018_at	ENSG00000157259
242634_at	ENSG00000157259
227182_at	ENSG00000157303
236430_at	ENSG00000157315
231549_at	ENSG00000157330
231263_at	ENSG00000157343
230974_at	ENSG00000157349
205346_at	ENSG00000157350
229336_at	ENSG00000157350
217650_x_at	ENSG00000157350
238896_at	ENSG00000157350
226072_at	ENSG00000157353
237046_x_at	ENSG00000157368
213279_at	ENSG00000157379
243334_at	ENSG00000157388
207998_s_at	ENSG00000157388
210108_at	ENSG00000157388
1555993_at	ENSG00000157388
205894_at	ENSG00000157399
205051_s_at	ENSG00000157404
1554908_at	ENSG00000157423
220098_at	ENSG00000157423
232984_at	ENSG00000157423
235435_at	ENSG00000157426
228041_at	ENSG00000157426
234953_x_at	ENSG00000157429
228958_at	ENSG00000157429
240836_at	ENSG00000157429
219714_s_at	ENSG00000157445
218761_at	ENSG00000157450
202705_at	ENSG00000157456
227756_at	ENSG00000157470
203072_at	ENSG00000157483
222538_s_at	ENSG00000157500
218158_s_at	ENSG00000157500
229160_at	ENSG00000157502
1555542_at	ENSG00000157510
226955_at	ENSG00000157510
207001_x_at	ENSG00000157514
208763_s_at	ENSG00000157514
217309_s_at	ENSG00000157538
203635_at	ENSG00000157538
239308_at	ENSG00000157540
211079_s_at	ENSG00000157540
211541_s_at	ENSG00000157540
209033_s_at	ENSG00000157540
215234_at	ENSG00000157540
210454_s_at	ENSG00000157542
232411_at	ENSG00000157542
211806_s_at	ENSG00000157551
210119_at	ENSG00000157551
238428_at	ENSG00000157551
239464_at	ENSG00000157551
230585_at	ENSG00000157551
241926_s_at	ENSG00000157554
213541_s_at	ENSG00000157554
211626_x_at	ENSG00000157554
222079_at	ENSG00000157554
201329_s_at	ENSG00000157557
201328_at	ENSG00000157557
228819_at	ENSG00000157570
227307_at	ENSG00000157570
232196_at	ENSG00000157578
224716_at	ENSG00000157593
223202_s_at	ENSG00000157600
220486_x_at	ENSG00000157600
223201_s_at	ENSG00000157600
202086_at	ENSG00000157601
213498_at	ENSG00000157613
213059_at	ENSG00000157613
212875_s_at	ENSG00000157617
1558518_at	ENSG00000157625
1552927_at	ENSG00000157625
1552928_s_at	ENSG00000157625
227357_at	ENSG00000157625
238347_at	ENSG00000157637
242942_at	ENSG00000157637
1563228_x_at	ENSG00000157637
230448_at	ENSG00000157637
212890_at	ENSG00000157637
1554280_a_at	ENSG00000157653
1553502_a_at	ENSG00000157654
1554640_at	ENSG00000157654
202760_s_at	ENSG00000157654
202759_s_at	ENSG00000157654
226694_at	ENSG00000157654
238444_at	ENSG00000157657
226592_at	ENSG00000157657
226590_at	ENSG00000157657
206806_at	ENSG00000157680
240395_at	ENSG00000157680
221865_at	ENSG00000157693
1554300_a_at	ENSG00000157703
1569481_s_at	ENSG00000157734
230509_at	ENSG00000157734
235460_at	ENSG00000157734
238350_at	ENSG00000157741
225445_at	ENSG00000157741
225444_at	ENSG00000157741
243829_at	ENSG00000157764
206044_s_at	ENSG00000157764
236402_at	ENSG00000157764
226391_at	ENSG00000157764
204124_at	ENSG00000157765
1554950_at	ENSG00000157766
207692_s_at	ENSG00000157766
217161_x_at	ENSG00000157766
205679_x_at	ENSG00000157766
223363_at	ENSG00000157778
210181_s_at	ENSG00000157782
208321_s_at	ENSG00000157782
208320_at	ENSG00000157782
1555314_at	ENSG00000157796
232163_at	ENSG00000157796
220917_s_at	ENSG00000157796
223304_at	ENSG00000157800
202398_at	ENSG00000157823
213215_at	ENSG00000157823
242665_at	ENSG00000157827
226184_at	ENSG00000157827
232015_at	ENSG00000157833
228028_at	ENSG00000157833
224640_at	ENSG00000157837
224639_at	ENSG00000157837
224638_at	ENSG00000157837
224100_s_at	ENSG00000157851
222797_at	ENSG00000157851
231133_at	ENSG00000157856
207495_at	ENSG00000157869
209084_s_at	ENSG00000157869
227003_at	ENSG00000157869
231835_at	ENSG00000157870
209354_at	ENSG00000157873
218771_at	ENSG00000157881
236378_at	ENSG00000157884
1569879_a_at	ENSG00000157890
1560334_at	ENSG00000157890
1552439_s_at	ENSG00000157890
219022_at	ENSG00000157895
206351_s_at	ENSG00000157911
206352_s_at	ENSG00000157911
202296_s_at	ENSG00000157916
202297_s_at	ENSG00000157916
213296_at	ENSG00000157916
223693_s_at	ENSG00000157927
204270_at	ENSG00000157933
229265_at	ENSG00000157933
1570033_at	ENSG00000157954
204710_s_at	ENSG00000157954
202031_s_at	ENSG00000157954
214699_x_at	ENSG00000157954
226986_at	ENSG00000157954
221790_s_at	ENSG00000157978
57082_at	ENSG00000157978
204066_s_at	ENSG00000157985
235968_at	ENSG00000157985
228240_at	ENSG00000157985
235148_at	ENSG00000157992
205232_s_at	ENSG00000158006
205233_s_at	ENSG00000158006
206329_at	ENSG00000158008
224485_s_at	ENSG00000158014
230084_at	ENSG00000158014
205550_s_at	ENSG00000158019
212645_x_at	ENSG00000158019
211566_x_at	ENSG00000158019
236972_at	ENSG00000158022
1555006_at	ENSG00000158023
1555007_s_at	ENSG00000158023
230193_at	ENSG00000158023
222216_s_at	ENSG00000158042
204794_at	ENSG00000158050
232116_at	ENSG00000158055
227716_at	ENSG00000158062
1553523_at	ENSG00000158077
238841_at	ENSG00000158079
229517_at	ENSG00000158079
1560180_at	ENSG00000158089
219271_at	ENSG00000158089
204725_s_at	ENSG00000158092
211063_s_at	ENSG00000158092
244487_at	ENSG00000158092
236922_at	ENSG00000158092
206024_at	ENSG00000158104
228405_at	ENSG00000158106
235998_at	ENSG00000158106
224871_at	ENSG00000158109
1553728_at	ENSG00000158113
1553730_x_at	ENSG00000158113
1553729_s_at	ENSG00000158113
227534_at	ENSG00000158122
210301_at	ENSG00000158125
241994_at	ENSG00000158125
218900_at	ENSG00000158158
1552314_a_at	ENSG00000158161
206379_at	ENSG00000158161
1554844_at	ENSG00000158161
226170_at	ENSG00000158161
239785_at	ENSG00000158163
205347_s_at	ENSG00000158164
205189_s_at	ENSG00000158169
206538_at	ENSG00000158186
225185_at	ENSG00000158186
224563_at	ENSG00000158195
224562_at	ENSG00000158195
221725_at	ENSG00000158195
213017_at	ENSG00000158201
1557793_at	ENSG00000158220
1554912_at	ENSG00000158220
239770_at	ENSG00000158220
220643_s_at	ENSG00000158234
229518_at	ENSG00000158246
219414_at	ENSG00000158258
229580_at	ENSG00000158258
221019_s_at	ENSG00000158270
240397_x_at	ENSG00000158270
242882_at	ENSG00000158286
1568728_s_at	ENSG00000158286
1555870_at	ENSG00000158286
215997_s_at	ENSG00000158290
210257_x_at	ENSG00000158290
202213_s_at	ENSG00000158290
202214_s_at	ENSG00000158290
221902_at	ENSG00000158292
64942_at	ENSG00000158292
230686_s_at	ENSG00000158296
230687_at	ENSG00000158296
231217_at	ENSG00000158296
205244_s_at	ENSG00000158296
205243_at	ENSG00000158296
228027_at	ENSG00000158301
1554895_a_at	ENSG00000158315
1554897_s_at	ENSG00000158315
1552502_s_at	ENSG00000158315
243365_s_at	ENSG00000158321
243364_at	ENSG00000158321
215386_at	ENSG00000158321
212599_at	ENSG00000158321
232404_at	ENSG00000158352
244825_at	ENSG00000158352
222067_x_at	ENSG00000158373
209911_x_at	ENSG00000158373
217010_s_at	ENSG00000158402
205167_s_at	ENSG00000158402
208180_s_at	ENSG00000158406
232035_at	ENSG00000158406
226329_s_at	ENSG00000158411
201024_x_at	ENSG00000158417
214314_s_at	ENSG00000158417
201027_s_at	ENSG00000158417
201025_at	ENSG00000158417
1553318_at	ENSG00000158423
235946_at	ENSG00000158423
224695_at	ENSG00000158435
211006_s_at	ENSG00000158445
231053_at	ENSG00000158445
217637_at	ENSG00000158445
240869_at	ENSG00000158445
225775_at	ENSG00000158457
208062_s_at	ENSG00000158458
206879_s_at	ENSG00000158458
242303_at	ENSG00000158458
215672_s_at	ENSG00000158467
212814_at	ENSG00000158467
221484_at	ENSG00000158470
221485_at	ENSG00000158470
205789_at	ENSG00000158473
210325_at	ENSG00000158477
204433_s_at	ENSG00000158480
204434_at	ENSG00000158480
205987_at	ENSG00000158481
206749_at	ENSG00000158485
1563290_at	ENSG00000158486
1560803_at	ENSG00000158486
215266_at	ENSG00000158486
208592_s_at	ENSG00000158488
215784_at	ENSG00000158488
208302_at	ENSG00000158497
206212_at	ENSG00000158516
240744_at	ENSG00000158525
213079_at	ENSG00000158526
228639_at	ENSG00000158526
233985_x_at	ENSG00000158528
221088_s_at	ENSG00000158528
231966_at	ENSG00000158528
228494_at	ENSG00000158528
238416_x_at	ENSG00000158545
226108_at	ENSG00000158545
226168_at	ENSG00000158552
216582_at	ENSG00000158553
213343_s_at	ENSG00000158555
32502_at	ENSG00000158555
1569843_at	ENSG00000158560
205348_s_at	ENSG00000158560
237777_at	ENSG00000158571
207537_at	ENSG00000158571
211560_s_at	ENSG00000158578
224676_at	ENSG00000158604
1558487_a_at	ENSG00000158604
224680_at	ENSG00000158604
224692_at	ENSG00000158615
233569_at	ENSG00000158623
223457_at	ENSG00000158623
1569349_at	ENSG00000158636
234669_x_at	ENSG00000158636
222806_s_at	ENSG00000158636
219012_s_at	ENSG00000158636
222807_at	ENSG00000158636
242847_at	ENSG00000158636
236152_at	ENSG00000158639
224776_at	ENSG00000158669
229577_at	ENSG00000158669
1553004_at	ENSG00000158683
217098_s_at	ENSG00000158691
206507_at	ENSG00000158691
210978_s_at	ENSG00000158710
200916_at	ENSG00000158710
230549_at	ENSG00000158711
206919_at	ENSG00000158711
205994_at	ENSG00000158711
238761_at	ENSG00000158711
214831_at	ENSG00000158711
225159_s_at	ENSG00000158711
219385_at	ENSG00000158714
219386_s_at	ENSG00000158714
238499_at	ENSG00000158715
228696_at	ENSG00000158715
223402_at	ENSG00000158716
227726_at	ENSG00000158717
201621_at	ENSG00000158747
37005_at	ENSG00000158747
1552857_a_at	ENSG00000158748
206944_at	ENSG00000158748
224097_s_at	ENSG00000158769
223000_s_at	ENSG00000158769
222354_at	ENSG00000158769
231768_at	ENSG00000158773
221416_at	ENSG00000158786
214965_at	ENSG00000158792
202891_at	ENSG00000158793
241395_at	ENSG00000158793
211255_x_at	ENSG00000158796
202480_s_at	ENSG00000158796
215158_s_at	ENSG00000158796
213778_x_at	ENSG00000158805
231922_at	ENSG00000158805
230977_at	ENSG00000158806
211130_x_at	ENSG00000158813
211129_x_at	ENSG00000158813
211128_at	ENSG00000158813
211131_s_at	ENSG00000158813
211127_x_at	ENSG00000158813
206217_at	ENSG00000158813
221376_at	ENSG00000158815
1552853_at	ENSG00000158816
1552854_a_at	ENSG00000158816
205627_at	ENSG00000158825
