cmap_name	entrezgene_id	ensembl_gene_id
MARK2	2011	ENSG00000072518
MARK3	4140	ENSG00000075413
MARK4	57787	ENSG00000007047
MARS	4141	ENSG00000166986
MARS2	92935	ENSG00000247626
MAS1	4142	ENSG00000130368
MASP1	5648	ENSG00000127241
MASP2	10747	ENSG00000009724
MAST1	22983	ENSG00000105613
MAST2	23139	ENSG00000086015
MAST3	23031	ENSG00000099308
MAST4	375449	ENSG00000069020
MASTL	84930	ENSG00000120539
MAT1A	4143	ENSG00000151224
MAT2A	4144	ENSG00000168906
MAT2B	27430	ENSG00000038274
MATK	4145	ENSG00000007264
MATN2	4147	ENSG00000132561
MATN3	4148	ENSG00000132031
MAX	4149	ENSG00000125952
MB	4151	ENSG00000198125
MBD3	53615	ENSG00000071655
MBD4	8930	ENSG00000129071
MBD6	114785	ENSG00000166987
MBNL1	4154	ENSG00000152601
MBNL1-AS1	401093	ENSG00000229619
MBNL2	10150	ENSG00000139793
MBNL3	55796	ENSG00000076770
MBOAT7	79143	ENSG00000125505
MBTPS1	8720	ENSG00000140943
MC4R	4160	ENSG00000166603
MCAM	4162	ENSG00000076706
MCCC1	56922	ENSG00000078070
MCCC2	64087	ENSG00000131844
MCF2L	23263	ENSG00000126217
MCF2L2	23101	ENSG00000053524
MCFD2	90411	ENSG00000180398
MCHR1	2847	ENSG00000128285
MCHR2	84539	ENSG00000152034
MCL1	4170	ENSG00000143384
MCM10	55388	ENSG00000065328
MCM2	4171	ENSG00000073111
MCM3	4172	ENSG00000112118
MCM3AP-AS1	114044	ENSG00000215424
MCM4	4173	ENSG00000104738
MCM5	4174	ENSG00000100297
MCM6	4175	ENSG00000076003
MCM7	4176	ENSG00000166508
MCM8	84515	ENSG00000125885
MCMBP	79892	ENSG00000197771
MCOLN1	57192	ENSG00000090674
MCOLN2	255231	ENSG00000153898
MCTP1	79772	ENSG00000175471
MCTP2	55784	ENSG00000140563
MCTS1	28985	ENSG00000232119
MCUR1	63933	ENSG00000050393
MDC1	9656	ENSG00000137337
MDFIC	29969	ENSG00000135272
MDH1	4190	ENSG00000014641
MDH2	4191	ENSG00000146701
MDM2	4193	ENSG00000135679
MDM4	4194	ENSG00000198625
MDN1	23195	ENSG00000112159
ME1	4199	ENSG00000065833
ME2	4200	ENSG00000082212
ME3	10873	ENSG00000151376
MECOM	2122	ENSG00000085276
MECP2	4204	ENSG00000169057
MED1	5469	ENSG00000125686
MED11	400569	ENSG00000161920
MED12	9968	ENSG00000184634
MED12L	116931	ENSG00000144893
MED13	9969	ENSG00000108510
MED14	9282	ENSG00000180182
MED15	51586	ENSG00000099917
MED21	9412	ENSG00000152944
MED23	9439	ENSG00000112282
MED25	81857	ENSG00000104973
MED26	9441	ENSG00000105085
MED28	80306	ENSG00000118579
MED4	29079	ENSG00000136146
MED6	10001	ENSG00000133997
MED7	9443	ENSG00000155868
MED8	112950	ENSG00000159479
MEF2A	4205	ENSG00000068305
MEF2C	4208	ENSG00000081189
MEF2D	4209	ENSG00000116604
MEFV	4210	ENSG00000103313
MEG3	55384	ENSG00000214548
MEGF9	1955	ENSG00000106780
MEI1	150365	ENSG00000167077
MEIS2	4212	ENSG00000134138
MELK	9833	ENSG00000165304
MELTF	4241	ENSG00000163975
MEN1	4221	ENSG00000133895
MEOX1	4222	ENSG00000005102
MEOX2	4223	ENSG00000106511
MEP1B	4225	ENSG00000141434
MERTK	10461	ENSG00000153208
MESP1	55897	ENSG00000166823
MEST	4232	ENSG00000106484
MET	4233	ENSG00000105976
METAP1	23173	ENSG00000164024
METAP2	10988	ENSG00000111142
METRN	79006	ENSG00000103260
METTL1	4234	ENSG00000037897
METTL14	57721	ENSG00000145388
METTL24	728464	ENSG00000053328
METTL4	64863	ENSG00000101574
METTL7A	25840	ENSG00000185432
MEX3B	84206	ENSG00000183496
MEX3D	399664	ENSG00000181588
MFAP3	4238	ENSG00000037749
MFAP4	4239	ENSG00000166482
MFHAS1	9258	ENSG00000147324
MFSD10	10227	ENSG00000109736
MFSD13A	79847	ENSG00000138111
MFSD2A	84879	ENSG00000168389
MGAM	8972	ENSG00000257335
MGAT1	4245	ENSG00000131446
MGAT2	4247	ENSG00000168282
MGAT4A	11320	ENSG00000071073
MGLL	11343	ENSG00000074416
MGMT	4255	ENSG00000170430
MGP	4256	ENSG00000111341
MGRN1	23295	ENSG00000102858
MGST1	4257	ENSG00000008394
MGST2	4258	ENSG00000085871
MIA3	375056	ENSG00000154305
MIB1	57534	ENSG00000101752
MICAL2	9645	ENSG00000133816
MICALL1	85377	ENSG00000100139
MICALL2	79778	ENSG00000164877
MICB	4277	ENSG00000204516
MIEF1	54471	ENSG00000100335
MIF	4282	ENSG00000240972
MILR1	284021	ENSG00000271605
MINDY1	55793	ENSG00000143409
MINK1	50488	ENSG00000141503
MIR100HG	399959	ENSG00000255248
MIR193BHG	100129781	ENSG00000262454
MIR31HG	554202	ENSG00000171889
MIR34A	407040	ENSG00000284357
MITF	4286	ENSG00000187098
MIXL1	83881	ENSG00000185155
MKKS	8195	ENSG00000125863
MKNK1	8569	ENSG00000079277
MKNK2	2872	ENSG00000099875
MKRN2	23609	ENSG00000075975
MKRN3	7681	ENSG00000179455
MKX	283078	ENSG00000150051
MLEC	9761	ENSG00000110917
MLH1	4292	ENSG00000076242
MLKL	197259	ENSG00000168404
MLLT10	8028	ENSG00000078403
MLLT11	10962	ENSG00000213190
MLLT3	4300	ENSG00000171843
MLNR	2862	ENSG00000102539
MLPH	79083	ENSG00000115648
MLST8	64223	ENSG00000167965
MLXIP	22877	ENSG00000175727
MLYCD	23417	ENSG00000103150
MMAA	166785	ENSG00000151611
MMACHC	25974	ENSG00000132763
MME	4311	ENSG00000196549
MMP1	4312	ENSG00000196611
MMP10	4319	ENSG00000166670
MMP13	4322	ENSG00000137745
MMP14	4323	ENSG00000157227
MMP15	4324	ENSG00000102996
MMP17	4326	ENSG00000198598
MMP19	4327	ENSG00000123342
MMP2	4313	ENSG00000087245
MMP20	9313	ENSG00000137674
MMP21	118856	ENSG00000154485
MMP23B	8510	ENSG00000189409
MMP26	56547	ENSG00000167346
MMP27	64066	ENSG00000137675
MMP28	79148	ENSG00000271447
MMP7	4316	ENSG00000137673
MMP8	4317	ENSG00000118113
MMP9	4318	ENSG00000100985
MMRN1	22915	ENSG00000138722
MNAT1	4331	ENSG00000020426
MNDA	4332	ENSG00000163563
MNT	4335	ENSG00000070444
MOB3A	126308	ENSG00000172081
MOCOS	55034	ENSG00000075643
MOG	4340	ENSG00000204655
MOK	5891	ENSG00000080823
MON1A	84315	ENSG00000164077
MORF4L1	10933	ENSG00000185787
MORF4L2	9643	ENSG00000123562
MORN1	79906	ENSG00000116151
MORN2	729967	ENSG00000188010
MOS	4342	ENSG00000172680
MPDZ	8777	ENSG00000107186
MPEG1	219972	ENSG00000197629
MPHOSPH9	10198	ENSG00000051825
MPI	4351	ENSG00000178802
MPIG6B	80739	ENSG00000204420
MPL	4352	ENSG00000117400
MPO	4353	ENSG00000005381
MPP1	4354	ENSG00000130830
MPP3	4356	ENSG00000161647
MPP4	58538	ENSG00000082126
MPP5	64398	ENSG00000072415
MPP6	51678	ENSG00000105926
MPP7	143098	ENSG00000150054
MPPED1	758	ENSG00000186732
MPPED2	744	ENSG00000066382
MPV17	4358	ENSG00000115204
MPZ	4359	ENSG00000158887
MPZL1	9019	ENSG00000197965
MPZL2	10205	ENSG00000149573
MPZL3	196264	ENSG00000160588
MRC1	4360	ENSG00000260314
MRC2	9902	ENSG00000011028
MRE11	4361	ENSG00000020922
MREG	55686	ENSG00000118242
MRGPRD	116512	ENSG00000172938
MRGPRF	116535	ENSG00000172935
MRGPRX2	117194	ENSG00000183695
MRGPRX3	117195	ENSG00000179826
MRGPRX4	117196	ENSG00000179817
MRPL12	6182	ENSG00000262814
MRPL15	29088	ENSG00000137547
MRPL16	54948	ENSG00000166902
MRPL18	29074	ENSG00000112110
MRPL19	9801	ENSG00000115364
MRPL43	84545	ENSG00000055950
MRPS16	51021	ENSG00000182180
MRPS17	51373	ENSG00000239789
MRPS18A	55168	ENSG00000096080
MRPS2	51116	ENSG00000122140
MRPS31	10240	ENSG00000102738
MRTO4	51154	ENSG00000053372
MS4A1	931	ENSG00000156738
MS4A10	341116	ENSG00000172689
MS4A12	54860	ENSG00000071203
MS4A13	503497	ENSG00000204979
MS4A14	84689	ENSG00000166928
MS4A15	219995	ENSG00000166961
MS4A18	728588	ENSG00000214782
MS4A2	2206	ENSG00000149534
MS4A3	932	ENSG00000149516
MS4A4A	51338	ENSG00000110079
MS4A5	64232	ENSG00000166930
MS4A6A	64231	ENSG00000110077
MS4A6E	245802	ENSG00000166926
MS4A7	58475	ENSG00000166927
MS4A8	83661	ENSG00000166959
MSH2	4436	ENSG00000095002
MSH6	2956	ENSG00000116062
MSI1	4440	ENSG00000135097
MSI2	124540	ENSG00000153944
MSL3	10943	ENSG00000005302
MSMO1	6307	ENSG00000052802
MSR1	4481	ENSG00000038945
MSRA	4482	ENSG00000175806
MSRB2	22921	ENSG00000148450
MST1	4485	ENSG00000173531
MST1R	4486	ENSG00000164078
MSTO1	55154	ENSG00000125459
MSX1	4487	ENSG00000163132
MSX2	4488	ENSG00000120149
MT1F	4494	ENSG00000198417
MT1M	4499	ENSG00000205364
MTA1	9112	ENSG00000182979
MTA2	9219	ENSG00000149480
MTA3	57504	ENSG00000057935
MTAP	4507	ENSG00000099810
MTCH2	23788	ENSG00000109919
MTF2	22823	ENSG00000143033
MTFR1	9650	ENSG00000066855
MTHFD1	4522	ENSG00000100714
MTHFD2	10797	ENSG00000065911
MTHFR	4524	ENSG00000177000
MTM1	4534	ENSG00000171100
MTMR3	8897	ENSG00000100330
MTNR1A	4543	ENSG00000168412
MTNR1B	4544	ENSG00000134640
MTOR	2475	ENSG00000198793
MTR	4548	ENSG00000116984
MTRR	4552	ENSG00000124275
MTSS1	9788	ENSG00000170873
MTTP	4547	ENSG00000138823
MTX1	4580	ENSG00000173171
MTX2	10651	ENSG00000128654
MUC1	4582	ENSG00000185499
MUS81	80198	ENSG00000172732
MUSK	4593	ENSG00000030304
MVK	4598	ENSG00000110921
MVP	9961	ENSG00000013364
MX1	4599	ENSG00000157601
MX2	4600	ENSG00000183486
MXD1	4084	ENSG00000059728
MXD3	83463	ENSG00000213347
MXD4	10608	ENSG00000123933
MXI1	4601	ENSG00000119950
MXRA5	25878	ENSG00000101825
MXRA7	439921	ENSG00000182534
MXRA8	54587	ENSG00000162576
MYB	4602	ENSG00000118513
MYBBP1A	10514	ENSG00000132382
MYBL2	4605	ENSG00000101057
MYBPC2	4606	ENSG00000086967
MYBPC3	4607	ENSG00000134571
MYBPHL	343263	ENSG00000221986
MYC	4609	ENSG00000136997
MYCBP	26292	ENSG00000214114
MYCBP2	23077	ENSG00000005810
MYCN	4613	ENSG00000134323
MYCNOS	10408	ENSG00000233718
MYD88	4615	ENSG00000172936
MYEOV	26579	ENSG00000172927
MYF6	4618	ENSG00000111046
MYH2	4620	ENSG00000125414
MYL6	4637	ENSG00000092841
MYL6B	140465	ENSG00000196465
MYL9	10398	ENSG00000101335
MYLIP	29116	ENSG00000007944
MYLK	4638	ENSG00000065534
MYLK-AS1	100506826	ENSG00000239523
MYLK2	85366	ENSG00000101306
MYLK3	91807	ENSG00000140795
MYLK4	340156	ENSG00000145949
MYNN	55892	ENSG00000085274
MYO10	4651	ENSG00000145555
MYO1E	4643	ENSG00000157483
MYO1F	4542	ENSG00000142347
MYO1G	64005	ENSG00000136286
MYO3A	53904	ENSG00000095777
MYO3B	140469	ENSG00000071909
MYO5A	4644	ENSG00000197535
MYO9B	4650	ENSG00000099331
MYOD1	4654	ENSG00000129152
MYOG	4656	ENSG00000122180
MYOM2	9172	ENSG00000036448
MYOM3	127294	ENSG00000142661
MYRF	745	ENSG00000124920
MYT1	4661	ENSG00000196132
MZB1	51237	ENSG00000170476
MZT1	440145	ENSG00000204899
N4BP2	55728	ENSG00000078177
N4BP2L1	90634	ENSG00000139597
NAA25	80018	ENSG00000111300
NAA50	80218	ENSG00000121579
NAB1	4664	ENSG00000138386
NAB2	4665	ENSG00000166886
NACA2	342538	ENSG00000253506
NADK	65220	ENSG00000008130
NADK2	133686	ENSG00000152620
NADSYN1	55191	ENSG00000172890
NAE1	8883	ENSG00000159593
NAF1	92345	ENSG00000145414
NAGA	4668	ENSG00000198951
NAGK	55577	ENSG00000124357
NAGLU	4669	ENSG00000108784
NAGPA	51172	ENSG00000103174
NAIP	4671	ENSG00000249437
NALCN	259232	ENSG00000102452
NAMPT	10135	ENSG00000105835
NANOG	79923	ENSG00000111704
NAP1L1	4673	ENSG00000187109
NAP1L3	4675	ENSG00000186310
NAP1L4	4676	ENSG00000205531
NARS	4677	ENSG00000134440
NASP	4678	ENSG00000132780
NAT1	9	ENSG00000171428
NAT10	55226	ENSG00000135372
NAT8	9027	ENSG00000144035
NBAS	51594	ENSG00000151779
NBDY	550643	ENSG00000204272
NBN	4683	ENSG00000104320
NBPF15	284565	ENSG00000266338
NBR1	4077	ENSG00000188554
NCAM1	4684	ENSG00000149294
NCAPD2	9918	ENSG00000010292
NCAPG	64151	ENSG00000109805
NCAPH	23397	ENSG00000121152
NCBP1	4686	ENSG00000136937
NCBP2	22916	ENSG00000114503
NCF1	653361	ENSG00000158517
NCF2	4688	ENSG00000116701
NCF4	4689	ENSG00000100365
NCK1	4690	ENSG00000158092
NCKAP1L	3071	ENSG00000123338
NCKIPSD	51517	ENSG00000213672
NCL	4691	ENSG00000115053
NCOA1	8648	ENSG00000084676
NCOA2	10499	ENSG00000140396
NCOA3	8202	ENSG00000124151
NCOA4	8031	ENSG00000266412
NCOA6	23054	ENSG00000198646
NCOR2	9612	ENSG00000196498
NCR1	9437	ENSG00000189430
NCR2	9436	ENSG00000096264
NCR3	259197	ENSG00000204475
NCS1	23413	ENSG00000107130
NDC80	10403	ENSG00000080986
NDFIP1	80762	ENSG00000131507
NDFIP2	54602	ENSG00000102471
NDP	4693	ENSG00000124479
NDRG1	10397	ENSG00000104419
NDRG2	57447	ENSG00000165795
NDUFA1	4694	ENSG00000125356
NDUFA12	55967	ENSG00000184752
NDUFA13	51079	ENSG00000186010
NDUFA2	4695	ENSG00000131495
NDUFA3	4696	ENSG00000170906
NDUFA4	4697	ENSG00000189043
NDUFA4L2	56901	ENSG00000185633
NDUFA5	4698	ENSG00000128609
NDUFA6	4700	ENSG00000184983
NDUFA7	4701	ENSG00000267855
NDUFA8	4702	ENSG00000119421
NDUFA9	4704	ENSG00000139180
NDUFAB1	4706	ENSG00000004779
NDUFAF3	25915	ENSG00000178057
NDUFAF4	29078	ENSG00000123545
NDUFB1	4707	ENSG00000183648
NDUFB10	4716	ENSG00000140990
NDUFB2	4708	ENSG00000090266
NDUFB3	4709	ENSG00000119013
NDUFB4	4710	ENSG00000065518
NDUFB5	4711	ENSG00000136521
NDUFB6	4712	ENSG00000165264
NDUFB7	4713	ENSG00000099795
NDUFB8	4714	ENSG00000166136
NDUFB9	4715	ENSG00000147684
NDUFC1	4717	ENSG00000109390
NDUFC2	4718	ENSG00000151366
NDUFS1	4719	ENSG00000023228
NDUFS2	4720	ENSG00000158864
NDUFS3	4722	ENSG00000213619
NDUFS4	4724	ENSG00000164258
NDUFS5	4725	ENSG00000168653
NDUFS6	4726	ENSG00000145494
NDUFS7	374291	ENSG00000115286
NDUFS8	4728	ENSG00000110717
NDUFV1	4723	ENSG00000167792
NDUFV2	4729	ENSG00000178127
NECAB3	63941	ENSG00000125967
NECTIN1	5818	ENSG00000110400
NECTIN2	5819	ENSG00000130202
NECTIN3	25945	ENSG00000177707
NECTIN4	81607	ENSG00000143217
NEDD4	4734	ENSG00000069869
NEDD4L	23327	ENSG00000049759
NEDD8	4738	ENSG00000129559
NEDD9	4739	ENSG00000111859
NEFM	4741	ENSG00000104722
NEIL1	79661	ENSG00000140398
NEK1	4750	ENSG00000137601
NEK10	152110	ENSG00000163491
NEK11	79858	ENSG00000114670
NEK2	4751	ENSG00000117650
NEK3	4752	ENSG00000136098
NEK4	6787	ENSG00000114904
NEK5	341676	ENSG00000197168
NEK6	10783	ENSG00000119408
NEK7	140609	ENSG00000151414
NEK8	284086	ENSG00000160602
NEK9	91754	ENSG00000119638
NELFA	7469	ENSG00000185049
NELFB	25920	ENSG00000188986
NELFE	7936	ENSG00000204356
NENF	29937	ENSG00000117691
NEO1	4756	ENSG00000067141
NET1	10276	ENSG00000173848
NETO2	81831	ENSG00000171208
NEU1	4758	ENSG00000204386
NEU2	4759	ENSG00000115488
NEURL3	93082	ENSG00000163121
NEUROD1	4760	ENSG00000162992
NEUROD2	4761	ENSG00000171532
NEUROD4	58158	ENSG00000123307
NEUROG1	4762	ENSG00000181965
NEXN	91624	ENSG00000162614
NF1	4763	ENSG00000196712
NF2	4771	ENSG00000186575
NFAM1	150372	ENSG00000235568
NFAT5	10725	ENSG00000102908
NFATC1	4772	ENSG00000131196
NFATC2	4773	ENSG00000101096
NFATC3	4775	ENSG00000072736
NFATC4	4776	ENSG00000100968
NFE2	4778	ENSG00000123405
NFE2L1	4779	ENSG00000082641
NFE2L2	4780	ENSG00000116044
NFE2L3	9603	ENSG00000050344
NFIA	4774	ENSG00000162599
NFIB	4781	ENSG00000147862
NFIC	4782	ENSG00000141905
NFIL3	4783	ENSG00000165030
NFIX	4784	ENSG00000008441
NFKB1	4790	ENSG00000109320
NFKB2	4791	ENSG00000077150
NFKBIA	4792	ENSG00000100906
NFKBIB	4793	ENSG00000104825
NFKBIE	4794	ENSG00000146232
NFKBIL1	4795	ENSG00000204498
NFKBIZ	64332	ENSG00000144802
NFRKB	4798	ENSG00000170322
NFS1	9054	ENSG00000244005
NFYA	4800	ENSG00000001167
NFYB	4801	ENSG00000120837
NGEF	25791	ENSG00000066248
NGF	4803	ENSG00000134259
NGFR	4804	ENSG00000064300
NGRN	51335	ENSG00000182768
NHEJ1	79840	ENSG00000187736
NHLH2	4808	ENSG00000177551
NHP2	55651	ENSG00000145912
NICN1	84276	ENSG00000145029
NID1	4811	ENSG00000116962
NIM1K	167359	ENSG00000177453
NIN	51199	ENSG00000100503
NINJ1	4814	ENSG00000131669
NIPBL	25836	ENSG00000164190
NIPSNAP1	8508	ENSG00000184117
NISCH	11188	ENSG00000010322
NIT1	4817	ENSG00000158793
NKG7	4818	ENSG00000105374
NKIRAS1	28512	ENSG00000197885
NKIRAS2	28511	ENSG00000168256
NKRF	55922	ENSG00000186416
NKX2-1	7080	ENSG00000136352
NKX2-3	159296	ENSG00000119919
NKX2-5	1482	ENSG00000183072
NKX2-6	137814	ENSG00000180053
NKX3-1	4824	ENSG00000167034
NLK	51701	ENSG00000087095
NLN	57486	ENSG00000123213
NLRC3	197358	ENSG00000167984
NLRC4	58484	ENSG00000091106
NLRC5	84166	ENSG00000140853
NLRP1	22861	ENSG00000091592
NLRP3	114548	ENSG00000162711
NMB	4828	ENSG00000197696
NME1	4830	ENSG00000239672
NME1-NME2	654364	ENSG00000011052
NME2	4831	ENSG00000243678
NME3	4832	ENSG00000103024
NME4	4833	ENSG00000103202
NME5	8382	ENSG00000112981
NME6	10201	ENSG00000172113
NME7	29922	ENSG00000143156
NME8	51314	ENSG00000086288
NME9	347736	ENSG00000181322
NMI	9111	ENSG00000123609
NMNAT2	23057	ENSG00000157064
NMNAT3	349565	ENSG00000163864
NMRK1	54981	ENSG00000106733
NMRK2	27231	ENSG00000077009
NMT1	4836	ENSG00000136448
NMUR2	56923	ENSG00000132911
NNMT	4837	ENSG00000166741
NNT	23530	ENSG00000112992
NOC4L	79050	ENSG00000184967
NOD1	10392	ENSG00000106100
NOD2	64127	ENSG00000167207
NOL3	8996	ENSG00000140939
NOL4L	140688	ENSG00000197183
NOL9	79707	ENSG00000162408
NOLC1	9221	ENSG00000166197
NONO	4841	ENSG00000147140
NOP10	55505	ENSG00000182117
NOS2	4843	ENSG00000007171
NOS3	4846	ENSG00000164867
NOSIP	51070	ENSG00000142546
NOTCH1	4851	ENSG00000148400
NOTCH2	4853	ENSG00000134250
NOX1	27035	ENSG00000007952
NOX3	50508	ENSG00000074771
NOXA1	10811	ENSG00000188747
NOXO1	124056	ENSG00000196408
NPAS3	64067	ENSG00000151322
NPBWR1	2831	ENSG00000288611
NPC1	4864	ENSG00000141458
NPC1L1	29881	ENSG00000015520
NPDC1	56654	ENSG00000107281
NPEPL1	79716	ENSG00000215440
NPEPPS	9520	ENSG00000141279
NPFFR1	64106	ENSG00000148734
NPFFR2	10886	ENSG00000056291
NPHP4	261734	ENSG00000131697
NPHS1	4868	ENSG00000161270
NPHS2	7827	ENSG00000116218
NPM1	4869	ENSG00000181163
NPPB	4879	ENSG00000120937
NPR1	4881	ENSG00000169418
NPR2	4882	ENSG00000159899
NPRL2	10641	ENSG00000114388
NPSR1	387129	ENSG00000187258
NPTN	27020	ENSG00000156642
NPTX2	4885	ENSG00000106236
NPY1R	4886	ENSG00000164128
NPY2R	4887	ENSG00000185149
NPY5R	4889	ENSG00000164129
NQO1	1728	ENSG00000181019
NQO2	4835	ENSG00000124588
NR0B1	190	ENSG00000169297
NR0B2	8431	ENSG00000131910
NR1D2	9975	ENSG00000174738
NR1H2	7376	ENSG00000131408
NR1H3	10062	ENSG00000025434
NR1H4	9971	ENSG00000012504
NR1I2	8856	ENSG00000144852
NR1I3	9970	ENSG00000143257
NR2C1	7181	ENSG00000120798
NR2C2	7182	ENSG00000177463
NR2E1	7101	ENSG00000112333
NR2E3	10002	ENSG00000278570
NR2F1	7025	ENSG00000175745
NR2F2	7026	ENSG00000185551
NR2F6	2063	ENSG00000160113
NR3C1	2908	ENSG00000113580
NR3C2	4306	ENSG00000151623
NR4A1	3164	ENSG00000123358
NR4A2	4929	ENSG00000153234
NR4A3	8013	ENSG00000119508
NR5A1	2516	ENSG00000136931
NR5A2	2494	ENSG00000116833
NRAS	4893	ENSG00000213281
NRAV	100506668	ENSG00000248008
NRBF2	29982	ENSG00000148572
NRBP1	29959	ENSG00000115216
NRBP2	340371	ENSG00000185189
NREP	9315	ENSG00000134986
NRF1	4899	ENSG00000106459
NRG1	3084	ENSG00000157168
NRG4	145957	ENSG00000169752
NRGN	4900	ENSG00000154146
NRIP1	8204	ENSG00000180530
NRIP3	56675	ENSG00000175352
NRK	203447	ENSG00000123572
NRP1	8829	ENSG00000099250
NRP2	8828	ENSG00000118257
NRXN1	9378	ENSG00000179915
NRXN3	9369	ENSG00000021645
NSA2	10412	ENSG00000164346
NSD1	64324	ENSG00000165671
NSDHL	50814	ENSG00000147383
NSF	4905	ENSG00000073969
NSFL1C	55968	ENSG00000088833
NT5C2	22978	ENSG00000076685
NT5C3A	51251	ENSG00000122643
NT5DC2	64943	ENSG00000168268
NT5E	4907	ENSG00000135318
NTAN1	123803	ENSG00000157045
NTPCR	84284	ENSG00000135778
NTRK1	4914	ENSG00000198400
NTRK2	4915	ENSG00000148053
NTRK3	4916	ENSG00000140538
NTSR1	4923	ENSG00000101188
NTSR2	23620	ENSG00000169006
NUAK1	9891	ENSG00000074590
NUAK2	81788	ENSG00000163545
NUCB2	4925	ENSG00000070081
NUCKS1	64710	ENSG00000069275
NUDCD3	23386	ENSG00000015676
NUDT1	4521	ENSG00000106268
NUDT14	256281	ENSG00000183828
NUDT19	390916	ENSG00000213965
NUDT5	11164	ENSG00000165609
NUDT6	11162	ENSG00000170917
NUDT9	53343	ENSG00000170502
NUF2	83540	ENSG00000143228
NUGGC	389643	ENSG00000189233
NUMA1	4926	ENSG00000137497
NUMB	8650	ENSG00000133961
NUP133	55746	ENSG00000069248
NUP160	23279	ENSG00000030066
NUP54	53371	ENSG00000138750
NUP62	23636	ENSG00000213024
NUP85	79902	ENSG00000125450
NUP88	4927	ENSG00000108559
NUP93	9688	ENSG00000102900
NUPL2	11097	ENSG00000136243
NUPR1	26471	ENSG00000176046
NUSAP1	51203	ENSG00000137804
NUTM2A	728118	ENSG00000184923
NVL	4931	ENSG00000143748
NXF1	10482	ENSG00000162231
NXPE1	120400	ENSG00000095110
NXPE4	54827	ENSG00000137634
NXPH4	11247	ENSG00000182379
OAS1	4938	ENSG00000089127
OAS2	4939	ENSG00000111335
OAS3	4940	ENSG00000111331
OAT	4942	ENSG00000065154
OAZ1	4946	ENSG00000104904
OAZ2	4947	ENSG00000180304
OAZ3	51686	ENSG00000143450
OBSCN	84033	ENSG00000154358
OBSL1	23363	ENSG00000124006
ODC1	4953	ENSG00000115758
ODF3L1	161753	ENSG00000182950
OFD1	8481	ENSG00000046651
OGDH	4967	ENSG00000105953
OGFOD1	55239	ENSG00000087263
OGFOD2	79676	ENSG00000111325
OGFR	11054	ENSG00000060491
OGG1	4968	ENSG00000114026
OGT	8473	ENSG00000147162
OIP5	11339	ENSG00000104147
OIT3	170392	ENSG00000138315
OLFM4	10562	ENSG00000102837
OLFML3	56944	ENSG00000116774
OLIG1	116448	ENSG00000184221
OLIG2	10215	ENSG00000205927
OLIG3	167826	ENSG00000177468
OLR1	4973	ENSG00000173391
OMA1	115209	ENSG00000162600
OPA1	4976	ENSG00000198836
OPN3	23596	ENSG00000054277
OPN4	94233	ENSG00000122375
OPN5	221391	ENSG00000124818
OPRD1	4985	ENSG00000116329
OPRK1	4986	ENSG00000082556
OPRL1	4987	ENSG00000125510
OPRM1	4988	ENSG00000112038
OPTN	10133	ENSG00000123240
OR10S1	219873	ENSG00000196248
OR10V1	390201	ENSG00000172289
OR10Z1	128368	ENSG00000198967
OR2G6	391211	ENSG00000188558
OR2L13	284521	ENSG00000196071
OR2L3	391192	ENSG00000198128
OR2M2	391194	ENSG00000198601
OR2T33	391195	ENSG00000177212
OR52B2	255725	ENSG00000255307
OR52N4	390072	ENSG00000181074
OR5B21	219968	ENSG00000198283
OR5F1	338674	ENSG00000149133
OR5W2	390148	ENSG00000187612
ORAI1	84876	ENSG00000276045
ORAI3	93129	ENSG00000175938
ORC1	4998	ENSG00000085840
ORC4	5000	ENSG00000115947
ORM1	5004	ENSG00000229314
ORM2	5005	ENSG00000228278
ORMDL1	94101	ENSG00000128699
ORMDL2	29095	ENSG00000123353
ORMDL3	94103	ENSG00000172057
OSBPL6	114880	ENSG00000079156
OSGEP	55644	ENSG00000092094
OSM	5008	ENSG00000099985
OSMR	9180	ENSG00000145623
OSR1	130497	ENSG00000143867
OSR2	116039	ENSG00000164920
OTC	5009	ENSG00000036473
OTUD3	23252	ENSG00000169914
OTUD6A	139562	ENSG00000189401
OTUD7A	161725	ENSG00000169918
OTX1	5013	ENSG00000115507
OTX2	5015	ENSG00000165588
OVCA2	124641	ENSG00000262664
OVOL1	5017	ENSG00000172818
OVOL2	58495	ENSG00000125850
OXA1L	5018	ENSG00000155463
OXCT1	5019	ENSG00000083720
OXER1	165140	ENSG00000162881
OXGR1	27199	ENSG00000165621
OXSM	54995	ENSG00000151093
OXSR1	9943	ENSG00000172939
OXT	5020	ENSG00000101405
OXTR	5021	ENSG00000180914
P2RX1	5023	ENSG00000108405
P2RX4	5025	ENSG00000135124
P2RX7	5027	ENSG00000089041
P2RY10	27334	ENSG00000078589
P2RY11	5032	ENSG00000244165
P2RY12	64805	ENSG00000169313
P2RY13	53829	ENSG00000181631
P2RY14	9934	ENSG00000174944
P2RY2	5029	ENSG00000175591
P2RY4	5030	ENSG00000186912
P2RY6	5031	ENSG00000171631
P2RY8	286530	ENSG00000182162
P3H1	64175	ENSG00000117385
P3H3	10536	ENSG00000110811
P4HA1	5033	ENSG00000122884
P4HA2	8974	ENSG00000072682
P4HB	5034	ENSG00000185624
P4HTM	54681	ENSG00000178467
PA2G4	5036	ENSG00000170515
PABPC1	26986	ENSG00000070756
PABPN1	8106	ENSG00000100836
PACSIN1	29993	ENSG00000124507
