Geneid	dolloAge	wagnerAge
ENSG00000145287	454.6	454.6
ENSG00000145293	1628	1628
ENSG00000145309	91	91
ENSG00000145321	454.6	454.6
ENSG00000145331	1628	1628
ENSG00000145332	910	454.6
ENSG00000145335	324.5	324.5
ENSG00000145337	1628	91
ENSG00000145348	1628	910
ENSG00000145349	1628	1628
ENSG00000145354	0	0
ENSG00000145358	910	91
ENSG00000145362	1628	1628
ENSG00000145365	0	0
ENSG00000145375	1628	324.5
ENSG00000145384	454.6	454.6
ENSG00000145386	1628	454.6
ENSG00000145388	1628	454.6
ENSG00000145390	324.5	324.5
ENSG00000145391	1628	454.6
ENSG00000145414	1628	1368
ENSG00000145416	454.6	454.6
ENSG00000145423	454.6	454.6
ENSG00000145425	1628	1628
ENSG00000145428	1628	910
ENSG00000145431	324.5	324.5
ENSG00000145439	4200	4200
ENSG00000145451	910	910
ENSG00000145476	1628	910
ENSG00000145491	0	0
ENSG00000145494	1628	1628
ENSG00000145495	1628	1628
ENSG00000145506	0	0
ENSG00000145526	454.6	454.6
ENSG00000145536	910	454.6
ENSG00000145545	1628	454.6
ENSG00000145555	1628	910
ENSG00000145569	324.5	324.5
ENSG00000145592	1628	1368
ENSG00000145604	910	910
ENSG00000145623	454.6	454.6
ENSG00000145626	910	910
ENSG00000145632	1368	454.6
ENSG00000145642	0	0
ENSG00000145649	324.5	324.5
ENSG00000145675	910	910
ENSG00000145681	454.6	454.6
ENSG00000145685	910	454.6
ENSG00000145687	454.6	454.6
ENSG00000145692	454.6	454.6
ENSG00000145700	324.5	324.5
ENSG00000145703	1628	1368
ENSG00000145708	910	454.6
ENSG00000145715	910	454.6
ENSG00000145721	454.6	454.6
ENSG00000145723	454.6	454.6
ENSG00000145725	1628	1628
ENSG00000145730	910	910
ENSG00000145734	324.5	324.5
ENSG00000145736	1628	1628
ENSG00000145740	910	454.6
ENSG00000145741	1628	1368
ENSG00000145743	454.6	454.6
ENSG00000145757	91	91
ENSG00000145777	91	91
ENSG00000145779	910	324.5
ENSG00000145780	910	910
ENSG00000145781	910	454.6
ENSG00000145782	1628	1628
ENSG00000145794	910	910
ENSG00000145808	324.5	324.5
ENSG00000145817	1628	1628
ENSG00000145819	910	910
ENSG00000145824	454.6	454.6
ENSG00000145826	910	454.6
ENSG00000145832	454.6	454.6
ENSG00000145833	1628	1628
ENSG00000145835	454.6	454.6
ENSG00000145839	324.5	324.5
ENSG00000145850	324.5	324.5
ENSG00000145860	910	454.6
ENSG00000145861	454.6	454.6
ENSG00000145863	324.5	324.5
ENSG00000145864	910	910
ENSG00000145868	454.6	454.6
ENSG00000145879	91	0
ENSG00000145882	454.6	454.6
ENSG00000145888	910	910
ENSG00000145901	454.6	454.6
ENSG00000145907	454.6	454.6
ENSG00000145908	0	0
ENSG00000145911	454.6	454.6
ENSG00000145912	1628	1628
ENSG00000145916	1628	1628
ENSG00000145919	910	454.6
ENSG00000145920	454.6	91
ENSG00000145934	910	910
ENSG00000145936	324.5	324.5
ENSG00000145945	0	0
ENSG00000145949	454.6	454.6
ENSG00000145975	91	91
ENSG00000145979	1628	454.6
ENSG00000145982	4200	4200
ENSG00000145990	910	454.6
ENSG00000145996	1628	910
ENSG00000146001	454.6	454.6
ENSG00000146005	910	910
ENSG00000146006	454.6	91
ENSG00000146007	1628	1628
ENSG00000146013	91	91
ENSG00000146021	910	910
ENSG00000146038	454.6	91
ENSG00000146039	91	91
ENSG00000146047	91	91
ENSG00000146049	0	0
ENSG00000146054	324.5	324.5
ENSG00000146063	324.5	324.5
ENSG00000146066	1368	1368
ENSG00000146067	324.5	324.5
ENSG00000146070	1368	454.6
ENSG00000146072	454.6	454.6
ENSG00000146083	454.6	91
ENSG00000146085	4200	4200
ENSG00000146090	910	910
ENSG00000146094	454.6	454.6
ENSG00000146109	1628	1368
ENSG00000146112	91	91
ENSG00000146122	1628	910
ENSG00000146143	1628	1628
ENSG00000146147	324.5	324.5
ENSG00000146151	1628	1628
ENSG00000146166	4200	454.6
ENSG00000146192	91	91
ENSG00000146197	454.6	454.6
ENSG00000146205	1628	91
ENSG00000146215	91	91
ENSG00000146216	1628	910
ENSG00000146221	910	324.5
ENSG00000146223	454.6	454.6
ENSG00000146232	454.6	454.6
ENSG00000146233	454.6	454.6
ENSG00000146242	910	910
ENSG00000146243	454.6	454.6
ENSG00000146247	1628	454.6
ENSG00000146250	454.6	454.6
ENSG00000146263	324.5	324.5
ENSG00000146267	910	324.5
ENSG00000146276	454.6	454.6
ENSG00000146278	324.5	324.5
ENSG00000146281	4200	324.5
ENSG00000146282	1628	1368
ENSG00000146285	454.6	454.6
ENSG00000146350	454.6	91
ENSG00000146352	454.6	91
ENSG00000146360	454.6	454.6
ENSG00000146373	454.6	454.6
ENSG00000146374	454.6	454.6
ENSG00000146376	324.5	324.5
ENSG00000146378	454.6	454.6
ENSG00000146383	91	91
ENSG00000146385	91	91
ENSG00000146386	1628	454.6
ENSG00000146399	454.6	454.6
ENSG00000146409	910	454.6
ENSG00000146410	454.6	91
ENSG00000146411	454.6	454.6
ENSG00000146414	1628	1628
ENSG00000146416	1628	1368
ENSG00000146425	1628	910
ENSG00000146426	910	910
ENSG00000146433	1628	454.6
ENSG00000146453	324.5	324.5
ENSG00000146457	1628	454.6
ENSG00000146463	910	454.6
ENSG00000146469	324.5	324.5
ENSG00000146476	1368	1368
ENSG00000146477	1628	324.5
ENSG00000146521	0	0
ENSG00000146530	454.6	454.6
ENSG00000146535	454.6	454.6
ENSG00000146540	454.6	454.6
ENSG00000146555	910	910
ENSG00000146574	1628	1628
ENSG00000146576	910	454.6
ENSG00000146587	910	910
ENSG00000146592	454.6	454.6
ENSG00000146618	324.5	324.5
ENSG00000146648	910	910
ENSG00000146670	91	91
ENSG00000146674	454.6	454.6
ENSG00000146676	91	91
ENSG00000146678	454.6	454.6
ENSG00000146700	454.6	91
ENSG00000146701	4200	4200
ENSG00000146707	0	0
ENSG00000146722	0	0
ENSG00000146729	324.5	324.5
ENSG00000146731	1628	1628
ENSG00000146733	4200	4200
ENSG00000146755	324.5	324.5
ENSG00000146757	910	910
ENSG00000146776	454.6	454.6
ENSG00000146802	454.6	454.6
ENSG00000146809	454.6	454.6
ENSG00000146826	91	91
ENSG00000146828	1368	1368
ENSG00000146830	910	454.6
ENSG00000146833	0	0
ENSG00000146834	1628	1628
ENSG00000146839	1628	454.6
ENSG00000146842	910	454.6
ENSG00000146856	910	324.5
ENSG00000146857	324.5	324.5
ENSG00000146858	91	91
ENSG00000146859	324.5	324.5
ENSG00000146872	1628	910
ENSG00000146904	910	910
ENSG00000146909	1628	1628
ENSG00000146910	91	91
ENSG00000146918	454.6	454.6
ENSG00000146926	454.6	454.6
ENSG00000146938	910	910
ENSG00000146950	91	91
ENSG00000146955	454.6	454.6
ENSG00000146963	1368	1368
ENSG00000146966	454.6	454.6
ENSG00000147003	454.6	454.6
ENSG00000147010	324.5	324.5
ENSG00000147027	910	910
ENSG00000147036	910	324.5
ENSG00000147041	454.6	91
ENSG00000147044	910	910
ENSG00000147050	910	910
ENSG00000147059	91	91
ENSG00000147065	910	910
ENSG00000147081	91	91
ENSG00000147082	910	910
ENSG00000147099	454.6	454.6
ENSG00000147100	1368	324.5
ENSG00000147113	454.6	454.6
ENSG00000147117	0	0
ENSG00000147118	0	0
ENSG00000147119	454.6	0
ENSG00000147121	0	0
ENSG00000147123	910	910
ENSG00000147124	910	910
ENSG00000147127	0	0
ENSG00000147130	910	454.6
ENSG00000147133	1368	1368
ENSG00000147138	324.5	324.5
ENSG00000147140	454.6	454.6
ENSG00000147144	91	91
ENSG00000147145	454.6	454.6
ENSG00000147155	0	0
ENSG00000147160	91	91
ENSG00000147162	1628	1628
ENSG00000147164	910	910
ENSG00000147166	91	91
ENSG00000147168	454.6	454.6
ENSG00000147174	0	0
ENSG00000147180	454.6	454.6
ENSG00000147183	91	0
ENSG00000147202	910	324.5
ENSG00000147206	91	91
ENSG00000147223	91	91
ENSG00000147224	0	0
ENSG00000147231	454.6	454.6
ENSG00000147234	324.5	324.5
ENSG00000147246	454.6	454.6
ENSG00000147251	1628	1628
ENSG00000147255	324.5	324.5
ENSG00000147256	91	91
ENSG00000147257	454.6	454.6
ENSG00000147262	324.5	324.5
ENSG00000147274	454.6	454.6
ENSG00000147316	910	454.6
ENSG00000147324	324.5	324.5
ENSG00000147364	910	454.6
ENSG00000147378	324.5	324.5
ENSG00000147381	91	91
ENSG00000147383	4200	4200
ENSG00000147394	454.6	454.6
ENSG00000147400	1628	454.6
ENSG00000147403	1628	1628
ENSG00000147408	910	454.6
ENSG00000147416	1628	1628
ENSG00000147419	1628	1628
ENSG00000147421	910	454.6
ENSG00000147432	454.6	454.6
ENSG00000147434	910	910
ENSG00000147437	324.5	324.5
ENSG00000147439	324.5	324.5
ENSG00000147443	910	91
ENSG00000147454	1628	1368
ENSG00000147457	1628	910
ENSG00000147459	1628	910
ENSG00000147465	910	454.6
ENSG00000147471	4200	4200
ENSG00000147475	0	0
ENSG00000147481	910	910
ENSG00000147485	910	910
ENSG00000147488	454.6	454.6
ENSG00000147509	910	910
ENSG00000147526	324.5	324.5
ENSG00000147533	1628	910
ENSG00000147535	1628	1628
ENSG00000147536	1628	1368
ENSG00000147548	910	910
ENSG00000147570	91	91
ENSG00000147571	454.6	454.6
ENSG00000147573	454.6	454.6
ENSG00000147576	4200	1368
ENSG00000147586	910	910
ENSG00000147588	324.5	324.5
ENSG00000147592	1628	1628
ENSG00000147596	454.6	91
ENSG00000147601	454.6	454.6
ENSG00000147604	1628	1628
ENSG00000147606	324.5	324.5
ENSG00000147613	0	0
ENSG00000147614	0	0
ENSG00000147642	454.6	454.6
ENSG00000147647	4200	4200
ENSG00000147649	454.6	454.6
ENSG00000147650	454.6	454.6
ENSG00000147654	454.6	454.6
ENSG00000147655	324.5	324.5
ENSG00000147669	1628	1628
ENSG00000147676	324.5	324.5
ENSG00000147677	1628	1628
ENSG00000147679	1628	1628
ENSG00000147684	1628	1628
ENSG00000147687	4200	4200
ENSG00000147689	324.5	324.5
ENSG00000147697	91	91
ENSG00000147724	1628	324.5
ENSG00000147789	91	0
ENSG00000147799	910	910
ENSG00000147804	454.6	91
ENSG00000147813	1628	1628
ENSG00000147852	910	910
ENSG00000147853	1628	910
ENSG00000147854	1628	454.6
ENSG00000147862	324.5	324.5
ENSG00000147869	454.6	454.6
ENSG00000147872	454.6	454.6
ENSG00000147873	91	91
ENSG00000147874	454.6	454.6
ENSG00000147883	454.6	454.6
ENSG00000147885	91	91
ENSG00000147889	91	91
ENSG00000147894	1628	454.6
ENSG00000147896	91	91
ENSG00000147905	454.6	454.6
ENSG00000147912	454.6	91
ENSG00000147955	1368	1368
ENSG00000147996	1628	1628
ENSG00000148019	454.6	454.6
ENSG00000148053	454.6	454.6
ENSG00000148057	4200	4200
ENSG00000148082	91	91
ENSG00000148090	1628	1628
ENSG00000148110	1628	910
ENSG00000148120	0	0
ENSG00000148123	454.6	454.6
ENSG00000148136	0	0
ENSG00000148143	454.6	454.6
ENSG00000148153	454.6	454.6
ENSG00000148154	910	910
ENSG00000148156	91	91
ENSG00000148158	1368	454.6
ENSG00000148175	910	910
ENSG00000148180	1628	1628
ENSG00000148187	4200	4200
ENSG00000148200	910	910
ENSG00000148204	910	910
ENSG00000148215	91	91
ENSG00000148218	4200	4200
ENSG00000148219	454.6	454.6
ENSG00000148225	910	324.5
ENSG00000148229	1628	1628
ENSG00000148248	1368	1368
ENSG00000148288	454.6	454.6
ENSG00000148290	1628	1628
ENSG00000148291	454.6	454.6
ENSG00000148296	910	910
ENSG00000148297	1628	910
ENSG00000148300	1628	1628
ENSG00000148303	1628	1628
ENSG00000148308	1628	1628
ENSG00000148331	454.6	454.6
ENSG00000148334	1628	910
ENSG00000148335	1628	1628
ENSG00000148337	454.6	454.6
ENSG00000148339	1628	1628
ENSG00000148341	454.6	454.6
ENSG00000148343	910	910
ENSG00000148344	454.6	454.6
ENSG00000148346	91	91
ENSG00000148356	454.6	454.6
ENSG00000148358	1628	1628
ENSG00000148362	324.5	324.5
ENSG00000148377	91	0
ENSG00000148384	910	324.5
ENSG00000148386	91	91
ENSG00000148396	454.6	454.6
ENSG00000148399	1628	1368
ENSG00000148400	910	910
ENSG00000148408	910	910
ENSG00000148411	324.5	324.5
ENSG00000148426	324.5	324.5
ENSG00000148429	1628	910
ENSG00000148444	1628	454.6
ENSG00000148450	0	0
ENSG00000148459	4200	4200
ENSG00000148468	324.5	324.5
ENSG00000148481	1628	454.6
ENSG00000148482	910	324.5
ENSG00000148483	91	91
ENSG00000148484	1628	910
ENSG00000148488	454.6	454.6
ENSG00000148498	910	910
ENSG00000148513	0	0
ENSG00000148516	454.6	454.6
ENSG00000148541	324.5	324.5
ENSG00000148572	454.6	454.6
ENSG00000148584	454.6	454.6
ENSG00000148600	454.6	454.6
ENSG00000148602	454.6	91
ENSG00000148604	454.6	454.6
ENSG00000148606	4200	4200
ENSG00000148634	1628	1628
ENSG00000148655	1628	454.6
ENSG00000148660	1628	1628
ENSG00000148671	0	0
ENSG00000148672	4200	4200
ENSG00000148677	324.5	324.5
ENSG00000148680	910	454.6
ENSG00000148688	1628	1628
ENSG00000148690	1628	1628
ENSG00000148700	1628	910
ENSG00000148702	454.6	454.6
ENSG00000148704	910	454.6
ENSG00000148719	1628	1628
ENSG00000148730	910	91
ENSG00000148734	454.6	454.6
ENSG00000148735	454.6	454.6
ENSG00000148737	454.6	454.6
ENSG00000148773	324.5	324.5
ENSG00000148795	1628	1628
ENSG00000148798	454.6	91
ENSG00000148803	4200	91
ENSG00000148814	91	91
ENSG00000148824	1628	1628
ENSG00000148826	910	454.6
ENSG00000148832	1628	910
ENSG00000148834	4200	4200
ENSG00000148835	1628	1628
ENSG00000148840	91	91
ENSG00000148841	454.6	454.6
ENSG00000148842	4200	4200
ENSG00000148843	4200	4200
ENSG00000148848	910	910
ENSG00000148908	324.5	324.5
ENSG00000148925	910	910
ENSG00000148926	454.6	454.6
ENSG00000148935	454.6	454.6
ENSG00000148942	910	910
ENSG00000148943	910	910
ENSG00000148948	910	454.6
ENSG00000148950	1628	1628
ENSG00000148965	0	0
ENSG00000148985	910	910
ENSG00000149016	454.6	454.6
ENSG00000149021	91	91
ENSG00000149043	0	0
ENSG00000149050	0	0
ENSG00000149054	0	0
ENSG00000149084	1628	1628
ENSG00000149089	1628	1368
ENSG00000149090	324.5	324.5
ENSG00000149091	910	910
ENSG00000149100	1628	1628
ENSG00000149115	324.5	324.5
ENSG00000149124	91	91
ENSG00000149131	91	91
ENSG00000149133	0	0
ENSG00000149136	1628	1628
ENSG00000149150	454.6	454.6
ENSG00000149177	454.6	454.6
ENSG00000149179	454.6	454.6
ENSG00000149182	1628	1628
ENSG00000149187	910	454.6
ENSG00000149196	1628	1628
ENSG00000149201	91	91
ENSG00000149212	1628	910
ENSG00000149218	454.6	454.6
ENSG00000149231	454.6	454.6
ENSG00000149243	454.6	454.6
ENSG00000149256	910	910
ENSG00000149257	454.6	454.6
ENSG00000149260	910	454.6
ENSG00000149262	1628	910
ENSG00000149269	1628	1368
ENSG00000149273	4200	4200
ENSG00000149289	910	910
ENSG00000149292	910	91
ENSG00000149294	910	454.6
ENSG00000149295	910	454.6
ENSG00000149300	324.5	324.5
ENSG00000149305	454.6	91
ENSG00000149308	454.6	454.6
ENSG00000149311	1368	1368
ENSG00000149313	1628	910
ENSG00000149328	454.6	91
ENSG00000149346	454.6	454.6
ENSG00000149357	910	91
ENSG00000149380	454.6	91
ENSG00000149403	1628	910
ENSG00000149418	454.6	454.6
ENSG00000149428	1628	910
ENSG00000149435	0	0
ENSG00000149443	0	0
ENSG00000149451	910	910
ENSG00000149452	91	91
ENSG00000149474	910	454.6
ENSG00000149476	4200	4200
ENSG00000149480	910	910
ENSG00000149483	910	324.5
ENSG00000149485	1628	1628
ENSG00000149488	910	910
ENSG00000149489	91	91
ENSG00000149499	910	910
ENSG00000149503	324.5	324.5
ENSG00000149506	324.5	324.5
ENSG00000149507	91	91
ENSG00000149516	91	91
ENSG00000149527	454.6	454.6
ENSG00000149531	0	0
ENSG00000149532	0	0
ENSG00000149534	91	91
ENSG00000149541	910	910
ENSG00000149547	1628	454.6
ENSG00000149548	454.6	454.6
ENSG00000149554	1368	1368
ENSG00000149557	910	454.6
ENSG00000149564	324.5	324.5
ENSG00000149571	910	910
ENSG00000149573	454.6	454.6
ENSG00000149575	454.6	454.6
ENSG00000149577	1628	454.6
ENSG00000149582	91	91
ENSG00000149591	1628	454.6
ENSG00000149596	454.6	454.6
ENSG00000149599	324.5	324.5
ENSG00000149600	454.6	454.6
ENSG00000149609	91	91
ENSG00000149633	324.5	324.5
ENSG00000149634	91	91
ENSG00000149635	454.6	454.6
ENSG00000149636	324.5	324.5
ENSG00000149639	454.6	454.6
ENSG00000149646	91	91
ENSG00000149651	91	0
ENSG00000149654	454.6	454.6
ENSG00000149656	0	0
ENSG00000149657	0	0
ENSG00000149658	454.6	454.6
ENSG00000149679	0	0
ENSG00000149716	1368	324.5
ENSG00000149735	91	91
ENSG00000149742	91	91
ENSG00000149743	4200	4200
ENSG00000149761	1628	91
ENSG00000149781	910	910
ENSG00000149782	910	910
ENSG00000149792	1368	91
ENSG00000149798	454.6	91
ENSG00000149806	1628	1628
ENSG00000149809	1628	1628
ENSG00000149823	1628	1628
ENSG00000149922	454.6	91
ENSG00000149923	1628	1628
ENSG00000149925	1628	1628
ENSG00000149926	910	91
ENSG00000149927	91	91
ENSG00000149929	91	91
ENSG00000149930	910	910
ENSG00000149932	91	91
ENSG00000149948	454.6	454.6
ENSG00000149968	1628	454.6
ENSG00000149970	324.5	324.5
ENSG00000149972	910	910
ENSG00000150045	0	0
ENSG00000150048	91	91
ENSG00000150051	324.5	324.5
ENSG00000150054	910	910
ENSG00000150093	910	910
ENSG00000150175	324.5	324.5
ENSG00000150201	0	0
ENSG00000150244	91	91
ENSG00000150261	91	91
ENSG00000150269	91	91
ENSG00000150275	910	454.6
ENSG00000150281	91	91
ENSG00000150316	1628	910
ENSG00000150337	91	0
ENSG00000150347	454.6	454.6
ENSG00000150361	910	454.6
ENSG00000150394	454.6	454.6
ENSG00000150401	1628	1628
ENSG00000150403	4200	324.5
ENSG00000150433	454.6	91
ENSG00000150455	454.6	454.6
ENSG00000150456	1628	1628
ENSG00000150457	910	454.6
ENSG00000150459	1628	1628
ENSG00000150471	910	910
ENSG00000150477	454.6	454.6
ENSG00000150510	324.5	324.5
ENSG00000150527	454.6	454.6
ENSG00000150540	454.6	454.6
ENSG00000150551	91	91
ENSG00000150556	454.6	454.6
ENSG00000150593	1628	454.6
ENSG00000150594	910	91
ENSG00000150625	910	910
ENSG00000150627	91	91
ENSG00000150628	454.6	454.6
ENSG00000150630	454.6	454.6
ENSG00000150636	0	0
ENSG00000150637	454.6	454.6
ENSG00000150656	324.5	324.5
ENSG00000150667	324.5	324.5
ENSG00000150672	910	910
ENSG00000150676	324.5	324.5
ENSG00000150681	454.6	454.6
ENSG00000150687	454.6	454.6
ENSG00000150712	454.6	454.6
ENSG00000150722	454.6	454.6
ENSG00000150750	454.6	91
ENSG00000150753	1628	1628
ENSG00000150756	1628	910
ENSG00000150760	1628	910
ENSG00000150764	454.6	454.6
ENSG00000150768	1628	1628
ENSG00000150773	454.6	454.6
ENSG00000150776	324.5	324.5
ENSG00000150779	910	91
ENSG00000150782	324.5	324.5
ENSG00000150783	91	91
ENSG00000150787	4200	4200
ENSG00000150867	910	454.6
ENSG00000150873	91	0
ENSG00000150893	454.6	454.6
ENSG00000150907	454.6	454.6
ENSG00000150938	910	454.6
ENSG00000150961	1628	1628
ENSG00000150967	1628	1628
ENSG00000150977	0	0
ENSG00000150990	1628	1628
ENSG00000150991	1628	1628
ENSG00000150995	910	910
ENSG00000151005	4200	4200
ENSG00000151006	91	91
ENSG00000151012	454.6	454.6
ENSG00000151014	910	324.5
ENSG00000151023	910	454.6
ENSG00000151025	910	324.5
ENSG00000151033	910	91
ENSG00000151062	910	910
ENSG00000151065	324.5	324.5
ENSG00000151067	910	910
ENSG00000151079	910	910
ENSG00000151090	454.6	454.6
ENSG00000151092	1628	1628
ENSG00000151093	4200	4200
ENSG00000151116	454.6	454.6
ENSG00000151117	910	910
ENSG00000151131	324.5	324.5
ENSG00000151135	454.6	454.6
ENSG00000151136	910	454.6
ENSG00000151148	1628	1368
ENSG00000151150	1628	1628
ENSG00000151151	1628	1628
ENSG00000151164	0	0
ENSG00000151176	1628	910
ENSG00000151208	910	324.5
ENSG00000151224	4200	4200
ENSG00000151229	4200	4200
ENSG00000151233	454.6	454.6
ENSG00000151239	1628	1368
ENSG00000151240	1368	1368
ENSG00000151247	1628	1628
ENSG00000151276	910	910
ENSG00000151287	454.6	454.6
ENSG00000151292	1368	1368
ENSG00000151303	910	910
ENSG00000151304	324.5	324.5
ENSG00000151320	454.6	91
ENSG00000151322	910	454.6
ENSG00000151327	910	454.6
ENSG00000151332	454.6	91
ENSG00000151338	454.6	454.6
ENSG00000151348	910	454.6
ENSG00000151353	1628	454.6
ENSG00000151360	1628	91
ENSG00000151364	454.6	454.6
ENSG00000151365	91	91
ENSG00000151366	910	324.5
ENSG00000151376	4200	4200
ENSG00000151379	454.6	454.6
ENSG00000151388	910	454.6
ENSG00000151413	4200	4200
ENSG00000151414	910	454.6
ENSG00000151418	0	0
ENSG00000151422	910	910
ENSG00000151445	910	910
ENSG00000151458	4200	4200
ENSG00000151461	1628	1628
ENSG00000151465	1628	454.6
ENSG00000151466	454.6	454.6
ENSG00000151468	454.6	91
ENSG00000151470	910	454.6
ENSG00000151474	454.6	454.6
ENSG00000151475	91	91
ENSG00000151490	1628	454.6
ENSG00000151491	910	454.6
ENSG00000151498	1628	454.6
ENSG00000151500	1628	454.6
ENSG00000151502	1628	1628
ENSG00000151503	1628	1628
ENSG00000151532	1628	1628
ENSG00000151552	1628	910
ENSG00000151553	454.6	454.6
ENSG00000151572	1628	454.6
ENSG00000151575	910	454.6
ENSG00000151576	1368	910
ENSG00000151577	454.6	454.6
ENSG00000151611	4200	4200
ENSG00000151612	454.6	454.6
ENSG00000151615	454.6	0
ENSG00000151617	454.6	454.6
ENSG00000151623	454.6	454.6
ENSG00000151631	0	0
ENSG00000151632	91	91
ENSG00000151640	4200	4200
ENSG00000151650	910	454.6
ENSG00000151651	1368	91
ENSG00000151655	454.6	454.6
ENSG00000151657	1628	1628
ENSG00000151665	1628	1628
ENSG00000151687	454.6	91
ENSG00000151689	910	91
ENSG00000151690	910	910
ENSG00000151692	1628	454.6
ENSG00000151693	910	454.6
ENSG00000151694	910	910
ENSG00000151702	454.6	454.6
ENSG00000151704	454.6	454.6
ENSG00000151715	454.6	454.6
ENSG00000151718	910	324.5
ENSG00000151725	324.5	324.5
ENSG00000151726	1628	1628
ENSG00000151729	1628	1628
ENSG00000151743	454.6	454.6
ENSG00000151746	910	324.5
ENSG00000151748	910	454.6
ENSG00000151773	324.5	324.5
ENSG00000151778	1628	1628
ENSG00000151779	1628	454.6
ENSG00000151789	324.5	324.5
ENSG00000151790	1628	910
ENSG00000151806	4200	4200
ENSG00000151812	910	910
ENSG00000151834	454.6	454.6
ENSG00000151835	1628	454.6
ENSG00000151838	91	91
ENSG00000151846	1628	1628
ENSG00000151849	910	454.6
ENSG00000151876	324.5	324.5
ENSG00000151881	910	454.6
ENSG00000151882	0	0
ENSG00000151883	454.6	454.6
ENSG00000151892	454.6	454.6
ENSG00000151893	454.6	454.6
ENSG00000151914	910	910
ENSG00000151917	324.5	324.5
ENSG00000151923	1628	910
ENSG00000151929	454.6	454.6
ENSG00000151948	324.5	324.5
ENSG00000151952	910	910
ENSG00000151962	324.5	324.5
ENSG00000151963	910	910
ENSG00000151967	910	454.6
ENSG00000152034	454.6	0
ENSG00000152049	454.6	454.6
ENSG00000152056	1628	1628
ENSG00000152061	910	910
ENSG00000152076	91	91
ENSG00000152078	1628	1628
ENSG00000152082	454.6	454.6
ENSG00000152086	1628	1628
ENSG00000152092	454.6	454.6
ENSG00000152102	454.6	454.6
ENSG00000152104	910	454.6
ENSG00000152117	0	0
ENSG00000152127	910	454.6
ENSG00000152128	454.6	454.6
ENSG00000152133	1628	910
ENSG00000152137	454.6	454.6
ENSG00000152147	454.6	454.6
ENSG00000152154	454.6	91
ENSG00000152192	91	0
ENSG00000152193	324.5	324.5
ENSG00000152207	324.5	324.5
ENSG00000152208	1628	910
ENSG00000152213	454.6	454.6
ENSG00000152214	910	324.5
ENSG00000152217	454.6	454.6
ENSG00000152219	910	454.6
ENSG00000152223	910	910
ENSG00000152229	324.5	324.5
ENSG00000152234	4200	4200
ENSG00000152240	1628	454.6
ENSG00000152242	454.6	454.6
ENSG00000152253	1628	324.5
ENSG00000152254	910	454.6
ENSG00000152256	1628	454.6
ENSG00000152266	454.6	454.6
ENSG00000152270	910	454.6
ENSG00000152284	454.6	91
ENSG00000152291	91	91
ENSG00000152292	91	91
ENSG00000152315	910	454.6
ENSG00000152332	454.6	454.6
ENSG00000152348	1628	454.6
ENSG00000152359	454.6	454.6
ENSG00000152377	324.5	324.5
ENSG00000152380	0	0
ENSG00000152382	910	454.6
ENSG00000152402	910	324.5
ENSG00000152404	1628	910
ENSG00000152409	91	0
ENSG00000152413	454.6	454.6
ENSG00000152422	454.6	454.6
ENSG00000152430	910	324.5
ENSG00000152433	91	91
ENSG00000152439	91	91
ENSG00000152443	91	91
ENSG00000152454	0	0
ENSG00000152455	1628	454.6
ENSG00000152457	0	0
ENSG00000152463	454.6	454.6
ENSG00000152464	1628	454.6
ENSG00000152465	1628	1368
ENSG00000152467	0	0
ENSG00000152475	0	0
ENSG00000152484	1628	1628
ENSG00000152492	454.6	454.6
ENSG00000152495	1628	1628
ENSG00000152503	454.6	454.6
ENSG00000152518	91	91
ENSG00000152520	1368	1368
ENSG00000152527	910	910
ENSG00000152556	4200	4200
ENSG00000152558	324.5	324.5
ENSG00000152578	1628	910
ENSG00000152580	324.5	324.5
ENSG00000152582	454.6	454.6
ENSG00000152583	91	91
ENSG00000152591	91	91
ENSG00000152592	91	91
ENSG00000152595	91	91
ENSG00000152601	910	910
ENSG00000152611	910	454.6
ENSG00000152620	1628	910
ENSG00000152642	4200	4200
ENSG00000152661	454.6	454.6
ENSG00000152669	91	91
ENSG00000152670	910	454.6
ENSG00000152672	91	91
ENSG00000152683	910	324.5
ENSG00000152684	1628	1628
ENSG00000152689	910	454.6
ENSG00000152700	1628	1628
ENSG00000152705	91	91
ENSG00000152749	1628	454.6
ENSG00000152760	454.6	454.6
ENSG00000152763	454.6	454.6
ENSG00000152766	454.6	454.6
ENSG00000152767	910	910
ENSG00000152778	454.6	454.6
ENSG00000152779	1368	454.6
ENSG00000152782	910	454.6
ENSG00000152784	454.6	454.6
ENSG00000152785	454.6	454.6
ENSG00000152795	910	910
ENSG00000152804	324.5	324.5
ENSG00000152818	910	910
ENSG00000152822	910	910
ENSG00000152894	454.6	454.6
ENSG00000152904	1628	454.6
ENSG00000152910	910	910
ENSG00000152926	0	0
ENSG00000152931	0	0
ENSG00000152932	910	910
ENSG00000152936	91	91
ENSG00000152939	454.6	454.6
ENSG00000152942	1628	1628
ENSG00000152944	910	910
ENSG00000152952	910	910
ENSG00000152953	910	324.5
ENSG00000152954	454.6	454.6
ENSG00000152969	454.6	454.6
ENSG00000152977	910	454.6
ENSG00000152990	910	324.5
ENSG00000153002	1628	1368
ENSG00000153006	0	0
ENSG00000153012	454.6	454.6
ENSG00000153015	1628	910
ENSG00000153029	454.6	454.6
ENSG00000153037	1628	1628
ENSG00000153044	324.5	324.5
ENSG00000153046	454.6	454.6
ENSG00000153048	910	454.6
ENSG00000153060	324.5	324.5
