Geneid	Unipro	Symbol	Age	Geneid_g36
ENSG00000152683	Q6NXT4	SLC30A6	324.5	ENSG00000152683
ENSG00000152684	Q9BRX2	PELO	1628.0	ENSG00000152684
ENSG00000152689	Q8IV61	RASGRP3	454.6	ENSG00000152689
ENSG00000152700	Q9Y6B6	SAR1B	1628.0	ENSG00000152700
ENSG00000152705	Q86XQ3	CATSPER3	91.0	ENSG00000152705
ENSG00000152749	Q86V85	GPR180	454.6	ENSG00000152749
ENSG00000152760	Q8N7M0	TCTEX1D1	454.6	ENSG00000152760
ENSG00000152763	Q5VTH9	WDR78	454.6	ENSG00000152763
ENSG00000152766	Q5VYY1	ANKRD22	454.6	ENSG00000152766
ENSG00000152767	Q9Y4F1	FARP1	910.0	ENSG00000152767
ENSG00000152778	Q13325	IFIT5	454.6	ENSG00000152778
ENSG00000152779	Q6ZSM3	SLC16A12	454.6	ENSG00000152779
ENSG00000152782	Q8TE04	PANK1	454.6	ENSG00000152782
ENSG00000152784	Q9NQV8	PRDM8	454.6	ENSG00000152784
ENSG00000152785	P12645	BMP3	454.6	ENSG00000152785
ENSG00000152795	O14979	HNRPDL	910.0	ENSG00000152795
ENSG00000152804	Q03014	HHEX	324.5	ENSG00000152804
ENSG00000152818	P46939	UTRN	910.0	ENSG00000152818
ENSG00000152822	Q13255	GRM1	910.0	ENSG00000152822
ENSG00000152894	Q15262	PTPRK	454.6	ENSG00000152894
ENSG00000152904	O95749	GGPS1	454.6	ENSG00000152904
ENSG00000152910	Q9C0A0	CNTNAP4	910.0	ENSG00000152910
ENSG00000152926	Q03924	ZNF117	0.0	ENSG00000152926
ENSG00000152931	Q9NPD0	PART1	0.0	ENSG00000152931
ENSG00000152932	Q96E17	RAB3C	910.0	ENSG00000152932
ENSG00000152936	Q8N9Z9	IFLTD1	91.0	ENSG00000152936
ENSG00000152939	Q8N4S9	MARVELD2	454.6	ENSG00000152939
ENSG00000152942	O75943	RAD17	1628.0	ENSG00000152942
ENSG00000152944	Q13503	MED21	910.0	ENSG00000152944
ENSG00000152952	O00469	PLOD2	910.0	ENSG00000152952
ENSG00000152953	Q9NY57	STK32B	324.5	ENSG00000152953
ENSG00000152954	Q8IZ57	NRSN1	454.6	ENSG00000152954
ENSG00000152969	Q96N16	JAKMIP1	454.6	ENSG00000152969
ENSG00000152977	Q15915	ZIC1	454.6	ENSG00000152977
ENSG00000152990	Q8IWK6	GPR125	324.5	ENSG00000152990
ENSG00000153002	P15086	CPB1	1368.0	ENSG00000153002
ENSG00000153006	Q8N9Q2	SREK1IP1	0.0	ENSG00000153006
ENSG00000153012	Q8N0V4	LGI2	454.6	ENSG00000153012
ENSG00000153015	Q6UX04	CWC27	910.0	ENSG00000153015
ENSG00000153029	Q95460	MR1	454.6	ENSG00000153029
ENSG00000153037	P09132	SRP19	1628.0	ENSG00000153037
ENSG00000153044	Q9H3R5	CENPH	324.5	ENSG00000153044
ENSG00000153046	Q9Y232	CDYL	454.6	ENSG00000153046
ENSG00000153048	Q9Y2V2	CARHSP1	454.6	ENSG00000153048
ENSG00000153060	Q96M29	TEKT5	324.5	ENSG00000153060
ENSG00000153064	Q8NDB2	BANK1	324.5	ENSG00000153064
ENSG00000153066	Q6PKC3	TXNDC11	324.5	ENSG00000153066
ENSG00000153071	P98082	DAB2	91.0	ENSG00000153071
ENSG00000153086	Q8TDX5	ACMSD	454.6	ENSG00000153086
ENSG00000153093	Q9NUZ1	ACOXL	1628.0	ENSG00000153093
ENSG00000153094	O43521	BCL2L11	91.0	ENSG00000153094
ENSG00000153107	Q9H1A4	ANAPC1	1628.0	ENSG00000153107
ENSG00000153113	P20810	CAST	454.6	ENSG00000153113
ENSG00000153130	Q9UIL1	SCOC	910.0	ENSG00000153130
ENSG00000153132	O14967	CLGN	1628.0	ENSG00000153132
ENSG00000153140	O15182	CETN3	454.6	ENSG00000153140
ENSG00000153147	O60264	SMARCA5	1628.0	ENSG00000153147
ENSG00000153157	Q5T4T6	SYCP2L	91.0	ENSG00000153157
ENSG00000153162	P22004	BMP6	454.6	ENSG00000153162
ENSG00000153165	A6NKT7	RGPD3	454.6	ENSG00000153165
ENSG00000153179	Q86WH2	RASSF3	454.6	ENSG00000153179
ENSG00000153187	Q00839	HNRNPU	910.0	ENSG00000153187
ENSG00000153201	P49792	RANBP2	454.6	ENSG00000153201
ENSG00000153207	Q8WYP5	AHCTF1	324.5	ENSG00000153207
ENSG00000153208	Q12866	MERTK	454.6	ENSG00000153208
ENSG00000153214	Q96K49	TMEM87B	1628.0	ENSG00000153214
ENSG00000153230	Q8NGZ2	OR14K1	0.0	ENSG00000153230
ENSG00000153233	Q15256	PTPRR	454.6	ENSG00000153233
ENSG00000153234	P43354	NR4A2	910.0	ENSG00000153234
ENSG00000153237	Q8NFR7	CCDC148	324.5	ENSG00000153237
ENSG00000153246	Q13018	PLA2R1	910.0	ENSG00000153246
ENSG00000153250	P29558	RBMS1	324.5	ENSG00000153250
ENSG00000153253	Q9NY46	SCN3A	454.6	ENSG00000153253
ENSG00000153266	Q8TBJ5	FEZF2	910.0	ENSG00000153266
ENSG00000153283	P40200	CD96	91.0	ENSG00000153283
ENSG00000153291	O95847	SLC25A27	910.0	ENSG00000153291
ENSG00000153292	Q5T601	GPR110	91.0	ENSG00000153292
ENSG00000153294	Q8IZF3	GPR115	91.0	ENSG00000153294
ENSG00000153303	Q8N878	FRMD1	324.5	ENSG00000153303
ENSG00000153310	Q9NUQ9	FAM49B	454.6	ENSG00000153310
ENSG00000153317	Q9ULH1	ASAP1	454.6	ENSG00000153317
ENSG00000153339	Q9Y2L5	TRAPPC8	1628.0	ENSG00000153339
ENSG00000153347	Q96LP2	FAM81B	0.0	ENSG00000153347
ENSG00000153363	Q9BRT7	LINC00467	0.0	ENSG00000153363
ENSG00000153391	Q6PI98	INO80C	1368.0	ENSG00000153391
ENSG00000153395	Q8NF37	LPCAT1	454.6	ENSG00000153395
ENSG00000153404	Q96PX9	PLEKHG4B	454.6	ENSG00000153404
ENSG00000153406	Q9HBL8	NMRAL1	324.5	ENSG00000153406
ENSG00000153443	Q8TB05	FAM100A	454.6	ENSG00000153443
ENSG00000153446	Q6UX73	C16orf89	324.5	ENSG00000153446
ENSG00000153485	Q8N6I4	C14orf109	454.6	ENSG00000153485
ENSG00000153487	Q9UK53	ING1	454.6	ENSG00000153487
ENSG00000153495	Q8N6K0	C13orf16	91.0	ENSG00000153495
ENSG00000153498	Q96KW9	SPACA7	91.0	ENSG00000153498
ENSG00000153531	Q8NDY3	ADPRHL1	454.6	ENSG00000153531
ENSG00000153551	Q96FZ5	CMTM7	454.6	ENSG00000153551
ENSG00000153558	Q9UKC9	FBXL2	1628.0	ENSG00000153558
ENSG00000153560	Q9NZI7	UBP1	454.6	ENSG00000153560
ENSG00000153561	Q9H871	RMND5A	1628.0	ENSG00000153561
ENSG00000153563	P01732	CD8A	324.5	ENSG00000153563
ENSG00000153574	P49247	RPIA	4200.0	ENSG00000153574
ENSG00000153684	Q08AF8	GOLGA8F	0.0	ENSG00000153684
ENSG00000153707	P23468	PTPRD	1628.0	ENSG00000153707
ENSG00000153714	Q8IV03	C9orf150	324.5	ENSG00000153714
ENSG00000153721	Q6P9H4	CNKSR3	324.5	ENSG00000153721
ENSG00000153767	P29083	GTF2E1	910.0	ENSG00000153767
ENSG00000153774	Q9UEE9	CFDP1	910.0	ENSG00000153774
ENSG00000153779	Q8IUE1	TGIF2LX	0.0	ENSG00000153779
ENSG00000153786	Q9NXF8	ZDHHC7	454.6	ENSG00000153786
ENSG00000153789	Q6ZTR7	FAM92B	91.0	ENSG00000153789
ENSG00000153790	Q8N865	C7orf31	324.5	ENSG00000153790
ENSG00000153802	O60235	TMPRSS11D	91.0	ENSG00000153802
ENSG00000153814	Q86VZ6	JAZF1	454.6	ENSG00000153814
ENSG00000153815	Q8IY22	CMIP	454.6	ENSG00000153815
ENSG00000153820	Q2M3C7	SPHKAP	454.6	ENSG00000153820
ENSG00000153822	Q9NPI9	KCNJ16	454.6	ENSG00000153822
ENSG00000153823	Q7Z2X4	PID1	454.6	ENSG00000153823
ENSG00000153827	Q14669	TRIP12	1628.0	ENSG00000153827
ENSG00000153832	Q8NEA4	FBXO36	91.0	ENSG00000153832
ENSG00000153879	P53567	CEBPG	910.0	ENSG00000153879
ENSG00000153885	Q96SI1	KCTD15	454.6	ENSG00000153885
ENSG00000153896	Q96NL3	ZNF599	0.0	ENSG00000153896
ENSG00000153898	Q8IZK6	MCOLN2	910.0	ENSG00000153898
ENSG00000153902	Q8N135	LGI4	91.0	ENSG00000153902
ENSG00000153904	O94760	DDAH1	454.6	ENSG00000153904
ENSG00000153914	Q8WXA9	SREK1	324.5	ENSG00000153914
ENSG00000153922	O14646	CHD1	1628.0	ENSG00000153922
ENSG00000153923	Q9Y6N3	CLCA3P	0.0	ENSG00000153923
ENSG00000153930	Q8N957	ANKFN1	910.0	ENSG00000153930
ENSG00000153933	P52429	DGKE	910.0	ENSG00000153933
ENSG00000153936	Q7LGA3	HS2ST1	910.0	ENSG00000153936
ENSG00000153944	Q96DH6	MSI2	910.0	ENSG00000153944
ENSG00000153956	P54289	CACNA2D1	454.6	ENSG00000153956
ENSG00000153975	Q96AP4	ZUFSP	454.6	ENSG00000153975
ENSG00000153976	Q9Y663	HS3ST3A1	910.0	ENSG00000153976
ENSG00000153982	Q8N9F7	GDPD1	454.6	ENSG00000153982
ENSG00000153989	Q96E22	NUS1	1628.0	ENSG00000153989
ENSG00000153993	O95025	SEMA3D	454.6	ENSG00000153993
ENSG00000154001	Q16537	PPP2R5E	910.0	ENSG00000154001
ENSG00000154007	Q8WXJ9	ASB17	91.0	ENSG00000154007
ENSG00000154016	Q13588	GRAP	324.5	ENSG00000154016
ENSG00000154025	A0PJK1	SLC5A10	454.6	ENSG00000154025
ENSG00000154027	Q9Y6K8	AK5	454.6	ENSG00000154027
ENSG00000154040	O75952	CABYR	0.0	ENSG00000154040
ENSG00000154059	Q9P2X3	IMPACT	1368.0	ENSG00000154059
ENSG00000154065	Q8N6D5	ANKRD29	454.6	ENSG00000154065
ENSG00000154079	Q5VUM1	C6orf57	910.0	ENSG00000154079
ENSG00000154080	Q7L1S5	CHST9	324.5	ENSG00000154080
ENSG00000154096	P04216	THY1	324.5	ENSG00000154096
ENSG00000154099	Q8NEP3	DNAAF1	454.6	ENSG00000154099
ENSG00000154102	Q96GX8	C16orf74	91.0	ENSG00000154102
ENSG00000154114	Q5QJ74	TBCEL	910.0	ENSG00000154114
ENSG00000154118	Q8WXH2	JPH3	910.0	ENSG00000154118
ENSG00000154122	Q9HCJ1	ANKH	454.6	ENSG00000154122
ENSG00000154124	Q96BN8	FAM105B	0.0	ENSG00000154124
ENSG00000154127	Q8TF42	UBASH3B	910.0	ENSG00000154127
ENSG00000154133	Q8WZ75	ROBO4	454.6	ENSG00000154133
ENSG00000154134	Q96MS0	ROBO3	910.0	ENSG00000154134
ENSG00000154143	Q96QZ0	PANX3	454.6	ENSG00000154143
ENSG00000154144	Q3YBR2	TBRG1	91.0	ENSG00000154144
ENSG00000154146	Q92686	NRGN	91.0	ENSG00000154146
ENSG00000154153	Q9H6L5	FAM134B	0.0	ENSG00000154153
ENSG00000154162	P55289	CDH12	454.6	ENSG00000154162
ENSG00000154165	P49685	GPR15	454.6	ENSG00000154165
ENSG00000154174	O94826	TOMM70A	1368.0	ENSG00000154174
ENSG00000154175	Q7Z7G0	ABI3BP	454.6	ENSG00000154175
ENSG00000154188	Q15389	ANGPT1	454.6	ENSG00000154188
ENSG00000154198	Q8N1L4	CYP4Z2P	910.0	ENSG00000154198
ENSG00000154217	Q9UKF7	PITPNC1	454.6	ENSG00000154217
ENSG00000154222	Q5T0F9	CC2D1B	324.5	ENSG00000154222
ENSG00000154227	Q8IU89	CERS3	324.5	ENSG00000154227
ENSG00000154229	P17252	PRKCA	910.0	ENSG00000154229
ENSG00000154237	Q38SD2	LRRK1	910.0	ENSG00000154237
ENSG00000154240	Q8N8E3	CEP112	454.6	ENSG00000154240
ENSG00000154252	Q9H3Q3	GAL3ST2	324.5	ENSG00000154252
ENSG00000154258	Q8IUA7	ABCA9	324.5	ENSG00000154258
ENSG00000154262	Q8N139	ABCA6	324.5	ENSG00000154262
ENSG00000154263	Q8WWZ4	ABCA10	324.5	ENSG00000154263
ENSG00000154265	Q8WWZ7	ABCA5	324.5	ENSG00000154265
ENSG00000154269	O14638	ENPP3	1628.0	ENSG00000154269
ENSG00000154274	Q8IY42	C4orf19	91.0	ENSG00000154274
ENSG00000154277	P09936	UCHL1	454.6	ENSG00000154277
ENSG00000154305	Q5JRA6	MIA3	454.6	ENSG00000154305
ENSG00000154309	Q96F81	DISP1	910.0	ENSG00000154309
ENSG00000154310	Q9UKE5	TNIK	910.0	ENSG00000154310
ENSG00000154316	Q8IZJ6	TDH	910.0	ENSG00000154316
ENSG00000154319	Q96KS9	FAM167A	454.6	ENSG00000154319
ENSG00000154328	Q969S2	NEIL2	0.0	ENSG00000154328
ENSG00000154330	Q15124	PGM5	4200.0	ENSG00000154330
ENSG00000154342	P56704	WNT3A	454.6	ENSG00000154342
ENSG00000154358	Q5VST9	OBSCN	910.0	ENSG00000154358
ENSG00000154359	Q17RB8	LONRF1	324.5	ENSG00000154359
ENSG00000154370	Q96F44	TRIM11	91.0	ENSG00000154370
ENSG00000154380	Q8N8S7	ENAH	454.6	ENSG00000154380
ENSG00000154415	Q16821	PPP1R3A	324.5	ENSG00000154415
ENSG00000154429	Q6IQ19	C1orf96	454.6	ENSG00000154429
ENSG00000154438	Q8WWH4	ASZ1	454.6	ENSG00000154438
ENSG00000154447	Q7Z6J0	SH3RF1	454.6	ENSG00000154447
ENSG00000154451	Q96PP8	GBP5	1628.0	ENSG00000154451
ENSG00000154473	O43684	BUB3	1628.0	ENSG00000154473
ENSG00000154478	Q8NDV2	GPR26	324.5	ENSG00000154478
ENSG00000154479	Q0VFZ6	C2orf77	324.5	ENSG00000154479
ENSG00000154485	Q8N119	MMP21	91.0	ENSG00000154485
ENSG00000154493	Q96M02	C10orf90	324.5	ENSG00000154493
ENSG00000154511	Q5T7M9	FAM69A	454.6	ENSG00000154511
ENSG00000154518	P48201	ATP5G3	454.6	ENSG00000154518
ENSG00000154529	Q96NU0	CNTNAP3B	910.0	ENSG00000154529
ENSG00000154545	Q96JG8	MAGED4	0.0	ENSG00000154545
ENSG00000154548	Q8WXF0	SRSF12	91.0	ENSG00000154548
ENSG00000154553	Q53GG5	PDLIM3	454.6	ENSG00000154553
ENSG00000154556	O94875	SORBS2	454.6	ENSG00000154556
ENSG00000154582	Q15369	TCEB1	1628.0	ENSG00000154582
ENSG00000154589	Q9Y6Y9	LY96	324.5	ENSG00000154589
ENSG00000154608	Q96L14	CEP170P1	0.0	ENSG00000154608
ENSG00000154611	Q8TAA3	PSMA8	1628.0	ENSG00000154611
ENSG00000154620	O14604	TMSB4Y	0.0	ENSG00000154620
ENSG00000154639	P78310	CXADR	454.6	ENSG00000154639
ENSG00000154640	Q14201	BTG3	91.0	ENSG00000154640
ENSG00000154642	Q9NYK6	C21orf91	454.6	ENSG00000154642
ENSG00000154645	Q9H9P2	CHODL	454.6	ENSG00000154645
ENSG00000154646	P98073	TMPRSS15	324.5	ENSG00000154646
ENSG00000154654	O15394	NCAM2	454.6	ENSG00000154654
ENSG00000154655	Q8NA19	L3MBTL4	454.6	ENSG00000154655
ENSG00000154678	Q14123	PDE1C	910.0	ENSG00000154678
ENSG00000154710	Q9UJ41	RABGEF1	910.0	ENSG00000154710
ENSG00000154719	Q9NYK5	MRPL39	454.6	ENSG00000154719
ENSG00000154721	P57087	JAM2	454.6	ENSG00000154721
ENSG00000154723	P18859	ATP5J	454.6	ENSG00000154723
ENSG00000154727	Q06546	GABPA	454.6	ENSG00000154727
ENSG00000154734	Q9UHI8	ADAMTS1	910.0	ENSG00000154734
ENSG00000154736	Q9UNA0	ADAMTS5	910.0	ENSG00000154736
ENSG00000154743	Q8NCE0	TSEN2	1628.0	ENSG00000154743
ENSG00000154760	Q68D06	SLFN13	91.0	ENSG00000154760
ENSG00000154764	O00755	WNT7A	454.6	ENSG00000154764
ENSG00000154767	Q01831	XPC	1368.0	ENSG00000154767
ENSG00000154781	Q6PII3	C3orf19	454.6	ENSG00000154781
ENSG00000154783	Q6ZNL6	FGD5	454.6	ENSG00000154783
ENSG00000154803	Q8NFG4	FLCN	910.0	ENSG00000154803
ENSG00000154813	Q96FX2	DPH3	1628.0	ENSG00000154813
ENSG00000154814	Q96HP4	OXNAD1	454.6	ENSG00000154814
ENSG00000154822	Q9UPR0	PLCL2	454.6	ENSG00000154822
ENSG00000154832	Q9P0U4	CXXC1	910.0	ENSG00000154832
ENSG00000154839	Q96BD8	SKA1	91.0	ENSG00000154839
ENSG00000154845	Q8TF05	PPP4R1	454.6	ENSG00000154845
ENSG00000154856	Q8J025	APCDD1	454.6	ENSG00000154856
ENSG00000154864	Q9H5I5	PIEZO2	1628.0	ENSG00000154864
ENSG00000154874	Q3MJ40	CCDC144B	324.5	ENSG00000154874
ENSG00000154889	Q53F39	MPPE1	1628.0	ENSG00000154889
ENSG00000154898	Q8IYA2	CCDC144C	324.5	ENSG00000154898
ENSG00000154914	Q70EL4	USP43	454.6	ENSG00000154914
ENSG00000154917	Q9NRW1	RAB6B	1628.0	ENSG00000154917
ENSG00000154920	Q96AY2	EME1	324.5	ENSG00000154920
ENSG00000154928	P54762	EPHB1	910.0	ENSG00000154928
ENSG00000154930	Q9NUB1	ACSS1	4200.0	ENSG00000154930
ENSG00000154945	Q6AI12	ANKRD40	324.5	ENSG00000154945
ENSG00000154957	P17022	ZNF18	91.0	ENSG00000154957
ENSG00000154975	Q9NS85	CA10	910.0	ENSG00000154975
ENSG00000154997	Q6ZU15	SEPT14	91.0	ENSG00000154997
ENSG00000155008	Q6UXV4	APOOL	910.0	ENSG00000155008
ENSG00000155011	Q9UBU2	DKK2	324.5	ENSG00000155011
ENSG00000155016	Q7Z449	CYP2U1	0.0	ENSG00000155016
ENSG00000155026	P0C881	RSPH10B	91.0	ENSG00000155026
ENSG00000155034	Q96ME1	FBXL18	454.6	ENSG00000155034
ENSG00000155052	Q8WYK1	CNTNAP5	910.0	ENSG00000155052
ENSG00000155066	Q8N271	PROM2	910.0	ENSG00000155066
ENSG00000155070	A6NGZ7	UNC93B2	0.0	ENSG00000155070
ENSG00000155085	Q5TCS8	AKD1	454.6	ENSG00000155085
ENSG00000155087	Q14990	ODF1	324.5	ENSG00000155087
ENSG00000155090	Q13118	KLF10	324.5	ENSG00000155090
ENSG00000155093	Q92932	PTPRN2	910.0	ENSG00000155093
ENSG00000155096	O14977	AZIN1	454.6	ENSG00000155096
ENSG00000155097	P21283	ATP6V1C1	1628.0	ENSG00000155097
ENSG00000155099	Q8N4L2	TMEM55A	454.6	ENSG00000155099
ENSG00000155100	Q8N6M0	OTUD6B	1628.0	ENSG00000155100
ENSG00000155111	Q9BWU1	CDK19	1628.0	ENSG00000155111
ENSG00000155115	Q969F1	GTF3C6	454.6	ENSG00000155115
ENSG00000155158	Q5VTQ0	TTC39B	454.6	ENSG00000155158
ENSG00000155189	Q9NUQ2	AGPAT5	454.6	ENSG00000155189
ENSG00000155229	Q96T76	MMS19	1628.0	ENSG00000155229
ENSG00000155249	Q8NGD4	OR4K1	91.0	ENSG00000155249
ENSG00000155252	Q86XE5	PI4K2A	454.6	ENSG00000155252
ENSG00000155254	Q9BSK0	MARVELD1	91.0	ENSG00000155254
ENSG00000155256	Q5T4F4	ZFYVE27	454.6	ENSG00000155256
ENSG00000155265	Q2TAP0	GOLGA7B	91.0	ENSG00000155265
ENSG00000155269	Q96P69	GPR78	0.0	ENSG00000155269
ENSG00000155275	Q8IYL2	METTL19	910.0	ENSG00000155275
ENSG00000155287	Q96A46	SLC25A28	454.6	ENSG00000155287
ENSG00000155304	P48723	HSPA13	454.6	ENSG00000155304
ENSG00000155307	Q9NSI8	SAMSN1	454.6	ENSG00000155307
ENSG00000155313	Q9UHP3	USP25	454.6	ENSG00000155313
ENSG00000155324	Q96HH9	GRAMD3	454.6	ENSG00000155324
ENSG00000155329	Q8TBK6	ZCCHC10	0.0	ENSG00000155329
ENSG00000155330	Q6PH81	C16orf87	454.6	ENSG00000155330
ENSG00000155363	Q9HCE1	MOV10	4200.0	ENSG00000155363
ENSG00000155366	P08134	RHOC	324.5	ENSG00000155366
ENSG00000155367	Q5JR12	PPM1J	324.5	ENSG00000155367
ENSG00000155368	P07108	DBI	1628.0	ENSG00000155368
ENSG00000155380	P53985	SLC16A1	454.6	ENSG00000155380
ENSG00000155393	Q7Z4Q2	HEATR3	454.6	ENSG00000155393
ENSG00000155428	Q86UV6	TRIM74	324.5	ENSG00000155428
ENSG00000155438	Q9BYG3	MKI67IP	1628.0	ENSG00000155438
ENSG00000155463	Q15070	OXA1L	1368.0	ENSG00000155463
ENSG00000155465	Q9UM01	SLC7A7	910.0	ENSG00000155465
ENSG00000155495	O60732	MAGEC1	0.0	ENSG00000155495
ENSG00000155506	Q6PKG0	LARP1	910.0	ENSG00000155506
ENSG00000155508	Q9UFF9	CNOT8	454.6	ENSG00000155508
ENSG00000155511	P42261	GRIA1	910.0	ENSG00000155511
ENSG00000155530	Q96M69	LRGUK	454.6	ENSG00000155530
ENSG00000155542	Q8NE22	C5orf35	0.0	ENSG00000155542
ENSG00000155545	Q7Z3K6	MIER3	454.6	ENSG00000155545
ENSG00000155561	Q92621	NUP205	1368.0	ENSG00000155561
ENSG00000155592	Q63HK3	ZKSCAN2	91.0	ENSG00000155592
ENSG00000155621	Q96MD7	C9orf85	91.0	ENSG00000155621
ENSG00000155622	Q96GT9	XAGE2B	0.0	ENSG00000155622
ENSG00000155629	Q6ZUJ8	PIK3AP1	324.5	ENSG00000155629
ENSG00000155636	Q8IUH3	RBM45	454.6	ENSG00000155636
ENSG00000155657	Q8WZ42	TTN	910.0	ENSG00000155657
ENSG00000155659	Q9Y279	VSIG4	324.5	ENSG00000155659
ENSG00000155660	P13667	PDIA4	454.6	ENSG00000155660
ENSG00000155666	Q8N371	JMJD5	1628.0	ENSG00000155666
ENSG00000155714	Q8IXQ8	PDZD9	91.0	ENSG00000155714
ENSG00000155719	Q7RTW8	OTOA	324.5	ENSG00000155719
ENSG00000155729	Q6PI47	KCTD18	324.5	ENSG00000155729
ENSG00000155744	Q8IXS8	FAM126B	454.6	ENSG00000155744
ENSG00000155749	Q96Q35	ALS2CR12	91.0	ENSG00000155749
ENSG00000155754	Q53TS8	ALS2CR11	91.0	ENSG00000155754
ENSG00000155755	Q96Q45	TMEM237	454.6	ENSG00000155755
ENSG00000155760	O75084	FZD7	910.0	ENSG00000155760
ENSG00000155761	Q6Q759	SPAG17	454.6	ENSG00000155761
ENSG00000155792	Q8TB45	DEPTOR	454.6	ENSG00000155792
ENSG00000155816	Q9NZ56	FMN2	454.6	ENSG00000155816
ENSG00000155827	Q5VTR2	RNF20	910.0	ENSG00000155827
ENSG00000155833	Q14093	CYLC2	0.0	ENSG00000155833
ENSG00000155846	Q86YN6	PPARGC1B	454.6	ENSG00000155846
ENSG00000155849	Q92556	ELMO1	1628.0	ENSG00000155849
ENSG00000155850	P50443	SLC26A2	454.6	ENSG00000155850
ENSG00000155858	P83369	LSM11	454.6	ENSG00000155858
ENSG00000155868	O43513	MED7	910.0	ENSG00000155868
ENSG00000155875	Q8IYX7	FAM154A	324.5	ENSG00000155875
ENSG00000155876	Q7L523	RRAGA	1368.0	ENSG00000155876
ENSG00000155886	Q9UI40	SLC24A2	910.0	ENSG00000155886
ENSG00000155890	Q8IWZ5	TRIM42	324.5	ENSG00000155890
ENSG00000155893	Q8TE99	ACPL2	910.0	ENSG00000155893
ENSG00000155897	P40145	ADCY8	910.0	ENSG00000155897
ENSG00000155903	Q15283	RASA2	910.0	ENSG00000155903
ENSG00000155906	Q9NWS8	RMND1	910.0	ENSG00000155906
ENSG00000155918	Q5VY80	RAET1L	0.0	ENSG00000155918
ENSG00000155926	Q13239	SLA	454.6	ENSG00000155926
ENSG00000155957	Q9HC24	TMBIM4	4200.0	ENSG00000155957
ENSG00000155959	P61758	VBP1	1628.0	ENSG00000155959
ENSG00000155961	Q96DA2	RAB39B	910.0	ENSG00000155961
ENSG00000155962	O15247	CLIC2	910.0	ENSG00000155962
ENSG00000155966	P51816	AFF2	91.0	ENSG00000155966
ENSG00000155970	Q86XE3	EFHA2	324.5	ENSG00000155970
ENSG00000155974	Q9Y3R0	GRIP1	454.6	ENSG00000155974
ENSG00000155975	Q8NEZ2	VPS37A	454.6	ENSG00000155975
ENSG00000155980	Q12840	KIF5A	1628.0	ENSG00000155980
ENSG00000156006	P11245	NAT2	0.0	ENSG00000156006
ENSG00000156009	P43361	MAGEA8	91.0	ENSG00000156009
ENSG00000156011	Q9NYI0	PSD3	910.0	ENSG00000156011
ENSG00000156017	Q8N4J0	C9orf41	1628.0	ENSG00000156017
ENSG00000156026	Q8NE86	MCU	910.0	ENSG00000156026
ENSG00000156030	Q6PJG2	C14orf43	454.6	ENSG00000156030
ENSG00000156042	Q5T0N1	TTC18	454.6	ENSG00000156042
ENSG00000156049	O95837	GNA14	454.6	ENSG00000156049
ENSG00000156050	Q96MY7	FAM161B	0.0	ENSG00000156050
ENSG00000156052	P50148	GNAQ	910.0	ENSG00000156052
ENSG00000156076	Q9Y5W5	WIF1	454.6	ENSG00000156076
ENSG00000156096	P06133	UGT2B4	910.0	ENSG00000156096
ENSG00000156097	Q9BZJ8	GPR61	91.0	ENSG00000156097
ENSG00000156103	P51512	MMP16	910.0	ENSG00000156103
ENSG00000156110	P55263	ADK	1628.0	ENSG00000156110
ENSG00000156113	Q12791	KCNMA1	910.0	ENSG00000156113
ENSG00000156127	Q16520	BATF	454.6	ENSG00000156127
ENSG00000156136	P27707	DCK	454.6	ENSG00000156136
ENSG00000156140	O15072	ADAMTS3	454.6	ENSG00000156140
ENSG00000156150	O95076	ALX3	91.0	ENSG00000156150
ENSG00000156162	Q7Z388	DPY19L4	324.5	ENSG00000156162
ENSG00000156170	Q330K2	C8orf38	910.0	ENSG00000156170
ENSG00000156171	Q6UX65	DRAM2	910.0	ENSG00000156171
ENSG00000156172	Q96NL8	C8orf37	324.5	ENSG00000156172
ENSG00000156194	O14830	PPEF2	910.0	ENSG00000156194
ENSG00000156206	Q6P656	C15orf26	454.6	ENSG00000156206
ENSG00000156218	P82987	ADAMTSL3	454.6	ENSG00000156218
ENSG00000156219	Q13508	ART3	91.0	ENSG00000156219
ENSG00000156222	O00337	SLC28A1	910.0	ENSG00000156222
ENSG00000156232	Q8TF30	WHAMM	454.6	ENSG00000156232
ENSG00000156234	O43927	CXCL13	324.5	ENSG00000156234
ENSG00000156239	Q9Y5N5	N6AMT1	1628.0	ENSG00000156239
ENSG00000156253	P57060	RWDD2B	0.0	ENSG00000156253
ENSG00000156256	Q9Y5T5	USP16	454.6	ENSG00000156256
ENSG00000156261	P50990	CCT8	1628.0	ENSG00000156261
ENSG00000156265	P57077	C21orf7	454.6	ENSG00000156265
ENSG00000156269	Q9BSU3	NAA11	1628.0	ENSG00000156269
ENSG00000156273	O14867	BACH1	324.5	ENSG00000156273
ENSG00000156282	P56750	CLDN17	91.0	ENSG00000156282
ENSG00000156284	P56748	CLDN8	454.6	ENSG00000156284
ENSG00000156298	P41732	TSPAN7	454.6	ENSG00000156298
ENSG00000156299	Q13009	TIAM1	910.0	ENSG00000156299
ENSG00000156304	O95104	SCAF4	324.5	ENSG00000156304
ENSG00000156313	Q92834	RPGR	454.6	ENSG00000156313
ENSG00000156345	Q8IZL9	CDK20	910.0	ENSG00000156345
