gene_symbol	entrez_ID
ZNF84	7637
ZNF140	7699
ZNF891	101060200
ZNF10	7556
ZNF268	10795
ANHX	647589
TUBA3C	7278
TPTE2	93492
MPHOSPH8	54737
PSPC1	55269
ZMYM5	9205
ZMYM2	7750
GJA3	2700
GJB2	2706
GJB6	10804
CRYL1	51084
IFT88	8100
IL17D	53342
N6AMT2	221143
XPO4	64328
LATS2	26524
SAP18	10284
SKA3	221150
MRP63	78988
ZDHHC20	253832
MICU2	221154
FGF9	2254
SGCG	6445
SACS	26278
TNFRSF19	55504
MIPEP	4285
C1QTNF9B	387911
SPATA13	221178
C1QTNF9	338872
PARP4	143
ATP12A	479
RNF17	56163
CENPJ	55835
PABPC3	5042
AMER2	219287
MTMR6	9107
NUPL1	9818
ATP8A2	51761
SHISA2	387914
RNF6	6049
CDK8	1024
WASF3	10810
GPR12	2835
USP12	219333
RPL21	6144
RASL11A	387496
GTF3A	2971
MTIF3	219402
LNX2	222484
POLR1D	51082
GSX1	219409
PDX1	3651
CDX2	1045
URAD	646625
FLT3	2322
PAN3	255967
FLT1	2321
POMP	51371
SLC46A3	283537
MTUS2	23281
SLC7A1	6541
UBL3	5412
KATNAL1	84056
HMGB1	3146
USPL1	10208
ALOX5AP	241
MEDAG	84935
TEX26	122046
HSPH1	10808
B3GALTL	145173
RXFP2	122042
FRY	10129
ZAR1L	646799
BRCA2	675
N4BP2L1	90634
N4BP2L2	10443
PDS5B	23047
KL	9365
STARD13	90627
RFC3	5983
NBEA	26960
MAB21L1	4081
DCLK1	9201
SOHLH2	54937
CCDC169-SOHLH2	100526761
CCDC169	728591
SPG20	23111
SPG20OS	100507135
CCNA1	8900
SERTM1	400120
RFXAP	5994
SMAD9	4093
ALG5	29880
EXOSC8	11340
SUPT20H	55578
CSNK1A1L	122011
POSTN	10631
TRPC4	7223
UFM1	51569
FREM2	341640
STOML3	161003
PROSER1	80209
NHLRC3	387921
LHFP	10186
COG6	57511
FOXO1	2308
MRPS31	10240
SLC25A15	10166
ELF1	1997
WBP4	11193
KBTBD6	89890
KBTBD7	84078
MTRF1	9617
NAA16	79612
RGCC	28984
VWA8	23078
DGKH	160851
AKAP11	11215
TNFSF11	8600
FAM216B	144809
EPSTI1	94240
DNAJC15	29103
ENOX1	55068
CCDC122	160857
LACC1	144811
SMIM2	79024
SERP2	387923
TSC22D1	8848
NUFIP1	26747
GPALPP1	55425
GTF2F2	2963
KCTD4	386618
TPT1	7178
SLC25A30	253512
COG3	83548
FAM194B	220081
SPERT	220082
SIAH3	283514
ZC3H13	23091
CPB2	1361
LCP1	3936
LRRC63	220416
KIAA0226L	80183
LRCH1	23143
ESD	2098
HTR2A	3356
SUCLA2	8803
NUDT15	55270
MED4	29079
ITM2B	9445
RB1	5925
LPAR6	10161
RCBTB2	1102
CYSLTR2	57105
FNDC3A	22862
MLNR	2862
CDADC1	81602
CAB39L	81617
SETDB2	83852
PHF11	51131
RCBTB1	55213
ARL11	115761
EBPL	84650
KPNA3	3839
SPRYD7	57213
TRIM13	10206
KCNRG	283518
DLEU1	10301
DLEU7	220107
RNASEH2B	79621
FAM124A	220108
SERPINE3	647174
INTS6	26512
WDFY2	115825
DHRS12	79758
CCDC70	83446
ATP7B	540
ALG11	440138
UTP14C	9724
NEK5	341676
NEK3	4752
THSD1	55901
VPS36	51028
CKAP2	26586
HNRNPA1L2	144983
SUGT1	10910
LECT1	11061
PCDH8	5100
OLFM4	10562
PRR20A	122183
PRR20B	729233
PRR20C	729240
PRR20D	729246
PRR20E	729250
PCDH17	27253
DIAPH3	81624
TDRD3	81550
PCDH20	64881
PCDH9	5101
KLHL1	57626
MZT1	440145
BORA	79866
DIS3	22894
PIBF1	10464
KLF5	688
KLF12	11278
TBC1D4	9882
COMMD6	170622
UCHL3	7347
LMO7	4008
C13orf45	729420
KCTD12	115207
IRG1	730249
CLN5	1203
FBXL3	26224
MYCBP2	23077
SCEL	8796
SLAIN1	122060
EDNRB	1910
POU4F1	5457
RNF219	79596
RBM26	64062
NDFIP2	54602
SPRY2	10253
SLITRK1	114798
SLITRK6	84189
SLITRK5	26050
GPC5	2262
GPC6	10082
DCT	1638
TGDS	23483
GPR180	160897
SOX21	11166
ABCC4	10257
CLDN10	9071
DZIP1	22873
DNAJC3	5611
UGGT2	55757
HS6ST3	266722
OXGR1	27199
MBNL2	10150
RAP2A	5911
IPO5	3843
FARP1	10160
RNF113B	140432
STK24	8428
SLC15A1	6564
DOCK9	23348
UBAC2	337867
GPR18	2841
GPR183	1880
TM9SF2	9375
CLYBL	171425
ZIC5	85416
ZIC2	7546
PCCA	5095
GGACT	87769
TMTC4	84899
NALCN	259232
ITGBL1	9358
FGF14	2259
TPP2	7174
METTL21C	196541
CCDC168	643677
TEX30	93081
KDELC1	79070
BIVM	54841
ERCC5	2073
SLC10A2	6555
DAOA	267012
EFNB2	1948
ARGLU1	55082
FAM155A	728215
LIG4	3981
ABHD13	84945
TNFSF13B	10673
MYO16	23026
IRS2	8660
COL4A1	1282
COL4A2	1284
RAB20	55647
CARKD	55739
CARS2	79587
ING1	3621
LINC00346	283487
ANKRD10	55608
ARHGEF7	8874
TEX29	121793
SOX1	6656
SPACA7	122258
TUBGCP3	10426
C13orf35	400165
ATP11A	23250
MCF2L	23263
F7	2155
F10	2159
PROZ	8858
PCID2	55795
CUL4A	8451
LAMP1	3916
GRTP1	79774
ADPRHL1	113622
DCUN1D2	55208
TMCO3	55002
TFDP1	7027
ATP4B	496
GRK1	6011
TMEM255B	348013
GAS6	2621
RASA3	22821
CDC16	8881
UPF3A	65110
CHAMP1	283489
OR11H12	440153
POTEG	641455
POTEM	404785
OR4N2	390429
OR4Q3	441669
OR4M1	441670
OR4K2	390431
OR4K5	79317
OR4K1	79544
OR4K15	81127
OR4K14	122740
OR4K13	390433
OR4L1	122742
OR4K17	390436
OR4N5	390437
OR11G2	390439
OR11H6	122748
OR11H4	390442
TTC5	91875
CCNB1IP1	57820
PARP2	10038
TEP1	7011
KLHL33	123103
OSGEP	55644
APEX1	328
TMEM55B	90809
PNP	4860
RNASE10	338879
RNASE9	390443
RNASE11	122651
RNASE12	493901
OR6S1	341799
RNASE4	6038
ANG	283
EDDM3A	10876
EDDM3B	64184
RNASE6	6039
RNASE1	6035
RNASE3	6037
RNASE2	6036
METTL17	64745
SLC39A2	29986
NDRG2	57447
TPPP2	122664
RNASE13	440163
RNASE7	84659
RNASE8	122665
ARHGEF40	55701
ZNF219	51222
TMEM253	643382
OR5AU1	390445
HNRNPC	3183
RPGRIP1	57096
SUPT16H	11198
CHD8	57680
RAB2B	84932
TOX4	9878
METTL3	56339
SALL2	6297
OR10G3	26533
OR10G2	26534
OR4E2	26686
DAD1	1603
ABHD4	63874
OR6J1	79549
OXA1L	5018
SLC7A7	9056
MRPL52	122704
MMP14	4323
LRP10	26020
REM2	161253
RBM23	55147
PRMT5	10419
HAUS4	54930
AJUBA	84962
C14orf93	60686
PSMB5	5693
PSMB11	122706
CDH24	64403
ACIN1	22985
C14orf119	55017
CEBPE	1053
SLC7A8	23428
C14orf164	100507650
HOMEZ	57594
PPP1R3E	90673
BCL2L2	599
BCL2L2-PABPN1	100529063
PABPN1	8106
SLC22A17	51310
EFS	10278
IL25	64806
CMTM5	116173
MYH6	4624
MYH7	4625
NGDN	25983
ZFHX2	85446
THTPA	79178
AP1G2	8906
JPH4	84502
DHRS2	10202
DHRS4	10901
DHRS4L2	317749
LRRC16B	90668
CPNE6	9362
NRL	4901
PCK2	5106
DCAF11	80344
FITM1	161247
PSME1	5720
EMC9	51016
PSME2	5721
RNF31	55072
IRF9	10379
REC8	9985
IPO4	79711
TM9SF1	10548
TSSK4	283629
CHMP4A	29082
MDP1	145553
NEDD8-MDP1	100528064
NEDD8	4738
GMPR2	51292
TINF2	26277
TGM1	7051
RABGGTA	5875
DHRS1	115817
NOP9	161424
CIDEB	27141
LTB4R2	56413
LTB4R	1241
ADCY4	196883
RIPK3	11035
NFATC4	4776
NYNRIN	57523
CBLN3	643866
KHNYN	23351
SDR39U1	56948
CMA1	1215
CTSG	1511
GZMH	2999
GZMB	3002
STXBP6	29091
NOVA1	4857
FOXG1	2290
C14orf23	387978
PRKD1	5587
G2E3	55632
SCFD1	23256
COCH	1690
STRN3	29966
AP4S1	11154
HECTD1	25831
HEATR5A	25938
DTD2	112487
NUBPL	80224
ARHGAP5	394
AKAP6	9472
NPAS3	64067
EGLN3	112399
SPTSSA	171546
EAPP	55837
SNX6	58533
CFL2	1073
BAZ1A	11177
SRP54	6729
FAM177A1	283635
PPP2R3C	55012
KIAA0391	9692
PSMA6	5687
NFKBIA	4792
INSM2	84684
RALGAPA1	253959
BRMS1L	84312
MBIP	51562
SFTA3	253970
NKX2-1	7080
NKX2-8	26257
PAX9	5083
SLC25A21	89874
SLC25A21-AS1	100129794
MIPOL1	145282
FOXA1	3169
TTC6	319089
SSTR1	6751
CLEC14A	161198
SEC23A	10484
GEMIN2	8487
TRAPPC6B	122553
PNN	5411
CTAGE5	4253
FBXO33	254170
LRFN5	145581
FSCB	84075
C14orf28	122525
KLHL28	54813
FAM179B	23116
PRPF39	55015
FKBP3	2287
FANCM	57697
MIS18BP1	55320
RPL10L	140801
MDGA2	161357
RPS29	6235
LRR1	122769
RPL36AL	6166
MGAT2	4247
DNAAF2	55172
POLE2	5427
KLHDC1	122773
KLHDC2	23588
NEMF	9147
ARF6	382
C14orf182	283551
VCPKMT	79609
SOS2	6655
L2HGDH	79944
ATP5S	27109
CDKL1	8814
MAP4K5	11183
ATL1	51062
SAV1	60485
NIN	51199
PYGL	5836
ABHD12B	145447
TRIM9	114088
TMX1	81542
FRMD6	122786
GNG2	54331
RP11-463J10.2	102723604
C14orf166	51637
NID2	22795
PTGDR	5729
PTGER2	5732
TXNDC16	57544
GPR137C	283554
ERO1L	30001
PSMC6	5706
STYX	6815
GNPNAT1	64841
FERMT2	10979
DDHD1	80821
BMP4	652
CDKN3	1033
CNIH1	10175
GMFB	2764
CGRRF1	10668
SAMD4A	23034
GCH1	2643
WDHD1	11169
SOCS4	122809
MAPK1IP1L	93487
LGALS3	3958
DLGAP5	9787
FBXO34	55030
ATG14	22863
TBPL2	387332
KTN1	3895
PELI2	57161
TMEM260	54916
OTX2	5015
EXOC5	10640
AP5M1	55745
NAA30	122830
C14orf105	55195
SLC35F4	341880
C14orf37	145407
ACTR10	55860
PSMA3	5684
ARID4A	5926
TOMM20L	387990
TIMM9	26520
KIAA0586	9786
DACT1	51339
DAAM1	23002
GPR135	64582
L3HYPDH	112849
JKAMP	51528
CCDC175	729665
RTN1	6252
LRRC9	341883
PCNXL4	64430
DHRS7	51635
PPM1A	5494
C14orf39	317761
SIX6	4990
SIX1	6495
SIX4	51804
MNAT1	4331
TRMT5	57570
SLC38A6	145389
PRKCH	5583
TMEM30B	161291
RP11-47I22.3	400221
HIF1A	3091
SNAPC1	6617
SYT16	83851
KCNH5	27133
RHOJ	57381
PPP2R5E	5529
WDR89	112840
SGPP1	81537
SYNE2	23224
ESR2	2100
MTHFD1	4522
ZBTB25	7597
AKAP5	9495
ZBTB1	22890
HSPA2	3306
PPP1R36	145376
PLEKHG3	26030
SPTB	6710
CHURC1	91612
FNTB	2342
CHURC1-FNTB	100529261
GPX2	2877
RAB15	376267
MAX	4149
FUT8	2530
GPHN	10243
FAM71D	161142
MPP5	64398
ATP6V1D	51382
EIF2S1	1965
PLEK2	26499
TMEM229B	161145
PLEKHH1	57475
PIGH	5283
ARG2	384
VTI1B	10490
RDH11	51109
RDH12	145226
ZFYVE26	23503
RAD51B	5890
ZFP36L1	677
ACTN1	87
DCAF5	8816
EXD2	55218
GALNT16	57452
ERH	2079
SLC39A9	55334
PLEKHD1	400224
CCDC177	56936
KIAA0247	9766
SRSF5	6430
SLC10A1	6554
SMOC1	64093
SLC8A3	6547
COX16	51241
SYNJ2BP	55333
ADAM21	8747
ADAM20	8748
MED6	10001
TTC9	23508
MAP3K9	4293
PCNX	22990
SIPA1L1	26037
RGS6	9628
DPF3	8110
DCAF4	26094
ZFYVE1	53349
RBM25	58517
PSEN1	5663
PAPLN	89932
NUMB	8650
HEATR4	399671
ACOT1	641371
ACOT2	10965
ACOT4	122970
ACOT6	641372
DNAL1	83544
PNMA1	9240
ELMSAN1	91748
PTGR2	145482
ZNF410	57862
FAM161B	145483
COQ6	51004
ENTPD5	957
CCDC176	80127
ALDH6A1	4329
LIN52	91750
VSX2	338917
ABCD4	5826
VRTN	55237
SYNDIG1L	646658
NPC2	10577
ISCA2	122961
LTBP2	4053
AREL1	9870
FCF1	51077
YLPM1	56252
PROX2	283571
DLST	1743
RPS6KL1	83694
PGF	5228
EIF2B2	8892
MLH3	27030
ACYP1	97
ZC2HC1C	79696
NEK9	91754
TMED10	10972
FOS	2353
JDP2	122953
BATF	10538
FLVCR2	55640
TTLL5	23093
C14orf1	11161
IFT43	112752
TGFB3	7043
GPATCH2L	55668
ESRRB	2103
VASH1	22846
ANGEL1	23357
C14orf166B	145497
IRF2BPL	64207
KIAA1737	85457
TMEM63C	57156
ZDHHC22	283576
NGB	58157
POMT2	29954
GSTZ1	2954
TMED8	283578
SAMD15	161394
NOXRED1	122945
VIPAS39	63894
AHSA1	10598
ISM2	145501
SPTLC2	9517
ALKBH1	8846
SLIRP	81892
SNW1	22938
C14orf178	283579
ADCK1	57143
NRXN3	9369
DIO2	1734
CEP128	145508
TSHR	7253
GTF2A1	2957
STON2	85439
SEL1L	6400
FLRT2	23768
RP11-322L20.1	283585
GALC	2581
GPR65	8477
KCNK10	54207
SPATA7	55812
PTPN21	11099
ZC3H14	79882
EML5	161436
TTC8	123016
FOXN3	1112
RP11-944C7.1	105370616
EFCAB11	90141
TDP1	55775
KCNK13	56659
PSMC1	5700
NRDE2	55051
CALM1	801
TTC7B	145567
RPS6KA5	9252
C14orf159	80017
GPR68	8111
CCDC88C	440193
SMEK1	55671
CATSPERB	79820
TC2N	123036
FBLN5	10516
TRIP11	9321
ATXN3	4287
NDUFB1	4707
CPSF2	53981
SLC24A4	123041
RIN3	79890
LGMN	5641
GOLGA5	9950
CHGA	1113
ITPK1	3705
MOAP1	64112
TMEM251	26175
C14orf142	84520
UBR7	55148
BTBD7	55727
UNC79	57578
COX8C	341947
PRIMA1	145270
FAM181A	90050
ASB2	51676
OTUB2	78990
DDX24	57062
IFI27L1	122509
IFI27	3429
IFI27L2	83982
PPP4R4	57718
SERPINA10	51156
SERPINA6	866
SERPINA1	5265
SERPINA11	256394
SERPINA9	327657
SERPINA12	145264
SERPINA4	5267
SERPINA5	5104
SERPINA3	12
GSC	145258
DICER1	23405
CLMN	79789
SYNE3	161176
GLRX5	51218
TCL1B	9623
TCL1A	8115
C14orf132	56967
BDKRB2	624
BDKRB1	623
ATG2B	55102
GSKIP	51527
AK7	122481
PAPOLA	10914
VRK1	7443
C14orf64	388011
C14orf177	283598
BCL11B	64919
SETD3	84193
CCNK	8812
CCDC85C	317762
HHIPL1	84439
CYP46A1	10858
EML1	2009
EVL	51466
DEGS2	123099
YY1	7528
SLC25A29	123096
SLC25A47	283600
WARS	7453
WDR25	79446
BEGAIN	57596
DLK1	8788
RTL1	388015
DIO3	1735
RP11-796G6.2	145200
PPP2R5C	5527
DYNC1H1	1778
HSP90AA1	3320
WDR20	91833
MOK	5891
ZNF839	55778
CINP	51550
TECPR2	9895
ANKRD9	122416
RCOR1	23186
TRAF3	7187
AMN	81693
CDC42BPB	9578
EXOC3L4	91828
TNFAIP2	7127
EIF5	1983
MARK3	4140
CKB	1152
TRMT61A	115708
BAG5	9529
KLC1	3831
APOPT1	84334
XRCC3	7517
ZFYVE21	79038
PPP1R13B	23368
C14orf2	9556
TDRD9	122402
RD3L	647286
ASPG	374569
KIF26A	26153
TMEM179	388021
C14orf180	400258
INF2	64423
ADSSL1	122622
SIVA1	10572
AKT1	207
ZBTB42	100128927
CEP170B	283638
PLD4	122618
AHNAK2	113146
C14orf79	122616
CDCA4	55038
GPR132	29933
JAG2	3714
NUDT14	256281
BRF1	2972
BTBD6	90135
PACS2	23241
TEX22	647310
MTA1	9112
CRIP2	1397
CRIP1	1396
C14orf80	283643
TMEM121	80757
KIAA0125	9834
POTEB2	100287399
POTEB	100996331
OR4N4	283694
NIPA2	81614
NIPA1	123606
GOLGA8S	653061
GOLGA6L2	283685
MKRN3	7681
MAGEL2	54551
NDN	4692
NPAP1	23742
SNRPN	6638
SNURF	8926
UBE3A	7337
ATP10A	57194
GABRB3	2562
GABRA5	2558
GABRG3	2567
OCA2	4948
HERC2	8924
GOLGA8F	100132565
GOLGA8G	283768
GOLGA8M	653720
APBA2	321
FAM189A1	23359
NDNL2	56160
TJP1	7082
GOLGA8J	653073
GOLGA8T	653075
CHRFAM7A	89832
GOLGA8R	101059918
GOLGA8Q	727909
GOLGA8H	728498
ARHGAP11B	100288637
FAN1	22909
MTMR10	54893
TRPM1	4308
KLF13	51621
OTUD7A	161725
CHRNA7	1139
GOLGA8K	653125
GOLGA8O	728047
GOLGA8N	643699
ARHGAP11A	9824
SCG5	6447
GREM1	26585
FMN1	342184
RYR3	6263
AVEN	57099
CHRM5	1133
EMC7	56851
PGBD4	161779
KATNBL1	79768
EMC4	51234
SLC12A6	9990
NOP10	55505
NUTM1	256646
LPCAT4	254531
GOLGA8A	23015
GOLGA8B	440270
GJD2	57369
ACTC1	70
AQR	9716
ZNF770	54989
DPH6	89978
C15orf41	84529
MEIS2	4212
TMCO5A	145942
SPRED1	161742
FAM98B	283742
RASGRP1	10125
C15orf53	400359
C15orf54	400360
THBS1	7057
FSIP1	161835
GPR176	11245
EIF2AK4	440275
SRP14	6727
BMF	90427
BUB1B	701
PAK6	56924
C15orf56	644809
PLCB2	5330
ANKRD63	100131244
C15orf52	388115
PHGR1	644844
DISP2	85455
KNSTRN	90417
IVD	3712
BAHD1	22893
CHST14	113189
C15orf57	90416
RPUSD2	27079
CASC5	57082
RAD51	5888
RMDN3	55177
GCHFR	2644
DNAJC17	55192
C15orf62	643338
ZFYVE19	84936
PPP1R14D	54866
SPINT1	6692
RHOV	171177
VPS18	57617
DLL4	54567
CHAC1	79094
INO80	54617
EXD1	161829
CHP1	11261
OIP5	11339
NUSAP1	51203
NDUFAF1	51103
RTF1	23168
ITPKA	3706
LTK	4058
RPAP1	26015
TYRO3	7301
MGA	23269
MAPKBP1	23005
PLA2G4B	100137049
JMJD7	100137047
JMJD7-PLA2G4B	8681
SPTBN5	51332
EHD4	30844
PLA2G4E	123745
PLA2G4D	283748
PLA2G4F	255189
VPS39	23339
TMEM87A	25963
GANC	2595
CAPN3	825
ZNF106	64397
SNAP23	8773
LRRC57	255252
HAUS2	55142
STARD9	57519
CDAN1	146059
TTBK2	146057
UBR1	197131
EPB42	2038
TMEM62	80021
CCNDBP1	23582
TGM5	9333
TGM7	116179
LCMT2	9836
ADAL	161823
ZSCAN29	146050
TUBGCP4	27229
TP53BP1	7158
MAP1A	4130
PPIP5K1	9677
CKMT1B	1159
STRC	161497
CATSPER2	117155
CKMT1A	548596
PDIA3	2923
ELL3	80237
SERF2	10169
SERINC4	619189
HYPK	25764
MFAP1	4236
WDR76	79968
FRMD5	84978
CASC4	113201
CTDSPL2	51496
EIF3J	8669
SPG11	80208
PATL2	197135
B2M	567
TRIM69	140691
C15orf43	145645
SORD	6652
DUOX2	50506
DUOXA2	405753
DUOXA1	90527
DUOX1	53905
SHF	90525
SLC28A2	9153
GATM	2628
SPATA5L1	79029
C15orf48	84419
SLC30A4	7782
BLOC1S6	26258
SQRDL	58472
SEMA6D	80031
SLC24A5	283652
MYEF2	50804
CTXN2	399697
SLC12A1	6557
DUT	1854
FBN1	2200
CEP152	22995
SHC4	399694
EID1	23741
SECISBP2L	9728
COPS2	9318
GALK2	2585
FAM227B	196951
FGF7	2252
DTWD1	56986
ATP8B4	79895
SLC27A2	11001
HDC	3067
GABPB1	2553
USP8	9101
USP50	373509
TRPM7	54822
SPPL2A	84888
AP4E1	23431
TNFAIP8L3	388121
CYP19A1	1588
GLDN	342035
DMXL2	23312
SCG3	29106
LYSMD2	256586
TMOD2	29767
TMOD3	29766
LEO1	123169
MAPK6	5597
BCL2L10	10017
GNB5	10681
MYO5C	55930
MYO5A	4644
ARPP19	10776
FAM214A	56204
ONECUT1	3175
WDR72	256764
UNC13C	440279
RSL24D1	51187
RAB27A	5873
PIGB	9488
CCPG1	9236
C15orf65	145788
DYX1C1	161582
PYGO1	26108
PRTG	283659
NEDD4	4734
RFX7	64864
TEX9	374618
MNS1	55329
ZNF280D	54816
TCF12	6938
CGNL1	84952
GCOM1	145781
MYZAP	100820829
POLR2M	81488
ALDH1A2	8854
AQP9	366
LIPC	3990
ADAM10	102
FAM63B	54629
RNF111	54778
SLTM	79811
CCNB2	9133
MYO1E	4643
LDHAL6B	92483
FAM81A	145773
GCNT3	9245
GTF2A2	2958
BNIP2	663
FOXB1	27023
ANXA2	302
NARG2	79664
RORA	6095
VPS13C	54832
C2CD4A	145741
C2CD4B	388125
TLN2	83660
RP11-625H11.1	197003
TPM1	7168
LACTB	114294
RPS27L	51065
RAB8B	51762
APH1B	83464
CA12	771
USP3	9960
FBXL22	283807
HERC1	8925
DAPK2	23604
FAM96A	84191
SNX1	6642
SNX22	79856
PPIB	5479
CSNK1G1	53944
KIAA0101	9768
TRIP4	9325
ZNF609	23060
OAZ2	4947
RBPMS2	348093
PIF1	80119
PLEKHO2	80301
ANKDD1A	348094
SPG21	51324
MTFMT	123263
SLC51B	123264
RASL12	51285
KBTBD13	390594
UBAP1L	390595
PDCD7	10081
CLPX	10845
CILP	8483
PARP16	54956
IGDCC3	9543
IGDCC4	57722
DPP8	54878
PTPLAD1	51495
VWA9	81556
SLC24A1	9187
DENND4A	10260
RAB11A	8766
MEGF11	84465
DIS3L	115752
TIPIN	54962
MAP2K1	5604
SNAPC5	10302
RPL4	6124
ZWILCH	55055
LCTL	197021
RP11-321F6.1	102723165
SMAD6	4091
SMAD3	4088
AAGAB	79719
IQCH	64799
C15orf61	145853
MAP2K5	5607
SKOR1	390598
PIAS1	8554
CALML4	91860
CLN6	54982
FEM1B	10116
ITGA11	22801
CORO2B	10391
ANP32A	8125
SPESP1	246777
NOX5	79400
GLCE	26035
PAQR5	54852
KIF23	9493
RPLP1	6176
TLE3	7090
UACA	55075
LARP6	55323
LRRC49	54839
THAP10	56906
THSD4	79875
CT62	196993
MYO9A	4649
SENP8	123228
GRAMD2	196996
PKM	5315
PARP6	56965
CELF6	60677
HEXA	3073
TMEM202	338949
ARIH1	25820
GOLGA6B	55889
HIGD2B	123346
BBS4	585
ADPGK	83440
NEO1	4756
HCN4	10021
C15orf60	283677
NPTN	27020
CD276	80381
C15orf59	388135
TBC1D21	161514
LOXL1	4016
STOML1	9399
PML	5371
GOLGA6A	342096
ISLR2	57611
RP11-247C2.2	283731
ISLR	3671
STRA6	64220
CCDC33	80125
CYP11A1	1583
SEMA7A	8482
UBL7	84993
ARID3B	10620
CLK3	1198
EDC3	80153
CYP1A1	1543
CYP1A2	1544
CSK	1445
LMAN1L	79748
CPLX3	594855
ULK3	25989
SCAMP2	10066
MPI	4351
FAM219B	57184
COX5A	9377
RPP25	54913
SCAMP5	192683
PPCDC	60490
C15orf39	56905
GOLGA6C	653641
GOLGA6D	653643
COMMD4	54939
NEIL1	79661
MAN2C1	4123
SIN3A	25942
PTPN9	5780
SNUPN	10073
IMP3	55272
SNX33	257364
CSPG4	1464
ODF3L1	161753
UBE2Q2	92912
FBXO22	26263
NRG4	145957
C15orf27	123591
ETFA	2108
ISL2	64843
SCAPER	49855
RCN2	5955
PSTPIP1	9051
TSPAN3	10099
PEAK1	79834
HMG20A	10363
LINGO1	84894
TBC1D2B	23102
SH2D7	646892
CIB2	10518
IDH3A	3419
ACSBG1	23205
DNAJA4	55466
WDR61	80349
CRABP1	1381
IREB2	3658
HYKK	123688
PSMA4	5685
CHRNA5	1138
CHRNA3	1136
CHRNB4	1143
ADAMTS7	11173
MORF4L1	10933
CTSH	1512
RASGRF1	5923
ANKRD34C	390616
TMED3	23423
KIAA1024	23251
MTHFS	10588
ST20-MTHFS	100528021
ST20	400410
BCL2A1	597
ZFAND6	54469
FAH	2184
ARNT2	9915
ABHD17C	58489
KIAA1199	57214
RP11-351M8.1	107984749
MESDC2	23184
MESDC1	59274
C15orf26	161502
IL16	3603
STARD5	80765
TMC3	342125
MEX3B	84206
RP11-597K23.2	101929690
EFTUD1	79631
FAM154B	283726
GOLGA6L9	440295
RPS17L	6218
CPEB1	64506
AP3B2	8120
FSD2	123722
WHAMM	123720
HOMER2	9455
FAM103A1	83640
C15orf40	123207
BTBD1	53339
TM6SF1	53346
HDGFRP3	50810
BNC1	646
SH3GL3	6457
ADAMTSL3	57188
RP11-182J1.16	100505679
GOLGA6L4	643707
ZSCAN2	54993
WDR73	84942
NMB	4828
SEC11A	23478
ZNF592	9640
ALPK3	57538
SLC28A1	9154
PDE8A	5151
AKAP13	11214
KLHL25	64410
NTRK3	4916
MRPL46	26589
MRPS11	64963
DET1	55070
AEN	64782
ISG20	3669
ACAN	176
HAPLN3	145864
MFGE8	4240
ABHD2	11057
RLBP1	6017
FANCI	55215
POLG	5428
RHCG	51458
TICRR	90381
KIF7	374654
PLIN1	5346
PEX11A	8800
WDR93	56964
MESP1	55897
MESP2	145873
ANPEP	290
AP3S2	10239
C15orf38-AP3S2	100526783
C15orf38	348110
ZNF710	374655
IDH2	3418
SEMA4B	10509
CIB1	10519
GDPGP1	390637
TTLL13	440307
NGRN	51335
ZNF774	342132
IQGAP1	8826
CRTC3	64784
BLM	641
FURIN	5045
FES	2242
MAN2A2	4122
UNC45A	55898
HDDC3	374659
RCCD1	91433
PRC1	9055
VPS33B	26276
SV2B	9899
SLCO3A1	28232
ST8SIA2	8128
C15orf32	145858
FAM174B	400451
CHD2	1106
RGMA	56963
MCTP2	55784
NR2F2	7026
SPATA8	145946
LINC00923	91948
ARRDC4	91947
IGF1R	3480
PGPEP1L	145814
SYNM	23336
TTC23	64927
LRRC28	123355
MEF2A	4205
LYSMD4	145748
CTD-2054N24.2	400464
ADAMTS17	170691
CERS3	204219
LINS	55180
ASB7	140460
ALDH1A3	220
LRRK1	79705
CHSY1	22856
VIMP	55829
SNRPA1	6627
PCSK6	5046
TM2D3	80213
TARSL2	123283
RP11-89K11.1	100128108
OR4F6	390648
OR4F15	390649
OR4F4	26682
POLR3K	51728
SNRNP25	79622
RHBDF1	64285
MPG	4350
NPRL3	8131
HBZ	3050
HBM	3042
HBA2	3040
HBA1	3039
HBQ1	3049
LUC7L	55692
ITFG3	83986
RGS11	8786
ARHGDIG	398
PDIA2	64714
AXIN1	8312
MRPL28	10573
TMEM8A	58986
NME4	4833
DECR2	26063
RAB11FIP3	9727
CAPN15	6650
C16orf11	146325
PIGQ	9091
NHLRC4	283948
RAB40C	57799
WFIKKN1	117166
C16orf13	84326
FAM195A	84331
WDR90	197335
RHOT2	89941
RHBDL1	9028
STUB1	10273
JMJD8	339123
WDR24	84219
FBXL16	146330
METRN	79006
FAM173A	65990
CCDC78	124093
HAGHL	84264
NARFL	64428
MSLN	10232
RPUSD1	113000
CHTF18	63922
GNG13	51764
LMF1	64788
SOX8	30812
SSTR5	6755
C1QTNF8	390664
CACNA1H	8912
TPSG1	25823
TPSB2	64499
TPSAB1	7177
TPSD1	23430
UBE2I	7329
BAIAP3	8938
TSR3	115939
GNPTG	84572
UNKL	64718
C16orf91	283951
CCDC154	645811
CLCN7	1186
PTX4	390667
TELO2	9894
IFT140	9742
TMEM204	79652
CRAMP1L	57585
HN1L	90861
MAPK8IP3	23162
NME3	4832
MRPS34	65993
EME2	197342
SPSB3	90864
NUBP2	10101
IGFALS	3483
HAGH	3029
