genesymbol,ensg_id,Length
RP13-313G19.2,ENSG00000225925,1015
CACYBPP1,ENSG00000225928,684
AC000036.4,ENSG00000225929,2030
DKFZP434L187,ENSG00000225930,4269
RP3-395M20.7,ENSG00000225931,1297
CTAGE4,ENSG00000225932,2588
AC133965.1,ENSG00000225933,354
RP4-566D2.1,ENSG00000225934,671
BANF1P5,ENSG00000225935,259
RP11-501J20.5,ENSG00000225936,744
PCA3,ENSG00000225937,3922
RP4-575N6.4,ENSG00000225938,403
AC022431.2,ENSG00000225940,767
AC093326.2,ENSG00000225942,660
AC016907.2,ENSG00000225943,435
RIOK3P1,ENSG00000225944,1528
RP3-441A12.1,ENSG00000225945,419
RP11-313E4.1,ENSG00000225947,392
RP11-554I8.1,ENSG00000225948,500
RP3-358H7.1,ENSG00000225949,1175
NTF4,ENSG00000225950,2734
ODF2-AS1,ENSG00000225951,407
RP11-69E9.1,ENSG00000225952,480
SATB2-AS1,ENSG00000225953,4470
RP5-1077I2.3,ENSG00000225956,446
CTD-2267G17.2,ENSG00000225957,312
MTND4P3,ENSG00000225959,541
RP11-360A18.1,ENSG00000225960,382
RP11-459A10.2,ENSG00000225962,171
AC009950.2,ENSG00000225963,3734
NRIR,ENSG00000225964,973
RP11-508N22.6,ENSG00000225965,180
ELFN1,ENSG00000225968,3845
ABHD11-AS1,ENSG00000225969,558
RP3-526F5.2,ENSG00000225970,318
CTA-85E5.6,ENSG00000225971,789
MTND1P23,ENSG00000225972,372
PIGBOS1,ENSG00000225973,982
AC005550.5,ENSG00000225974,312
LINC01534,ENSG00000225975,1138
RP11-192N10.2,ENSG00000225976,240
HAR1A,ENSG00000225978,1882
AC010746.3,ENSG00000225979,452
OR7E19P,ENSG00000225980,844
AC102953.4,ENSG00000225981,498
RP11-538D16.3,ENSG00000225982,1145
HMGB1P26,ENSG00000225984,628
UBXN10-AS1,ENSG00000225986,510
LAMP5-AS1,ENSG00000225988,1928
SNRPEP7,ENSG00000225990,220
RP11-731I19.1,ENSG00000225991,410
TRGVA,ENSG00000225992,285
OR4A8,ENSG00000225997,945
NDUFA12P1,ENSG00000225999,406
RP11-460N20.5,ENSG00000226002,586
RP11-312J18.3,ENSG00000226003,493
RP11-10J5.1,ENSG00000226004,573
RP11-464C19.3,ENSG00000226005,591
RP11-211N8.2,ENSG00000226007,2274
AC073135.7,ENSG00000226008,183
KCNIP2-AS1,ENSG00000226009,850
RP11-403E24.1,ENSG00000226010,1771
OFD1P1Y,ENSG00000226011,1225
AP001434.2,ENSG00000226012,287
MRPS18BP1,ENSG00000226013,192
RP11-467I20.4,ENSG00000226014,204
CCT8P1,ENSG00000226015,1657
RPL36AP55,ENSG00000226016,305
PRICKLE2-AS3,ENSG00000226017,2496
CDK2AP2P3,ENSG00000226020,372
AC026167.1,ENSG00000226022,299
CT47A6,ENSG00000226023,1595
COX5BP7,ENSG00000226024,274
LGALS17A,ENSG00000226025,2570
RP11-57H12.3,ENSG00000226026,2505
PFN1P12,ENSG00000226028,534
RP4-798A10.2,ENSG00000226029,3245
HLA-DQB3,ENSG00000226030,356
FGF13-AS1,ENSG00000226031,1145
RP1-111C20.3,ENSG00000226032,331
NANOGNBP1,ENSG00000226034,480
RP11-338C15.2,ENSG00000226036,460
LINC01040,ENSG00000226037,666
PPIAP21,ENSG00000226038,501
AC005740.3,ENSG00000226040,522
AC010745.1,ENSG00000226041,637
CDY10P,ENSG00000226042,1567
AP000705.7,ENSG00000226043,435
AC009274.6,ENSG00000226045,370
AP1S2P1,ENSG00000226046,379
RP11-196I18.4,ENSG00000226047,329
YBX1P8,ENSG00000226048,943
TLK2P1,ENSG00000226049,3192
ZNF503-AS1,ENSG00000226051,3272
RP5-1070A16.1,ENSG00000226053,2229
MEMO1P1,ENSG00000226054,888
PAICSP1,ENSG00000226055,1217
MTND4P32,ENSG00000226056,1237
PHF2P2,ENSG00000226057,2865
AC092570.1,ENSG00000226058,469
HMGB3P20,ENSG00000226059,600
PCMTD1P1,ENSG00000226061,355
AC009531.2,ENSG00000226063,580
PGBD4P6,ENSG00000226064,610
ZBTB45P2,ENSG00000226065,1531
AC009541.1,ENSG00000226066,2662
CH17-118O6.2,ENSG00000226067,2075
HNRNPA3P4,ENSG00000226068,803
RP11-552E20.4,ENSG00000226070,824
AC016772.4,ENSG00000226072,1261
PRSS44,ENSG00000226074,1146
PHKG1P1,ENSG00000226075,614
RP11-205K6.2,ENSG00000226078,339
RP3-399L15.2,ENSG00000226079,402
RP11-345J13.1,ENSG00000226080,856
USP12PX,ENSG00000226081,1057
RP11-24H1.1,ENSG00000226082,512
SLC39A12-AS1,ENSG00000226083,2581
RP4-706A16.3,ENSG00000226084,555
UQCRFS1P1,ENSG00000226085,820
EIF3LP3,ENSG00000226086,822
AC106869.2,ENSG00000226087,677
RP11-180O5.2,ENSG00000226088,575
RP1-300G12.2,ENSG00000226089,786
LINC00937,ENSG00000226091,5663
RBMY2AP,ENSG00000226092,1157
RPS28P8,ENSG00000226093,208
RPL7P3,ENSG00000226094,714
AC087499.9,ENSG00000226096,149
AC099342.1,ENSG00000226097,1477
SEC11B,ENSG00000226098,499
AC007461.2,ENSG00000226101,2063
SEPT7P3,ENSG00000226102,621
AC004383.3,ENSG00000226107,289
RAB28P1,ENSG00000226108,641
RP11-272G22.2,ENSG00000226110,234
FCF1P4,ENSG00000226112,183
RP11-672F9.1,ENSG00000226113,425
AC111200.8,ENSG00000226114,361
AP001476.3,ENSG00000226115,355
USP9YP6,ENSG00000226116,854
AC079199.2,ENSG00000226117,156
MTND3P1,ENSG00000226118,220
RP1-197J16.2,ENSG00000226119,412
AC009487.6,ENSG00000226121,6821
DDC-AS1,ENSG00000226122,1776
FTCDNL1,ENSG00000226124,2708
AC098823.3,ENSG00000226125,2609
PSMC1P12,ENSG00000226126,1314
RPL26P9,ENSG00000226128,433
AC013248.2,ENSG00000226130,232
AC073465.3,ENSG00000226131,498
RPS3AP46,ENSG00000226132,682
RP4-683M8.2,ENSG00000226133,1119
RP11-120E13.1,ENSG00000226134,692
BAIAP2-AS1,ENSG00000226137,4773
RP1-228P16.7,ENSG00000226138,360
RP11-461K13.1,ENSG00000226140,605
AF277315.13,ENSG00000226141,332
RPL35P8,ENSG00000226142,337
RP1-138B7.5,ENSG00000226143,518
RPS27AP3,ENSG00000226144,454
KRT16P6,ENSG00000226145,1906
TUBBP10,ENSG00000226147,1301
SLC25A39P1,ENSG00000226148,1065
RP1-69D17.4,ENSG00000226149,864
RP3-389A20.5,ENSG00000226153,353
AC124944.3,ENSG00000226155,741
RPL23AP76,ENSG00000226156,458
OR52E3P,ENSG00000226157,936
CLCP2,ENSG00000226158,421
LINC01375,ENSG00000226159,1860
LA16c-17H1.3,ENSG00000226160,88
EIF4A1P5,ENSG00000226161,1095
RP11-167P22.3,ENSG00000226163,162
FGFR3P6,ENSG00000226164,610
RP11-474O21.2,ENSG00000226166,112
AP4B1-AS1,ENSG00000226167,1734
RP11-564C4.4,ENSG00000226168,390
RP11-375H17.1,ENSG00000226169,451
RP4-712E4.1,ENSG00000226172,653
TEX22,ENSG00000226174,2837
LINC00685,ENSG00000226179,428
RP11-278A23.1,ENSG00000226180,2611
RP1-92C8.3,ENSG00000226181,308
RANP7,ENSG00000226183,644
TRIM64FP,ENSG00000226185,1336
TCEB1P21,ENSG00000226186,336
HNRNPA1P3,ENSG00000226188,551
CLK3P2,ENSG00000226191,1453
RP3-398G3.5,ENSG00000226193,385
RP1-137D17.1,ENSG00000226194,2685
GAPDHP75,ENSG00000226196,943
RP11-536O18.1,ENSG00000226197,512
RP11-12D5.2,ENSG00000226199,1030
SGMS1-AS1,ENSG00000226200,12420
RP11-328D5.1,ENSG00000226202,563
RP4-760C5.5,ENSG00000226203,4604
AL157359.3,ENSG00000226204,424
AC007790.4,ENSG00000226205,782
RP5-1050E16.2,ENSG00000226206,916
RP1-104O17.3,ENSG00000226207,499
RP11-99H8.1,ENSG00000226208,432
C8orf59P1,ENSG00000226209,303
WASH7P,ENSG00000226210,1817
RP11-453O22.1,ENSG00000226211,357
TRGV6,ENSG00000226212,299
UBQLN4P2,ENSG00000226213,948
RPS12P5,ENSG00000226216,371
RPL19P1,ENSG00000226217,428
AC079163.1,ENSG00000226218,407
CICP22,ENSG00000226220,1319
RPL26P19,ENSG00000226221,438
RP11-753E22.3,ENSG00000226222,345
TSPY16P,ENSG00000226223,468
SLMO2P1,ENSG00000226226,540
RPLP0P1,ENSG00000226229,361
AC007237.2,ENSG00000226230,499
RP11-419C5.2,ENSG00000226232,1728
RP1-151B14.9,ENSG00000226233,154
KRT18P24,ENSG00000226234,1156
LEMD1-AS1,ENSG00000226235,2781
RP11-276H19.1,ENSG00000226237,4387
AC132807.1,ENSG00000226238,458
RP1-310O13.7,ENSG00000226239,2013
LINC00381,ENSG00000226240,727
LL0XNC01-221F2.2,ENSG00000226241,2080
RPS17P8,ENSG00000226242,335
RPL37AP1,ENSG00000226243,279
ZNF32-AS1,ENSG00000226245,434
KRT18P36,ENSG00000226246,1276
SUPT4H1P,ENSG00000226247,340
RP11-307P5.2,ENSG00000226249,603
LINC00408,ENSG00000226250,560
RP11-15I11.3,ENSG00000226251,511
RP1-18D14.7,ENSG00000226252,4036
MRPL35P3,ENSG00000226253,364
PTP4A1P3,ENSG00000226254,420
UBE2V2P1,ENSG00000226255,398
GRM7-AS3,ENSG00000226258,2974
GTF2H2B,ENSG00000226259,3979
AC064836.3,ENSG00000226261,704
PHKBP1,ENSG00000226262,1951
ISM1-AS1,ENSG00000226263,652
AC009961.3,ENSG00000226266,2724
RP11-61N20.3,ENSG00000226268,959
ZNF736P2Y,ENSG00000226270,1279
ARHGAP26-AS1,ENSG00000226272,990
AC079305.5,ENSG00000226273,561
AC093382.1,ENSG00000226276,379
AC105393.2,ENSG00000226277,674
PSPHP1,ENSG00000226278,261
AC005682.7,ENSG00000226279,498
RP6-22P16.1,ENSG00000226280,1948
RP1-80N2.2,ENSG00000226281,568
ARPC3P1,ENSG00000226284,533
AC091813.2,ENSG00000226285,943
RP1-163G9.2,ENSG00000226286,469
TMEM191A,ENSG00000226287,2707
OR52I2,ENSG00000226288,1115
CDCA4P3,ENSG00000226289,689
AC091729.8,ENSG00000226291,302
RP11-7G12.1,ENSG00000226292,813
RP11-71J2.1,ENSG00000226296,597
AC007677.2,ENSG00000226297,515
RAD23BLP,ENSG00000226298,1152
RP6-29D12.4,ENSG00000226299,833
PDCL3P1,ENSG00000226301,734
RP11-528N21.1,ENSG00000226302,717
RP11-435M3.2,ENSG00000226304,481
NPY6R,ENSG00000226306,2988
HNRNPDLP1,ENSG00000226307,550
RP4-813D12.3,ENSG00000226308,1293
SMARCE1P2,ENSG00000226309,1219
RP3-323P24.3,ENSG00000226310,665
CFLAR-AS1,ENSG00000226312,4334
RP11-585K14.2,ENSG00000226313,1134
ZNF192P1,ENSG00000226314,2535
LINC00351,ENSG00000226317,911
RP11-474D14.2,ENSG00000226318,763
AC018359.1,ENSG00000226320,1135
AC104809.3,ENSG00000226321,5978
AC006150.1,ENSG00000226323,263
RP11-115M14.1,ENSG00000226324,250
RP11-350G13.1,ENSG00000226327,886
NUP50-AS1,ENSG00000226328,2263
AC005682.6,ENSG00000226329,1467
RP11-739N20.2,ENSG00000226330,486
AC009302.4,ENSG00000226331,470
RP11-157P1.4,ENSG00000226332,681
RP11-217B7.2,ENSG00000226334,469
MRPS16P3,ENSG00000226336,374
RP11-274B18.4,ENSG00000226337,1739
AC079150.2,ENSG00000226338,78
RPS26P56,ENSG00000226339,240
AC105402.3,ENSG00000226340,545
AC062016.2,ENSG00000226341,491
NMD3P1,ENSG00000226342,1488
CST12P,ENSG00000226344,362
AC083822.2,ENSG00000226345,201
VN2R10P,ENSG00000226348,853
RP11-145A3.2,ENSG00000226349,534
RP11-523H24.3,ENSG00000226352,376
TAF9P1,ENSG00000226353,515
RP11-65J3.2,ENSG00000226355,800
RPS6P20,ENSG00000226356,1109
KRT8P38,ENSG00000226358,1430
POTENP,ENSG00000226359,877
RPL10AP6,ENSG00000226360,652
TERF1P5,ENSG00000226361,1207
FAM41AY2,ENSG00000226362,906
HAGLROS,ENSG00000226363,1121
AC102948.2,ENSG00000226364,682
AC097463.1,ENSG00000226366,481
ST7-AS2,ENSG00000226367,2866
USP9YP11,ENSG00000226369,717
LINC00375,ENSG00000226370,601
DCAF8L1,ENSG00000226372,3363
RP13-614K11.2,ENSG00000226374,937
RP3-395P12.2,ENSG00000226375,690
RP11-29B9.1,ENSG00000226376,196
AC084809.2,ENSG00000226377,591
AC058791.1,ENSG00000226380,6619
AC093375.1,ENSG00000226383,2006
PARD3-AS1,ENSG00000226386,302
SORCS3-AS1,ENSG00000226387,1278
ELL2P4,ENSG00000226388,1376
RP11-507K13.4,ENSG00000226389,1053
RP11-358D14.2,ENSG00000226390,789
RP4-736H5.1,ENSG00000226392,189
IFNA20P,ENSG00000226393,528
RP11-413E1.2,ENSG00000226394,142
RP11-218D6.3,ENSG00000226395,231
RP5-1056L3.3,ENSG00000226396,455
C12orf77,ENSG00000226397,2474
AC013480.2,ENSG00000226398,346
CTD-2269E23.2,ENSG00000226400,256
RP5-965K10.3,ENSG00000226401,570
RP11-31F19.1,ENSG00000226403,450
RP5-984P4.1,ENSG00000226405,382
RBMX2P1,ENSG00000226406,836
RPL23P11,ENSG00000226407,411
RP11-735G4.1,ENSG00000226409,821
AC104058.1,ENSG00000226410,297
CTD-2526L21.2,ENSG00000226411,223
RP11-476F14.1,ENSG00000226412,862
OR8T1P,ENSG00000226413,918
RP11-375A20.1,ENSG00000226414,1123
TPI1P1,ENSG00000226415,750
MRPL23-AS1,ENSG00000226416,1876
SLC16A1-AS1,ENSG00000226419,9471
IGLV3-4,ENSG00000226420,244
SLC25A5P5,ENSG00000226421,897
AC093642.4,ENSG00000226423,565
RP11-348J12.2,ENSG00000226425,442
RP11-174J11.1,ENSG00000226426,622
HMGN2P7,ENSG00000226427,273
RP11-106M7.4,ENSG00000226428,645
RP11-111F5.6,ENSG00000226429,309
USP17L7,ENSG00000226430,2028
RP11-416N2.3,ENSG00000226431,524
CTD-2015B23.2,ENSG00000226432,877
AP000290.7,ENSG00000226433,449
RP11-1L9.1,ENSG00000226434,586
ANKRD18DP,ENSG00000226435,3449
RP1-22N22.1,ENSG00000226436,405
RP11-420K8.1,ENSG00000226438,558
RP11-621K7.1,ENSG00000226439,402
RP11-506B6.6,ENSG00000226440,4132
PLCL2-AS1,ENSG00000226441,311
AC006037.2,ENSG00000226442,287
GAPDHP32,ENSG00000226443,998
ACTR3BP6,ENSG00000226444,1241
XXyac-YX65C7_A.2,ENSG00000226445,980
NOTCH2P1,ENSG00000226446,624
RP11-393J16.4,ENSG00000226447,444
RP11-93L14.1,ENSG00000226448,760
CDY5P,ENSG00000226449,1580
CYP2D8P,ENSG00000226450,1490
RP11-379B8.1,ENSG00000226453,822
RP3-462C17.1,ENSG00000226454,421
RP3-512E2.2,ENSG00000226455,935
RP11-430L17.1,ENSG00000226457,381
OR10G5P,ENSG00000226461,358
RP13-401N8.1,ENSG00000226465,320
RPA2P2,ENSG00000226466,796
AC018641.7,ENSG00000226468,796
ADAM1B,ENSG00000226469,2000
RP11-132E11.3,ENSG00000226470,146
CTA-292E10.6,ENSG00000226471,1470
RP11-551L14.4,ENSG00000226472,1975
AC079807.1,ENSG00000226473,481
LA16c-2F2.5,ENSG00000226474,177
RP11-776H12.1,ENSG00000226476,1798
LL22NC03-84E4.11,ENSG00000226477,256
UPF3AP1,ENSG00000226478,1126
TMEM185B,ENSG00000226479,2131
OR7H1P,ENSG00000226480,922
ACTR3BP2,ENSG00000226481,1373
ADIPOQ-AS1,ENSG00000226482,3443
RP5-964H19.2,ENSG00000226483,670
RP11-87M18.2,ENSG00000226484,1861
RBM22P3,ENSG00000226485,954
LINC01035,ENSG00000226486,784
RP4-749H3.2,ENSG00000226487,376
AC021021.2,ENSG00000226488,528
AC104308.2,ENSG00000226489,333
AC138647.1,ENSG00000226490,648
FTOP1,ENSG00000226491,861
RP11-524O24.2,ENSG00000226493,437
LINC00323,ENSG00000226496,2439
RP11-406O16.1,ENSG00000226497,674
RP11-182B22.2,ENSG00000226498,885
RP5-882O7.1,ENSG00000226499,162
RP11-196G18.1,ENSG00000226500,410
USF1P1,ENSG00000226501,526
KRT8P27,ENSG00000226502,1457
TMEM167AP1,ENSG00000226504,219
AC007463.2,ENSG00000226506,796
IPMKP1,ENSG00000226507,855
AC104655.3,ENSG00000226508,1009
AC005588.2,ENSG00000226509,162
UPK1A-AS1,ENSG00000226510,795
AC004386.3,ENSG00000226515,148
FAM138B,ENSG00000226516,1232
LINC00390,ENSG00000226519,340
KIRREL-IT1,ENSG00000226520,587
AC126365.1,ENSG00000226521,1500
AC004744.3,ENSG00000226522,313
AC074375.1,ENSG00000226523,192
RPS7P10,ENSG00000226525,603
RP1-37C10.3,ENSG00000226526,636
AP000289.6,ENSG00000226527,1361
MTND1P1,ENSG00000226529,368
RP11-348F1.2,ENSG00000226530,841
RP5-1052M9.1,ENSG00000226532,84
BTBD9-AS1,ENSG00000226533,560
KB-1183D5.16,ENSG00000226534,689
RP11-417L14.1,ENSG00000226535,1580
SETP15,ENSG00000226536,337
OR7E33P,ENSG00000226537,966
AC012512.1,ENSG00000226539,718
GAPDHP73,ENSG00000226540,1007
RP11-795J1.2,ENSG00000226541,310
AC114814.4,ENSG00000226542,691
MYL6P1,ENSG00000226543,453
RPL7P22,ENSG00000226544,733
RP4-633I8.3,ENSG00000226545,415
SSU72P1,ENSG00000226547,583
AC016722.3,ENSG00000226548,652
SCDP1,ENSG00000226549,1081
RP5-1092L12.2,ENSG00000226552,1641
AC018735.1,ENSG00000226553,1502
MTCL1P1,ENSG00000226554,792
AGKP1,ENSG00000226555,1263
NPM1P49,ENSG00000226556,714
TRAF6P1,ENSG00000226557,1558
RP11-213N20.1,ENSG00000226558,75
CYP4F26P,ENSG00000226562,1137
FTH1P20,ENSG00000226564,548
RP11-164O23.5,ENSG00000226565,105
RP11-436F21.1,ENSG00000226566,526
LINC00606,ENSG00000226567,2960
RP11-505O17.1,ENSG00000226570,759
RP11-445F6.2,ENSG00000226571,914
SNORD57,ENSG00000226572,72
CTA-85E5.7,ENSG00000226573,315
RP11-523O18.1,ENSG00000226576,474
MICC,ENSG00000226577,1055
RP11-258F22.1,ENSG00000226578,712
RP11-351K23.3,ENSG00000226579,1122
RPL39P40,ENSG00000226580,146
RP11-340I6.8,ENSG00000226581,637
UBE2V1P5,ENSG00000226582,405
RP5-905H7.9,ENSG00000226587,517
UBE2V1P10,ENSG00000226590,269
AC004911.2,ENSG00000226592,871
RP11-550C4.6,ENSG00000226594,197
KB-288A10.19,ENSG00000226595,328
IFNWP9,ENSG00000226597,591
AC017060.1,ENSG00000226598,442
RP11-136K14.3,ENSG00000226599,614
CT47A9,ENSG00000226600,1298
RP11-239E10.3,ENSG00000226601,487
PAPPA-AS2,ENSG00000226604,1854
AC007098.1,ENSG00000226605,251
FTLP3,ENSG00000226608,528
RP11-276E15.4,ENSG00000226609,420
OFD1P2Y,ENSG00000226611,1149
OR52M2P,ENSG00000226616,959
RPL21P110,ENSG00000226617,446
RP11-301J16.7,ENSG00000226619,199
LINC00343,ENSG00000226620,4957
AC083855.5,ENSG00000226621,258
AC092155.4,ENSG00000226622,1281
CTA-351J1.1,ENSG00000226624,610
RBM17P1,ENSG00000226625,1190
NOP56P2,ENSG00000226626,769
SHANK2-AS1,ENSG00000226627,2252
LINC00974,ENSG00000226629,2141
SLC9A3P3,ENSG00000226631,2229
UBE2V1P1,ENSG00000226632,445
PPIAP28,ENSG00000226633,485
RP5-1049N15.2,ENSG00000226636,1854
RP11-21J7.1,ENSG00000226640,401
RP13-13A3.1,ENSG00000226641,511
ACTG1P12,ENSG00000226642,1166
RP11-358H9.1,ENSG00000226643,318
RP11-128M1.1,ENSG00000226644,546
AP006216.10,ENSG00000226645,419
RPL7P37,ENSG00000226646,738
RP11-336A10.2,ENSG00000226647,1412
PLCG1-AS1,ENSG00000226648,1462
AC019118.4,ENSG00000226649,435
KIF4B,ENSG00000226650,4378
PSMD10P2,ENSG00000226652,1087
OR13Z1P,ENSG00000226653,834
AC096732.2,ENSG00000226655,477
AC005037.4,ENSG00000226658,501
RP11-137H2.4,ENSG00000226659,598
TRBV2,ENSG00000226660,421
RP5-1139I1.2,ENSG00000226661,635
CHMP1AP1,ENSG00000226662,662
MTND4P10,ENSG00000226663,1363
RP4-745E8.2,ENSG00000226664,229
SSR1P2,ENSG00000226665,787
HSPA9P1,ENSG00000226666,2029
RP11-526D8.7,ENSG00000226668,4835
RP11-509J21.4,ENSG00000226669,679
BCAS2P3,ENSG00000226670,767
AC005008.3,ENSG00000226671,612
LINC01108,ENSG00000226673,3152
TEX41,ENSG00000226674,15058
RP11-589B3.6,ENSG00000226676,687
IGBP1P1,ENSG00000226677,1009
RP13-43E11.1,ENSG00000226679,655
RP11-61D3.1,ENSG00000226680,505
AC020595.1,ENSG00000226681,533
PWWP2AP1,ENSG00000226683,2273
RP3-418C23.2,ENSG00000226684,882
CT47A12,ENSG00000226685,1165
LINC01535,ENSG00000226686,2187
ENTPD1-AS1,ENSG00000226688,12528
AC005281.1,ENSG00000226690,1242
NXNP1,ENSG00000226693,1051
RP11-69C17.2,ENSG00000226694,432
ANKRD20A10P,ENSG00000226695,1515
LENG8-AS1,ENSG00000226696,1248
RP1-50O24.6,ENSG00000226698,306
RP11-122K13.7,ENSG00000226699,184
MTND4P25,ENSG00000226700,533
RP11-570G20.1,ENSG00000226701,636
MIR217HG,ENSG00000226702,900
NPM1P4,ENSG00000226703,812
SDCBPP1,ENSG00000226705,890
RP11-426A6.5,ENSG00000226706,1117
RP11-719J20.1,ENSG00000226707,400
AC073409.1,ENSG00000226708,269
FGF12-AS3,ENSG00000226709,291
FAM66C,ENSG00000226711,4661
RP11-411H5.1,ENSG00000226715,478
AL589986.2,ENSG00000226716,789
PTPRD-AS2,ENSG00000226717,2838
SNRPGP8,ENSG00000226718,226
EEF1DP2,ENSG00000226721,843
LINC00424,ENSG00000226722,680
RP11-142L4.3,ENSG00000226723,780
RP11-795A2.3,ENSG00000226724,845
PABPC1L2B-AS1,ENSG00000226725,1167
TMEM256P2,ENSG00000226726,341
RPL35AP30,ENSG00000226729,331
RP11-397G17.1,ENSG00000226733,692
SNRPGP12,ENSG00000226734,213
CTA-384D8.31,ENSG00000226738,157
RP11-347L18.1,ENSG00000226739,466
CTA-929C8.6,ENSG00000226741,5052
HSBP1L1,ENSG00000226742,2056
AC079781.5,ENSG00000226744,123
RP11-115D7.3,ENSG00000226745,685
SMCR5,ENSG00000226746,2844
AC007966.1,ENSG00000226747,1472
RP11-513D4.3,ENSG00000226750,161
AF127936.5,ENSG00000226751,695
PSMD5-AS1,ENSG00000226752,7181
RP11-212D3.2,ENSG00000226753,189
RP5-1024G6.5,ENSG00000226754,1181
VPS25P1,ENSG00000226755,508
AC007365.3,ENSG00000226756,627
PP12613,ENSG00000226757,2230
DISC1-IT1,ENSG00000226758,762
DAB1-AS1,ENSG00000226759,4336
TAS2R46,ENSG00000226761,930
RP11-298E9.6,ENSG00000226762,390
SRRM5,ENSG00000226763,2698
AC010145.4,ENSG00000226764,516
RP11-694D5.1,ENSG00000226765,865
FABP7P1,ENSG00000226766,391
RP11-328P23.3,ENSG00000226767,172
GAPDHP54,ENSG00000226769,893
AC000124.1,ENSG00000226770,957
AP001136.2,ENSG00000226771,635
CTA-747E2.10,ENSG00000226772,539
RP4-775D17.1,ENSG00000226773,844
RP11-654E17.2,ENSG00000226774,438
KRTAP3-4P,ENSG00000226776,280
KIAA0125,ENSG00000226777,9884
NAALADL2-AS2,ENSG00000226779,1038
RP11-38J22.3,ENSG00000226780,630
TBCAP1,ENSG00000226781,327
RP11-706D8.3,ENSG00000226782,522
TLK1P1,ENSG00000226783,2440
PGAM4,ENSG00000226784,765
AC073218.1,ENSG00000226785,567
RP1-167F1.2,ENSG00000226786,794
AC110926.4,ENSG00000226789,2825
HNRNPA3P1,ENSG00000226790,1139
AC109826.1,ENSG00000226791,2101
LINC00371,ENSG00000226792,3144
MTND1P20,ENSG00000226794,950
AC015923.1,ENSG00000226797,524
RP11-289F5.1,ENSG00000226798,791
CACTIN-AS1,ENSG00000226800,1913
OSTCP8,ENSG00000226801,448
RP11-72I18.1,ENSG00000226802,857
RP11-203B9.4,ENSG00000226803,4918
RP4-675G8.3,ENSG00000226804,1160
AC011893.3,ENSG00000226806,1862
MROH5,ENSG00000226807,4764
LINC00840,ENSG00000226808,1974
RP11-45H22.1,ENSG00000226810,1220
RP5-881L22.5,ENSG00000226812,906
AC114813.1,ENSG00000226813,624
RP3-419C19.2,ENSG00000226814,571
AC005082.12,ENSG00000226816,2033
SLC6A6P1,ENSG00000226818,1850
MEIS1-AS3,ENSG00000226819,707
RP11-747I9.1,ENSG00000226820,1188
RP11-356N1.2,ENSG00000226822,610
SUGT1P,ENSG00000226823,476
RP4-756H11.3,ENSG00000226824,938
LINC01509,ENSG00000226825,449
NPM1P11,ENSG00000226827,855
RP11-278H7.1,ENSG00000226828,1799
RP5-945F2.3,ENSG00000226829,641
MED15P3,ENSG00000226831,326
AC097724.3,ENSG00000226833,1438
RP11-148B18.3,ENSG00000226835,480
RP11-77B22.1,ENSG00000226836,406
HMGB1P32,ENSG00000226837,565
AC096582.8,ENSG00000226838,349
MTND6P11,ENSG00000226839,483
PAICSP3,ENSG00000226840,1168
RP11-166N17.3,ENSG00000226842,466
RP11-2P2.1,ENSG00000226843,87
EEF1GP3,ENSG00000226845,1288
LINC00348,ENSG00000226846,948
PRPS1P1,ENSG00000226847,876
RP4-635E18.7,ENSG00000226849,2682
AC004112.4,ENSG00000226851,707
AC010894.3,ENSG00000226853,791
RP11-212D3.4,ENSG00000226854,1234
RP11-350G8.3,ENSG00000226855,883
AC093901.1,ENSG00000226856,979
DUTP3,ENSG00000226857,415
RP11-48F14.2,ENSG00000226859,690
AC109638.1,ENSG00000226860,326
RP5-1119O21.2,ENSG00000226861,901
RP11-569A11.1,ENSG00000226862,314
SHROOM2P1,ENSG00000226863,2384
ATE1-AS1,ENSG00000226864,951
RP13-77O11.8,ENSG00000226867,287
RP11-122M14.3,ENSG00000226868,174
LHFPL3-AS1,ENSG00000226869,3039
RP11-402P6.13,ENSG00000226870,834
AC135178.7,ENSG00000226871,537
AC002472.11,ENSG00000226872,563
CDY14P,ENSG00000226873,1014
AC005154.8,ENSG00000226874,379
ZNF877P,ENSG00000226875,612
RP11-36N20.1,ENSG00000226876,581
RP11-575L7.2,ENSG00000226877,977
GSTM3P2,ENSG00000226878,441
XX-2136C48.7,ENSG00000226880,283
H3F3AP5,ENSG00000226881,429
RP4-782L23.2,ENSG00000226883,767
AC016727.3,ENSG00000226884,166
E2F6P3,ENSG00000226885,743
AC093787.1,ENSG00000226886,207
ERVMER34-1,ENSG00000226887,4077
RP11-561G1.3,ENSG00000226888,339
RP11-474I16.8,ENSG00000226889,575
LA16c-395F10.1,ENSG00000226890,329
LINC01359,ENSG00000226891,4326
RP11-298J20.3,ENSG00000226899,830
RP11-432J24.5,ENSG00000226900,634
CHCHD2P1,ENSG00000226902,443
LINC00354,ENSG00000226903,590
RP11-561O23.8,ENSG00000226904,340
AC005040.3,ENSG00000226905,482
TTTY4,ENSG00000226906,1346
HIST1H2BPS3,ENSG00000226908,341
ISCA2P1,ENSG00000226912,448
BSN-AS2,ENSG00000226913,2603
AC068137.13,ENSG00000226915,584
LINC01276,ENSG00000226917,999
AC010086.1,ENSG00000226918,1052
RP11-80B9.1,ENSG00000226919,572
RP5-1068B5.5,ENSG00000226920,478
