ensg_id	gsymbol	ID
ENSG00000160712	IL6R	chr1:154407466:154407632:+@chr1:154408445:154408586:+@chr1:154420601:154420647:+
ENSG00000136244	IL6	chr7:22766766:22766900:+@chr7:22767063:22767253:+@chr7:22768312:22768425:+
ENSG00000136244	IL6	chr7:22766766:22766900:+@chr7:22767132:22767253:+@chr7:22768312:22768425:+
ENSG00000091181	IL5RA	chr3:3150234:3150375:-@chr3:3147152:3147220:-@chr3:3146587:3146671:-
ENSG00000077238	IL4R	chr16:27356190:27356341:+@chr16:27357788:27357939:+@chr16:27363861:27364017:+
ENSG00000077238	IL4R	chr16:27351507:27351594:+@chr16:27352391:27352634:+@chr16:27353442:27353580:+
ENSG00000077238	IL4R	chr16:27372087:27372136:+@chr16:27372261:27372341:+@chr16:27373573:27376099:+
ENSG00000077238	IL4R	chr16:27325251:27325341:+@chr16:27329956:27330088:+@chr16:27351507:27351594:+
ENSG00000077238	IL4R	chr16:27325251:27325341:+@chr16:27341387:27341519:+@chr16:27351507:27351594:+
ENSG00000077238	IL4R	chr16:27341387:27341519:+@chr16:27345637:27345738:+@chr16:27351507:27351594:+
ENSG00000104951,ENSG00000213024	IL4I1,NUP62	chr19:50432607:50432773:-@chr19:50430951:50431072:-@chr19:50410084:50413141:-
ENSG00000104951	IL4I1	chr19:50404896:50405078:-@chr19:50399405:50399439:-@chr19:50399072:50399310:-
ENSG00000113520	IL4	chr5:132009678:132009877:+@chr5:132010151:132010198:+@chr5:132015406:132015582:+
ENSG00000125571	IL37	chr2:113670548:113670671:+@chr2:113674706:113674825:+@chr2:113675212:113675354:+
ENSG00000125571	IL37	chr2:113671369:113671431:+@chr2:113674706:113674825:+@chr2:113675212:113675354:+
ENSG00000125571	IL37	chr2:113670548:113670671:+@chr2:113671369:113671431:+@chr2:113675212:113675354:+
ENSG00000125571	IL37	chr2:113670548:113670671:+@chr2:113671369:113671431:+@chr2:113674706:113674825:+
ENSG00000136688	IL36G	chr2:113736197:113736270:+@chr2:113736798:113736902:+@chr2:113737586:113737725:+
ENSG00000157368	IL34	chr16:70680451:70680878:+@chr16:70688441:70688574:+@chr16:70690505:70690582:+
ENSG00000137033	IL33	chr9:6251140:6251265:+@chr9:6252866:6252991:+@chr9:6253552:6253602:+
ENSG00000137033	IL33	chr9:6250474:6250599:+@chr9:6251140:6251265:+@chr9:6252866:6252991:+
ENSG00000008517	IL32	chr16:3115313:3115495:+@chr16:3115622:3115688:+@chr16:3115785:3115827:+
ENSG00000008517	IL32	chr16:3115313:3115495:+@chr16:3115622:3115688:+@chr16:3115782:3115827:+
ENSG00000008517	IL32	chr16:3115313:3115495:+@chr16:3115782:3115827:+@chr16:3117378:3117416:+
ENSG00000008517	IL32	chr16:3117378:3117416:+@chr16:3117985:3118011:+@chr16:3118181:3118240:+
ENSG00000008517	IL32	chr16:3117555:3117614:+@chr16:3117985:3118011:+@chr16:3118181:3118240:+
ENSG00000008517	IL32	chr16:3115313:3115495:+@chr16:3115643:3115688:+@chr16:3115785:3115827:+
ENSG00000008517	IL32	chr16:3115313:3115495:+@chr16:3115643:3115688:+@chr16:3115782:3115827:+
ENSG00000008517	IL32	chr16:3117985:3118011:+@chr16:3118181:3118240:+@chr16:3118991:3119668:+
ENSG00000008517	IL32	chr16:3117378:3117416:+@chr16:3117555:3117614:+@chr16:3117985:3118011:+
ENSG00000008517	IL32	chr16:3117378:3117416:+@chr16:3117555:3117614:+@chr16:3118181:3118240:+
ENSG00000008517	IL32	chr16:3115313:3115495:+@chr16:3115785:3115827:+@chr16:3117378:3117416:+
ENSG00000164509	IL31RA	chr5:55147207:55147461:+@chr5:55148023:55148140:+@chr5:55149150:55149395:+
ENSG00000164509	IL31RA	chr5:55155337:55155427:+@chr5:55162439:55162582:+@chr5:55164619:55164736:+
ENSG00000164509	IL31RA	chr5:55155337:55155427:+@chr5:55164619:55164736:+@chr5:55168098:55168279:+
ENSG00000164509	IL31RA	chr5:55147207:55147461:+@chr5:55149150:55149395:+@chr5:55155337:55155427:+
ENSG00000147168	IL2RG	chrX:70329078:70329240:-@chrX:70328449:70328545:-@chrX:70328127:70328196:-
ENSG00000147168	IL2RG	chrX:70330354:70330538:-@chrX:70330006:70330145:-@chrX:70329078:70329240:-
ENSG00000100385	IL2RB	chr22:37570998:37571094:-@chr22:37557833:37558023:-@chr22:37540125:37540245:-
ENSG00000134460	IL2RA	chr10:6066207:6066317:-@chr10:6061833:6061904:-@chr10:6061391:6061462:-
ENSG00000134460	IL2RA	chr10:6066207:6066317:-@chr10:6063468:6063656:-@chr10:6061833:6061904:-
ENSG00000134460	IL2RA	chr10:6066207:6066317:-@chr10:6063441:6063656:-@chr10:6061833:6061904:-
ENSG00000185436	IL28RA	chr1:24485964:24486123:-@chr1:24485542:24485672:-@chr1:24480647:24484381:-
ENSG00000185436	IL28RA	chr1:24513681:24513765:-@chr1:24507221:24507344:-@chr1:24495907:24496091:-
ENSG00000162892	IL24	chr1:207070788:207070960:+@chr1:207071076:207071221:+@chr1:207073640:207073702:+
ENSG00000162892	IL24	chr1:207073640:207073702:+@chr1:207074839:207074997:+@chr1:207075343:207075417:+
ENSG00000162892	IL24	chr1:207071076:207071221:+@chr1:207072665:207072860:+@chr1:207073640:207073702:+
ENSG00000162892	IL24	chr1:207071076:207071221:+@chr1:207072662:207072860:+@chr1:207073640:207073702:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666491:67666580:+@chr1:67702396:67702485:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666491:67666580:+@chr1:67685257:67685413:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666491:67666580:+@chr1:67672593:67672738:+
ENSG00000162594	IL23R	chr1:67666420:67666580:+@chr1:67672593:67672738:+@chr1:67702396:67702485:+
ENSG00000162594	IL23R	chr1:67666420:67666580:+@chr1:67672593:67672738:+@chr1:67685257:67685413:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67672593:67672738:+@chr1:67702396:67702485:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67672593:67672738:+@chr1:67685257:67685413:+
ENSG00000162594	IL23R	chr1:67702396:67702485:+@chr1:67705862:67705964:+@chr1:67721520:67721610:+
ENSG00000162594	IL23R	chr1:67685257:67685413:+@chr1:67705862:67705964:+@chr1:67721520:67721610:+
ENSG00000162594	IL23R	chr1:67635025:67635321:+@chr1:67648519:67648642:+@chr1:67666420:67666580:+
ENSG00000162594	IL23R	chr1:67685257:67685413:+@chr1:67721520:67721610:+@chr1:67724161:67725650:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666420:67666580:+@chr1:67702396:67702485:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666420:67666580:+@chr1:67685257:67685413:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666420:67666580:+@chr1:67672593:67672738:+
ENSG00000162594	IL23R	chr1:67705862:67705964:+@chr1:67717619:67717751:+@chr1:67721520:67721610:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666425:67666580:+@chr1:67702396:67702485:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666425:67666580:+@chr1:67685257:67685413:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67666425:67666580:+@chr1:67672593:67672738:+
ENSG00000162594	IL23R	chr1:67666420:67666580:+@chr1:67685257:67685413:+@chr1:67702396:67702485:+
ENSG00000162594	IL23R	chr1:67672593:67672738:+@chr1:67685257:67685413:+@chr1:67721520:67721610:+
ENSG00000162594	IL23R	chr1:67672593:67672738:+@chr1:67685257:67685413:+@chr1:67702396:67702485:+
ENSG00000162594	IL23R	chr1:67648519:67648642:+@chr1:67685257:67685413:+@chr1:67702396:67702485:+
ENSG00000162594	IL23R	chr1:67705862:67705964:+@chr1:67711478:67711639:+@chr1:67721520:67721610:+
ENSG00000162594	IL23R	chr1:67672593:67672738:+@chr1:67702396:67702485:+@chr1:67721520:67721610:+
ENSG00000162594	IL23R	chr1:67685257:67685413:+@chr1:67702396:67702485:+@chr1:67721520:67721610:+
ENSG00000162594	IL23R	chr1:67685257:67685413:+@chr1:67702396:67702485:+@chr1:67705862:67705964:+
ENSG00000164485	IL22RA2	chr6:137479484:137479619:-@chr6:137477896:137477991:-@chr6:137476078:137476256:-
ENSG00000142677	IL22RA1	chr1:24463621:24463799:-@chr1:24461372:24461426:-@chr1:24460701:24460876:-
ENSG00000103522	IL21R	chr16:27413483:27413939:+@chr16:27414401:27414541:+@chr16:27441377:27441441:+
ENSG00000174564	IL20RB	chr3:136708283:136708407:+@chr3:136710780:136710930:+@chr3:136714256:136714398:+
ENSG00000174564	IL20RB	chr3:136701002:136701192:+@chr3:136705536:136705626:+@chr3:136708283:136708407:+
ENSG00000016402	IL20RA	chr6:137338105:137338240:-@chr6:137332411:137332589:-@chr6:137330454:137330629:-
ENSG00000162891	IL20	chr1:207039829:207039981:+@chr1:207040729:207040803:+@chr1:207041832:207042568:+
ENSG00000136689	IL1RN	chr2:113875470:113875605:+@chr2:113877643:113877705:+@chr2:113879025:113879195:+
ENSG00000136689	IL1RN	chr2:113875470:113875605:+@chr2:113877643:113877705:+@chr2:113885266:113885317:+
ENSG00000136689	IL1RN	chr2:113875470:113875605:+@chr2:113879025:113879195:+@chr2:113885266:113885317:+
ENSG00000136689	IL1RN	chr2:113877643:113877705:+@chr2:113879025:113879195:+@chr2:113885266:113885317:+
ENSG00000115602,ENSG00000115604	IL1RL1,IL18R1	chr2:102953717:102953797:+@chr2:102954576:102954785:+@chr2:102955297:102955507:+
ENSG00000196083	IL1RAP	chr3:190231840:190232008:+@chr3:190273919:190274005:+@chr3:190282078:190282142:+
ENSG00000196083	IL1RAP	chr3:190231840:190232008:+@chr3:190268131:190268294:+@chr3:190273919:190274005:+
ENSG00000196083	IL1RAP	chr3:190231840:190232008:+@chr3:190272422:190272482:+@chr3:190282078:190282142:+
ENSG00000196083	IL1RAP	chr3:190345112:190345238:+@chr3:190347139:190347287:+@chr3:190362037:190362186:+
ENSG00000115594	IL1R1	chr2:102770401:102770477:+@chr2:102774179:102774245:+@chr2:102781234:102781468:+
ENSG00000115594	IL1R1	chr2:102770401:102770477:+@chr2:102772606:102772706:+@chr2:102774179:102774245:+
ENSG00000115594	IL1R1	chr2:102781234:102781468:+@chr2:102781575:102781764:+@chr2:102782573:102782741:+
ENSG00000115607	IL18RAP	chr2:103039638:103039807:+@chr2:103040271:103040595:+@chr2:103040691:103040874:+
ENSG00000115604,ENSG00000115602	IL18R1,IL1RL1	chr2:102956558:102956732:+@chr2:102957126:102957288:+@chr2:102958683:102958754:+
ENSG00000115604,ENSG00000115602	IL18R1,IL1RL1	chr2:102957126:102957288:+@chr2:102957648:102957817:+@chr2:102958683:102958754:+
ENSG00000115604	IL18R1	chr2:102979093:102979178:+@chr2:102984285:102984528:+@chr2:102988413:102988578:+
ENSG00000115604	IL18R1	chr2:102988413:102988578:+@chr2:102990397:102990453:+@chr2:102992367:102992523:+
ENSG00000137496	IL18BP	chr11:71709958:71710065:+@chr11:71710305:71710416:+@chr11:71710973:71711058:+
ENSG00000137496	IL18BP	chr11:71709958:71710065:+@chr11:71710274:71710416:+@chr11:71710973:71711058:+
ENSG00000137496	IL18BP	chr11:71709958:71710065:+@chr11:71710274:71710708:+@chr11:71710973:71711058:+
ENSG00000137496	IL18BP	chr11:71710305:71710416:+@chr11:71710663:71710708:+@chr11:71710973:71711058:+
ENSG00000150782	IL18	chr11:112025698:112025784:-@chr11:112024315:112024326:-@chr11:112020795:112020929:-
ENSG00000150782	IL18	chr11:112025698:112025784:-@chr11:112021720:112021795:-@chr11:112020795:112020929:-
ENSG00000163701	IL17RE	chr3:9949923:9949991:+@chr3:9950901:9950967:+@chr3:9952549:9952724:+
ENSG00000163701	IL17RE	chr3:9944512:9944748:+@chr3:9945716:9945835:+@chr3:9948048:9948145:+
ENSG00000163701	IL17RE	chr3:9945081:9945096:+@chr3:9945716:9945835:+@chr3:9948048:9948145:+
ENSG00000163701	IL17RE	chr3:9944512:9944748:+@chr3:9945081:9945096:+@chr3:9945716:9945835:+
ENSG00000163701	IL17RE	chr3:9944512:9944748:+@chr3:9945081:9945096:+@chr3:9948048:9948145:+
ENSG00000163701	IL17RE	chr3:9944512:9944748:+@chr3:9948048:9948145:+@chr3:9948390:9948549:+
ENSG00000144730	IL17RD	chr3:57204261:57204331:-@chr3:57203260:57203422:-@chr3:57154284:57154341:-
ENSG00000163702	IL17RC	chr3:9958758:9959104:+@chr3:9959203:9959317:+@chr3:9959397:9959418:+
ENSG00000163702	IL17RC	chr3:9962175:9962286:+@chr3:9962609:9962653:+@chr3:9965565:9965704:+
ENSG00000163702	IL17RC	chr3:9959607:9959759:+@chr3:9960184:9960282:+@chr3:9962175:9962286:+
ENSG00000163702	IL17RC	chr3:9959607:9959759:+@chr3:9960184:9960293:+@chr3:9962175:9962286:+
ENSG00000163702	IL17RC	chr3:9971536:9971581:+@chr3:9971712:9971833:+@chr3:9972084:9972143:+
ENSG00000163702	IL17RC	chr3:9971536:9971581:+@chr3:9971712:9971833:+@chr3:9972579:9972627:+
ENSG00000163702	IL17RC	chr3:9969989:9970170:+@chr3:9970264:9970314:+@chr3:9971536:9971581:+
ENSG00000163702	IL17RC	chr3:9974292:9974387:+@chr3:9974504:9974542:+@chr3:9974637:9975305:+
ENSG00000163702	IL17RC	chr3:9971712:9971833:+@chr3:9972084:9972143:+@chr3:9972579:9972627:+
ENSG00000163702	IL17RC	chr3:9971536:9971581:+@chr3:9972084:9972143:+@chr3:9972579:9972627:+
ENSG00000163702	IL17RC	chr3:9959607:9959759:+@chr3:9960019:9960093:+@chr3:9960184:9960293:+
ENSG00000163702	IL17RC	chr3:9959607:9959759:+@chr3:9960219:9960293:+@chr3:9962175:9962286:+
ENSG00000056736	IL17RB	chr3:53886898:53887024:+@chr3:53889321:53889368:+@chr3:53890871:53891013:+
ENSG00000177663	IL17RA	chr22:17565849:17566119:+@chr22:17577952:17577976:+@chr22:17578687:17578833:+
ENSG00000172458	IL17D	chr13:21278135:21278430:+@chr13:21291237:21291508:+@chr13:21295775:21297237:+
ENSG00000172349	IL16	chr15:81578039:81578171:+@chr15:81582245:81582386:+@chr15:81582794:81582881:+
ENSG00000172349	IL16	chr15:81475093:81475237:+@chr15:81480694:81480744:+@chr15:81517640:81518052:+
ENSG00000172349	IL16	chr15:81480694:81480744:+@chr15:81492736:81492811:+@chr15:81517640:81518052:+
ENSG00000172349	IL16	chr15:81584897:81585378:+@chr15:81587673:81587861:+@chr15:81589269:81589419:+
ENSG00000134470	IL15RA	chr10:6010739:6010891:-@chr10:6010557:6010666:-@chr10:6008108:6008302:-
ENSG00000134470	IL15RA	chr10:6019368:6019574:-@chr10:6005706:6005804:-@chr10:6002330:6002530:-
ENSG00000134470	IL15RA	chr10:6008108:6008302:-@chr10:6005706:6005804:-@chr10:6002330:6002530:-
ENSG00000134470	IL15RA	chr10:6008108:6008302:-@chr10:6005706:6005801:-@chr10:6002330:6002530:-
ENSG00000134470	IL15RA	chr10:6001717:6001749:-@chr10:6000204:6000314:-@chr10:5998342:5998417:-
ENSG00000134470	IL15RA	chr10:6019368:6019574:-@chr10:6008108:6008302:-@chr10:6002330:6002530:-
ENSG00000134470	IL15RA	chr10:6019368:6019574:-@chr10:6008108:6008302:-@chr10:6005706:6005804:-
ENSG00000134470	IL15RA	chr10:6019740:6020150:-@chr10:6008108:6008302:-@chr10:6002330:6002530:-
ENSG00000134470	IL15RA	chr10:6019368:6019574:-@chr10:6010739:6010891:-@chr10:6008108:6008302:-
ENSG00000134470	IL15RA	chr10:6019740:6020150:-@chr10:6010739:6010891:-@chr10:6008108:6008302:-
ENSG00000164136	IL15	chr4:142641622:142641719:+@chr4:142642212:142642330:+@chr4:142643077:142643161:+
ENSG00000164136	IL15	chr4:142577339:142577460:+@chr4:142609975:142610188:+@chr4:142640519:142640629:+
ENSG00000131724	IL13RA1	chrX:117892018:117892205:+@chrX:117892828:117892932:+@chrX:117895101:117895252:+
ENSG00000169194	IL13	chr5:131992758:131992936:+@chr5:131993982:131994052:+@chr5:131995110:131995163:+
ENSG00000169194	IL13	chr5:131991955:131992322:+@chr5:131992758:131992936:+@chr5:131993982:131994052:+
ENSG00000081985	IL12RB2	chr1:67852262:67852352:+@chr1:67855712:67855811:+@chr1:67861230:67862583:+
ENSG00000081985	IL12RB2	chr1:67845669:67845806:+@chr1:67855712:67855811:+@chr1:67861230:67862583:+
ENSG00000081985	IL12RB2	chr1:67838119:67838217:+@chr1:67838308:67838466:+@chr1:67845669:67845806:+
ENSG00000081985	IL12RB2	chr1:67833508:67833708:+@chr1:67838119:67838217:+@chr1:67845669:67845806:+
ENSG00000081985	IL12RB2	chr1:67773047:67773650:+@chr1:67779596:67779683:+@chr1:67786016:67786127:+
ENSG00000081985	IL12RB2	chr1:67845669:67845806:+@chr1:67852262:67852352:+@chr1:67855712:67855811:+
ENSG00000081985	IL12RB2	chr1:67845669:67845806:+@chr1:67852262:67852352:+@chr1:67861230:67862583:+
ENSG00000081985	IL12RB2	chr1:67852262:67852352:+@chr1:67852798:67852890:+@chr1:67855712:67855811:+
ENSG00000168811	IL12A	chr3:159710799:159710912:+@chr3:159711238:159711279:+@chr3:159711355:159711396:+
ENSG00000168811	IL12A	chr3:159707954:159708099:+@chr3:159710799:159710912:+@chr3:159711238:159711279:+
ENSG00000137070,ENSG00000258728	IL11RA,GALT	chr9:34655215:34655314:+@chr9:34655602:34655662:+@chr9:34656736:34656905:+
ENSG00000137070	IL11RA	chr9:34655602:34655662:+@chr9:34656736:34656905:+@chr9:34657032:34657146:+
ENSG00000137070	IL11RA	chr9:34655215:34655314:+@chr9:34656736:34656905:+@chr9:34657032:34657146:+
ENSG00000137070	IL11RA	chr9:34655215:34655314:+@chr9:34655602:34655662:+@chr9:34657032:34657146:+
ENSG00000095752	IL11	chr19:55881672:55881814:-@chr19:55880137:55880309:-@chr19:55879851:55879937:-
ENSG00000243646	IL10RB	chr21:34660409:34660566:+@chr21:34666317:34666432:+@chr21:34668489:34669539:+
ENSG00000110324	IL10RA	chr11:117859097:117859217:+@chr11:117860157:117860335:+@chr11:117863956:117864125:+
ENSG00000110324	IL10RA	chr11:117857106:117857249:+@chr11:117857399:117857528:+@chr11:117859097:117859217:+
ENSG00000110324	IL10RA	chr11:117857106:117857249:+@chr11:117857322:117857528:+@chr11:117859097:117859217:+
ENSG00000095574	IKZF5	chr10:124766542:124766692:-@chr10:124765756:124765863:-@chr10:124758009:124758187:-
ENSG00000123411	IKZF4	chr12:56414689:56415364:+@chr12:56417455:56417548:+@chr12:56418838:56418942:+
ENSG00000123411	IKZF4	chr12:56417455:56417548:+@chr12:56418446:56418689:+@chr12:56418838:56418942:+
ENSG00000123411	IKZF4	chr12:56401443:56401518:+@chr12:56405201:56405278:+@chr12:56411910:56411961:+
ENSG00000161405	IKZF3	chr17:37948926:37949186:-@chr17:37944511:37944627:-@chr17:37933904:37934020:-
ENSG00000161405	IKZF3	chr17:37985640:37985741:-@chr17:37944511:37944627:-@chr17:37933904:37934020:-
ENSG00000161405	IKZF3	chr17:37947669:37947836:-@chr17:37944511:37944627:-@chr17:37933904:37934020:-
ENSG00000161405	IKZF3	chr17:37985640:37985741:-@chr17:37948926:37949186:-@chr17:37947669:37947836:-
ENSG00000161405	IKZF3	chr17:37985640:37985741:-@chr17:37948926:37949186:-@chr17:37944511:37944627:-
ENSG00000161405	IKZF3	chr17:37985640:37985741:-@chr17:37948926:37949186:-@chr17:37933904:37934020:-
ENSG00000161405	IKZF3	chr17:37988351:37988404:-@chr17:37985640:37985741:-@chr17:37948926:37949186:-
ENSG00000161405	IKZF3	chr17:37944511:37944627:-@chr17:37934138:37934263:-@chr17:37933904:37934020:-
ENSG00000161405	IKZF3	chr17:37948926:37949186:-@chr17:37947669:37947836:-@chr17:37944511:37944627:-
ENSG00000161405	IKZF3	chr17:37948926:37949186:-@chr17:37947669:37947836:-@chr17:37933904:37934020:-
ENSG00000161405	IKZF3	chr17:37985640:37985741:-@chr17:37947669:37947836:-@chr17:37944511:37944627:-
ENSG00000161405	IKZF3	chr17:37985640:37985741:-@chr17:37947669:37947836:-@chr17:37933904:37934020:-
ENSG00000030419	IKZF2	chr2:213886368:213886444:-@chr2:213881647:213881768:-@chr2:213878515:213878658:-
ENSG00000030419	IKZF2	chr2:213962601:213962684:-@chr2:213945894:213945962:-@chr2:213921557:213921823:-
ENSG00000030419	IKZF2	chr2:213914437:213914604:-@chr2:213886717:213886854:-@chr2:213878515:213878658:-
ENSG00000030419	IKZF2	chr2:213921557:213921823:-@chr2:213921290:213921468:-@chr2:213914437:213914604:-
ENSG00000030419	IKZF2	chr2:213886717:213886854:-@chr2:213886368:213886444:-@chr2:213878515:213878658:-
ENSG00000030419	IKZF2	chr2:214012432:214012536:-@chr2:213962601:213962684:-@chr2:213921557:213921823:-
ENSG00000030419	IKZF2	chr2:213962601:213962684:-@chr2:213921557:213921823:-@chr2:213914437:213914604:-
ENSG00000030419	IKZF2	chr2:213962601:213962684:-@chr2:213921635:213921823:-@chr2:213914437:213914604:-
ENSG00000185811	IKZF1	chr7:50450238:50450405:+@chr7:50455043:50455168:+@chr7:50459427:50459561:+
ENSG00000185811	IKZF1	chr7:50358644:50358697:+@chr7:50455043:50455168:+@chr7:50459427:50459561:+
ENSG00000185811	IKZF1	chr7:50450238:50450405:+@chr7:50459427:50459531:+@chr7:50467616:50472798:+
ENSG00000185811	IKZF1	chr7:50358644:50358697:+@chr7:50459427:50459531:+@chr7:50467616:50472798:+
ENSG00000185811	IKZF1	chr7:50450238:50450405:+@chr7:50459427:50459561:+@chr7:50467616:50472798:+
ENSG00000185811	IKZF1	chr7:50358644:50358697:+@chr7:50459427:50459561:+@chr7:50467616:50472798:+
ENSG00000185811	IKZF1	chr7:50444231:50444491:+@chr7:50450238:50450405:+@chr7:50467616:50472798:+
ENSG00000185811	IKZF1	chr7:50367234:50367353:+@chr7:50450238:50450405:+@chr7:50467616:50472798:+
ENSG00000185811	IKZF1	chr7:50367234:50367353:+@chr7:50444231:50444491:+@chr7:50467616:50472798:+
ENSG00000185811	IKZF1	chr7:50367234:50367353:+@chr7:50444231:50444491:+@chr7:50450238:50450405:+
ENSG00000185811	IKZF1	chr7:50358644:50358697:+@chr7:50367234:50367353:+@chr7:50467616:50472798:+
ENSG00000073009	IKBKG	chrX:153784380:153784591:+@chrX:153786750:153786865:+@chrX:153789903:153789999:+
ENSG00000073009	IKBKG	chrX:153789903:153789999:+@chrX:153791025:153791168:+@chrX:153791774:153791916:+
ENSG00000073009	IKBKG	chrX:153786747:153786865:+@chrX:153788622:153788774:+@chrX:153789903:153789999:+
ENSG00000073009	IKBKG	chrX:153784380:153784591:+@chrX:153786747:153786865:+@chrX:153789903:153789999:+
ENSG00000073009	IKBKG	chrX:153769414:153769606:+@chrX:153770497:153770667:+@chrX:153780203:153780404:+
ENSG00000143466	IKBKE	chr1:206666356:206666452:+@chr1:206666599:206666711:+@chr1:206667253:206667324:+
ENSG00000143466	IKBKE	chr1:206644499:206644588:+@chr1:206646539:206646657:+@chr1:206647674:206647814:+
ENSG00000104365	IKBKB	chr8:42128820:42128987:+@chr8:42129601:42129723:+@chr8:42146152:42146246:+
ENSG00000104365	IKBKB	chr8:42176788:42176939:+@chr8:42177103:42177164:+@chr8:42178253:42178362:+
ENSG00000104365	IKBKB	chr8:42129601:42129723:+@chr8:42146152:42146246:+@chr8:42147674:42147791:+
ENSG00000070061	IKBKAP	chr9:111640275:111640429:-@chr9:111637913:111638015:-@chr9:111637175:111637250:-
ENSG00000113141	IK	chr5:140028056:140028122:+@chr5:140028468:140028565:+@chr5:140031299:140031391:+
ENSG00000085552	IGSF9	chr1:159901243:159901393:-@chr1:159900928:159901051:-@chr1:159900482:159900657:-
ENSG00000085552	IGSF9	chr1:159901602:159901718:-@chr1:159901243:159901393:-@chr1:159900928:159901051:-
ENSG00000143061	IGSF3	chr1:117150564:117150953:-@chr1:117149114:117149173:-@chr1:117146246:117146647:-
ENSG00000179057	IGSF22	chr11:18730934:18731230:-@chr11:18729754:18729842:-@chr11:18729351:18729543:-
ENSG00000179057	IGSF22	chr11:18735399:18735695:-@chr11:18733629:18733931:-@chr11:18732202:18732375:-
ENSG00000144847	IGSF11	chr3:118753378:118753676:-@chr3:118668076:118668165:-@chr3:118648959:118649122:-
ENSG00000144847	IGSF11	chr3:118823991:118824052:-@chr3:118668076:118668165:-@chr3:118648959:118649122:-
ENSG00000144847	IGSF11	chr3:118864660:118864898:-@chr3:118831521:118831625:-@chr3:118823991:118824052:-
ENSG00000144847	IGSF11	chr3:118864660:118864898:-@chr3:118831497:118831625:-@chr3:118823991:118824052:-
ENSG00000147255	IGSF1	chrX:130420579:130420715:-@chrX:130420411:130420437:-@chrX:130419741:130420022:-
ENSG00000211662	IGLV3-21	chr22:23054770:23054949:+@chr22:23055072:23055083:+@chr22:23055384:23055688:+
ENSG00000128322	IGLL1	chr22:23922172:23922495:-@chr22:23917154:23917272:-@chr22:23915313:23915772:-
ENSG00000128322	IGLL1	chr22:23922172:23922495:-@chr22:23917154:23917269:-@chr22:23915313:23915772:-
ENSG00000132465	IGJ	chr4:71532144:71532348:-@chr4:71529819:71529866:-@chr4:71527809:71527932:-
ENSG00000132465	IGJ	chr4:71532144:71532348:-@chr4:71531577:71531603:-@chr4:71527809:71527932:-
ENSG00000132740	IGHMBP2	chr11:68675613:68675805:+@chr11:68676002:68676099:+@chr11:68678908:68679071:+
ENSG00000132740	IGHMBP2	chr11:68696651:68696825:+@chr11:68697791:68697902:+@chr11:68700767:68700949:+
ENSG00000132740	IGHMBP2	chr11:68671319:68671506:+@chr11:68673537:68673710:+@chr11:68675613:68675805:+
ENSG00000132740	IGHMBP2	chr11:68671319:68671506:+@chr11:68673537:68673706:+@chr11:68675613:68675805:+
ENSG00000132740	IGHMBP2	chr11:68671319:68671506:+@chr11:68673537:68673852:+@chr11:68675613:68675805:+
ENSG00000132740	IGHMBP2	chr11:68701932:68702026:+@chr11:68702767:68702890:+@chr11:68703705:68704559:+
ENSG00000211897	IGHG3	chr14:106236630:106236674:-@chr14:106236442:106236486:-@chr14:106235994:106236323:-
ENSG00000163395	IGFN1	chr1:201191867:201191955:+@chr1:201193807:201194002:+@chr1:201194952:201195251:+
ENSG00000167779	IGFBP6	chr12:53491436:53491835:+@chr12:53493051:53493108:+@chr12:53494496:53494641:+
ENSG00000146678	IGFBP1	chr7:45930147:45930316:+@chr7:45931531:45931659:+@chr7:45932559:45933267:+
ENSG00000136231	IGF2BP3	chr7:23458395:23458443:-@chr7:23402146:23402294:-@chr7:23401309:23401360:-
ENSG00000136231	IGF2BP3	chr7:23508101:23508161:-@chr7:23458395:23458443:-@chr7:23401153:23401216:-
ENSG00000136231	IGF2BP3	chr7:23458395:23458443:-@chr7:23455748:23455838:-@chr7:23401309:23401360:-
ENSG00000136231	IGF2BP3	chr7:23385559:23385681:-@chr7:23383337:23383472:-@chr7:23381683:23381808:-
ENSG00000136231	IGF2BP3	chr7:23458395:23458443:-@chr7:23401309:23401360:-@chr7:23401153:23401216:-
ENSG00000136231	IGF2BP3	chr7:23381683:23381808:-@chr7:23358757:23358873:-@chr7:23357258:23357332:-
ENSG00000073792	IGF2BP2	chr3:185414400:185414451:-@chr3:185410487:185410550:-@chr3:185407143:185407415:-
ENSG00000073792	IGF2BP2	chr3:185393084:185393219:-@chr3:185390329:185390457:-@chr3:185376129:185376197:-
ENSG00000073792	IGF2BP2	chr3:185414400:185414451:-@chr3:185410965:185411016:-@chr3:185410487:185410550:-
