ID	Symbol	Entrez_Gene_ID	Geneid	hgnc_symbol	entrezgene_id	biotype
ILMN_1735208	IL22	50616	ENSG00000127318	IL22	50616	protein_coding
ILMN_2100046	IL22	50616	ENSG00000127318	IL22	50616	protein_coding
ILMN_1812896	ATP6V0A4	50617	ENSG00000105929	ATP6V0A4	50617	protein_coding
ILMN_1678186	ATP6V0A4	50617	ENSG00000105929	ATP6V0A4	50617	protein_coding
ILMN_2394287	ATP6V0A4	50617	ENSG00000105929	ATP6V0A4	50617	protein_coding
ILMN_1721788	ATP6V0A4	50617	ENSG00000105929	ATP6V0A4	50617	protein_coding
ILMN_1714372	ITSN2	50618	ENSG00000198399	ITSN2	50618	protein_coding
ILMN_2317739	ITSN2	50618	ENSG00000198399	ITSN2	50618	protein_coding
ILMN_2145280	DEF6	50619	ENSG00000023892	DEF6	50619	protein_coding
ILMN_1734909	CUZD1	50624	ENSG00000138161	CUZD1	50624	protein_coding
ILMN_1717975	CYHR1	50626	ENSG00000187954	CYHR1	50626	protein_coding
ILMN_1770206	GEMIN4	50628	ENSG00000179409	GEMIN4	50628	protein_coding
ILMN_1771622	DRD1IP	50632	ENSG00000130643	CALY	50632	protein_coding
ILMN_3238986	CALY	50632	ENSG00000130643	CALY	50632	protein_coding
ILMN_1732948	ANO7	50636	ENSG00000146205	ANO7	50636	protein_coding
ILMN_1675423	ANO7	50636	ENSG00000146205	ANO7	50636	protein_coding
ILMN_1683824	ANO7	50636	ENSG00000146205	ANO7	50636	protein_coding
ILMN_1680223	PNPLA8	50640	ENSG00000135241	PNPLA8	50640	protein_coding
ILMN_2180582	PNPLA8	50640	ENSG00000135241	PNPLA8	50640	protein_coding
ILMN_1666076	ARHGEF4	50649	ENSG00000136002	ARHGEF4	50649	protein_coding
ILMN_2342282	ARHGEF4	50649	ENSG00000136002	ARHGEF4	50649	protein_coding
ILMN_1781010	ARHGEF3	50650	ENSG00000163947	ARHGEF3	50650	protein_coding
ILMN_2324162	SLC45A1	50651	ENSG00000162426	SLC45A1	50651	protein_coding
ILMN_3239648	PCA3	50652	ENSG00000225937	PCA3	50652	lncRNA
ILMN_1765244	NEUROG3	50674	ENSG00000122859	NEUROG3	50674	protein_coding
ILMN_1813296	RDH8	50700	ENSG00000080511	RDH8	50700	protein_coding
ILMN_3244963	WDR42A	50717	ENSG00000132716	DCAF8	50717	protein_coding
ILMN_1686791	KCNK4	50801	ENSG00000182450	KCNK4	50801	protein_coding
ILMN_1721027	KCNK4	50801	ENSG00000182450	KCNK4	50801	protein_coding
ILMN_1710329	MYEF2	50804	ENSG00000104177	MYEF2	50804	protein_coding
ILMN_1684108	IRX4	50805	ENSG00000113430	IRX4	50805	protein_coding
ILMN_2233366	ASAP1	50807	ENSG00000153317	ASAP1	50807	protein_coding
ILMN_3245057	ASAP1	50807	ENSG00000153317	ASAP1	50807	protein_coding
ILMN_1690963	ASAP1	50807	ENSG00000153317	ASAP1	50807	protein_coding
ILMN_1778173	AK3	50808	ENSG00000147853	AK3	50808	protein_coding
ILMN_1701169	HP1BP3	50809	ENSG00000127483	HP1BP3	50809	protein_coding
ILMN_1784256	HDGFRP3	50810	ENSG00000166503	HDGFL3	50810	protein_coding
ILMN_1758412	COPS7A	50813	ENSG00000111652	COPS7A	50813	protein_coding
ILMN_1692163	NSDHL	50814	ENSG00000147383	NSDHL	50814	protein_coding
ILMN_1718253	TAS2R3	50831	ENSG00000127362	TAS2R3	50831	protein_coding
ILMN_1745038	TAS2R4	50832	ENSG00000127364	TAS2R4	50832	protein_coding
ILMN_1706672	TAS2R16	50833	ENSG00000128519	TAS2R16	50833	protein_coding
ILMN_1809098	TAS2R1	50834	ENSG00000169777	TAS2R1	50834	protein_coding
ILMN_1732309	TAS2R9	50835	ENSG00000121381	TAS2R9	50835	protein_coding
ILMN_2107040	TAS2R8	50836	ENSG00000121314	TAS2R8	50836	protein_coding
ILMN_1807159	TAS2R8	50836	ENSG00000121314	TAS2R8	50836	protein_coding
ILMN_1739653	TAS2R7	50837	ENSG00000121377	TAS2R7	50837	protein_coding
ILMN_1696528	TAS2R13	50838	ENSG00000212128	TAS2R13	50838	protein_coding
ILMN_1811799	TAS2R10	50839	ENSG00000121318	TAS2R10	50839	protein_coding
ILMN_1801349	TAS2R14	50840	ENSG00000212127	TAS2R14	50840	protein_coding
ILMN_1799996	DHH	50846	ENSG00000139549	DHH	50846	protein_coding
ILMN_2406532	F11R	50848	ENSG00000158769	F11R	50848	protein_coding
ILMN_2342033	F11R	50848	ENSG00000158769	F11R	50848	protein_coding
ILMN_2270053	F11R	50848	ENSG00000158769	F11R	50848	protein_coding
ILMN_2124833	TRAT1	50852	ENSG00000163519	TRAT1	50852	protein_coding
ILMN_1684943	TRAT1	50852	ENSG00000163519	TRAT1	50852	protein_coding
ILMN_1778650	VILL	50853	ENSG00000136059	VILL	50853	protein_coding
ILMN_2391765	C6orf48	50854	ENSG00000204387	SNHG32	50854	lncRNA
ILMN_2285708	C6orf48	50854	ENSG00000204387	SNHG32	50854	lncRNA
ILMN_1654112	PARD6A	50855	ENSG00000102981	PARD6A	50855	protein_coding
ILMN_2323848	PARD6A	50855	ENSG00000102981	PARD6A	50855	protein_coding
ILMN_2399363	CLEC4A	50856	ENSG00000111729	CLEC4A	50856	protein_coding
ILMN_1709204	CLEC4A	50856	ENSG00000111729	CLEC4A	50856	protein_coding
ILMN_2204360	TTTY1	50858	ENSG00000129845	TTTY1	50858	lncRNA
ILMN_2342559	SPOCK3	50859	ENSG00000196104	SPOCK3	50859	protein_coding
ILMN_3244117	STMN3	50861	ENSG00000197457	STMN3	50861	protein_coding
ILMN_1815010	RNF141	50862	ENSG00000110315	RNF141	50862	protein_coding
ILMN_2351466	NTM	50863	ENSG00000182667	NTM	50863	protein_coding
ILMN_2263086	NTM	50863	ENSG00000182667	NTM	50863	protein_coding
ILMN_1798379	NTM	50863	ENSG00000182667	NTM	50863	protein_coding
ILMN_1802557	HEBP1	50865	ENSG00000013583	HEBP1	50865	protein_coding
ILMN_1702517	CDON	50937	ENSG00000064309	CDON	50937	protein_coding
ILMN_1699576	CDON	50937	ENSG00000064309	CDON	50937	protein_coding
ILMN_1679690	IMPG2	50939	ENSG00000081148	IMPG2	50939	protein_coding
ILMN_2364600	PDE11A	50940	ENSG00000128655	PDE11A	50940	protein_coding
ILMN_1813325	PDE11A	50940	ENSG00000128655	PDE11A	50940	protein_coding
ILMN_2278246	PDE11A	50940	ENSG00000128655	PDE11A	50940	protein_coding
ILMN_1768049	FOXP3	50943	ENSG00000049768	FOXP3	50943	protein_coding
ILMN_1747754	SHANK1	50944	ENSG00000161681	SHANK1	50944	protein_coding
ILMN_1664276	TBX22	50945	ENSG00000122145	TBX22	50945	protein_coding
ILMN_2161194	TBX22	50945	ENSG00000122145	TBX22	50945	protein_coding
ILMN_1700705	SOST	50964	ENSG00000167941	SOST	50964	protein_coding
ILMN_1781242	SOST	50964	ENSG00000167941	SOST	50964	protein_coding
ILMN_1803279	TMED5	50999	ENSG00000117500	TMED5	50999	protein_coding
ILMN_1682910	SLC35B3	51000	ENSG00000124786	SLC35B3	51000	protein_coding
ILMN_1782504	MTERFD1	51001	ENSG00000156469	MTERF3	51001	protein_coding
ILMN_2044617	MTERFD1	51001	ENSG00000156469	MTERF3	51001	protein_coding
ILMN_2118910	TPRKB	51002	ENSG00000144034	TPRKB	51002	protein_coding
ILMN_1690307	TPRKB	51002	ENSG00000144034	TPRKB	51002	protein_coding
ILMN_1756041	MED31	51003	ENSG00000108590	MED31	51003	protein_coding
ILMN_3251451	MED31	51003	ENSG00000108590	MED31	51003	protein_coding
ILMN_1783985	COQ6	51004	ENSG00000119723	COQ6	51004	protein_coding
ILMN_1664367	COQ6	51004	ENSG00000119723	COQ6	51004	protein_coding
ILMN_1695759	AMDHD2	51005	ENSG00000162066	AMDHD2	51005	protein_coding
ILMN_2358914	SLC35C2	51006	ENSG00000080189	SLC35C2	51006	protein_coding
ILMN_1754235	SLC35C2	51006	ENSG00000080189	SLC35C2	51006	protein_coding
ILMN_1776542	SLC35C2	51006	ENSG00000080189	SLC35C2	51006	protein_coding
ILMN_1685097	ASCC1	51008	ENSG00000138303	ASCC1	51008	protein_coding
ILMN_1761969	DERL2	51009	ENSG00000072849	DERL2	51009	protein_coding
ILMN_1734194	EXOSC3	51010	ENSG00000107371	EXOSC3	51010	protein_coding
ILMN_1708936	EXOSC3	51010	ENSG00000107371	EXOSC3	51010	protein_coding
ILMN_2102951	FAHD2A	51011	ENSG00000115042	FAHD2A	51011	protein_coding
ILMN_1772409	FAHD2A	51011	ENSG00000115042	FAHD2A	51011	protein_coding
ILMN_1728168	C20orf45	51012	ENSG00000101166	PRELID3B	51012	protein_coding
ILMN_3240893	SLMO2	51012	ENSG00000101166	PRELID3B	51012	protein_coding
ILMN_2396648	EXOSC1	51013	ENSG00000171311	EXOSC1	51013	protein_coding
ILMN_1672405	TMED7	51014	ENSG00000134970	TMED7	51014	protein_coding
ILMN_2186482	TMED7	51014	ENSG00000134970	TMED7	51014	protein_coding
ILMN_1764861	ISOC1	51015	ENSG00000066583	ISOC1	51015	protein_coding
ILMN_1755677	FAM158A	51016	ENSG00000100908	EMC9	51016	protein_coding
ILMN_1685661	RRP15	51018	ENSG00000067533	RRP15	51018	protein_coding
ILMN_1715569	CCDC53	51019	ENSG00000120860	WASHC3	51019	protein_coding
ILMN_1753745	HDDC2	51020	ENSG00000111906	HDDC2	51020	protein_coding
ILMN_1775744	MRPS16	51021	ENSG00000182180	MRPS16	51021	protein_coding
ILMN_2258268	GLRX2	51022	ENSG00000023572	GLRX2	51022	protein_coding
ILMN_1737912	GLRX2	51022	ENSG00000023572	GLRX2	51022	protein_coding
ILMN_1680727	GLRX2	51022	ENSG00000023572	GLRX2	51022	protein_coding
ILMN_2085903	MRPS18C	51023	ENSG00000163319	MRPS18C	51023	protein_coding
ILMN_1658416	MRPS18C	51023	ENSG00000163319	MRPS18C	51023	protein_coding
ILMN_1658351	FIS1	51024	ENSG00000214253	FIS1	51024	protein_coding
ILMN_1763884	Magmas	51025	ENSG00000217930	PAM16	51025	protein_coding
ILMN_1767837	GOLT1B	51026	ENSG00000111711	GOLT1B	51026	protein_coding
ILMN_1793966	BOLA1	51027	ENSG00000178096	BOLA1	51027	protein_coding
ILMN_1802519	VPS36	51028	ENSG00000136100	VPS36	51028	protein_coding
ILMN_1660840	PPPDE1	51029	ENSG00000121644	DESI2	51029	protein_coding
ILMN_1661593	FAM18B	51030	ENSG00000171928	TVP23B	51030	protein_coding
ILMN_1751492	FAM18B	51030	ENSG00000171928	TVP23B	51030	protein_coding
ILMN_1738656	GLOD4	51031	ENSG00000167699	GLOD4	51031	protein_coding
ILMN_1688458	CELA2B	51032	ENSG00000215704	CELA2B	51032	protein_coding
ILMN_1812769	UBXN1	51035	ENSG00000162191	UBXN1	51035	protein_coding
ILMN_1703441	ZNF593	51042	ENSG00000142684	ZNF593	51042	protein_coding
ILMN_1736954	ZBTB7B	51043	ENSG00000160685	ZBTB7B	51043	protein_coding
ILMN_1697301	ST8SIA3	51046	ENSG00000177511	ST8SIA3	51046	protein_coding
ILMN_2071446	PI15	51050	ENSG00000137558	PI15	51050	protein_coding
ILMN_1661895	PI15	51050	ENSG00000137558	PI15	51050	protein_coding
ILMN_1758266	PRLH	51052	ENSG00000071677	PRLH	51052	protein_coding
ILMN_1720114	GMNN	51053	ENSG00000112312	GMNN	51053	protein_coding
ILMN_1706610	PLEKHA9	51054	ENSG00000134297	PLEKHA8P1	51054	transcribed_processed_pseudogene
ILMN_1683792	LAP3	51056	ENSG00000002549	LAP3	51056	protein_coding
ILMN_2360929	C2orf86	51057	ENSG00000143951	WDPCP	51057	protein_coding
ILMN_1717010	C2orf86	51057	ENSG00000143951	WDPCP	51057	protein_coding
ILMN_2045175	ZNF691	51058	ENSG00000164011	ZNF691	51058	protein_coding
ILMN_1651685	C8ORFK32	51059	ENSG00000147724	FAM135B	51059	protein_coding
ILMN_3239500	FAM135B	51059	ENSG00000147724	FAM135B	51059	protein_coding
ILMN_1783753	TXNDC12	51060	ENSG00000117862	TXNDC12	51060	protein_coding
ILMN_1771862	TXNDC11	51061	ENSG00000153066	TXNDC11	51061	protein_coding
ILMN_1689251	SPG3A	51062	ENSG00000198513	ATL1	51062	protein_coding
ILMN_3181411	ATL1	51062	ENSG00000198513	ATL1	51062	protein_coding
ILMN_3255124	ATL1	51062	ENSG00000198513	ATL1	51062	protein_coding
ILMN_2381476	SPG3A	51062	ENSG00000198513	ATL1	51062	protein_coding
ILMN_1766200	CALHM2	51063	ENSG00000138172	CALHM2	51063	protein_coding
ILMN_1712678	RPS27L	51065	ENSG00000185088	RPS27L	51065	protein_coding
ILMN_2126802	RPS27L	51065	ENSG00000185088	RPS27L	51065	protein_coding
ILMN_1666731	C3orf32	51066	ENSG00000125046	SSUH2	51066	protein_coding
ILMN_1782635	YARS2	51067	ENSG00000139131	YARS2	51067	protein_coding
ILMN_2232430	NMD3	51068	ENSG00000169251	NMD3	51068	protein_coding
ILMN_1763264	MRPL2	51069	ENSG00000112651	MRPL2	51069	protein_coding
ILMN_1759436	NOSIP	51070	ENSG00000142546	NOSIP	51070	protein_coding
ILMN_1811551	DERA	51071	ENSG00000023697	DERA	51071	protein_coding
ILMN_1741599	MEMO1	51072	ENSG00000162959	MEMO1	51072	protein_coding
ILMN_2352042	MRPL4	51073	ENSG00000105364	MRPL4	51073	protein_coding
ILMN_1804207	MRPL4	51073	ENSG00000105364	MRPL4	51073	protein_coding
ILMN_1681230	MRPL4	51073	ENSG00000105364	MRPL4	51073	protein_coding
ILMN_2128293	APIP	51074	ENSG00000149089	APIP	51074	protein_coding
ILMN_1799367	TXNDC14	51075	ENSG00000213593	TMX2	51075	protein_coding
ILMN_1765044	CUTC	51076	ENSG00000119929	CUTC	51076	protein_coding
ILMN_2189869	FCF1	51077	ENSG00000119616	FCF1	51077	protein_coding
ILMN_2189870	FCF1	51077	ENSG00000119616	FCF1	51077	protein_coding
ILMN_2183261	THAP4	51078	ENSG00000176946	THAP4	51078	protein_coding
ILMN_1767139	NDUFA13	51079	ENSG00000186010	NDUFA13	51079	protein_coding
ILMN_1813389	MRPS7	51081	ENSG00000125445	MRPS7	51081	protein_coding
ILMN_1742427	POLR1D	51082	ENSG00000186184	POLR1D	51082	protein_coding
ILMN_1767422	POLR1D	51082	ENSG00000186184	POLR1D	51082	protein_coding
ILMN_1682015	GAL	51083	ENSG00000069482	GAL	51083	protein_coding
ILMN_1714397	CRYL1	51084	ENSG00000165475	CRYL1	51084	protein_coding
ILMN_1722073	MLXIPL	51085	ENSG00000009950	MLXIPL	51085	protein_coding
ILMN_2399919	MLXIPL	51085	ENSG00000009950	MLXIPL	51085	protein_coding
ILMN_1799141	TNNI3K	51086	ENSG00000116783	TNNI3K	51086	protein_coding
ILMN_1755354	YBX2	51087	ENSG00000006047	YBX2	51087	protein_coding
ILMN_2258234	KLHL5	51088	ENSG00000109790	KLHL5	51088	protein_coding
ILMN_2342437	KLHL5	51088	ENSG00000109790	KLHL5	51088	protein_coding
ILMN_1706687	KLHL5	51088	ENSG00000109790	KLHL5	51088	protein_coding
ILMN_1787673	PLLP	51090	ENSG00000102934	PLLP	51090	protein_coding
ILMN_2082865	PLLP	51090	ENSG00000102934	PLLP	51090	protein_coding
ILMN_1750092	SEPSECS	51091	ENSG00000109618	SEPSECS	51091	protein_coding
ILMN_1696814	SEPSECS	51091	ENSG00000109618	SEPSECS	51091	protein_coding
ILMN_1791912	SIDT2	51092	ENSG00000149577	SIDT2	51092	protein_coding
ILMN_1706413	C1orf66	51093	ENSG00000143303	RRNAD1	51093	protein_coding
ILMN_1688322	ADIPOR1	51094	ENSG00000159346	ADIPOR1	51094	protein_coding
ILMN_2096322	ADIPOR1	51094	ENSG00000159346	ADIPOR1	51094	protein_coding
ILMN_1764098	TRNT1	51095	ENSG00000072756	TRNT1	51095	protein_coding
ILMN_1655924	TRNT1	51095	ENSG00000072756	TRNT1	51095	protein_coding
ILMN_1655052	TRNT1	51095	ENSG00000072756	TRNT1	51095	protein_coding
ILMN_1779584	UTP18	51096	ENSG00000011260	UTP18	51096	protein_coding
ILMN_1795839	SCCPDH	51097	ENSG00000143653	SCCPDH	51097	protein_coding
ILMN_2156936	SCCPDH	51097	ENSG00000143653	SCCPDH	51097	protein_coding
ILMN_1673172	IFT52	51098	ENSG00000101052	IFT52	51098	protein_coding
ILMN_2063500	IFT52	51098	ENSG00000101052	IFT52	51098	protein_coding
ILMN_1655702	ABHD5	51099	ENSG00000011198	ABHD5	51099	protein_coding
ILMN_1766045	SH3GLB1	51100	ENSG00000097033	SH3GLB1	51100	protein_coding
ILMN_1789558	FAM164A	51101	ENSG00000104427	ZC2HC1A	51101	protein_coding
ILMN_2057981	FAM164A	51101	ENSG00000104427	ZC2HC1A	51101	protein_coding
ILMN_1683160	MECR	51102	ENSG00000116353	MECR	51102	protein_coding
ILMN_1673457	MECR	51102	ENSG00000116353	MECR	51102	protein_coding
ILMN_1754421	NDUFAF1	51103	ENSG00000137806	NDUFAF1	51103	protein_coding
ILMN_2374362	FAM108B1	51104	ENSG00000107362	ABHD17B	51104	protein_coding
ILMN_1668336	FAM108B1	51104	ENSG00000107362	ABHD17B	51104	protein_coding
ILMN_1785661	FAM108B1	51104	ENSG00000107362	ABHD17B	51104	protein_coding
ILMN_1660440	FAM108B1	51104	ENSG00000107362	ABHD17B	51104	protein_coding
ILMN_2361186	PHF20L1	51105	ENSG00000129292	PHF20L1	51105	protein_coding
ILMN_1727287	PHF20L1	51105	ENSG00000129292	PHF20L1	51105	protein_coding
ILMN_2361185	PHF20L1	51105	ENSG00000129292	PHF20L1	51105	protein_coding
ILMN_1732985	PHF20L1	51105	ENSG00000129292	PHF20L1	51105	protein_coding
ILMN_2268618	PHF20L1	51105	ENSG00000129292	PHF20L1	51105	protein_coding
ILMN_1733562	TFB1M	51106	ENSG00000029639	TFB1M	51106	protein_coding
ILMN_2398388	APH1A	51107	ENSG00000117362	APH1A	51107	protein_coding
ILMN_1658472	APH1A	51107	ENSG00000117362	APH1A	51107	protein_coding
ILMN_2402629	METTL9	51108	ENSG00000197006	METTL9	51108	protein_coding
ILMN_1726421	METTL9	51108	ENSG00000197006	METTL9	51108	protein_coding
ILMN_2128741	RDH11	51109	ENSG00000072042	RDH11	51109	protein_coding
ILMN_1768719	RDH11	51109	ENSG00000072042	RDH11	51109	protein_coding
ILMN_1660635	LACTB2	51110	ENSG00000147592	LACTB2	51110	protein_coding
ILMN_1692026	SUV420H1	51111	ENSG00000110066	KMT5B	51111	protein_coding
ILMN_1669598	SUV420H1	51111	ENSG00000110066	KMT5B	51111	protein_coding
ILMN_1692107	SUV420H1	51111	ENSG00000110066	KMT5B	51111	protein_coding
ILMN_1693317	TTC15	51112	ENSG00000171853	TRAPPC12	51112	protein_coding
ILMN_1803824	ZDHHC9	51114	ENSG00000188706	ZDHHC9	51114	protein_coding
ILMN_2254574	ZDHHC9	51114	ENSG00000188706	ZDHHC9	51114	protein_coding
ILMN_1748803	ZDHHC9	51114	ENSG00000188706	ZDHHC9	51114	protein_coding
ILMN_1815043	MRPS2	51116	ENSG00000122140	MRPS2	51116	protein_coding
ILMN_3234979	COQ4	51117	ENSG00000167113	COQ4	51117	protein_coding
ILMN_2130838	UTP11L	51118	ENSG00000183520	UTP11	51118	protein_coding
ILMN_1679045	SBDS	51119	ENSG00000126524	SBDS	51119	protein_coding
ILMN_2110532	RPL26L1	51121	ENSG00000037241	RPL26L1	51121	protein_coding
ILMN_1683305	COMMD2	51122	ENSG00000114744	COMMD2	51122	protein_coding
ILMN_2366490	ZNF706	51123	ENSG00000120963	ZNF706	51123	protein_coding
ILMN_2273700	ZNF706	51123	ENSG00000120963	ZNF706	51123	protein_coding
ILMN_1702384	ZNF706	51123	ENSG00000120963	ZNF706	51123	protein_coding
ILMN_1763539	IER3IP1	51124	ENSG00000134049	IER3IP1	51124	protein_coding
ILMN_1805221	GOLGA7	51125	ENSG00000147533	GOLGA7	51125	protein_coding
ILMN_2268921	GOLGA7	51125	ENSG00000147533	GOLGA7	51125	protein_coding
ILMN_1778673	GOLGA7	51125	ENSG00000147533	GOLGA7	51125	protein_coding
ILMN_1692169	NAT5	51126	ENSG00000173418	NAA20	51126	protein_coding
ILMN_1689097	NAT5	51126	ENSG00000173418	NAA20	51126	protein_coding
ILMN_2354140	NAT5	51126	ENSG00000173418	NAA20	51126	protein_coding
ILMN_2331729	TRIM17	51127	ENSG00000162931	TRIM17	51127	protein_coding
ILMN_1698237	TRIM17	51127	ENSG00000162931	TRIM17	51127	protein_coding
ILMN_2287168	SAR1B	51128	ENSG00000152700	SAR1B	51128	protein_coding
ILMN_1736888	SAR1B	51128	ENSG00000152700	SAR1B	51128	protein_coding
ILMN_2394296	SAR1B	51128	ENSG00000152700	SAR1B	51128	protein_coding
ILMN_1674376	ANGPTL4	51129	ENSG00000167772	ANGPTL4	51129	protein_coding
ILMN_1707727	ANGPTL4	51129	ENSG00000167772	ANGPTL4	51129	protein_coding
ILMN_2386444	ANGPTL4	51129	ENSG00000167772	ANGPTL4	51129	protein_coding
ILMN_1699606	ASB3	51130	ENSG00000115239	ASB3	51130	protein_coding
ILMN_2358784	ASB3	51130	ENSG00000115239	ASB3	51130	protein_coding
ILMN_2358783	ASB3	51130	ENSG00000115239	ASB3	51130	protein_coding
ILMN_1776723	PHF11	51131	ENSG00000136147	PHF11	51131	protein_coding
ILMN_2284706	PHF11	51131	ENSG00000136147	PHF11	51131	protein_coding
ILMN_2390162	PHF11	51131	ENSG00000136147	PHF11	51131	protein_coding
ILMN_1727789	RNF12	51132	ENSG00000131263	RLIM	51132	protein_coding
ILMN_2335109	RNF12	51132	ENSG00000131263	RLIM	51132	protein_coding
ILMN_2254182	RNF12	51132	ENSG00000131263	RLIM	51132	protein_coding
ILMN_2134555	KCTD3	51133	ENSG00000136636	KCTD3	51133	protein_coding
ILMN_1800220	KCTD3	51133	ENSG00000136636	KCTD3	51133	protein_coding
ILMN_1799113	CCDC41	51134	ENSG00000173588	CEP83	51134	protein_coding
ILMN_2406716	CCDC41	51134	ENSG00000173588	CEP83	51134	protein_coding
ILMN_1692352	IRAK4	51135	ENSG00000198001	IRAK4	51135	protein_coding
ILMN_1688606	RNFT1	51136	ENSG00000189050	RNFT1	51136	protein_coding
ILMN_1726755	COPS4	51138	ENSG00000138663	COPS4	51138	protein_coding
ILMN_1676629	INSIG2	51141	ENSG00000125629	INSIG2	51141	protein_coding
ILMN_2191681	CHCHD2	51142	ENSG00000106153	CHCHD2	51142	protein_coding
ILMN_1703844	DYNC1LI1	51143	ENSG00000144635	DYNC1LI1	51143	protein_coding
ILMN_1702168	HSD17B12	51144	ENSG00000149084	HSD17B12	51144	protein_coding
ILMN_2094106	HSD17B12	51144	ENSG00000149084	HSD17B12	51144	protein_coding
ILMN_1680754	A4GNT	51146	ENSG00000118017	A4GNT	51146	protein_coding
ILMN_1809141	ING4	51147	ENSG00000111653	ING4	51147	protein_coding
ILMN_1750563	CERCAM	51148	ENSG00000167123	CERCAM	51148	protein_coding
ILMN_2409879	C5orf45	51149	ENSG00000161010	MRNIP	51149	protein_coding
ILMN_1699170	C5orf45	51149	ENSG00000161010	MRNIP	51149	protein_coding
ILMN_1708015	LOC51149	51149	ENSG00000161010	MRNIP	51149	protein_coding
ILMN_2378257	SDF4	51150	ENSG00000078808	SDF4	51150	protein_coding
ILMN_1785605	SDF4	51150	ENSG00000078808	SDF4	51150	protein_coding
ILMN_1696065	SDF4	51150	ENSG00000078808	SDF4	51150	protein_coding
ILMN_1685259	SLC45A2	51151	ENSG00000164175	SLC45A2	51151	protein_coding
ILMN_2320391	SLC45A2	51151	ENSG00000164175	SLC45A2	51151	protein_coding
ILMN_2246188	SLC45A2	51151	ENSG00000164175	SLC45A2	51151	protein_coding
ILMN_1654165	SLC45A2	51151	ENSG00000164175	SLC45A2	51151	protein_coding
ILMN_1689800	MRTO4	51154	ENSG00000053372	MRTO4	51154	protein_coding
ILMN_2384591	HN1	51155	ENSG00000189159	JPT1	51155	protein_coding
ILMN_1793628	SERPINA10	51156	ENSG00000140093	SERPINA10	51156	protein_coding
ILMN_1653310	ZNF580	51157	ENSG00000213015	ZNF580	51157	protein_coding
ILMN_1688565	ZNF580	51157	ENSG00000213015	ZNF580	51157	protein_coding
ILMN_1715065	ZNF580	51157	ENSG00000213015	ZNF580	51157	protein_coding
ILMN_2339863	VPS28	51160	ENSG00000160948	VPS28	51160	protein_coding
ILMN_1790797	VPS28	51160	ENSG00000160948	VPS28	51160	protein_coding
ILMN_1728581	C3orf18	51161	ENSG00000088543	C3orf18	51161	protein_coding
ILMN_1669898	EGFL7	51162	ENSG00000172889	EGFL7	51162	protein_coding
ILMN_2381730	EGFL7	51162	ENSG00000172889	EGFL7	51162	protein_coding
ILMN_2226314	DBR1	51163	ENSG00000138231	DBR1	51163	protein_coding
ILMN_1678680	DBR1	51163	ENSG00000138231	DBR1	51163	protein_coding
ILMN_1741564	DCTN4	51164	ENSG00000132912	DCTN4	51164	protein_coding
ILMN_2357031	AADAT	51166	ENSG00000109576	AADAT	51166	protein_coding
ILMN_1809959	AADAT	51166	ENSG00000109576	AADAT	51166	protein_coding
ILMN_2270015	AADAT	51166	ENSG00000109576	AADAT	51166	protein_coding
ILMN_1688158	CYB5R4	51167	ENSG00000065615	CYB5R4	51167	protein_coding
ILMN_1756734	MYO15A	51168	ENSG00000091536	MYO15A	51168	protein_coding
ILMN_1735367	HSD17B11	51170	ENSG00000198189	HSD17B11	51170	protein_coding
ILMN_1675117	HSD17B11	51170	ENSG00000198189	HSD17B11	51170	protein_coding
ILMN_1809483	HSD17B14	51171	ENSG00000087076	HSD17B14	51171	protein_coding
ILMN_1675266	NAGPA	51172	ENSG00000103174	NAGPA	51172	protein_coding
ILMN_1749253	TUBD1	51174	ENSG00000108423	TUBD1	51174	protein_coding
ILMN_2134888	TUBE1	51175	ENSG00000074935	TUBE1	51175	protein_coding
ILMN_1764398	TUBE1	51175	ENSG00000074935	TUBE1	51175	protein_coding
ILMN_2213136	LEF1	51176	ENSG00000138795	LEF1	51176	protein_coding
ILMN_1679185	LEF1	51176	ENSG00000138795	LEF1	51176	protein_coding
ILMN_1694213	PLEKHO1	51177	ENSG00000023902	PLEKHO1	51177	protein_coding
ILMN_1767474	HAO2	51179	ENSG00000116882	HAO2	51179	protein_coding
ILMN_1740402	HAO2	51179	ENSG00000116882	HAO2	51179	protein_coding
ILMN_1681437	DCXR	51181	ENSG00000169738	DCXR	51181	protein_coding
ILMN_1797318	HSPA14	51182	ENSG00000187522	HSPA14	51182	protein_coding
ILMN_3239426	GPN3	51184	ENSG00000111231	GPN3	51184	protein_coding
ILMN_1704943	GPN3	51184	ENSG00000111231	GPN3	51184	protein_coding
ILMN_2225735	CRBN	51185	ENSG00000113851	CRBN	51185	protein_coding
ILMN_1668582	CRBN	51185	ENSG00000113851	CRBN	51185	protein_coding
ILMN_1679838	WBP5	51186	ENSG00000185222	TCEAL9	51186	protein_coding
ILMN_2340935	WBP5	51186	ENSG00000185222	TCEAL9	51186	protein_coding
ILMN_2175465	RSL24D1	51187	ENSG00000137876	RSL24D1	51187	protein_coding
ILMN_1796407	SS18L2	51188	ENSG00000008324	SS18L2	51188	protein_coding
ILMN_1729749	HERC5	51191	ENSG00000138646	HERC5	51191	protein_coding
ILMN_1712389	CKLF	51192	ENSG00000217555	CKLF	51192	protein_coding
ILMN_2414027	CKLF	51192	ENSG00000217555	CKLF	51192	protein_coding
ILMN_2298051	CKLF	51192	ENSG00000217555	CKLF	51192	protein_coding
