probe_id	ensembl_gene_id	hgnc_symbol	entrezgene_id	biotype
226789_at	ENSG00000170571	EMB	133418	protein_coding
206511_s_at	ENSG00000170577	SIX2	10736	protein_coding
206510_at	ENSG00000170577	SIX2	10736	protein_coding
1560773_at	ENSG00000170579	DLGAP1	9229	protein_coding
206489_s_at	ENSG00000170579	DLGAP1	9229	protein_coding
206490_at	ENSG00000170579	DLGAP1	9229	protein_coding
210750_s_at	ENSG00000170579	DLGAP1	9229	protein_coding
235527_at	ENSG00000170579	DLGAP1	9229	protein_coding
217199_s_at	ENSG00000170581	STAT2	6773	protein_coding
205170_at	ENSG00000170581	STAT2	6773	protein_coding
225636_at	ENSG00000170581	STAT2	6773	protein_coding
226642_s_at	ENSG00000170584	NUDCD2	134492	protein_coding
213771_at	ENSG00000170604	IRF2BP1	26145	protein_coding
211016_x_at	ENSG00000170606	HSPA4	3308	protein_coding
211015_s_at	ENSG00000170606	HSPA4	3308	protein_coding
208815_x_at	ENSG00000170606	HSPA4	3308	protein_coding
208814_at	ENSG00000170606	HSPA4	3308	protein_coding
228463_at	ENSG00000170608	FOXA3	3171	protein_coding
1555585_a_at	ENSG00000170613	FAM71B	153745	protein_coding
1553629_a_at	ENSG00000170613	FAM71B	153745	protein_coding
223198_x_at	ENSG00000170619	COMMD5	28991	protein_coding
223819_x_at	ENSG00000170619	COMMD5	28991	protein_coding
224387_at	ENSG00000170619	COMMD5	28991	protein_coding
210329_s_at	ENSG00000170624	SGCD	6444	protein_coding
210330_at	ENSG00000170624	SGCD	6444	protein_coding
214492_at	ENSG00000170624	SGCD	6444	protein_coding
228602_at	ENSG00000170624	SGCD	6444	protein_coding
230730_at	ENSG00000170624	SGCD	6444	protein_coding
213543_at	ENSG00000170624	SGCD	6444	protein_coding
227711_at	ENSG00000170627	GTSF1	121355	protein_coding
219548_at	ENSG00000170631	ZNF16	7564	protein_coding
223328_at	ENSG00000170632	ARMC10	83787	protein_coding
1554480_a_at	ENSG00000170632	ARMC10	83787	protein_coding
219035_s_at	ENSG00000170633	RNF34	80196	protein_coding
229855_at	ENSG00000170633	RNF34	80196	protein_coding
206833_s_at	ENSG00000170634	ACYP2	98	protein_coding
221807_s_at	ENSG00000170638	TRABD	80305	protein_coding
232706_s_at	ENSG00000170638	TRABD	80305	protein_coding
225360_at	ENSG00000170638	TRABD	80305	protein_coding
228829_at	ENSG00000170653	ATF7	11016	protein_coding
206684_s_at	ENSG00000170653	ATF7	11016	protein_coding
235160_at	ENSG00000170653	ATF7	11016	protein_coding
244587_at	ENSG00000170653	ATF7	11016	protein_coding
214462_at	ENSG00000170677	SOCS6	9306	protein_coding
206020_at	ENSG00000170677	SOCS6	9306	protein_coding
227542_at	ENSG00000170677	SOCS6	9306	protein_coding
241749_at	ENSG00000170681	CAVIN4	347273	protein_coding
1567251_at	ENSG00000170683	OR10A3	26496	protein_coding
238607_at	ENSG00000170684	ZNF296	162979	protein_coding
1566277_at	ENSG00000170688	OR5E1P	NA	unprocessed_pseudogene
216417_x_at	ENSG00000170689	HOXB9	3219	protein_coding
226461_at	ENSG00000170689	HOXB9	3219	protein_coding
230924_at	ENSG00000170703	TTLL6	284076	protein_coding
1557701_s_at	ENSG00000170734	POLH	5429	protein_coding
222879_s_at	ENSG00000170734	POLH	5429	protein_coding
219380_x_at	ENSG00000170734	POLH	5429	protein_coding
233852_at	ENSG00000170734	POLH	5429	protein_coding
231115_at	ENSG00000170734	POLH	5429	protein_coding
1555052_a_at	ENSG00000170743	SYT9	143425	protein_coding
1555053_at	ENSG00000170743	SYT9	143425	protein_coding
1563658_a_at	ENSG00000170743	SYT9	143425	protein_coding
205968_at	ENSG00000170745	KCNS3	3790	protein_coding
207208_at	ENSG00000170748	RBMXL2	27288	protein_coding
201991_s_at	ENSG00000170759	KIF5B	3799	protein_coding
201992_s_at	ENSG00000170759	KIF5B	3799	protein_coding
224662_at	ENSG00000170759	KIF5B	3799	protein_coding
209631_s_at	ENSG00000170775	GPR37	2861	protein_coding
214586_at	ENSG00000170775	GPR37	2861	protein_coding
221718_s_at	ENSG00000170776	AKAP13	11214	protein_coding
208325_s_at	ENSG00000170776	AKAP13	11214	protein_coding
209534_x_at	ENSG00000170776	AKAP13	11214	protein_coding
222024_s_at	ENSG00000170776	AKAP13	11214	protein_coding
227039_at	ENSG00000170776	AKAP13	11214	protein_coding
224884_at	ENSG00000170776	AKAP13	11214	protein_coding
231554_at	ENSG00000170777	TPD52L3	89882	protein_coding
240051_at	ENSG00000170777	TPD52L3	89882	protein_coding
218399_s_at	ENSG00000170779	CDCA4	55038	protein_coding
1555655_at	ENSG00000170782	OR10A4	283297	protein_coding
238017_at	ENSG00000170786	SDR16C5	195814	protein_coding
1552993_at	ENSG00000170788	DYDC1	143241	protein_coding
222701_s_at	ENSG00000170791	CHCHD7	79145	protein_coding
218642_s_at	ENSG00000170791	CHCHD7	79145	protein_coding
228580_at	ENSG00000170801	HTRA3	94031	protein_coding
226944_at	ENSG00000170801	HTRA3	94031	protein_coding
206708_at	ENSG00000170802	FOXN2	3344	protein_coding
226711_at	ENSG00000170802	FOXN2	3344	protein_coding
239057_at	ENSG00000170807	LMOD2	442721	protein_coding
207399_at	ENSG00000170819	BFSP2	8419	protein_coding
211201_at	ENSG00000170820	FSHR	2492	protein_coding
237431_at	ENSG00000170832	USP32	84669	protein_coding
244871_s_at	ENSG00000170832	USP32	84669	protein_coding
211702_s_at	ENSG00000170832	USP32	84669	protein_coding
226505_x_at	ENSG00000170832	USP32	84669	protein_coding
1553970_s_at	ENSG00000170835	CEL	1056	protein_coding
205910_s_at	ENSG00000170835	CEL	1056	protein_coding
204566_at	ENSG00000170836	PPM1D	8493	protein_coding
230330_at	ENSG00000170836	PPM1D	8493	protein_coding
221306_at	ENSG00000170837	GPR27	2850	protein_coding
227769_at	ENSG00000170837	GPR27	2850	protein_coding
225391_at	ENSG00000170846	AC093323.1	NA	protein_coding
239910_at	ENSG00000170848	PSG6	5675	protein_coding
209738_x_at	ENSG00000170848	PSG6	5675	protein_coding
223584_s_at	ENSG00000170852	KBTBD2	25948	protein_coding
223585_x_at	ENSG00000170852	KBTBD2	25948	protein_coding
212447_at	ENSG00000170852	KBTBD2	25948	protein_coding
1554774_at	ENSG00000170854	RIOX2	84864	protein_coding
213189_at	ENSG00000170854	RIOX2	84864	protein_coding
213188_s_at	ENSG00000170854	RIOX2	84864	protein_coding
229132_at	ENSG00000170854	RIOX2	84864	protein_coding
218403_at	ENSG00000170855	TRIAP1	51499	protein_coding
214561_at	ENSG00000170858	LILRP2	79166	transcribed_processed_pseudogene
202209_at	ENSG00000170860	LSM3	27258	protein_coding
236363_at	ENSG00000170860	LSM3	27258	protein_coding
212441_at	ENSG00000170871	KIAA0232	9778	protein_coding
232366_at	ENSG00000170871	KIAA0232	9778	protein_coding
210359_at	ENSG00000170873	MTSS1	9788	protein_coding
210360_s_at	ENSG00000170873	MTSS1	9788	protein_coding
203036_s_at	ENSG00000170873	MTSS1	9788	protein_coding
203037_s_at	ENSG00000170873	MTSS1	9788	protein_coding
233480_at	ENSG00000170876	TMEM43	79188	protein_coding
222418_s_at	ENSG00000170876	TMEM43	79188	protein_coding
217795_s_at	ENSG00000170876	TMEM43	79188	protein_coding
209510_at	ENSG00000170881	RNF139	11236	protein_coding
217747_s_at	ENSG00000170889	RPS9	6203	protein_coding
214317_x_at	ENSG00000170889	RPS9	6203	protein_coding
1557981_at	ENSG00000170889	RPS9	6203	protein_coding
206311_s_at	ENSG00000170890	PLA2G1B	5319	protein_coding
219837_s_at	ENSG00000170891	CYTL1	54360	protein_coding
218132_s_at	ENSG00000170892	TSEN34	79042	protein_coding
206622_at	ENSG00000170893	TRH	7200	protein_coding
202967_at	ENSG00000170899	GSTA4	2941	protein_coding
223799_at	ENSG00000170903	MSANTD4	84437	protein_coding
227418_at	ENSG00000170903	MSANTD4	84437	protein_coding
240627_x_at	ENSG00000170903	MSANTD4	84437	protein_coding
218563_at	ENSG00000170906	NDUFA3	4696	protein_coding
1554503_a_at	ENSG00000170909	OSCAR	126014	protein_coding
226423_at	ENSG00000170915	PAQR8	85315	protein_coding
227626_at	ENSG00000170915	PAQR8	85315	protein_coding
220183_s_at	ENSG00000170917	NUDT6	11162	protein_coding
230329_s_at	ENSG00000170917	NUDT6	11162	protein_coding
1563983_at	ENSG00000170919	TPT1-AS1	NA	lncRNA
228913_at	ENSG00000170919	TPT1-AS1	NA	lncRNA
227709_at	ENSG00000170919	TPT1-AS1	NA	lncRNA
227710_s_at	ENSG00000170919	TPT1-AS1	NA	lncRNA
231799_at	ENSG00000170921	TANC2	26115	protein_coding
208425_s_at	ENSG00000170921	TANC2	26115	protein_coding
224952_at	ENSG00000170921	TANC2	26115	protein_coding
221034_s_at	ENSG00000170925	TEX13B	56156	protein_coding
1553003_at	ENSG00000170927	PKHD1	5314	protein_coding
244410_at	ENSG00000170927	PKHD1	5314	protein_coding
241694_at	ENSG00000170927	PKHD1	5314	protein_coding
1570048_at	ENSG00000170946	DNAJC24	120526	protein_coding
213853_at	ENSG00000170946	DNAJC24	120526	protein_coding
1552458_at	ENSG00000170948	MBD3L1	85509	protein_coding
1552459_a_at	ENSG00000170948	MBD3L1	85509	protein_coding
239954_at	ENSG00000170949	ZNF160	90338	protein_coding
224014_at	ENSG00000170949	ZNF160	90338	protein_coding
1567032_s_at	ENSG00000170949	ZNF160	90338	protein_coding
217009_at	ENSG00000170950	PGK2	5232	protein_coding
205514_at	ENSG00000170954	ZNF415	55786	protein_coding
213010_at	ENSG00000170955	CAVIN3	112464	protein_coding
210789_x_at	ENSG00000170956	CEACAM3	1084	protein_coding
208052_x_at	ENSG00000170956	CEACAM3	1084	protein_coding
232603_at	ENSG00000170959	DCDC1	341019	protein_coding
206432_at	ENSG00000170961	HAS2	3037	protein_coding
230372_at	ENSG00000170961	HAS2	3037	protein_coding
222860_s_at	ENSG00000170962	PDGFD	80310	protein_coding
219304_s_at	ENSG00000170962	PDGFD	80310	protein_coding
219702_at	ENSG00000170965	PLAC1	10761	protein_coding
239299_at	ENSG00000170967	DDI1	414301	protein_coding
1552955_at	ENSG00000170983	LINC00208	NA	lncRNA
204642_at	ENSG00000170989	S1PR1	1901	protein_coding
239401_at	ENSG00000170989	S1PR1	1901	protein_coding
240025_x_at	ENSG00000170989	S1PR1	1901	protein_coding
1552766_at	ENSG00000171004	HS6ST2	90161	protein_coding
230030_at	ENSG00000171004	HS6ST2	90161	protein_coding
1552767_a_at	ENSG00000171004	HS6ST2	90161	protein_coding
215517_at	ENSG00000171016	PYGO1	26108	protein_coding
239741_at	ENSG00000171016	PYGO1	26108	protein_coding
220174_at	ENSG00000171017	LRRC8E	80131	protein_coding
239433_at	ENSG00000171017	LRRC8E	80131	protein_coding
204612_at	ENSG00000171033	PKIA	5569	protein_coding
226864_at	ENSG00000171033	PKIA	5569	protein_coding
1557436_at	ENSG00000171044	XKR6	286046	protein_coding
1553640_at	ENSG00000171044	XKR6	286046	protein_coding
1552799_at	ENSG00000171045	TSNARE1	203062	protein_coding
228862_at	ENSG00000171045	TSNARE1	203062	protein_coding
210773_s_at	ENSG00000171049	FPR2	2358	protein_coding
210772_at	ENSG00000171049	FPR2	2358	protein_coding
205119_s_at	ENSG00000171051	FPR1	2357	protein_coding
205118_at	ENSG00000171051	FPR1	2357	protein_coding
243468_at	ENSG00000171053	PATE1	160065	protein_coding
231279_at	ENSG00000171053	PATE1	160065	protein_coding
210704_at	ENSG00000171055	FEZ2	9637	protein_coding
202305_s_at	ENSG00000171055	FEZ2	9637	protein_coding
215000_s_at	ENSG00000171055	FEZ2	9637	protein_coding
244549_at	ENSG00000171055	FEZ2	9637	protein_coding
224013_s_at	ENSG00000171056	SOX7	83595	protein_coding
228698_at	ENSG00000171056	SOX7	83595	protein_coding
1569245_at	ENSG00000171060	C8orf74	203076	protein_coding
1569246_a_at	ENSG00000171060	C8orf74	203076	protein_coding
218299_at	ENSG00000171067	C11orf24	53838	protein_coding
52164_at	ENSG00000171067	C11orf24	53838	protein_coding
208211_s_at	ENSG00000171094	ALK	238	protein_coding
208212_s_at	ENSG00000171094	ALK	238	protein_coding
206037_at	ENSG00000171097	KYAT1	883	protein_coding
36920_at	ENSG00000171100	MTM1	4534	protein_coding
204101_at	ENSG00000171100	MTM1	4534	protein_coding
232686_at	ENSG00000171101	SIGLEC17P	284367	transcribed_unprocessed_pseudogene
234722_x_at	ENSG00000171102	OBP2B	29989	protein_coding
221229_s_at	ENSG00000171103	TRMT61B	55006	protein_coding
207851_s_at	ENSG00000171105	INSR	3643	protein_coding
213792_s_at	ENSG00000171105	INSR	3643	protein_coding
226216_at	ENSG00000171105	INSR	3643	protein_coding
226212_s_at	ENSG00000171105	INSR	3643	protein_coding
226450_at	ENSG00000171105	INSR	3643	protein_coding
211801_x_at	ENSG00000171109	MFN1	55669	protein_coding
217043_s_at	ENSG00000171109	MFN1	55669	protein_coding
207098_s_at	ENSG00000171109	MFN1	55669	protein_coding
240646_at	ENSG00000171115	GIMAP8	155038	protein_coding
235306_at	ENSG00000171115	GIMAP8	155038	protein_coding
210683_at	ENSG00000171119	NRTN	4902	protein_coding
216010_x_at	ENSG00000171124	FUT3	2525	protein_coding
214088_s_at	ENSG00000171124	FUT3	2525	protein_coding
1552898_a_at	ENSG00000171126	KCNG3	170850	protein_coding
1552897_a_at	ENSG00000171126	KCNG3	170850	protein_coding
213587_s_at	ENSG00000171130	ATP6V0E2	155066	protein_coding
236459_at	ENSG00000171132	PRKCE	5581	protein_coding
206248_at	ENSG00000171132	PRKCE	5581	protein_coding
226101_at	ENSG00000171132	PRKCE	5581	protein_coding
1567273_at	ENSG00000171133	OR2K2	26248	protein_coding
223104_at	ENSG00000171135	JAGN1	84522	protein_coding
1553403_at	ENSG00000171136	RLN3	117579	protein_coding
217702_at	ENSG00000171136	RLN3	117579	protein_coding
211221_at	ENSG00000171148	TADA3	10474	protein_coding
215273_s_at	ENSG00000171148	TADA3	10474	protein_coding
209647_s_at	ENSG00000171150	SOCS5	9655	protein_coding
208127_s_at	ENSG00000171150	SOCS5	9655	protein_coding
209648_x_at	ENSG00000171150	SOCS5	9655	protein_coding
230227_at	ENSG00000171150	SOCS5	9655	protein_coding
219283_at	ENSG00000171155	C1GALT1C1	29071	protein_coding
41047_at	ENSG00000171159	C9orf16	79095	protein_coding
204480_s_at	ENSG00000171159	C9orf16	79095	protein_coding
222165_x_at	ENSG00000171159	C9orf16	79095	protein_coding
236813_at	ENSG00000171160	MORN4	118812	protein_coding
228354_at	ENSG00000171160	MORN4	118812	protein_coding
222509_s_at	ENSG00000171161	ZNF672	79894	protein_coding
218068_s_at	ENSG00000171161	ZNF672	79894	protein_coding
220661_s_at	ENSG00000171163	ZNF692	55657	protein_coding
227825_at	ENSG00000171169	NAIF1	203245	protein_coding
219222_at	ENSG00000171174	RBKS	64080	protein_coding
57540_at	ENSG00000171174	RBKS	64080	protein_coding
1566289_at	ENSG00000171180	OR2M4	26245	protein_coding
207242_s_at	ENSG00000171189	GRIK1	2897	protein_coding
214611_at	ENSG00000171189	GRIK1	2897	protein_coding
217059_at	ENSG00000171195	MUC7	4589	protein_coding
208004_at	ENSG00000171199	OPRPN	58503	protein_coding
207441_at	ENSG00000171201	SMR3B	10879	protein_coding
223334_at	ENSG00000171202	TMEM126A	84233	protein_coding
221622_s_at	ENSG00000171204	TMEM126B	55863	protein_coding
1554537_at	ENSG00000171204	TMEM126B	55863	protein_coding
223131_s_at	ENSG00000171206	TRIM8	81603	protein_coding
223132_s_at	ENSG00000171206	TRIM8	81603	protein_coding
221012_s_at	ENSG00000171206	TRIM8	81603	protein_coding
222774_s_at	ENSG00000171208	NETO2	81831	protein_coding
218888_s_at	ENSG00000171208	NETO2	81831	protein_coding
207803_s_at	ENSG00000171209	CSN3	1448	protein_coding
1554812_at	ENSG00000171217	CLDN20	49861	protein_coding
1564823_at	ENSG00000171219	CDC42BPG	55561	protein_coding
1569044_at	ENSG00000171219	CDC42BPG	55561	protein_coding
231059_x_at	ENSG00000171222	SCAND1	51282	protein_coding
218206_x_at	ENSG00000171222	SCAND1	51282	protein_coding
232652_x_at	ENSG00000171222	SCAND1	51282	protein_coding
201473_at	ENSG00000171223	JUNB	3726	protein_coding
226313_at	ENSG00000171224	FAM241B	219738	protein_coding
1554483_at	ENSG00000171227	TMEM37	140738	protein_coding
1554485_s_at	ENSG00000171227	TMEM37	140738	protein_coding
227190_at	ENSG00000171227	TMEM37	140738	protein_coding
228648_at	ENSG00000171236	LRG1	116844	protein_coding
219493_at	ENSG00000171241	SHCBP1	79801	protein_coding
213456_at	ENSG00000171243	SOSTDC1	25928	protein_coding
204684_at	ENSG00000171246	NPTX1	4884	protein_coding
1553625_at	ENSG00000171262	FAM98B	283742	protein_coding
1564637_a_at	ENSG00000171262	FAM98B	283742	protein_coding
225086_at	ENSG00000171262	FAM98B	283742	protein_coding
236562_at	ENSG00000171291	ZNF439	90594	protein_coding
215892_at	ENSG00000171295	ZNF440	126070	protein_coding
241731_x_at	ENSG00000171295	ZNF440	126070	protein_coding
202812_at	ENSG00000171298	GAA	2548	protein_coding
1554327_a_at	ENSG00000171302	CANT1	124583	protein_coding
46323_at	ENSG00000171302	CANT1	124583	protein_coding
221732_at	ENSG00000171302	CANT1	124583	protein_coding
205952_at	ENSG00000171303	KCNK3	3777	protein_coding
228127_at	ENSG00000171303	KCNK3	3777	protein_coding
235108_at	ENSG00000171303	KCNK3	3777	protein_coding
223212_at	ENSG00000171307	ZDHHC16	84287	protein_coding
1560332_at	ENSG00000171310	CHST11	50515	protein_coding
219634_at	ENSG00000171310	CHST11	50515	protein_coding
226368_at	ENSG00000171310	CHST11	50515	protein_coding
226372_at	ENSG00000171310	CHST11	50515	protein_coding
1559044_at	ENSG00000171311	EXOSC1	51013	protein_coding
222609_s_at	ENSG00000171311	EXOSC1	51013	protein_coding
218369_s_at	ENSG00000171311	EXOSC1	51013	protein_coding
226123_at	ENSG00000171316	CHD7	55636	protein_coding
220619_at	ENSG00000171316	CHD7	55636	protein_coding
222755_s_at	ENSG00000171316	CHD7	55636	protein_coding
218829_s_at	ENSG00000171316	CHD7	55636	protein_coding
235588_at	ENSG00000171320	ESCO2	157570	protein_coding
241252_at	ENSG00000171320	ESCO2	157570	protein_coding
1564473_at	ENSG00000171320	ESCO2	157570	protein_coding
235178_x_at	ENSG00000171320	ESCO2	157570	protein_coding
201650_at	ENSG00000171345	KRT19	3880	protein_coding
204734_at	ENSG00000171346	KRT15	3866	protein_coding
235214_at	ENSG00000171357	LURAP1	541468	protein_coding
207716_at	ENSG00000171360	KRT38	8687	protein_coding
206704_at	ENSG00000171365	CLCN5	1184	protein_coding
232127_at	ENSG00000171365	CLCN5	1184	protein_coding
232128_s_at	ENSG00000171365	CLCN5	1184	protein_coding
226273_at	ENSG00000171365	CLCN5	1184	protein_coding
226274_at	ENSG00000171365	CLCN5	1184	protein_coding
206179_s_at	ENSG00000171368	TPPP	11076	protein_coding
230104_s_at	ENSG00000171368	TPPP	11076	protein_coding
211827_s_at	ENSG00000171385	KCND3	3752	protein_coding
211301_at	ENSG00000171385	KCND3	3752	protein_coding
215014_at	ENSG00000171385	KCND3	3752	protein_coding
213832_at	ENSG00000171385	KCND3	3752	protein_coding
222856_at	ENSG00000171388	APLN	8862	protein_coding
234684_s_at	ENSG00000171396	KRTAP4-4	84616	protein_coding
207935_s_at	ENSG00000171401	KRT13	3860	protein_coding
236040_at	ENSG00000171402	XAGE3	170626	protein_coding
208188_at	ENSG00000171403	KRT9	3857	protein_coding
220343_at	ENSG00000171408	PDE7B	27115	protein_coding
243438_at	ENSG00000171408	PDE7B	27115	protein_coding
230109_at	ENSG00000171408	PDE7B	27115	protein_coding
224331_s_at	ENSG00000171421	MRPL36	64979	protein_coding
223389_s_at	ENSG00000171425	ZNF581	51545	protein_coding
214440_at	ENSG00000171428	NAT1	9	protein_coding
213953_at	ENSG00000171431	KRT20	54474	protein_coding
241564_at	ENSG00000171433	GLOD5	392465	protein_coding
231052_at	ENSG00000171433	GLOD5	392465	protein_coding
1553491_at	ENSG00000171435	KSR2	283455	protein_coding
230551_at	ENSG00000171435	KSR2	283455	protein_coding
238683_at	ENSG00000171443	ZNF524	147807	protein_coding
206132_at	ENSG00000171444	MCC	4163	protein_coding
226225_at	ENSG00000171444	MCC	4163	protein_coding
240388_at	ENSG00000171446	KRT27	342574	protein_coding
1554973_a_at	ENSG00000171448	ZBTB26	57684	protein_coding
227162_at	ENSG00000171448	ZBTB26	57684	protein_coding
205852_at	ENSG00000171450	CDK5R2	8941	protein_coding
244852_at	ENSG00000171451	DSEL	92126	protein_coding
232825_s_at	ENSG00000171451	DSEL	92126	protein_coding
232235_at	ENSG00000171451	DSEL	92126	protein_coding
207515_s_at	ENSG00000171453	POLR1C	9533	protein_coding
209317_at	ENSG00000171453	POLR1C	9533	protein_coding
242438_at	ENSG00000171456	ASXL1	171023	protein_coding
242439_s_at	ENSG00000171456	ASXL1	171023	protein_coding
244519_at	ENSG00000171456	ASXL1	171023	protein_coding
212238_at	ENSG00000171456	ASXL1	171023	protein_coding
212237_at	ENSG00000171456	ASXL1	171023	protein_coding
212234_at	ENSG00000171456	ASXL1	171023	protein_coding
220262_s_at	ENSG00000171462	DLK2	65989	protein_coding
219163_at	ENSG00000171466	ZNF562	54811	protein_coding
241089_at	ENSG00000171466	ZNF562	54811	protein_coding
203520_s_at	ENSG00000171467	ZNF318	24149	protein_coding
203521_s_at	ENSG00000171467	ZNF318	24149	protein_coding
231388_at	ENSG00000171467	ZNF318	24149	protein_coding
230205_at	ENSG00000171469	ZNF561	93134	protein_coding
235200_at	ENSG00000171469	ZNF561	93134	protein_coding
212050_at	ENSG00000171475	WIPF2	147179	protein_coding
212049_at	ENSG00000171475	WIPF2	147179	protein_coding
212051_at	ENSG00000171475	WIPF2	147179	protein_coding
231251_at	ENSG00000171475	WIPF2	147179	protein_coding
1566140_at	ENSG00000171476	HOPX	84525	protein_coding
211597_s_at	ENSG00000171476	HOPX	84525	protein_coding
1552405_at	ENSG00000171487	NLRP5	126206	protein_coding
223533_at	ENSG00000171488	LRRC8C	84230	protein_coding
1558517_s_at	ENSG00000171488	LRRC8C	84230	protein_coding
228314_at	ENSG00000171488	LRRC8C	84230	protein_coding
1570007_at	ENSG00000171488	LRRC8C	84230	protein_coding
1562712_at	ENSG00000171488	LRRC8C	84230	protein_coding
212018_s_at	ENSG00000171490	RSL1D1	26156	protein_coding
212019_at	ENSG00000171490	RSL1D1	26156	protein_coding
213750_at	ENSG00000171490	RSL1D1	26156	protein_coding
218684_at	ENSG00000171492	LRRC8D	55144	protein_coding
1569730_at	ENSG00000171495	MROH2B	133558	protein_coding
240411_at	ENSG00000171495	MROH2B	133558	protein_coding
240412_s_at	ENSG00000171495	MROH2B	133558	protein_coding
204186_s_at	ENSG00000171497	PPID	5481	protein_coding
204185_x_at	ENSG00000171497	PPID	5481	protein_coding
238732_at	ENSG00000171502	COL24A1	255631	protein_coding
33494_at	ENSG00000171503	ETFDH	2110	protein_coding
205530_at	ENSG00000171503	ETFDH	2110	protein_coding
1552715_a_at	ENSG00000171509	RXFP1	59350	protein_coding
231804_at	ENSG00000171509	RXFP1	59350	protein_coding
238206_at	ENSG00000171509	RXFP1	59350	protein_coding
220816_at	ENSG00000171517	LPAR3	23566	protein_coding
231192_at	ENSG00000171517	LPAR3	23566	protein_coding
204896_s_at	ENSG00000171522	PTGER4	5734	protein_coding
204897_at	ENSG00000171522	PTGER4	5734	protein_coding
203667_at	ENSG00000171530	TBCA	6902	protein_coding
1552953_a_at	ENSG00000171532	NEUROD2	4761	protein_coding
210271_at	ENSG00000171532	NEUROD2	4761	protein_coding
235672_at	ENSG00000171533	MAP6	4135	protein_coding
241980_at	ENSG00000171533	MAP6	4135	protein_coding
228448_at	ENSG00000171533	MAP6	4135	protein_coding
228943_at	ENSG00000171533	MAP6	4135	protein_coding
231488_at	ENSG00000171540	OTP	23440	protein_coding
223835_x_at	ENSG00000171540	OTP	23440	protein_coding
219914_at	ENSG00000171551	ECEL1	9427	protein_coding
231228_at	ENSG00000171552	BCL2L1	598	protein_coding
215037_s_at	ENSG00000171552	BCL2L1	598	protein_coding
206665_s_at	ENSG00000171552	BCL2L1	598	protein_coding
212312_at	ENSG00000171552	BCL2L1	598	protein_coding
219612_s_at	ENSG00000171557	FGG	2266	protein_coding
205650_s_at	ENSG00000171560	FGA	2243	protein_coding
205649_s_at	ENSG00000171560	FGA	2243	protein_coding
216238_s_at	ENSG00000171564	FGB	2244	protein_coding
204988_at	ENSG00000171564	FGB	2244	protein_coding
225194_at	ENSG00000171566	PLRG1	5356	protein_coding
227246_at	ENSG00000171566	PLRG1	5356	protein_coding
228148_at	ENSG00000171574	ZNF584	201514	protein_coding
211484_s_at	ENSG00000171587	DSCAM	1826	protein_coding
237268_at	ENSG00000171587	DSCAM	1826	protein_coding
240218_at	ENSG00000171587	DSCAM	1826	protein_coding
221668_s_at	ENSG00000171595	DNAI2	64446	protein_coding
220636_at	ENSG00000171595	DNAI2	64446	protein_coding
221383_at	ENSG00000171596	NMUR1	10316	protein_coding
201561_s_at	ENSG00000171603	CLSTN1	22883	protein_coding
222996_s_at	ENSG00000171604	CXXC5	51523	protein_coding
233955_x_at	ENSG00000171604	CXXC5	51523	protein_coding
224516_s_at	ENSG00000171604	CXXC5	51523	protein_coding
232436_at	ENSG00000171606	ZNF274	10782	protein_coding
204937_s_at	ENSG00000171606	ZNF274	10782	protein_coding
211230_s_at	ENSG00000171608	PIK3CD	5293	protein_coding
203879_at	ENSG00000171608	PIK3CD	5293	protein_coding
211837_s_at	ENSG00000171611	PTCRA	171558	protein_coding
211252_x_at	ENSG00000171611	PTCRA	171558	protein_coding
215492_x_at	ENSG00000171611	PTCRA	171558	protein_coding
223296_at	ENSG00000171612	SLC25A33	84275	protein_coding
201340_s_at	ENSG00000171617	ENC1	8507	protein_coding
201341_at	ENSG00000171617	ENC1	8507	protein_coding
219677_at	ENSG00000171621	SPSB1	80176	protein_coding
226075_at	ENSG00000171621	SPSB1	80176	protein_coding
208373_s_at	ENSG00000171631	P2RY6	5031	protein_coding
207186_s_at	ENSG00000171634	BPTF	2186	protein_coding
231953_at	ENSG00000171634	BPTF	2186	protein_coding
232909_s_at	ENSG00000171634	BPTF	2186	protein_coding
209271_at	ENSG00000171634	BPTF	2186	protein_coding
230056_at	ENSG00000171634	BPTF	2186	protein_coding
1554876_a_at	ENSG00000171643	S100Z	170591	protein_coding
232774_x_at	ENSG00000171649	ZIK1	284307	protein_coding
235773_at	ENSG00000171649	ZIK1	284307	protein_coding
1553316_at	ENSG00000171657	GPR82	27197	protein_coding
1553317_s_at	ENSG00000171657	GPR82	27197	protein_coding
244434_at	ENSG00000171657	GPR82	27197	protein_coding
241418_at	ENSG00000171658	NMRAL2P	344887	transcribed_unprocessed_pseudogene
223620_at	ENSG00000171659	GPR34	2857	protein_coding
224139_at	ENSG00000171671	SHANK2-AS3	220070	lncRNA
227142_at	ENSG00000171680	PLEKHG5	57449	protein_coding
231825_x_at	ENSG00000171681	ATF7IP	55729	protein_coding
218987_at	ENSG00000171681	ATF7IP	55729	protein_coding
225917_at	ENSG00000171681	ATF7IP	55729	protein_coding
1554977_at	ENSG00000171695	LKAAEAR1	198437	protein_coding
204336_s_at	ENSG00000171700	RGS19	10287	protein_coding
238173_at	ENSG00000171703	TCEA2	6919	protein_coding
241428_x_at	ENSG00000171703	TCEA2	6919	protein_coding
203919_at	ENSG00000171703	TCEA2	6919	protein_coding
229313_at	ENSG00000171714	ANO5	203859	protein_coding
216326_s_at	ENSG00000171720	HDAC3	8841	protein_coding
