probe_id	Geneid	hgnc_symbol	entrezgene_id	biotype
235390_at	ENSG00000153006	SREK1IP1	285672	protein_coding
227288_at	ENSG00000153006	SREK1IP1	285672	protein_coding
223337_at	ENSG00000153015	CWC27	10283	protein_coding
235352_at	ENSG00000153029	MR1	3140	protein_coding
233081_at	ENSG00000153037	SRP19	6728	protein_coding
231772_x_at	ENSG00000153044	CENPH	64946	protein_coding
224910_at	ENSG00000153048	CARHSP1	23589	protein_coding
222915_s_at	ENSG00000153064	BANK1	55024	protein_coding
223325_at	ENSG00000153066	TXNDC11	51061	protein_coding
240873_x_at	ENSG00000153071	DAB2	1601	protein_coding
230602_at	ENSG00000153086	ACMSD	130013	protein_coding
240189_at	ENSG00000153093	ACOXL	55289	protein_coding
225606_at	ENSG00000153094	BCL2L11	10018	protein_coding
223341_s_at	ENSG00000153130	SCOC	60592	protein_coding
224786_at	ENSG00000153130	SCOC	60592	protein_coding
236337_at	ENSG00000153157	SYCP2L	221711	protein_coding
233233_at	ENSG00000153179	RASSF3	283349	protein_coding
227167_s_at	ENSG00000153179	RASSF3	283349	protein_coding
225805_at	ENSG00000153187	HNRNPU	3192	protein_coding
235603_at	ENSG00000153187	HNRNPU	3192	protein_coding
236723_at	ENSG00000153187	HNRNPU	3192	protein_coding
225786_at	ENSG00000153187	HNRNPU	3192	protein_coding
226922_at	ENSG00000153201	RANBP2	5903	protein_coding
226115_at	ENSG00000153207	AHCTF1	25909	protein_coding
225412_at	ENSG00000153214	TMEM87B	84910	protein_coding
225411_at	ENSG00000153214	TMEM87B	84910	protein_coding
231504_at	ENSG00000153237	CCDC148	130940	protein_coding
240039_at	ENSG00000153246	PLA2R1	22925	protein_coding
235746_s_at	ENSG00000153246	PLA2R1	22925	protein_coding
225265_at	ENSG00000153250	RBMS1	5937	protein_coding
225269_s_at	ENSG00000153250	RBMS1	5937	protein_coding
233972_s_at	ENSG00000153266	FEZF2	55079	protein_coding
231787_at	ENSG00000153291	SLC25A27	9481	protein_coding
230624_at	ENSG00000153291	SLC25A27	9481	protein_coding
238689_at	ENSG00000153292	ADGRF1	266977	protein_coding
235988_at	ENSG00000153292	ADGRF1	266977	protein_coding
236489_at	ENSG00000153292	ADGRF1	266977	protein_coding
237690_at	ENSG00000153294	ADGRF4	221393	protein_coding
228987_at	ENSG00000153310	CYRIB	51571	protein_coding
236533_at	ENSG00000153317	ASAP1	50807	protein_coding
224790_at	ENSG00000153317	ASAP1	50807	protein_coding
224796_at	ENSG00000153317	ASAP1	50807	protein_coding
224791_at	ENSG00000153317	ASAP1	50807	protein_coding
240065_at	ENSG00000153347	FAM81B	153643	protein_coding
224443_at	ENSG00000153363	LINC00467	NA	lncRNA
224444_s_at	ENSG00000153363	LINC00467	NA	lncRNA
229582_at	ENSG00000153391	INO80C	125476	protein_coding
230441_at	ENSG00000153404	PLEKHG4B	153478	protein_coding
236255_at	ENSG00000153404	PLEKHG4B	153478	protein_coding
223206_s_at	ENSG00000153406	NMRAL1	57407	protein_coding
231271_x_at	ENSG00000153406	NMRAL1	57407	protein_coding
225874_at	ENSG00000153443	UBALD1	124402	protein_coding
229177_at	ENSG00000153446	C16orf89	146556	protein_coding
244177_at	ENSG00000153487	ING1	3621	protein_coding
236853_at	ENSG00000153495	TEX29	121793	protein_coding
231405_at	ENSG00000153498	SPACA7	122258	protein_coding
238054_at	ENSG00000153531	ADPRHL1	113622	protein_coding
226017_at	ENSG00000153551	CMTM7	112616	protein_coding
227443_at	ENSG00000153714	LURAP1L	286343	protein_coding
242394_at	ENSG00000153721	CNKSR3	154043	protein_coding
227481_at	ENSG00000153721	CNKSR3	154043	protein_coding
237302_at	ENSG00000153721	CNKSR3	154043	protein_coding
236588_at	ENSG00000153774	CFDP1	10428	protein_coding
229146_at	ENSG00000153790	C7orf31	136895	protein_coding
225800_at	ENSG00000153814	JAZF1	221895	protein_coding
225798_at	ENSG00000153814	JAZF1	221895	protein_coding
238086_at	ENSG00000153815	CMIP	80790	protein_coding
224992_s_at	ENSG00000153815	CMIP	80790	protein_coding
224991_at	ENSG00000153815	CMIP	80790	protein_coding
228509_at	ENSG00000153820	SPHKAP	80309	protein_coding
222901_s_at	ENSG00000153822	KCNJ16	3773	protein_coding
237867_s_at	ENSG00000153823	PID1	55022	protein_coding
226993_at	ENSG00000153827	TRIP12	9320	protein_coding
236525_at	ENSG00000153832	FBXO36	130888	protein_coding
225527_at	ENSG00000153879	CEBPG	1054	protein_coding
228683_s_at	ENSG00000153885	KCTD15	79047	protein_coding
222664_at	ENSG00000153885	KCTD15	79047	protein_coding
222668_at	ENSG00000153885	KCTD15	79047	protein_coding
228093_at	ENSG00000153896	ZNF599	148103	protein_coding
243747_at	ENSG00000153896	ZNF599	148103	protein_coding
230110_at	ENSG00000153898	MCOLN2	255231	protein_coding
242670_at	ENSG00000153902	LGI4	163175	protein_coding
227821_at	ENSG00000153902	LGI4	163175	protein_coding
244287_at	ENSG00000153914	SREK1	140890	protein_coding
243361_at	ENSG00000153914	SREK1	140890	protein_coding
238781_at	ENSG00000153914	SREK1	140890	protein_coding
235611_at	ENSG00000153914	SREK1	140890	protein_coding
235791_x_at	ENSG00000153922	CHD1	1105	protein_coding
244095_at	ENSG00000153930	ANKFN1	162282	protein_coding
238457_at	ENSG00000153933	DGKE	8526	protein_coding
238694_at	ENSG00000153933	DGKE	8526	protein_coding
230465_at	ENSG00000153936	HS2ST1	9653	protein_coding
243579_at	ENSG00000153944	MSI2	124540	protein_coding
239232_at	ENSG00000153944	MSI2	124540	protein_coding
243010_at	ENSG00000153944	MSI2	124540	protein_coding
225238_at	ENSG00000153944	MSI2	124540	protein_coding
225237_s_at	ENSG00000153944	MSI2	124540	protein_coding
225240_s_at	ENSG00000153944	MSI2	124540	protein_coding
225233_at	ENSG00000153944	MSI2	124540	protein_coding
226134_s_at	ENSG00000153944	MSI2	124540	protein_coding
227623_at	ENSG00000153956	CACNA2D1	781	protein_coding
228330_at	ENSG00000153975	ZUP1	221302	protein_coding
238681_at	ENSG00000153982	GDPD1	284161	protein_coding
229322_at	ENSG00000154001	PPP2R5E	5529	protein_coding
228070_at	ENSG00000154001	PPP2R5E	5529	protein_coding
227630_at	ENSG00000154001	PPP2R5E	5529	protein_coding
231622_at	ENSG00000154007	ASB17	127247	protein_coding
229726_at	ENSG00000154016	GRAP	10750	protein_coding
239707_at	ENSG00000154025	SLC5A10	125206	protein_coding
222862_s_at	ENSG00000154027	AK5	26289	protein_coding
224279_s_at	ENSG00000154040	CABYR	26256	protein_coding
222698_s_at	ENSG00000154059	IMPACT	55364	protein_coding
238332_at	ENSG00000154065	ANKRD29	147463	protein_coding
229308_at	ENSG00000154065	ANKRD29	147463	protein_coding
238504_at	ENSG00000154079	SDHAF4	135154	protein_coding
224400_s_at	ENSG00000154080	CHST9	83539	protein_coding
223737_x_at	ENSG00000154080	CHST9	83539	protein_coding
227806_at	ENSG00000154102	C16orf74	404550	protein_coding
231997_at	ENSG00000154114	TBCEL	219899	protein_coding
227395_at	ENSG00000154114	TBCEL	219899	protein_coding
243679_at	ENSG00000154118	JPH3	57338	protein_coding
229294_at	ENSG00000154118	JPH3	57338	protein_coding
223094_s_at	ENSG00000154122	ANKH	56172	protein_coding
223092_at	ENSG00000154122	ANKH	56172	protein_coding
223093_at	ENSG00000154122	ANKH	56172	protein_coding
229176_at	ENSG00000154122	ANKH	56172	protein_coding
240834_at	ENSG00000154124	OTULIN	90268	protein_coding
228382_at	ENSG00000154124	OTULIN	90268	protein_coding
229268_at	ENSG00000154124	OTULIN	90268	protein_coding
228359_at	ENSG00000154127	UBASH3B	84959	protein_coding
228353_x_at	ENSG00000154127	UBASH3B	84959	protein_coding
238587_at	ENSG00000154127	UBASH3B	84959	protein_coding
238462_at	ENSG00000154127	UBASH3B	84959	protein_coding
226028_at	ENSG00000154133	ROBO4	54538	protein_coding
240955_at	ENSG00000154143	PANX3	116337	protein_coding
225818_s_at	ENSG00000154144	TBRG1	84897	protein_coding
225819_at	ENSG00000154144	TBRG1	84897	protein_coding
230320_at	ENSG00000154144	TBRG1	84897	protein_coding
223395_at	ENSG00000154175	ABI3BP	25890	protein_coding
238649_at	ENSG00000154217	PITPNC1	26207	protein_coding
229414_at	ENSG00000154217	PITPNC1	26207	protein_coding
225323_at	ENSG00000154222	CC2D1B	200014	protein_coding
242487_at	ENSG00000154222	CC2D1B	200014	protein_coding
237960_at	ENSG00000154240	CEP112	201134	protein_coding
239185_at	ENSG00000154258	ABCA9	10350	protein_coding
242541_at	ENSG00000154258	ABCA9	10350	protein_coding
235335_at	ENSG00000154258	ABCA9	10350	protein_coding
222938_x_at	ENSG00000154269	ENPP3	5169	protein_coding
232737_s_at	ENSG00000154269	ENPP3	5169	protein_coding
235350_at	ENSG00000154274	C4orf19	55286	protein_coding
235466_s_at	ENSG00000154309	DISP1	84976	protein_coding
228184_at	ENSG00000154309	DISP1	84976	protein_coding
239288_at	ENSG00000154310	TNIK	23043	protein_coding
226614_s_at	ENSG00000154319	FAM167A	83648	protein_coding
226585_at	ENSG00000154328	NEIL2	252969	protein_coding
226303_at	ENSG00000154330	PGM5	5239	protein_coding
229854_at	ENSG00000154358	OBSCN	84033	protein_coding
233029_at	ENSG00000154358	OBSCN	84033	protein_coding
226038_at	ENSG00000154359	LONRF1	91694	protein_coding
238797_at	ENSG00000154370	TRIM11	81559	protein_coding
226566_at	ENSG00000154370	TRIM11	81559	protein_coding
222433_at	ENSG00000154380	ENAH	55740	protein_coding
222434_at	ENSG00000154380	ENAH	55740	protein_coding
228310_at	ENSG00000154380	ENAH	55740	protein_coding
225904_at	ENSG00000154429	CCSAP	126731	protein_coding
225590_at	ENSG00000154447	SH3RF1	57630	protein_coding
225589_at	ENSG00000154447	SH3RF1	57630	protein_coding
229625_at	ENSG00000154451	GBP5	115362	protein_coding
238581_at	ENSG00000154451	GBP5	115362	protein_coding
237245_at	ENSG00000154473	BUB3	9184	protein_coding
244617_at	ENSG00000154478	GPR26	2849	protein_coding
236909_at	ENSG00000154479	CCDC173	129881	protein_coding
228168_at	ENSG00000154518	ATP5MC3	518	protein_coding
239295_at	ENSG00000154548	SRSF12	135295	protein_coding
240289_at	ENSG00000154553	PDLIM3	27295	protein_coding
237285_at	ENSG00000154556	SORBS2	8470	protein_coding
225728_at	ENSG00000154556	SORBS2	8470	protein_coding
240091_at	ENSG00000154611	PSMA8	143471	protein_coding
239155_at	ENSG00000154639	CXADR	1525	protein_coding
226374_at	ENSG00000154639	CXADR	1525	protein_coding
226109_at	ENSG00000154642	C21orf91	54149	protein_coding
232390_at	ENSG00000154654	NCAM2	4685	protein_coding
228557_at	ENSG00000154655	L3MBTL4	91133	protein_coding
243564_at	ENSG00000154678	PDE1C	5137	protein_coding
239218_at	ENSG00000154678	PDE1C	5137	protein_coding
236344_at	ENSG00000154678	PDE1C	5137	protein_coding
229127_at	ENSG00000154721	JAM2	58494	protein_coding
227428_at	ENSG00000154727	GABPA	2551	protein_coding
222486_s_at	ENSG00000154734	ADAMTS1	9510	protein_coding
235368_at	ENSG00000154736	ADAMTS5	11096	protein_coding
229357_at	ENSG00000154736	ADAMTS5	11096	protein_coding
244391_at	ENSG00000154743	TSEN2	80746	protein_coding
223787_s_at	ENSG00000154781	CCDC174	51244	protein_coding
225559_at	ENSG00000154781	CCDC174	51244	protein_coding
226984_at	ENSG00000154783	FGD5	152273	protein_coding
226985_at	ENSG00000154783	FGD5	152273	protein_coding
243062_at	ENSG00000154803	FLCN	201163	protein_coding
235250_at	ENSG00000154803	FLCN	201163	protein_coding
225195_at	ENSG00000154813	DPH3	285381	protein_coding
225200_at	ENSG00000154813	DPH3	285381	protein_coding
227686_at	ENSG00000154814	OXNAD1	92106	protein_coding
240211_at	ENSG00000154856	APCDD1	147495	protein_coding
225016_at	ENSG00000154856	APCDD1	147495	protein_coding
222908_at	ENSG00000154864	PIEZO2	63895	protein_coding
237439_at	ENSG00000154914	USP43	124739	protein_coding
225259_at	ENSG00000154917	RAB6B	51560	protein_coding
234465_at	ENSG00000154920	EME1	146956	protein_coding
234464_s_at	ENSG00000154920	EME1	146956	protein_coding
230425_at	ENSG00000154928	EPHB1	2047	protein_coding
224882_at	ENSG00000154930	ACSS1	84532	protein_coding
227064_at	ENSG00000154945	ANKRD40	91369	protein_coding
226787_at	ENSG00000154957	ZNF18	7566	protein_coding
223550_s_at	ENSG00000154975	CA10	56934	protein_coding
235433_at	ENSG00000155008	APOOL	139322	protein_coding
224199_at	ENSG00000155011	DKK2	27123	protein_coding
226393_at	ENSG00000155016	CYP2U1	113612	protein_coding
226402_at	ENSG00000155016	CYP2U1	113612	protein_coding
227500_at	ENSG00000155034	FBXL18	80028	protein_coding
239528_at	ENSG00000155066	PROM2	150696	protein_coding
239828_at	ENSG00000155085	AK9	221264	protein_coding
226463_at	ENSG00000155097	ATP6V1C1	528	protein_coding
226338_at	ENSG00000155099	PIP4P2	55529	protein_coding
222825_at	ENSG00000155100	OTUD6B	51633	protein_coding
235226_at	ENSG00000155111	CDK19	23097	protein_coding
242477_at	ENSG00000155158	TTC39B	158219	protein_coding
236826_at	ENSG00000155158	TTC39B	158219	protein_coding
232000_at	ENSG00000155158	TTC39B	158219	protein_coding
232007_at	ENSG00000155189	AGPAT5	55326	protein_coding
223095_at	ENSG00000155254	MARVELD1	83742	protein_coding
225218_at	ENSG00000155256	ZFYVE27	118813	protein_coding
228068_at	ENSG00000155265	GOLGA7B	401647	protein_coding
235097_at	ENSG00000155275	TRMT44	152992	protein_coding
223192_at	ENSG00000155287	SLC25A28	81894	protein_coding
223167_s_at	ENSG00000155313	USP25	29761	protein_coding
223803_s_at	ENSG00000155329	ZCCHC10	54819	protein_coding
226608_at	ENSG00000155330	C16orf87	388272	protein_coding
242555_at	ENSG00000155330	C16orf87	388272	protein_coding
233917_s_at	ENSG00000155363	MOV10	4343	protein_coding
223849_s_at	ENSG00000155363	MOV10	4343	protein_coding
229484_at	ENSG00000155367	PPM1J	333926	protein_coding
224714_at	ENSG00000155438	NIFK	84365	protein_coding
224713_at	ENSG00000155438	NIFK	84365	protein_coding
239663_x_at	ENSG00000155506	LARP1	23367	protein_coding
244710_at	ENSG00000155530	LRGUK	136332	protein_coding
240840_s_at	ENSG00000155542	SETD9	133383	protein_coding
238465_at	ENSG00000155542	SETD9	133383	protein_coding
231975_s_at	ENSG00000155545	MIER3	166968	protein_coding
228961_at	ENSG00000155545	MIER3	166968	protein_coding
232019_at	ENSG00000155592	ZKSCAN2	342357	protein_coding
238912_x_at	ENSG00000155621	C9orf85	138241	protein_coding
238579_at	ENSG00000155621	C9orf85	138241	protein_coding
235866_at	ENSG00000155621	C9orf85	138241	protein_coding
229469_at	ENSG00000155622	XAGE2	9502	protein_coding
226459_at	ENSG00000155629	PIK3AP1	118788	protein_coding
228578_at	ENSG00000155636	RBM45	129831	protein_coding
244839_at	ENSG00000155657	TTN	7273	protein_coding
241791_at	ENSG00000155657	TTN	7273	protein_coding
241045_at	ENSG00000155666	KDM8	79831	protein_coding
241572_at	ENSG00000155714	PDZD9	255762	protein_coding
226493_at	ENSG00000155729	KCTD18	130535	protein_coding
231874_at	ENSG00000155744	FAM126B	285172	protein_coding
229460_at	ENSG00000155744	FAM126B	285172	protein_coding
239458_at	ENSG00000155749	FLACC1	130540	protein_coding
242661_x_at	ENSG00000155749	FLACC1	130540	protein_coding
228255_at	ENSG00000155755	TMEM237	65062	protein_coding
233516_s_at	ENSG00000155761	SPAG17	200162	protein_coding
223618_at	ENSG00000155816	FMN2	56776	protein_coding
222683_at	ENSG00000155827	RNF20	56254	protein_coding
232181_at	ENSG00000155846	PPARGC1B	133522	protein_coding
224963_at	ENSG00000155850	SLC26A2	1836	protein_coding
224959_at	ENSG00000155850	SLC26A2	1836	protein_coding
241599_at	ENSG00000155858	LSM11	134353	protein_coding
242112_at	ENSG00000155858	LSM11	134353	protein_coding
226819_at	ENSG00000155858	LSM11	134353	protein_coding
226826_at	ENSG00000155858	LSM11	134353	protein_coding
231272_at	ENSG00000155868	MED7	9443	protein_coding
231570_at	ENSG00000155875	SAXO1	158297	protein_coding
229110_at	ENSG00000155886	SLC24A2	25769	protein_coding
239475_at	ENSG00000155893	PXYLP1	92370	protein_coding
226925_at	ENSG00000155893	PXYLP1	92370	protein_coding
230669_at	ENSG00000155903	RASA2	5922	protein_coding
226392_at	ENSG00000155903	RASA2	5922	protein_coding
222845_x_at	ENSG00000155957	TMBIM4	51643	protein_coding
223892_s_at	ENSG00000155957	TMBIM4	51643	protein_coding
238695_s_at	ENSG00000155961	RAB39B	116442	protein_coding
230075_at	ENSG00000155961	RAB39B	116442	protein_coding
238458_at	ENSG00000155970	MICU3	286097	protein_coding
235957_at	ENSG00000155974	GRIP1	23426	protein_coding
225378_at	ENSG00000155975	VPS37A	137492	protein_coding
228024_at	ENSG00000155975	VPS37A	137492	protein_coding
223933_at	ENSG00000155980	KIF5A	3798	protein_coding
241781_at	ENSG00000156017	CARNMT1	138199	protein_coding
228324_at	ENSG00000156017	CARNMT1	138199	protein_coding
225320_at	ENSG00000156026	MCU	90550	protein_coding
235430_at	ENSG00000156030	MIDEAS	91748	protein_coding
225980_at	ENSG00000156030	MIDEAS	91748	protein_coding
229169_at	ENSG00000156042	CFAP70	118491	protein_coding
229170_s_at	ENSG00000156042	CFAP70	118491	protein_coding
243580_at	ENSG00000156049	GNA14	9630	protein_coding
235378_at	ENSG00000156050	FAM161B	145483	protein_coding
242608_x_at	ENSG00000156050	FAM161B	145483	protein_coding
224863_at	ENSG00000156052	GNAQ	2776	protein_coding
224862_at	ENSG00000156052	GNAQ	2776	protein_coding
224861_at	ENSG00000156052	GNAQ	2776	protein_coding
224531_at	ENSG00000156097	GPR61	83873	protein_coding
223614_at	ENSG00000156103	MMP16	4325	protein_coding
228414_at	ENSG00000156113	KCNMA1	3778	protein_coding
226721_at	ENSG00000156162	DPY19L4	286148	protein_coding
235509_at	ENSG00000156170	NDUFAF6	137682	protein_coding
230016_at	ENSG00000156170	NDUFAF6	137682	protein_coding
225230_at	ENSG00000156171	DRAM2	128338	protein_coding
225228_at	ENSG00000156171	DRAM2	128338	protein_coding
244569_at	ENSG00000156172	C8orf37	157657	protein_coding
231187_at	ENSG00000156222	SLC28A1	9154	protein_coding
228953_at	ENSG00000156232	WHAMM	123720	protein_coding
222616_s_at	ENSG00000156256	USP16	10600	protein_coding
228822_s_at	ENSG00000156256	USP16	10600	protein_coding
233753_at	ENSG00000156304	SCAF4	57466	protein_coding
226082_s_at	ENSG00000156304	SCAF4	57466	protein_coding
230972_at	ENSG00000156381	ANKRD9	122416	protein_coding
227959_at	ENSG00000156381	ANKRD9	122416	protein_coding
238794_at	ENSG00000156384	SFR1	119392	protein_coding
236027_at	ENSG00000156384	SFR1	119392	protein_coding
227560_at	ENSG00000156398	SFXN2	118980	protein_coding
237334_at	ENSG00000156398	SFXN2	118980	protein_coding
228285_at	ENSG00000156414	TDRD9	122402	protein_coding
231382_at	ENSG00000156427	FGF18	8817	protein_coding
228892_at	ENSG00000156463	SH3RF2	153769	protein_coding
235768_at	ENSG00000156463	SH3RF2	153769	protein_coding
243582_at	ENSG00000156463	SH3RF2	153769	protein_coding
244293_at	ENSG00000156467	UQCRB	7381	protein_coding
200062_s_at	ENSG00000156482	RPL30	6156	protein_coding
232401_at	ENSG00000156486	KCNS2	3788	protein_coding
239047_at	ENSG00000156500	FAM122C	159091	protein_coding
225362_at	ENSG00000156504	FAM122B	159090	protein_coding
225361_x_at	ENSG00000156504	FAM122B	159090	protein_coding
227708_at	ENSG00000156508	EEF1A1	1915	protein_coding
236852_at	ENSG00000156509	FBXO43	286151	protein_coding
237324_s_at	ENSG00000156510	HKDC1	80201	protein_coding
237323_at	ENSG00000156510	HKDC1	80201	protein_coding
227614_at	ENSG00000156510	HKDC1	80201	protein_coding
225877_at	ENSG00000156521	TYSND1	219743	protein_coding
238802_at	ENSG00000156521	TYSND1	219743	protein_coding
224442_at	ENSG00000156531	PHF6	84295	protein_coding
225501_at	ENSG00000156531	PHF6	84295	protein_coding
229900_at	ENSG00000156535	CD109	135228	protein_coding
239719_at	ENSG00000156535	CD109	135228	protein_coding
226545_at	ENSG00000156535	CD109	135228	protein_coding
232697_at	ENSG00000156564	LRFN2	57497	protein_coding
230916_at	ENSG00000156574	NODAL	4838	protein_coding
237896_at	ENSG00000156574	NODAL	4838	protein_coding
224868_at	ENSG00000156599	ZDHHC5	25921	protein_coding
224858_at	ENSG00000156599	ZDHHC5	25921	protein_coding
226293_at	ENSG00000156603	MED19	219541	protein_coding
226300_at	ENSG00000156603	MED19	219541	protein_coding
222493_s_at	ENSG00000156639	ZFAND3	60685	protein_coding
242062_at	ENSG00000156671	SAMD8	142891	protein_coding
225950_at	ENSG00000156671	SAMD8	142891	protein_coding
231830_x_at	ENSG00000156675	RAB11FIP1	80223	protein_coding
225177_at	ENSG00000156675	RAB11FIP1	80223	protein_coding
231325_at	ENSG00000156687	UNC5D	137970	protein_coding
222909_s_at	ENSG00000156735	BAG4	9530	protein_coding
228189_at	ENSG00000156735	BAG4	9530	protein_coding
228592_at	ENSG00000156738	MS4A1	931	protein_coding
228599_at	ENSG00000156738	MS4A1	931	protein_coding
235266_at	ENSG00000156802	ATAD2	29028	protein_coding
222740_at	ENSG00000156802	ATAD2	29028	protein_coding
228401_at	ENSG00000156802	ATAD2	29028	protein_coding
241763_s_at	ENSG00000156804	FBXO32	114907	protein_coding
225803_at	ENSG00000156804	FBXO32	114907	protein_coding
225801_at	ENSG00000156804	FBXO32	114907	protein_coding
225345_s_at	ENSG00000156804	FBXO32	114907	protein_coding
225328_at	ENSG00000156804	FBXO32	114907	protein_coding
226536_at	ENSG00000156831	NSMCE2	286053	protein_coding
227445_at	ENSG00000156853	ZNF689	115509	protein_coding
227294_at	ENSG00000156853	ZNF689	115509	protein_coding
242217_s_at	ENSG00000156860	FBRS	64319	protein_coding
243252_at	ENSG00000156869	FRRS1	391059	protein_coding
231895_at	ENSG00000156876	SASS6	163786	protein_coding
226386_at	ENSG00000156928	MALSU1	115416	protein_coding
226385_s_at	ENSG00000156928	MALSU1	115416	protein_coding
244641_at	ENSG00000156928	MALSU1	115416	protein_coding
236937_at	ENSG00000156931	VPS8	23355	protein_coding
230918_at	ENSG00000156958	GALK2	2585	protein_coding
228422_at	ENSG00000156959	LHFPL4	375323	protein_coding
231065_at	ENSG00000156973	PDE6D	5147	protein_coding
225743_at	ENSG00000156990	RPUSD3	285367	protein_coding
223862_at	ENSG00000157017	GHRL	51738	protein_coding
234714_x_at	ENSG00000157087	ATP2B2	491	protein_coding
239357_at	ENSG00000157087	ATP2B2	491	protein_coding
231306_at	ENSG00000157093	LYZL4	131375	protein_coding
224842_at	ENSG00000157106	SMG1	23049	protein_coding
228220_at	ENSG00000157107	FCHO2	115548	protein_coding
240770_at	ENSG00000157111	TMEM171	134285	protein_coding
229039_at	ENSG00000157152	SYN2	6854	protein_coding
240197_at	ENSG00000157152	SYN2	6854	protein_coding
222720_x_at	ENSG00000157181	ODR4	54953	protein_coding
230123_at	ENSG00000157191	NECAP2	55707	protein_coding
228955_at	ENSG00000157193	LRP8	7804	protein_coding
225871_at	ENSG00000157214	STEAP2	261729	protein_coding
223635_s_at	ENSG00000157216	SSBP3	23648	protein_coding
222482_at	ENSG00000157216	SSBP3	23648	protein_coding
223249_at	ENSG00000157224	CLDN12	9069	protein_coding
236035_at	ENSG00000157240	FZD1	8321	protein_coding
242634_at	ENSG00000157259	GATAD1	57798	protein_coding
227182_at	ENSG00000157303	SUSD3	203328	protein_coding
236430_at	ENSG00000157315	TMED6	146456	protein_coding
231549_at	ENSG00000157330	C1orf158	93190	protein_coding
231263_at	ENSG00000157343	ARMC12	221481	protein_coding
230974_at	ENSG00000157349	DDX19B	11269	protein_coding
229336_at	ENSG00000157350	ST3GAL2	6483	protein_coding
238896_at	ENSG00000157350	ST3GAL2	6483	protein_coding
226072_at	ENSG00000157353	FCSK	197258	protein_coding
237046_x_at	ENSG00000157368	IL34	146433	protein_coding
243334_at	ENSG00000157388	CACNA1D	776	protein_coding
232984_at	ENSG00000157423	HYDIN	54768	protein_coding
235435_at	ENSG00000157426	AASDH	132949	protein_coding
228041_at	ENSG00000157426	AASDH	132949	protein_coding
234953_x_at	ENSG00000157429	ZNF19	7567	protein_coding
228958_at	ENSG00000157429	ZNF19	7567	protein_coding
240836_at	ENSG00000157429	ZNF19	7567	protein_coding
227756_at	ENSG00000157470	FAM81A	145773	protein_coding
222538_s_at	ENSG00000157500	APPL1	26060	protein_coding
229160_at	ENSG00000157502	PWWP3B	139221	protein_coding
226955_at	ENSG00000157510	AFAP1L1	134265	protein_coding
239308_at	ENSG00000157540	DYRK1A	1859	protein_coding
232411_at	ENSG00000157542	KCNJ6	3763	protein_coding
238428_at	ENSG00000157551	KCNJ15	3772	protein_coding
239464_at	ENSG00000157551	KCNJ15	3772	protein_coding
230585_at	ENSG00000157551	KCNJ15	3772	protein_coding
241926_s_at	ENSG00000157554	ERG	2078	protein_coding
228819_at	ENSG00000157570	TSPAN18	90139	protein_coding
227307_at	ENSG00000157570	TSPAN18	90139	protein_coding
232196_at	ENSG00000157578	LCA5L	150082	protein_coding
224716_at	ENSG00000157593	SLC35B2	347734	protein_coding
223202_s_at	ENSG00000157600	TMEM164	84187	protein_coding
223201_s_at	ENSG00000157600	TMEM164	84187	protein_coding
227357_at	ENSG00000157625	TAB3	257397	protein_coding
238347_at	ENSG00000157637	SLC38A10	124565	protein_coding
242942_at	ENSG00000157637	SLC38A10	124565	protein_coding
230448_at	ENSG00000157637	SLC38A10	124565	protein_coding
226694_at	ENSG00000157654	PALM2AKAP2	445815	protein_coding
238444_at	ENSG00000157657	ZNF618	114991	protein_coding
226592_at	ENSG00000157657	ZNF618	114991	protein_coding
226590_at	ENSG00000157657	ZNF618	114991	protein_coding
240395_at	ENSG00000157680	DGKI	9162	protein_coding
230509_at	ENSG00000157734	SNX22	79856	protein_coding
235460_at	ENSG00000157734	SNX22	79856	protein_coding
238350_at	ENSG00000157741	UBN2	254048	protein_coding
225445_at	ENSG00000157741	UBN2	254048	protein_coding
225444_at	ENSG00000157741	UBN2	254048	protein_coding
243829_at	ENSG00000157764	BRAF	673	protein_coding
236402_at	ENSG00000157764	BRAF	673	protein_coding
226391_at	ENSG00000157764	BRAF	673	protein_coding
223363_at	ENSG00000157778	PSMG3	84262	protein_coding
232163_at	ENSG00000157796	WDR19	57728	protein_coding
223304_at	ENSG00000157800	SLC37A3	84255	protein_coding
242665_at	ENSG00000157827	FMNL2	114793	protein_coding
226184_at	ENSG00000157827	FMNL2	114793	protein_coding
232015_at	ENSG00000157833	GAREM2	150946	protein_coding
228028_at	ENSG00000157833	GAREM2	150946	protein_coding
224640_at	ENSG00000157837	SPPL3	121665	protein_coding
224639_at	ENSG00000157837	SPPL3	121665	protein_coding
224638_at	ENSG00000157837	SPPL3	121665	protein_coding
224100_s_at	ENSG00000157851	DPYSL5	56896	protein_coding
222797_at	ENSG00000157851	DPYSL5	56896	protein_coding
231133_at	ENSG00000157856	DRC1	92749	protein_coding
227003_at	ENSG00000157869	RAB28	9364	protein_coding
231835_at	ENSG00000157870	PRXL2B	127281	protein_coding
236378_at	ENSG00000157884	CIB4	130106	protein_coding
223693_s_at	ENSG00000157927	RADIL	55698	protein_coding
229265_at	ENSG00000157933	SKI	6497	protein_coding
226986_at	ENSG00000157954	WIPI2	26100	protein_coding
235968_at	ENSG00000157985	AGAP1	116987	protein_coding
228240_at	ENSG00000157985	AGAP1	116987	protein_coding
235148_at	ENSG00000157992	KRTCAP3	200634	protein_coding
224485_s_at	ENSG00000158014	SLC30A2	7780	protein_coding
