ensembl_gene_id	probe_id
ENSG00000145817	221423_s_at
ENSG00000145817	224949_at
ENSG00000145817	224934_at
ENSG00000145817	224953_at
ENSG00000145819	215955_x_at
ENSG00000145819	205068_s_at
ENSG00000145819	205069_s_at
ENSG00000145819	226576_at
ENSG00000145824	218002_s_at
ENSG00000145824	222484_s_at
ENSG00000145826	207409_at
ENSG00000145832	231372_at
ENSG00000145832	1554542_at
ENSG00000145833	202462_s_at
ENSG00000145833	228039_at
ENSG00000145839	208193_at
ENSG00000145850	1552280_at
ENSG00000145860	238949_at
ENSG00000145860	226077_at
ENSG00000145861	223749_at
ENSG00000145863	207182_at
ENSG00000145864	207352_s_at
ENSG00000145864	1557122_s_at
ENSG00000145864	242344_at
ENSG00000145868	219608_s_at
ENSG00000145868	224369_s_at
ENSG00000145868	221257_x_at
ENSG00000145879	223720_at
ENSG00000145882	218953_s_at
ENSG00000145888	207972_at
ENSG00000145901	243423_at
ENSG00000145901	207196_s_at
ENSG00000145907	1557350_at
ENSG00000145907	201514_s_at
ENSG00000145907	201503_at
ENSG00000145907	244396_at
ENSG00000145907	242422_at
ENSG00000145907	225007_at
ENSG00000145908	228144_at
ENSG00000145911	214775_at
ENSG00000145912	209104_s_at
ENSG00000145916	218262_at
ENSG00000145916	213297_at
ENSG00000145919	225030_at
ENSG00000145920	206368_at
ENSG00000145920	225815_at
ENSG00000145934	231867_at
ENSG00000145936	1554710_at
ENSG00000145936	209948_at
ENSG00000145936	232347_x_at
ENSG00000145945	205775_at
ENSG00000145949	1556136_at
ENSG00000145975	237619_at
ENSG00000145979	1563839_at
ENSG00000145979	223461_at
ENSG00000145982	204283_at
ENSG00000145982	204282_s_at
ENSG00000145990	1554486_a_at
ENSG00000145990	219821_s_at
ENSG00000145990	230179_at
ENSG00000145996	220039_s_at
ENSG00000145996	214877_at
ENSG00000146001	234724_x_at
ENSG00000146005	223536_at
ENSG00000146006	206408_at
ENSG00000146007	224782_at
ENSG00000146013	214479_at
ENSG00000146013	229936_at
ENSG00000146021	1555110_a_at
ENSG00000146021	221221_s_at
ENSG00000146038	222925_at
ENSG00000146039	1565925_at
ENSG00000146039	207051_at
ENSG00000146047	241519_at
ENSG00000146049	224157_at
ENSG00000146054	223694_at
ENSG00000146054	1554735_a_at
ENSG00000146054	239694_at
ENSG00000146063	226445_s_at
ENSG00000146066	209329_x_at
ENSG00000146066	209328_x_at
ENSG00000146067	243047_at
ENSG00000146067	218920_at
ENSG00000146070	206214_at
ENSG00000146072	214581_x_at
ENSG00000146072	218856_at
ENSG00000146083	203286_at
ENSG00000146085	202960_s_at
ENSG00000146085	202959_at
ENSG00000146090	236748_at
ENSG00000146094	220320_at
ENSG00000146094	223553_s_at
ENSG00000146109	218405_at
ENSG00000146112	224927_at
ENSG00000146122	212793_at
ENSG00000146143	1554885_a_at
ENSG00000146143	1554884_at
ENSG00000146143	215708_s_at
ENSG00000146143	215709_at
ENSG00000146143	205628_at
ENSG00000146147	235377_at
ENSG00000146151	233576_at
ENSG00000146151	1554872_a_at
ENSG00000146151	232305_at
ENSG00000146166	220393_at
ENSG00000146192	215602_at
ENSG00000146192	242632_at
ENSG00000146192	1559091_s_at
ENSG00000146192	1553906_s_at
ENSG00000146197	230290_at
ENSG00000146197	228407_at
ENSG00000146205	241918_at
ENSG00000146215	235720_at
ENSG00000146216	230191_at
ENSG00000146221	237280_at
ENSG00000146223	1561770_at
ENSG00000146232	203927_at
ENSG00000146233	1553977_a_at
ENSG00000146233	220432_s_at
ENSG00000146242	203476_at
ENSG00000146243	238599_at
ENSG00000146243	1557174_a_at
ENSG00000146247	212542_s_at
ENSG00000146247	244811_at
ENSG00000146247	213074_at
ENSG00000146250	235874_at
ENSG00000146267	232067_at
ENSG00000146267	230447_at
ENSG00000146276	206525_at
ENSG00000146278	209034_at
ENSG00000146281	225431_x_at
ENSG00000146281	225421_at
ENSG00000146282	232902_s_at
ENSG00000146282	225264_at
ENSG00000146285	1555356_a_at
ENSG00000146285	1563542_a_at
ENSG00000146285	1569225_a_at
ENSG00000146285	1556471_at
ENSG00000146285	1556472_s_at
ENSG00000146350	1553726_s_at
ENSG00000146350	232038_at
ENSG00000146352	1562443_at
ENSG00000146360	1553507_a_at
ENSG00000146360	214655_at
ENSG00000146373	235492_at
ENSG00000146373	232100_at
ENSG00000146373	226885_at
ENSG00000146374	228186_s_at
ENSG00000146376	225173_at
ENSG00000146376	225171_at
ENSG00000146376	225166_at
ENSG00000146378	221394_at
ENSG00000146385	1553552_at
ENSG00000146386	223361_at
ENSG00000146399	1553930_at
ENSG00000146409	226301_at
ENSG00000146410	234944_s_at
ENSG00000146410	234945_at
ENSG00000146410	228069_at
ENSG00000146411	235050_at
ENSG00000146411	244353_s_at
ENSG00000146414	226366_at
ENSG00000146416	230520_at
ENSG00000146416	232810_at
ENSG00000146416	1556212_x_at
ENSG00000146416	1556210_at
ENSG00000146416	1556211_a_at
ENSG00000146416	223136_at
ENSG00000146416	216179_x_at
ENSG00000146425	201999_s_at
ENSG00000146426	227866_at
ENSG00000146426	222942_s_at
ENSG00000146433	225127_at
ENSG00000146453	1564414_a_at
ENSG00000146457	210285_x_at
ENSG00000146457	203137_at
ENSG00000146457	229630_s_at
ENSG00000146463	202049_s_at
ENSG00000146463	202050_s_at
ENSG00000146463	202051_s_at
ENSG00000146469	206577_at
ENSG00000146476	218195_at
ENSG00000146477	205421_at
ENSG00000146521	207698_at
ENSG00000146521	1555095_at
ENSG00000146530	1562226_at
ENSG00000146530	239552_at
ENSG00000146535	224681_at
ENSG00000146535	221737_at
ENSG00000146540	240900_at
ENSG00000146540	240147_at
ENSG00000146540	224478_s_at
ENSG00000146555	229912_at
ENSG00000146555	229407_at
ENSG00000146576	219261_at
ENSG00000146576	47083_at
ENSG00000146587	1553122_s_at
ENSG00000146587	241366_at
ENSG00000146587	228571_at
ENSG00000146592	242329_at
ENSG00000146592	205931_s_at
ENSG00000146592	229228_at
ENSG00000146618	1553517_at
ENSG00000146648	210984_x_at
ENSG00000146648	211607_x_at
ENSG00000146648	1565484_x_at
ENSG00000146648	1565483_at
ENSG00000146648	211550_at
ENSG00000146648	201983_s_at
ENSG00000146648	201984_s_at
ENSG00000146648	224999_at
ENSG00000146666	1553708_at
ENSG00000146670	224753_at
ENSG00000146674	212143_s_at
ENSG00000146674	210095_s_at
ENSG00000146676	227718_at
ENSG00000146676	235711_at
ENSG00000146676	226762_at
ENSG00000146676	225120_at
ENSG00000146678	205302_at
ENSG00000146700	236529_at
ENSG00000146701	209036_s_at
ENSG00000146701	213333_at
ENSG00000146729	201816_s_at
ENSG00000146731	201327_s_at
ENSG00000146731	201326_at
ENSG00000146733	205048_s_at
ENSG00000146733	205194_at
ENSG00000146755	231014_at
ENSG00000146755	1556554_at
ENSG00000146757	1564963_x_at
ENSG00000146757	1564962_at
ENSG00000146757	235170_at
ENSG00000146776	214342_at
ENSG00000146776	214343_s_at
ENSG00000146776	232265_at
ENSG00000146776	227732_at
ENSG00000146802	234726_s_at
ENSG00000146802	218962_s_at
ENSG00000146809	1564679_at
ENSG00000146826	220659_s_at
ENSG00000146828	223994_s_at
ENSG00000146828	223995_at
ENSG00000146828	220371_s_at
ENSG00000146830	228755_at
ENSG00000146830	226768_at
ENSG00000146833	1554287_at
ENSG00000146833	223384_s_at
ENSG00000146833	224159_x_at
ENSG00000146834	219798_s_at
ENSG00000146839	224265_s_at
ENSG00000146839	224263_x_at
ENSG00000146839	224264_x_at
ENSG00000146839	224267_x_at
ENSG00000146839	224268_x_at
ENSG00000146842	222267_at
ENSG00000146842	235158_at
ENSG00000146856	232395_x_at
ENSG00000146856	220649_at
ENSG00000146856	1554820_at
ENSG00000146858	1553781_at
ENSG00000146859	218999_at
ENSG00000146872	212986_s_at
ENSG00000146872	212997_s_at
ENSG00000146872	228627_at
ENSG00000146904	205977_s_at
ENSG00000146909	227161_at
ENSG00000146909	229220_x_at
ENSG00000146918	219588_s_at
ENSG00000146926	1553039_a_at
ENSG00000146926	1564536_at
ENSG00000146926	1564537_a_at
ENSG00000146938	1554689_a_at
ENSG00000146938	221933_at
ENSG00000146950	204967_at
ENSG00000146963	220099_s_at
ENSG00000146963	217842_at
ENSG00000146966	221885_at
ENSG00000146966	53991_at
ENSG00000147003	223784_at
ENSG00000147010	1554168_a_at
ENSG00000147010	223082_at
ENSG00000147010	235692_at
ENSG00000147027	209655_s_at
ENSG00000147027	209656_s_at
ENSG00000147036	243856_at
ENSG00000147041	1553033_at
ENSG00000147041	242093_at
ENSG00000147044	238699_s_at
ENSG00000147044	238698_at
ENSG00000147044	207620_s_at
ENSG00000147044	211208_s_at
ENSG00000147044	227156_at
ENSG00000147050	203990_s_at
ENSG00000147050	238220_at
ENSG00000147050	203992_s_at
ENSG00000147050	203991_s_at
ENSG00000147059	207841_at
ENSG00000147065	233749_at
ENSG00000147065	200600_at
ENSG00000147081	207019_s_at
ENSG00000147082	231481_at
ENSG00000147099	223908_at
ENSG00000147099	223345_at
ENSG00000147100	204462_s_at
ENSG00000147113	222911_s_at
ENSG00000147113	219652_s_at
ENSG00000147113	1553584_at
ENSG00000147113	241381_at
ENSG00000147117	208019_at
ENSG00000147118	244024_at
ENSG00000147118	235810_at
ENSG00000147119	206756_at
ENSG00000147121	206583_at
ENSG00000147123	218320_s_at
ENSG00000147124	1553217_s_at
ENSG00000147124	1553216_at
ENSG00000147124	214904_at
ENSG00000147130	1554172_a_at
ENSG00000147130	1554171_at
ENSG00000147130	207559_s_at
ENSG00000147133	216711_s_at
ENSG00000147133	227205_at
ENSG00000147138	224285_at
ENSG00000147138	229629_at
ENSG00000147140	200057_s_at
ENSG00000147144	232996_at
ENSG00000147144	239403_at
ENSG00000147145	206960_at
ENSG00000147155	231320_at
ENSG00000147155	213787_s_at
ENSG00000147155	202735_at
ENSG00000147162	220594_at
ENSG00000147162	207563_s_at
ENSG00000147162	212307_s_at
ENSG00000147162	207564_x_at
ENSG00000147162	209240_at
ENSG00000147164	231723_at
ENSG00000147164	224684_at
ENSG00000147166	219829_at
ENSG00000147168	204116_at
ENSG00000147174	238825_at
ENSG00000147180	207781_s_at
ENSG00000147180	228988_at
ENSG00000147183	1560493_a_at
ENSG00000147183	1560494_a_at
ENSG00000147202	205603_s_at
ENSG00000147202	217246_s_at
ENSG00000147202	205726_at
ENSG00000147206	220110_s_at
ENSG00000147223	1560291_at
ENSG00000147224	208447_s_at
ENSG00000147224	209440_at
ENSG00000147231	215803_at
ENSG00000147231	219355_at
ENSG00000147234	236688_at
ENSG00000147246	211479_s_at
ENSG00000147246	207307_at
ENSG00000147251	238356_at
ENSG00000147251	226875_at
ENSG00000147255	223807_at
ENSG00000147255	207695_s_at
ENSG00000147256	238047_at
ENSG00000147257	209220_at
ENSG00000147274	213762_x_at
ENSG00000147274	1556336_at
ENSG00000147274	225310_at
ENSG00000147274	229999_at
ENSG00000147316	1554155_at
ENSG00000147316	219592_at
ENSG00000147316	1557347_at
ENSG00000147316	232243_at
ENSG00000147324	213457_at
ENSG00000147324	225478_at
ENSG00000147364	225591_at
ENSG00000147364	228615_at
ENSG00000147378	231573_at
ENSG00000147381	214254_at
ENSG00000147383	209279_s_at
ENSG00000147383	215093_at
ENSG00000147394	203585_at
ENSG00000147400	209194_at
ENSG00000147403	221989_at
ENSG00000147403	200724_at
ENSG00000147408	1569387_at
ENSG00000147408	219049_at
ENSG00000147416	201089_at
ENSG00000147419	222525_s_at
ENSG00000147419	218125_s_at
ENSG00000147421	219269_at
ENSG00000147421	225504_at
ENSG00000147432	207859_s_at
ENSG00000147434	207568_at
ENSG00000147437	235540_at
ENSG00000147437	207987_s_at
ENSG00000147439	1557582_at
ENSG00000147439	222199_s_at
ENSG00000147443	214054_at
ENSG00000147454	231078_at
ENSG00000147454	222528_s_at
ENSG00000147454	222529_at
ENSG00000147454	218136_s_at
ENSG00000147454	221920_s_at
ENSG00000147454	242335_at
ENSG00000147454	226179_at
ENSG00000147457	212313_at
ENSG00000147459	1569590_at
ENSG00000147459	1570078_a_at
ENSG00000147459	222721_at
ENSG00000147459	219921_s_at
ENSG00000147459	230263_s_at
ENSG00000147465	204548_at
ENSG00000147471	214545_s_at
ENSG00000147471	209385_s_at
ENSG00000147471	209384_at
ENSG00000147475	238615_at
ENSG00000147475	221542_s_at
ENSG00000147475	221543_s_at
ENSG00000147481	234919_s_at
ENSG00000147481	220405_at
ENSG00000147485	241942_at
ENSG00000147488	1570307_s_at
ENSG00000147488	1570306_at
ENSG00000147488	1557583_at
ENSG00000147488	206135_at
ENSG00000147509	1569303_s_at
ENSG00000147509	210138_at
ENSG00000147526	242290_at
ENSG00000147526	1554690_a_at
ENSG00000147526	217437_s_at
ENSG00000147526	200911_s_at
ENSG00000147533	1554167_a_at
ENSG00000147533	217819_at
ENSG00000147535	226150_at
ENSG00000147535	223568_s_at
ENSG00000147535	223569_at
ENSG00000147535	226384_at
ENSG00000147536	240778_at
ENSG00000147536	1554356_at
ENSG00000147536	211767_at
ENSG00000147536	235029_at
ENSG00000147548	222544_s_at
ENSG00000147548	238496_at
ENSG00000147548	224076_s_at
ENSG00000147548	218173_s_at
ENSG00000147548	221248_s_at
ENSG00000147548	225318_at
ENSG00000147570	1554258_a_at
ENSG00000147570	232798_at
ENSG00000147571	205629_s_at
ENSG00000147571	205630_at
ENSG00000147573	232721_at
ENSG00000147573	236175_at
ENSG00000147576	227113_at
ENSG00000147588	206826_at
ENSG00000147588	235127_at
ENSG00000147592	222714_s_at
ENSG00000147592	218701_at
ENSG00000147596	220714_at
ENSG00000147601	203448_s_at
ENSG00000147601	203449_s_at
ENSG00000147604	239493_at
ENSG00000147606	1552826_at
ENSG00000147606	1552827_s_at
ENSG00000147606	239006_at
ENSG00000147613	1553060_at
ENSG00000147614	1553151_at
ENSG00000147614	1553153_at
ENSG00000147614	1553155_x_at
ENSG00000147642	218692_at
ENSG00000147647	206065_s_at
ENSG00000147649	212251_at
ENSG00000147649	212250_at
ENSG00000147649	1559822_s_at
ENSG00000147649	227277_at
ENSG00000147649	212248_at
ENSG00000147650	220254_at
ENSG00000147650	220253_s_at
ENSG00000147650	219631_at
ENSG00000147654	204278_s_at
ENSG00000147654	204274_at
ENSG00000147655	1554012_at
ENSG00000147669	202635_s_at
ENSG00000147669	202634_at
ENSG00000147676	224650_at
ENSG00000147677	201592_at
ENSG00000147677	230570_at
ENSG00000147679	227402_s_at
ENSG00000147679	238562_at
ENSG00000147679	238561_s_at
ENSG00000147679	227836_at
ENSG00000147684	222992_s_at
ENSG00000147689	242944_at
ENSG00000147689	238460_at
ENSG00000147689	238741_at
ENSG00000147689	239586_at
ENSG00000147697	234305_s_at
ENSG00000147724	1557838_at
ENSG00000147724	224001_at
ENSG00000147724	236786_at
ENSG00000147789	205089_at
ENSG00000147789	1559980_at
ENSG00000147799	227876_at
ENSG00000147804	219215_s_at
ENSG00000147813	226707_at
ENSG00000147852	209822_s_at
ENSG00000147853	224151_s_at
ENSG00000147853	224655_at
ENSG00000147854	225610_at
ENSG00000147862	211467_s_at
ENSG00000147862	211466_at
ENSG00000147862	209290_s_at
ENSG00000147862	209289_at
ENSG00000147862	213033_s_at
ENSG00000147862	213032_at
ENSG00000147862	213029_at
ENSG00000147869	221378_at
ENSG00000147872	209122_at
ENSG00000147873	214569_at
ENSG00000147874	233655_s_at
ENSG00000147874	218602_s_at
ENSG00000147883	207530_s_at
ENSG00000147883	236313_at
ENSG00000147885	208448_x_at
ENSG00000147889	209644_x_at
ENSG00000147889	211156_at
ENSG00000147889	207039_at
ENSG00000147894	1553133_at
ENSG00000147894	1553134_s_at
ENSG00000147894	225919_s_at
ENSG00000147896	224093_at
ENSG00000147905	1555562_a_at
ENSG00000147905	226496_at
ENSG00000147912	227222_at
ENSG00000147955	214484_s_at
ENSG00000147955	201692_at
ENSG00000148019	1557985_s_at
ENSG00000148019	228774_at
ENSG00000148019	235919_at
ENSG00000148053	214680_at
ENSG00000148053	221795_at
ENSG00000148053	221796_at
ENSG00000148053	236095_at
ENSG00000148053	207152_at
ENSG00000148053	229463_at
ENSG00000148057	227865_at
ENSG00000148082	206330_s_at
ENSG00000148082	243881_at
ENSG00000148082	229824_at
ENSG00000148090	205052_at
ENSG00000148110	223073_at
ENSG00000148120	232270_at
ENSG00000148120	212848_s_at
ENSG00000148123	1570250_at
ENSG00000148123	219732_at
ENSG00000148143	232393_at
ENSG00000148143	226575_at
ENSG00000148143	244007_at
ENSG00000148153	223559_s_at
ENSG00000148153	223558_at
ENSG00000148153	239363_at
ENSG00000148153	235917_at
ENSG00000148154	204881_s_at
ENSG00000148154	221765_at
ENSG00000148154	224967_at
ENSG00000148156	220498_at
ENSG00000148158	226249_at
ENSG00000148175	201060_x_at
ENSG00000148175	201062_at
ENSG00000148175	201061_s_at
ENSG00000148180	214040_s_at
ENSG00000148180	1564525_at
ENSG00000148180	200696_s_at
ENSG00000148187	225126_at
ENSG00000148187	239498_at
ENSG00000148200	207742_s_at
ENSG00000148200	211402_x_at
ENSG00000148200	210392_x_at
ENSG00000148200	210391_at
ENSG00000148200	228894_at
ENSG00000148200	227496_at
ENSG00000148200	227494_at
ENSG00000148204	1552506_at
ENSG00000148218	218489_s_at
ENSG00000148218	218487_at
ENSG00000148219	1554816_at
ENSG00000148219	215407_s_at
ENSG00000148219	209693_at
ENSG00000148225	241919_x_at
ENSG00000148225	229516_at
ENSG00000148229	208828_at
ENSG00000148248	222979_s_at
ENSG00000148248	222977_at
ENSG00000148248	222978_at
ENSG00000148288	231780_at
ENSG00000148290	217646_at
ENSG00000148290	204295_at
ENSG00000148291	205224_at
ENSG00000148296	225038_s_at
ENSG00000148297	206593_s_at
ENSG00000148300	218767_at
ENSG00000148308	217876_at
ENSG00000148308	233173_x_at
ENSG00000148331	221657_s_at
ENSG00000148331	222524_s_at
ENSG00000148334	218083_at
ENSG00000148335	224106_at
ENSG00000148335	223369_at
ENSG00000148335	223368_s_at
ENSG00000148337	241524_at
ENSG00000148337	211358_s_at
ENSG00000148337	213976_at
ENSG00000148337	213977_s_at
ENSG00000148337	205516_x_at
ENSG00000148337	222166_at
ENSG00000148339	225212_at
ENSG00000148341	218813_s_at
ENSG00000148341	224907_s_at
ENSG00000148341	224432_at
ENSG00000148341	244863_at
ENSG00000148343	226356_at
ENSG00000148344	207388_s_at
ENSG00000148344	210367_s_at
ENSG00000148346	212531_at
ENSG00000148356	235449_at
ENSG00000148356	227675_at
ENSG00000148357	1564117_at
ENSG00000148357	1563532_at
ENSG00000148357	235932_x_at
ENSG00000148357	241650_x_at
ENSG00000148358	211977_at
ENSG00000148358	211979_at
ENSG00000148362	226070_at
ENSG00000148377	1552491_at
ENSG00000148384	204706_at
ENSG00000148396	215696_s_at
ENSG00000148399	225586_at
ENSG00000148400	223508_at
ENSG00000148400	218902_at
ENSG00000148408	207162_s_at
ENSG00000148408	235781_at
ENSG00000148411	230050_at
ENSG00000148411	212993_at
ENSG00000148426	229801_at
ENSG00000148426	230051_at
ENSG00000148429	238164_at
ENSG00000148429	204761_at
ENSG00000148429	239865_at
ENSG00000148444	218048_at
ENSG00000148450	218773_s_at
ENSG00000148450	219451_at
ENSG00000148450	230575_at
ENSG00000148459	220865_s_at
ENSG00000148468	212771_at
ENSG00000148481	1554509_a_at
ENSG00000148481	218297_at
ENSG00000148482	1553126_a_at
ENSG00000148484	201980_s_at
ENSG00000148484	230490_x_at
ENSG00000148498	221526_x_at
ENSG00000148498	210094_s_at
ENSG00000148498	221280_s_at
ENSG00000148498	221527_s_at
ENSG00000148513	223864_at
ENSG00000148516	212758_s_at
ENSG00000148516	210875_s_at
ENSG00000148516	212764_at
ENSG00000148516	239952_at
ENSG00000148541	214914_at
ENSG00000148541	1554547_at
ENSG00000148572	223650_s_at
ENSG00000148572	221803_s_at
ENSG00000148584	220951_s_at
ENSG00000148584	241547_at
ENSG00000148600	213369_at
ENSG00000148600	1555019_at
ENSG00000148602	211353_at
ENSG00000148604	1559714_at
ENSG00000148604	1555219_at
ENSG00000148604	207070_at
ENSG00000148606	1564318_at
ENSG00000148606	231763_at
ENSG00000148606	227872_at
ENSG00000148634	232026_at
ENSG00000148634	208055_s_at
ENSG00000148634	208054_at
ENSG00000148634	225988_at
ENSG00000148634	225989_at
ENSG00000148655	223703_at
ENSG00000148660	212669_at
ENSG00000148660	238556_at
ENSG00000148660	212757_s_at
ENSG00000148671	203571_s_at
ENSG00000148672	200946_x_at
ENSG00000148672	200947_s_at
ENSG00000148677	206029_at
ENSG00000148680	207818_s_at
ENSG00000148680	207927_at
ENSG00000148680	236281_x_at
ENSG00000148688	203436_at
ENSG00000148688	1556061_at
ENSG00000148688	1556063_s_at
ENSG00000148690	238596_at
ENSG00000148690	226398_s_at
ENSG00000148690	244767_at
ENSG00000148700	201752_s_at
ENSG00000148700	205882_x_at
ENSG00000148700	201753_s_at
ENSG00000148700	201034_at
ENSG00000148702	206010_at
ENSG00000148719	202867_s_at
ENSG00000148719	214338_at
ENSG00000148719	202865_at
ENSG00000148719	202866_at
ENSG00000148730	208770_s_at
ENSG00000148730	208769_at
ENSG00000148730	224645_at
ENSG00000148730	224653_at
ENSG00000148734	221387_at
ENSG00000148735	1554190_s_at
ENSG00000148735	219857_at
ENSG00000148737	212759_s_at
ENSG00000148737	212762_s_at
ENSG00000148737	216511_s_at
ENSG00000148737	216037_x_at
ENSG00000148737	216035_x_at
ENSG00000148737	212761_at
ENSG00000148773	212022_s_at
ENSG00000148773	212021_s_at
ENSG00000148773	212020_s_at
ENSG00000148773	212023_s_at
ENSG00000148795	1562573_at
ENSG00000148795	205502_at
ENSG00000148798	204465_s_at
ENSG00000148803	230259_at
ENSG00000148814	1558483_at
ENSG00000148814	1558484_s_at
ENSG00000148814	228886_at
ENSG00000148814	228884_at
ENSG00000148824	212767_at
ENSG00000148824	238334_at
ENSG00000148824	238333_s_at
ENSG00000148832	221941_at
ENSG00000148832	50400_at
ENSG00000148834	1557915_s_at
ENSG00000148834	201470_at
ENSG00000148835	1553528_a_at
ENSG00000148835	210053_at
ENSG00000148840	203737_s_at
ENSG00000148841	225582_at
ENSG00000148841	244025_at
ENSG00000148842	1554523_a_at
ENSG00000148842	1554522_at
ENSG00000148842	206818_s_at
ENSG00000148842	209874_x_at
ENSG00000148843	212422_at
ENSG00000148843	212424_at
ENSG00000148848	204943_at
ENSG00000148848	202952_s_at
ENSG00000148848	213790_at
ENSG00000148848	226777_at
ENSG00000148908	204319_s_at
ENSG00000148908	204316_at
ENSG00000148925	223174_at
ENSG00000148926	202912_at
ENSG00000148935	205848_at
ENSG00000148942	1561951_at
ENSG00000148942	231424_at
ENSG00000148942	214389_at
ENSG00000148943	219399_at
ENSG00000148943	223350_x_at
ENSG00000148943	221568_s_at
ENSG00000148948	241585_at
ENSG00000148948	232226_at
ENSG00000148950	230556_at
ENSG00000148950	229025_s_at
ENSG00000148985	215293_s_at
ENSG00000148985	41858_at
ENSG00000149016	218965_s_at
ENSG00000149021	205725_at
ENSG00000149043	232802_at
ENSG00000149050	243457_s_at
ENSG00000149050	243456_at
ENSG00000149050	220497_at
ENSG00000149054	220214_at
ENSG00000149054	1555510_at
ENSG00000149084	1554121_at
ENSG00000149084	1554122_a_at
ENSG00000149084	217869_at
ENSG00000149089	232630_at
ENSG00000149089	218698_at
ENSG00000149090	213661_at
ENSG00000149091	239342_at
ENSG00000149091	207556_s_at
ENSG00000149100	202232_s_at
ENSG00000149100	215190_at
ENSG00000149100	202231_at
ENSG00000149100	239848_at
ENSG00000149115	224792_at
ENSG00000149124	206930_at
ENSG00000149124	222083_at
ENSG00000149124	231683_at
ENSG00000149131	200986_at
ENSG00000149136	200956_s_at
ENSG00000149136	200957_s_at
ENSG00000149150	204394_at
ENSG00000149177	210173_at
ENSG00000149177	227396_at
ENSG00000149179	239789_at
ENSG00000149179	203257_s_at
ENSG00000149182	211975_at
ENSG00000149187	1555467_a_at
ENSG00000149187	209489_at
ENSG00000149187	235297_at
ENSG00000149187	204113_at
ENSG00000149187	221742_at
ENSG00000149187	221743_at
ENSG00000149196	230326_s_at
ENSG00000149196	219979_s_at
ENSG00000149201	220389_at
ENSG00000149212	1553869_at
ENSG00000149212	235683_at
ENSG00000149212	235684_s_at
ENSG00000149212	242906_at
ENSG00000149212	242899_at
ENSG00000149212	235150_at
ENSG00000149212	225123_at
ENSG00000149218	212570_at
ENSG00000149218	212573_at
ENSG00000149231	220693_at
ENSG00000149231	1554785_at
ENSG00000149231	223300_s_at
ENSG00000149231	223301_s_at
ENSG00000149243	1553611_s_at
ENSG00000149243	215748_at
ENSG00000149256	213273_at
ENSG00000149257	207714_s_at
ENSG00000149260	205166_at
ENSG00000149260	226292_at
ENSG00000149262	1569253_at
ENSG00000149262	1569254_s_at
ENSG00000149262	233193_x_at
ENSG00000149262	1553670_at
ENSG00000149262	225169_at
ENSG00000149269	1565772_at
ENSG00000149269	209615_s_at
ENSG00000149269	226507_at
ENSG00000149273	208692_at
ENSG00000149289	231899_at
ENSG00000149292	219587_at
ENSG00000149292	1554531_at
ENSG00000149292	215598_at
ENSG00000149294	217359_s_at
ENSG00000149294	214952_at
ENSG00000149294	229799_s_at
ENSG00000149294	209968_s_at
ENSG00000149294	212843_at
ENSG00000149294	227394_at
ENSG00000149295	211624_s_at
ENSG00000149295	216924_s_at
ENSG00000149295	216938_x_at
ENSG00000149295	206590_x_at
ENSG00000149305	221084_at
ENSG00000149308	211584_s_at
ENSG00000149308	209798_at
ENSG00000149311	1570352_at
ENSG00000149311	1553387_at
ENSG00000149311	1554631_at
ENSG00000149311	208442_s_at
ENSG00000149311	210858_x_at
ENSG00000149311	212672_at
ENSG00000149313	202170_s_at
ENSG00000149313	202169_s_at
ENSG00000149328	213713_s_at
ENSG00000149346	236390_at
ENSG00000149346	229615_at
ENSG00000149357	223009_at
ENSG00000149380	228703_at
ENSG00000149380	1560715_at
ENSG00000149403	208552_at
ENSG00000149418	216905_s_at
ENSG00000149418	202005_at
ENSG00000149428	200825_s_at
ENSG00000149435	211416_x_at
ENSG00000149443	237793_at
ENSG00000149451	232570_s_at
ENSG00000149451	233868_x_at
ENSG00000149452	221298_s_at
ENSG00000149452	231352_at
ENSG00000149474	225432_s_at
ENSG00000149474	233396_s_at
ENSG00000149476	218688_at
ENSG00000149476	244627_at
ENSG00000149480	203444_s_at
ENSG00000149483	223113_at
ENSG00000149485	208962_s_at
ENSG00000149485	208963_x_at
ENSG00000149485	208964_s_at
ENSG00000149488	1553019_at
ENSG00000149489	205806_at
ENSG00000149499	212969_x_at
ENSG00000149499	203442_x_at
ENSG00000149503	219769_at
ENSG00000149506	237335_at
ENSG00000149507	1557085_at
ENSG00000149516	1554892_a_at
ENSG00000149516	210254_at
ENSG00000149527	206080_at
ENSG00000149532	217866_at
ENSG00000149534	207497_s_at
ENSG00000149534	207496_at
ENSG00000149541	203452_at
ENSG00000149541	35179_at
ENSG00000149547	216396_s_at
ENSG00000149547	208289_s_at
ENSG00000149548	220466_at
ENSG00000149548	241360_at
ENSG00000149554	205393_s_at
ENSG00000149554	205394_at
ENSG00000149554	238075_at
ENSG00000149557	203562_at
ENSG00000149564	225369_at
ENSG00000149571	240402_at
ENSG00000149573	230518_at
ENSG00000149573	203779_s_at
ENSG00000149573	203780_at
ENSG00000149575	210363_s_at
ENSG00000149575	210364_at
ENSG00000149575	235225_at
ENSG00000149577	56256_at
ENSG00000149577	218765_at
ENSG00000149582	238514_at
ENSG00000149582	226647_at
ENSG00000149591	1555724_s_at
ENSG00000149591	205547_s_at
ENSG00000149596	220385_at
ENSG00000149596	1553174_at
ENSG00000149596	229578_at
ENSG00000149596	236647_at
ENSG00000149599	230402_at
ENSG00000149599	234829_at
